Symbol,Name,NumAppearances,Holders
AVY,Avery Dennison Corp,2,"[('CUT', 0.05), ('PYZ', 0.04)]"
AMCR,Amcor PLC Ordinary Shares,2,"[('CUT', 0.049), ('SPHD', 0.023)]"
MNDI.L,Mondi PLC,2,"[('CUT', 0.046), ('WOOD', 0.042)]"
PKG,Packaging Corp of America,2,"[('CUT', 0.046), ('PRN', 0.028)]"
STERV,Stora Enso Oyj Class R,2,"[('EFNL', 0.041), ('CUT', 0.039)]"
SMSN.KS,Samsung Electronics Co Ltd GDR,2,"[('SPDW', 0.015), ('CWI', 0.013)]"
FFC,Flah&Crum Pref Securities Income,2,"[('PAK', 0.044), ('DALT', 0.042)]"
SX1,Soybean Nov21,2,"[('SOYB', 0.18), ('DBA', 0.067)]"
WINZ21.L,Mini Ibovespa Future Dec 21,2,"[('DBE', 0.121), ('DBC', 0.074)]"
HON22,NY Harbor ULSD Future June 22,2,"[('DBE', 0.115), ('DBC', 0.071)]"
BRNH22,Brent Crude Future Jan 22,2,"[('DBE', 0.109), ('DBC', 0.069)]"
ZTM21,2 Year Treasury Note Future June 21,2,"[('DBEH', 0.649), ('DBMF', 0.114)]"
ZBM21,US Treasury Bond Future June 21,2,"[('DBMF', 0.307), ('DBEH', 0.092)]"
UBM21,Ultra US Treasury Bond Future June 21,2,"[('RPAR', 1.386), ('DBMF', 0.303)]"
GCG22,Gold Future Feb 22,2,"[('DGL', 0.504), ('DBP', 0.396)]"
SIF22,Silver Future Jan 22,2,"[('DBS', 0.509), ('DBP', 0.109)]"
SLG,SL Green Realty Corp,2,"[('DDIV', 0.037), ('FNK', 0.008)]"
BRX,Brixmor Property Group Inc,2,"[('DDIV', 0.031), ('ISCV', 0.004)]"
STOR,STORE Capital Corp,2,"[('NETL', 0.079), ('DDIV', 0.028)]"
LEG,Leggett & Platt Inc,2,"[('DDIV', 0.027), ('YPS', 0.007)]"
NELES,Neles Corp,2,"[('DDLS', 0.011), ('DLS', 0.011)]"
NXI.PA,Nexity SA,2,"[('DDLS', 0.01), ('DLS', 0.01)]"
POST,Oesterreichische Post AG,2,"[('DDLS', 0.008), ('DLS', 0.007)]"
BB.PA,Bic,2,"[('DDLS', 0.007), ('DLS', 0.007)]"
STG,Scandinavian Tobacco Group A/S,2,"[('DDLS', 0.007), ('DLS', 0.007)]"
CIE.BC,CIE Automotive SA,2,"[('DDLS', 0.007), ('DLS', 0.007)]"
ENAV.MI,ENAV SpA,2,"[('DDLS', 0.006), ('DLS', 0.006)]"
YMU21,E-mini Dow $5 Future Sept 21,2,"[('DDM', 0.059), ('UDOW', 0.045)]"
CTC.A.TO,Canadian Tire Corp Ltd Class A,2,"[('QINT', 0.011), ('DEEF', 0.006)]"
ZAL.DE,Zalando SE,2,"[('FGM', 0.037), ('DEEF', 0.006)]"
ATKR,Atkore Inc,2,"[('DEEP', 0.013), ('EES', 0.008)]"
CIO.TO,City Office REIT Inc,2,"[('KBWY', 0.047), ('DEEP', 0.013)]"
PLUS,ePlus Inc,2,"[('FGD', 0.014), ('DEEP', 0.012)]"
MOV,Movado Group Inc,2,"[('DEEP', 0.012), ('SVAL', 0.008)]"
APOG,Apogee Enterprises Inc,2,"[('SMDV', 0.012), ('DEEP', 0.011)]"
MNOD,Mining and Metallurgical Company NORILSK NICKEL PJSC ADR,2,"[('RSX', 0.061), ('DEM', 0.037)]"
1301.TW,Formosa Plastics Corp,2,"[('EDIV', 0.027), ('DEM', 0.013)]"
VGR,Vector Group Ltd,2,"[('XSHD', 0.031), ('DES', 0.018)]"
CTSH,Cognizant Technology Solutions Corp A,2,"[('ONEV', 0.012), ('DEUS', 0.005)]"
BLDR,Builders FirstSource Inc,2,"[('XMVM', 0.021), ('DFAS', 0.004)]"
MTZ,MasTec Inc,2,"[('FLM', 0.029), ('DFAS', 0.003)]"
KARN,Kardex Holding AG Registered Shares,2,"[('DFE', 0.02), ('ROBO', 0.016)]"
SHYG,iShares 0-5 Year High Yield Cor,2,"[('WBII', 0.224), ('DFHY', 0.101)]"
SJNK,SPDR Bloomberg Short Term High ,2,"[('WBII', 0.227), ('DFHY', 0.081)]"
8410,Seven Bank Ltd,2,"[('DXJS', 0.009), ('DFJ', 0.008)]"
6473,JTEKT Corp,2,"[('DXJS', 0.007), ('DFJ', 0.006)]"
9513,Electric Power Development Co Ltd,2,"[('DFJ', 0.006), ('DXJS', 0.006)]"
7167,Mebuki Financial Group Inc,2,"[('DFJ', 0.006), ('DXJS', 0.006)]"
ARI.JO,African Rainbow Minerals Ltd,2,"[('EYLD', 0.024), ('DGS', 0.01)]"
BBVA.BC,Banco Bilbao Vizcaya Argentaria SA,2,"[('EWP', 0.052), ('DGT', 0.011)]"
GLE.PA,Societe Generale SA,2,"[('DGT', 0.01), ('MFDX', 0.008)]"
ADM.L,Admiral Group PLC,2,"[('RNDM', 0.023), ('DIM', 0.011)]"
US.MI,UnipolSai SPA Az nom post raggruppamento,2,"[('IDHD', 0.018), ('DIM', 0.009)]"
ACS.BC,ACS Actividades de Construccion y Servicios SA,2,"[('IDV', 0.02), ('DIM', 0.008)]"
MB.MI,Mediobanca SpA,2,"[('EUSC', 0.029), ('DIM', 0.008)]"
HEP,Holly Energy Partners LP,2,"[('MLPA', 0.048), ('DIV', 0.027)]"
HE,Hawaiian Electric Industries Inc,2,"[('DIV', 0.022), ('SMLV', 0.008)]"
ES,Eversource Energy,2,"[('RYU', 0.038), ('DIVA', 0.011)]"
A2A.MI,A2A SpA,2,"[('EUSC', 0.024), ('DMDV', 0.021)]"
LUNE,Lundin Energy AB,2,"[('EFAS', 0.022), ('DMDV', 0.02)]"
CDAY,Ceridian HCM Holding Inc,2,"[('DMRM', 0.006), ('MDY', 0.006)]"
REL.L,RELX PLC,2,"[('DNL', 0.035), ('RNDM', 0.018)]"
FNF,Fidelity National Financial Inc,2,"[('FXO', 0.016), ('DON', 0.01)]"
1878,Daito Trust Construction Co Ltd,2,"[('FIDI', 0.033), ('DRW', 0.026)]"
SPSN,Swiss Prime Site AG,2,"[('FSZ', 0.042), ('DRW', 0.02)]"
XRT,SPDR S&P Retail ETF,2,"[('WIZ', 0.196), ('DUDE', 0.195)]"
DXC,DXC Technology Co,2,"[('DVLU', 0.021), ('YPS', 0.007)]"
NXST,Nexstar Media Group Inc Class A,2,"[('DVLU', 0.017), ('FXD', 0.015)]"
BPOP,Popular Inc,2,"[('FTXO', 0.078), ('DVLU', 0.017)]"
ITW,Illinois Tool Works Inc,2,"[('DVOL', 0.027), ('VFLQ', 0.013)]"
00303.HK,VTech Holdings Ltd,2,"[('DVYA', 0.029), ('RODE', 0.011)]"
00683.HK,Kerry Properties Ltd,2,"[('DVYA', 0.024), ('FPA', 0.017)]"
GLTR,Aberdeen Standard Physical Prec,2,"[('RSXJ', 0.058), ('DVYE', 0.025)]"
TRPL4.SA,Cia de Transmissao de Energia Eletrica Paulista Participating Preferred,2,"[('FBZ', 0.034), ('DVYE', 0.02)]"
KIO.JO,Kumba Iron Ore Ltd,2,"[('EYLD', 0.023), ('DVYE', 0.017)]"
CHMF,Severstal PAO,2,"[('DVYE', 0.016), ('EYLD', 0.016)]"
HSKA,Heska Corp,2,"[('DWAS', 0.019), ('XHE', 0.013)]"
CWST,Casella Waste Systems Inc Class A,2,"[('LCG', 0.044), ('DWAS', 0.015)]"
AMRC,Ameresco Inc Class A,2,"[('DWAS', 0.011), ('ETHO', 0.005)]"
VBR,Vanguard Small-Cap Value ETF,2,"[('DWAT', 0.101), ('GMOM', 0.073)]"
IJT,iShares S&P Small-Cap 600 Growt,2,"[('DWAT', 0.089), ('QED', 0.015)]"
SAMPO,Sampo Oyj Class A,2,"[('EFNL', 0.093), ('DWCR', 0.016)]"
EDU,New Oriental Education & Technology Group Inc ADR,2,"[('EDUT', 0.061), ('DWLD', 0.042)]"
CDMO,Avid Bioservices Inc,2,"[('DWMC', 0.011), ('IWC', 0.003)]"
HOLD,AdvisorShares North Square McKe,2,"[('DWSH', 0.391), ('HDGE', 0.376)]"
VST,Vistra Corp,2,"[('FXU', 0.043), ('DWSH', 0.012)]"
AKAM,Akamai Technologies Inc,2,"[('FIVG', 0.028), ('DWSH', 0.011)]"
2881.TW,Fubon Financial Holdings Co Ltd,2,"[('EWT', 0.02), ('DWX', 0.018)]"
MUV2.DE,Munchener Ruckversicherungs-Gesellschaft AG,2,"[('DXGE', 0.036), ('FYLD', 0.014)]"
8316,Sumitomo Mitsui Financial Group Inc,2,"[('DXJ', 0.033), ('EWJV', 0.022)]"
8058,Mitsubishi Corp,2,"[('IPKW', 0.046), ('DXJ', 0.025)]"
CHUY,Chuy's Holdings Inc,2,"[('EATZ', 0.06), ('VICE', 0.043)]"
TXRH,Texas Roadhouse Inc,2,"[('EATZ', 0.054), ('FLQS', 0.009)]"
RICK,RCI Hospitality Holdings Inc,2,"[('EATZ', 0.049), ('VICE', 0.039)]"
W,Wayfair Inc Class A,2,"[('EBIZ', 0.043), ('ONLN', 0.023)]"
03800,GCL-Poly Energy Holdings Ltd,2,"[('ECNS', 0.028), ('TAN', 0.026)]"
01368,Xtep International Holdings Ltd,2,"[('ECNS', 0.019), ('FEMS', 0.013)]"
AMX.MX,America Movil SAB de CV ADR,2,"[('WFH', 0.033), ('ECOW', 0.02)]"
EEM,iShares MSCI Emerging Index Fun,2,"[('EDC', 0.378), ('VEGA', 0.071)]"
DSV,DSV Panalpina A/S,2,"[('EDEN', 0.093), ('FPXE', 0.028)]"
COLO B,Coloplast A/S Class B,2,"[('EDEN', 0.04), ('EFAV', 0.015)]"
PNDORA,Pandora A/S,2,"[('EDEN', 0.03), ('IPKW', 0.03)]"
TNDM,Tandem Diabetes Care Inc,2,"[('EDOC', 0.05), ('ISCG', 0.004)]"
CERN,Cerner Corp,2,"[('PSJ', 0.048), ('EDOC', 0.047)]"
CHGG,Chegg Inc,2,"[('EDUT', 0.107), ('IWFH', 0.023)]"
3045.TW,Taiwan Mobile Co Ltd,2,"[('EEMV', 0.014), ('EELV', 0.009)]"
2454.TW,MediaTek Inc,2,"[('EWT', 0.043), ('EEMO', 0.021)]"
TFG.JO,Foschini Group Ltd,2,"[('EEMS', 0.003), ('EWX', 0.003)]"
CROMPTON.B,Crompton Greaves Consumer Electricals Ltd,2,"[('SMIN', 0.015), ('EEMS', 0.003)]"
3529.TW,eMemory Technology Inc,2,"[('EEMS', 0.003), ('EWX', 0.003)]"
500271.BO,Max Financial Services Ltd,2,"[('SMIN', 0.015), ('EEMS', 0.003)]"
ODP,The ODP Corp,2,"[('RWJ', 0.011), ('EES', 0.009)]"
RYM.NZ,Ryman Healthcare Ltd,2,"[('ENZL', 0.04), ('EFAD', 0.016)]"
6370,Kurita Water Industries Ltd,2,"[('EFAD', 0.015), ('EWJE', 0.005)]"
DIA.MI,Diasorin SpA,2,"[('EFAD', 0.015), ('PQIN', 0.003)]"
06823.HK,HKT Trust and HKT Ltd,2,"[('EFAS', 0.021), ('IDHD', 0.016)]"
GIVN,Givaudan SA,2,"[('EWL', 0.027), ('EFAV', 0.016)]"
KNEBV,KONE Oyj Class B,2,"[('EFNL', 0.115), ('HEDJ', 0.033)]"
TLKM,PT Telkom Indonesia (Persero) Tbk Class B,2,"[('EIDO', 0.097), ('EMFM', 0.018)]"
BMRI,PT Bank Mandiri (Persero) Tbk,2,"[('IDX', 0.066), ('EIDO', 0.046)]"
ASII,PT Astra International Tbk,2,"[('IDX', 0.059), ('EIDO', 0.041)]"
CPIN,PT Charoen Pokphand Indonesia Tbk,2,"[('IDX', 0.041), ('EIDO', 0.031)]"
BBNI,Bank Negara Indonesia (Persero) Tbk Registered Shs Series -B-,2,"[('IDX', 0.032), ('EIDO', 0.025)]"
CRH,CRH PLC,2,"[('EIRL', 0.21), ('WBIL', 0.045)]"
KRX.L,Kingspan Group PLC,2,"[('EIRL', 0.048), ('FLM', 0.034)]"
LUMI,Bank Leumi Le-Israel BM,2,"[('EIS', 0.057), ('ISRA', 0.051)]"
TEVA,Teva Pharmaceutical Industries Ltd ADR,2,"[('EIS', 0.054), ('ISRA', 0.043)]"
POLI,Bank Hapoalim BM,2,"[('EIS', 0.046), ('ISRA', 0.038)]"
ICT,International Container Terminal Services Inc,2,"[('EPHE', 0.05), ('EMDV', 0.021)]"
PIDILITIND,Pidilite Industries Ltd Shs Dematerialised,2,"[('EMDV', 0.02), ('RNEM', 0.013)]"
531642.BO,Marico Ltd,2,"[('INCO', 0.064), ('EMDV', 0.02)]"
ETISALAT,Emirates Telecommunications Group Co PJSC,2,"[('UAE', 0.12), ('EMFM', 0.019)]"
FAB,First Trust Multi Cap Value Alp,2,"[('UAE', 0.22), ('EMFM', 0.015)]"
PAGP,Plains GP Holdings LP Class A,2,"[('EMLP', 0.036), ('GYLD', 0.008)]"
EQNR,Equinor ASA,2,"[('ENOR', 0.114), ('NORW', 0.114)]"
MOWI,Mowi ASA,2,"[('ENOR', 0.063), ('NORW', 0.063)]"
YAR,Yara International ASA,2,"[('ENOR', 0.052), ('NORW', 0.052)]"
NHY,Norsk Hydro ASA,2,"[('ENOR', 0.044), ('NORW', 0.044)]"
ORK,Orkla ASA,2,"[('ENOR', 0.043), ('NORW', 0.043)]"
TOM,Tomra Systems ASA,2,"[('ENOR', 0.035), ('NORW', 0.035)]"
ADE,Adevinta ASA Class B,2,"[('ENOR', 0.026), ('NORW', 0.026)]"
GJF,Gjensidige Forsikring ASA,2,"[('ENOR', 0.025), ('NORW', 0.025)]"
MEL.NZ,Meridian Energy Ltd,2,"[('ENZL', 0.066), ('RNRG', 0.048)]"
MCY.NZ,Mercury NZ Ltd,2,"[('ENZL', 0.046), ('RNRG', 0.034)]"
LT.BO,Larsen & Toubro Ltd,2,"[('INDY', 0.028), ('EPI', 0.024)]"
ALE,Allegro.EU SA Ordinary Shares,2,"[('EPOL', 0.069), ('IPOS', 0.033)]"
CDR,CD Projekt SA,2,"[('EPOL', 0.042), ('GAMR', 0.02)]"
NAB.AX,National Australia Bank Ltd,2,"[('EWA', 0.052), ('EPP', 0.032)]"
ANZ.AX,Australia and New Zealand Banking Group Ltd,2,"[('EWA', 0.048), ('EPP', 0.029)]"
BVN,Buenaventura Mining Co Inc ADR,2,"[('EPU', 0.041), ('SIL', 0.037)]"
STT,State Street Corporation,2,"[('KBWB', 0.044), ('EQRR', 0.027)]"
HUYA,HUYA Inc ADR,2,"[('NERD', 0.044), ('ERSX', 0.038)]"
GMKN,Mining and Metallurgical Company NORILSK NICKEL PJSC,2,"[('ERUS', 0.056), ('OBOR', 0.046)]"
NVTK,NOVATEK PJSC GDR,2,"[('RSX', 0.059), ('ERUS', 0.05)]"
YNDX,Yandex NV Shs Class-A-,2,"[('ERUS', 0.047), ('RSX', 0.047)]"
CHPT,ChargePoint Holdings Inc Ordinary Shares - Class A,2,"[('SPXZ', 0.017), ('ETHO', 0.005)]"
XME,SPDR S&P Metals & Mining ETF,2,"[('EUCG', 0.051), ('RLY', 0.038)]"
UBSG,UBS Group AG,2,"[('EUFN', 0.035), ('EWL', 0.035)]"
ISP.MI,Intesa Sanpaolo,2,"[('EWI', 0.104), ('EUFN', 0.027)]"
ASM,ASM International NV,2,"[('EUSC', 0.038), ('PIZ', 0.029)]"
ASRNL,ASR Nederland NV,2,"[('EUSC', 0.023), ('ISCF', 0.009)]"
PROX,Proximus SA,2,"[('FDD', 0.04), ('EUSC', 0.019)]"
PCT,PureCycle Technologies Inc Ordinary Shares,2,"[('EVX', 0.035), ('SPXZ', 0.017)]"
DCI,Donaldson Co Inc,2,"[('EVX', 0.034), ('HSMV', 0.007)]"
AQUA,Evoqua Water Technologies Corp,2,"[('EVX', 0.034), ('SIMS', 0.029)]"
BNS.TO,Bank of Nova Scotia,2,"[('EWC', 0.041), ('HEWC', 0.039)]"
BMO.TO,Bank of Montreal,2,"[('EWC', 0.034), ('HEWC', 0.033)]"
CP.TO,Canadian Pacific Railway Ltd,2,"[('NFRA', 0.027), ('EWC', 0.026)]"
ATCO A,Atlas Copco AB A,2,"[('EWD', 0.068), ('TTAI', 0.014)]"
HEXA B,Hexagon AB Class B,2,"[('EWD', 0.048), ('JPIN', 0.005)]"
STLA,Stellantis NV,2,"[('EWI', 0.088), ('INTF', 0.021)]"
SRG.MI,Snam SpA,2,"[('FDD', 0.038), ('EWI', 0.032)]"
4523,Eisai Co Ltd,2,"[('EWJE', 0.005), ('IDLB', 0.002)]"
3382,Seven & i Holdings Co Ltd,2,"[('EWJV', 0.017), ('EWJE', 0.005)]"
4506,Sumitomo Dainippon Pharma Co Ltd,2,"[('EWJE', 0.005), ('PDN', 0.002)]"
9433,KDDI Corp,2,"[('FIDI', 0.026), ('EWJV', 0.025)]"
CFR,Compagnie Financiere Richemont SA,2,"[('EWL', 0.04), ('KBWR', 0.035)]"
SIKA,Sika AG,2,"[('EWL', 0.029), ('FICS', 0.022)]"
HAE,Haemonetics Corp,2,"[('XHE', 0.013), ('EWMC', 0.003)]"
EBS,Erste Group Bank AG.,2,"[('EWO', 0.157), ('JSML', 0.024)]"
WIE,Wienerberger AG,2,"[('EWO', 0.046), ('GVAL', 0.017)]"
AENA.BC,Aena SME SA,2,"[('GII', 0.045), ('EWP', 0.04)]"
S68.SI,Singapore Exchange Ltd,2,"[('EWS', 0.041), ('RBIN', 0.007)]"
F34.SI,Wilmar International Ltd,2,"[('EWS', 0.037), ('FTAG', 0.037)]"
2002.TW,China Steel Corp,2,"[('RNEM', 0.024), ('EWT', 0.017)]"
3711.TW,ASE Technology Holding Co Ltd,2,"[('EWT', 0.016), ('FEM', 0.013)]"
DPH.L,Dechra Pharmaceuticals PLC,2,"[('PAWZ', 0.084), ('EWUS', 0.012)]"
WALMEX.MX,Wal - Mart de Mexico SAB de CV,2,"[('EWW', 0.097), ('ILF', 0.037)]"
FEMSAUBD.M,"Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)",2,"[('EWW', 0.096), ('ILF', 0.036)]"
GFNORTEO.M,Grupo Financiero Banorte SAB de CV Class O,2,"[('EWW', 0.095), ('ILF', 0.035)]"
CEMEXCPO.M,Cemex SAB de CV,2,"[('EWW', 0.042), ('FLN', 0.036)]"
051910.KS,LG Chem Ltd,2,"[('EWY', 0.035), ('MOTO', 0.033)]"
005380.KS,Hyundai Motor Co,2,"[('EWY', 0.028), ('MFEM', 0.02)]"
068270.KS,Celltrion Inc,2,"[('KMED', 0.045), ('EWY', 0.022)]"
PETR3.SA,Petroleo Brasileiro SA Petrobras,2,"[('EWZ', 0.045), ('PXH', 0.017)]"
B3SA3.SA,B3 SA - Brasil Bolsa Balcao,2,"[('ILF', 0.04), ('EWZ', 0.039)]"
ANG.JO,Anglogold Ashanti Ltd,2,"[('RING', 0.035), ('EZA', 0.03)]"
BERY,Berry Global Group Inc,2,"[('FXR', 0.014), ('EZM', 0.008)]"
HBI,Hanesbrands Inc,2,"[('WBIF', 0.041), ('EZM', 0.007)]"
BNDX,Vanguard Total International Bo,2,"[('FAIL', 0.136), ('GAA', 0.042)]"
CBRE,CBRE Group Inc Class A,2,"[('FBCV', 0.025), ('MIDF', 0.017)]"
QGEN,Qiagen NV,2,"[('PBE', 0.056), ('FBT', 0.037)]"
SRPT,Sarepta Therapeutics Inc,2,"[('GNOM', 0.041), ('FBT', 0.037)]"
BRAP4.SA,Bradespar SA Participating Preferred,2,"[('FBZ', 0.029), ('SDEM', 0.022)]"
01898,China Coal Energy Co Ltd Class H,2,"[('FCA', 0.039), ('FEM', 0.016)]"
HQH,Tekla Healthcare Investors,2,"[('FCEF', 0.037), ('HIPS', 0.036)]"
ARDC,Ares Dynamic Credit Allocation Fund,2,"[('RDFI', 0.066), ('FCEF', 0.034)]"
IGG.L,IG Group Holdings PLC,2,"[('FDD', 0.045), ('ISCF', 0.007)]"
NN,NN Group NV,2,"[('FDD', 0.042), ('QINT', 0.013)]"
SAM,Boston Beer Co Inc Class A,2,"[('VICE', 0.059), ('FDG', 0.036)]"
FTSL,First Trust Senior Loan Fund ET,2,"[('FDIV', 0.185), ('LDSF', 0.175)]"
FEMB,First Trust Emerging Markets Lo,2,"[('FDIV', 0.1), ('LDSF', 0.025)]"
ASIX,AdvanSix Inc,2,"[('FDM', 0.009), ('SVAL', 0.007)]"
ANDE,Andersons Inc,2,"[('XSVM', 0.015), ('FDM', 0.009)]"
001230.KS,Dongkuk Steel Mill Co Ltd,2,"[('FDTS', 0.006), ('PDN', 0.002)]"
8454.TW,momo.com Inc,2,"[('KEMQ', 0.043), ('FEM', 0.019)]"
HINDALCO.B,Hindalco Industries Ltd,2,"[('NFTY', 0.023), ('FEM', 0.015)]"
DIE,D'Ieteren Group,2,"[('FEUZ', 0.013), ('FEP', 0.01)]"
008560.KS,Meritz Securities Co Ltd,2,"[('SDEM', 0.023), ('FGD', 0.018)]"
ERF.PA,Eurofins Scientific SE,2,"[('FICS', 0.025), ('PQIN', 0.003)]"
KEY.TO,Keyera Corp,2,"[('FID', 0.024), ('WDIV', 0.02)]"
01038.L,CK Infrastructure Holdings Ltd,2,"[('FID', 0.017), ('IDHD', 0.014)]"
APT.AX,Afterpay Ltd,2,"[('FINX', 0.063), ('TPAY', 0.055)]"
SPTL,SPDR Portfolio Long Term Treasu,2,"[('INKM', 0.07), ('FISR', 0.069)]"
RADA,Rada Electronics Industries Ltd,2,"[('FITE', 0.016), ('KOMP', 0.008)]"
ERIC,Telefonaktiebolaget L M Ericsson ADR Class B,2,"[('FIVG', 0.03), ('TENG', 0.023)]"
EN.PA,Bouygues,2,"[('FLM', 0.03), ('RODM', 0.007)]"
ELET3.SA,Centrais Eletricas Brasileiras SA,2,"[('RNRG', 0.059), ('FLN', 0.037)]"
JCOM,J2 Global Inc,2,"[('FLQS', 0.009), ('USVM', 0.004)]"
AEO,American Eagle Outfitters Inc,2,"[('XRT', 0.011), ('FLQS', 0.008)]"
VHM,Vinhomes JSC,2,"[('VNM', 0.073), ('FM', 0.019)]"
CHS,Chico's FAS Inc,2,"[('FNDA', 0.006), ('PRFZ', 0.003)]"
EXPR,"Express, Inc.",2,"[('FNDA', 0.005), ('PRFZ', 0.003)]"
OII,Oceaneering International Inc,2,"[('XES', 0.044), ('FNDA', 0.004)]"
QRTEA,Qurate Retail Inc Class A,2,"[('FXD', 0.016), ('FNK', 0.008)]"
SWAV,ShockWave Medical Inc,2,"[('PTH', 0.046), ('FNY', 0.01)]"
DRE,Duke Realty Corp,2,"[('INDS', 0.149), ('FPRO', 0.052)]"
UDR,UDR Inc,2,"[('NURE', 0.053), ('FPRO', 0.031)]"
SHL.DE,Siemens Healthineers AG Registered Shares,2,"[('FPXE', 0.076), ('FPXI', 0.043)]"
NEXI.MI,Nexi SpA,2,"[('FPXE', 0.036), ('FPXI', 0.025)]"
BSY,Bentley Systems Inc Ordinary Shares - Class B,2,"[('JSMD', 0.032), ('FRTY', 0.03)]"
JBHT,JB Hunt Transport Services Inc,2,"[('FTXR', 0.052), ('TPOR', 0.052)]"
GLW,Corning Inc,2,"[('VOE', 0.009), ('FVD', 0.005)]"
TPX,Tempur Sealy International Inc,2,"[('PSL', 0.051), ('FXD', 0.016)]"
FOXA,Fox Corp Class A,2,"[('IEME', 0.046), ('FXD', 0.015)]"
NUS,Nu Skin Enterprises Inc Class A,2,"[('FXG', 0.045), ('REGL', 0.019)]"
COO,The Cooper Companies Inc,2,"[('FXH', 0.021), ('RYH', 0.016)]"
BC,Brunswick Corp,2,"[('FXR', 0.013), ('SENT', 0.011)]"
EVRG,Evergy Inc,2,"[('RYU', 0.037), ('FXU', 0.034)]"
CE,Celanese Corp Class A,2,"[('FXZ', 0.046), ('PYZ', 0.039)]"
MOS,The Mosaic Co,2,"[('FXZ', 0.046), ('VEGI', 0.022)]"
RILY,B. Riley Financial Inc,2,"[('FYC', 0.008), ('FYX', 0.004)]"
OSTK,Overstock.com Inc,2,"[('FYC', 0.008), ('FYX', 0.004)]"
MEI,Methode Electronics Inc,2,"[('RNSC', 0.009), ('FYT', 0.007)]"
GVAL,Cambria Global Value ETF,2,"[('TRTY', 0.058), ('GAA', 0.052)]"
FYLD,Cambria Foreign Shareholder Yie,2,"[('TRTY', 0.072), ('GAA', 0.045)]"
QMOM,Alpha Architect U.S. Quantitati,2,"[('VMOT', 0.21), ('GAA', 0.041)]"
CRSR,Corsair Gaming Inc Ordinary Shares,2,"[('NERD', 0.047), ('GBGR', 0.016)]"
SWCH,Switch Inc Class A,2,"[('GBGR', 0.014), ('RNSC', 0.01)]"
ABC,AmerisourceBergen Corp,2,"[('GBLO', 0.048), ('RWL', 0.016)]"
NCM.AX,Newcrest Mining Ltd,2,"[('GDX', 0.049), ('RING', 0.046)]"
AEM.TO,Agnico Eagle Mines Ltd,2,"[('RING', 0.044), ('GDX', 0.043)]"
GDX.AX,VanEck Vectors Gold Miners ETF,2,"[('GDXD', 0.73), ('GDXU', 0.73)]"
GDXJ.IR,VanEck Vectorsâ¢ Junior Gold Miners ETF,2,"[('GDXD', 0.27), ('GDXU', 0.27)]"
AGI.TO,Alamos Gold Inc Class A,2,"[('GOEX', 0.037), ('GDXJ', 0.027)]"
067160.KS,AfreecaTV Co,2,"[('NERD', 0.048), ('GENY', 0.036)]"
VIV.PA,Vivendi SE,2,"[('IPKW', 0.048), ('GENY', 0.03)]"
532977.BO,Bajaj Auto Ltd,2,"[('INCO', 0.061), ('GLIN', 0.039)]"
EXPI,eXp World Holdings Inc,2,"[('GLRY', 0.03), ('GSSC', 0.003)]"
TX.MX,Ternium SA ADR,2,"[('SLX', 0.051), ('GLRY', 0.027)]"
PPC,Public Power Corp SA,2,"[('GREK', 0.046), ('GVAL', 0.017)]"
BLL,Ball Corp,2,"[('RTM', 0.037), ('GSEW', 0.002)]"
WDAY,Workday Inc Class A,2,"[('WCLD', 0.019), ('GSEW', 0.002)]"
WING,Wingstop Inc,2,"[('RFG', 0.022), ('GSSC', 0.003)]"
UBU21,Ultra US Treasury Bond Future Sept 21,2,"[('IGHG', 0.157), ('GTO', 0.039)]"
PEGA,Pegasystems Inc,2,"[('ROBT', 0.023), ('GURU', 0.016)]"
ALRS,Alrosa PJSC,2,"[('SDEM', 0.025), ('GVAL', 0.019)]"
BBWI,Bath & Body Works Inc,2,"[('PEZ', 0.032), ('GVIP', 0.021)]"
ISA,Interconexion Electrica SA ESP,2,"[('GXG', 0.106), ('ICOL', 0.099)]"
BCOLOMBIA,BanColombia SA,2,"[('GXG', 0.079), ('ICOL', 0.077)]"
GEB,Grupo Energia Bogota SA ESP,2,"[('ICOL', 0.045), ('GXG', 0.044)]"
PFDAVVNDA,Banco Davivienda SA Participating Preferred,2,"[('ICOL', 0.045), ('GXG', 0.044)]"
NUTRESA,Grupo Nutresa SA,2,"[('GXG', 0.042), ('ICOL', 0.042)]"
CLOU,Global X Cloud Computing ETF,2,"[('GXTG', 0.188), ('TMAT', 0.086)]"
PCG,PG&E Corp,2,"[('NLR', 0.051), ('HDGE', 0.05)]"
00003.HK,Hong Kong and China Gas Co Ltd,2,"[('HDMV', 0.016), ('TPIF', 0.005)]"
BDJ,BlackRock Enhanced Equity Div,2,"[('HIPS', 0.036), ('PCEF', 0.025)]"
ISD,"PGIM High Yield Bond Fund, Inc.",2,"[('RDFI', 0.061), ('HIPS', 0.035)]"
RYN,Rayonier Inc,2,"[('WOOD', 0.093), ('HSMV', 0.007)]"
SEIC,SEI Investments Co,2,"[('REGL', 0.02), ('HSMV', 0.007)]"
VCRA,Vocera Communications Inc,2,"[('HTEC', 0.017), ('ROBO', 0.017)]"
CBOE,Cboe Global Markets Inc,2,"[('IAI', 0.046), ('RYF', 0.017)]"
TRV,The Travelers Companies Inc,2,"[('KBWP', 0.079), ('IAK', 0.045)]"
