Bigram,Name,SumWeights,Holders,DiffEntries,DiffValue
"('BA', 'V')","('Boeing Co', 'Visa Inc Class A')",0.083,"[('DIA', 0.083)]",New,New+0.083
"('AMGN', 'BA')","('Amgen Inc', 'Boeing Co')",0.083,"[('DIA', 0.083)]",New,New+0.083
"('GSPD', 'WFCPQ')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.071,"[('PFFV', 0.071)]",New,New+0.071
"('CPK', 'GSPD')","('Chesapeake Utilities Corp', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf')",0.067,"[('PFFV', 0.067)]",New,New+0.067
"('CPJ', 'WFCPQ')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.065,"[('PFFV', 0.065)]",New,New+0.065
"('GSPJ', 'WFCPQ')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.065,"[('PFFV', 0.065)]",New,New+0.065
"('MSPI', 'WFCPQ')","('Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.064,"[('PFFV', 0.064)]",New,New+0.064
"('ATHPA', 'WFCPQ')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.064,"[('PFFV', 0.064)]",New,New+0.064
"('MSPK', 'WFCPQ')","('Morgan Stanley 1/1000th Non-Cum Pfd -K-', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.064,"[('PFFV', 0.064)]",New,New+0.064
"('USBPH', 'WFCPQ')","('U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-', 'Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-')",0.063,"[('PFFV', 0.063)]",New,New+0.063
"('CPJ', 'CPK')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Chesapeake Utilities Corp')",0.061,"[('PFFV', 0.061)]",New,New+0.061
"('CPK', 'GSPJ')","('Chesapeake Utilities Corp', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser')",0.061,"[('PFFV', 0.061)]",New,New+0.061
"('CPK', 'MSPI')","('Chesapeake Utilities Corp', 'Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-')",0.06,"[('PFFV', 0.06)]",New,New+0.06
"('CPK', 'MSPK')","('Chesapeake Utilities Corp', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.06,"[('PFFV', 0.06)]",New,New+0.06
"('CPK', 'USBPH')","('Chesapeake Utilities Corp', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.059,"[('PFFV', 0.059)]",New,New+0.059
"('ATHPA', 'CPK')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Chesapeake Utilities Corp')",0.059,"[('PFFV', 0.059)]",New,New+0.059
"('CPJ', 'GSPD')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf')",0.053,"[('PFFV', 0.053)]",New,New+0.053
"('GSPD', 'GSPJ')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser')",0.053,"[('PFFV', 0.053)]",New,New+0.053
"('GSPD', 'MSPI')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf', 'Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-')",0.052,"[('PFFV', 0.052)]",New,New+0.052
"('ATHPA', 'GSPD')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf')",0.052,"[('PFFV', 0.052)]",New,New+0.052
"('GSPD', 'MSPK')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.052,"[('PFFV', 0.052)]",New,New+0.052
"('CPJ', 'GSPJ')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser')",0.047,"[('PFFV', 0.047)]",New,New+0.047
"('CPJ', 'MSPI')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('GSPJ', 'MSPI')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser', 'Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('ATHPA', 'CPJ')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('CPJ', 'MSPK')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('GSPJ', 'USBPH')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('ATHPA', 'GSPJ')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('GSPJ', 'MSPK')","('Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.046,"[('PFFV', 0.046)]",New,New+0.046
"('ATHPA', 'MSPI')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-')",0.045,"[('PFFV', 0.045)]",New,New+0.045
"('MSPI', 'MSPK')","('Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.045,"[('PFFV', 0.045)]",New,New+0.045
"('CPJ', 'USBPH')","('Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.045,"[('PFFV', 0.045)]",New,New+0.045
"('ATHPA', 'MSPK')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'Morgan Stanley 1/1000th Non-Cum Pfd -K-')",0.045,"[('PFFV', 0.045)]",New,New+0.045
"('MSPI', 'USBPH')","('Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.044,"[('PFFV', 0.044)]",New,New+0.044
"('ATHPA', 'USBPH')","('Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.044,"[('PFFV', 0.044)]",New,New+0.044
"('MSPK', 'USBPH')","('Morgan Stanley 1/1000th Non-Cum Pfd -K-', 'U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-')",0.044,"[('PFFV', 0.044)]",New,New+0.044
