Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
GS,Goldman Sachs Group Inc,20,"[('IAI', 0.195), ('DIA', 0.077), ('DDM', 0.054), ('UDOW', 0.047), ('EGIS', 0.043)]",9,1
MCD,McDonald's Corp,16,"[('PEJ', 0.053), ('XLY', 0.045), ('DIA', 0.044), ('IECS', 0.044), ('IYC', 0.04)]",13,1
AMGN,Amgen Inc,14,"[('BBH', 0.088), ('IBB', 0.077), ('IBBQ', 0.076), ('BIB', 0.064), ('PJP', 0.054)]",21,1
HON,Honeywell International Inc,14,"[('PPA', 0.053), ('XLI', 0.049), ('DIA', 0.043), ('UTRN', 0.04), ('VSL', 0.04)]",21,1
BA,Boeing Co,10,"[('ITA', 0.186), ('DFEN', 0.144), ('PPA', 0.066), ('XLI', 0.042), ('DIA', 0.041)]",47,1
CPK,Chesapeake Utilities Corp,6,"[('PSCU', 0.046), ('PFFV', 0.037), ('KSCD', 0.022), ('PGF', 0.021), ('PGX', 0.016)]",131,1
WFCPQ,Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-,3,"[('PFFV', 0.041), ('PGF', 0.025), ('PGX', 0.014)]",597,1
GSPD,Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf,2,"[('PFFV', 0.029), ('PFLD', 0.028)]",1368,1
ATHPA,Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep,2,"[('SPFF', 0.031), ('PFFV', 0.022)]",1653,1
USBPH,U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-,2,"[('PFFV', 0.022), ('PFLD', 0.018)]",1369,1
JNJ,Johnson & Johnson,97,"[('IHE', 0.227), ('IEIH', 0.093), ('XLV', 0.092), ('IYH', 0.083), ('FTXH', 0.077)]",0,0
FTIXX,Goldman Sachs FS Treasury Intms Instl,56,"[('WEBS', 0.706), ('CLDS', 0.621), ('LABD', 0.604), ('FAZ', 0.592), ('SOXS', 0.584)]",1,0
VZ,Verizon Communications Inc,54,"[('IYZ', 0.213), ('LTL', 0.167), ('FDL', 0.071), ('HDV', 0.063), ('DJD', 0.061)]",1,0
HD,The Home Depot Inc,50,"[('RTH', 0.116), ('XLY', 0.087), ('IEDI', 0.074), ('IYC', 0.074), ('FDIS', 0.063)]",1,0
PYPL,PayPal Holdings Inc,49,"[('PNQI', 0.083), ('IYJ', 0.069), ('FINX', 0.065), ('IPAY', 0.064), ('SHE', 0.064)]",0,0
DAPXX,Dreyfus Government Secs Cash Mgmt Admin,48,"[('YANG', 0.968), ('JDST', 0.854), ('CHAD', 0.827), ('TZA', 0.825), ('DUST', 0.741)]",2,0
INFY.BO,Infosys Ltd,45,"[('IXSE', 0.093), ('PIN', 0.092), ('INDY', 0.087), ('INDA', 0.086), ('EPI', 0.076)]",0,0
PFE,Pfizer Inc,44,"[('IHE', 0.191), ('IEIH', 0.065), ('FDL', 0.059), ('PJP', 0.054), ('RDIV', 0.054)]",0,0
XOM,Exxon Mobil Corp,44,"[('XLE', 0.237), ('IYE', 0.236), ('VDE', 0.22), ('FENY', 0.219), ('DIG', 0.184)]",0,0
BAC,Bank of America Corp,44,"[('KBWB', 0.082), ('IYG', 0.076), ('XLF', 0.076), ('FNCL', 0.064), ('VFH', 0.064)]",0,0
TGT,Target Corp,40,"[('RTH', 0.045), ('SIXA', 0.042), ('SIXH', 0.04), ('VSMV', 0.038), ('GBLO', 0.036)]",1,0
03690,Meituan,36,"[('CHIQ', 0.101), ('EMQQ', 0.09), ('FDNI', 0.084), ('EEMO', 0.083), ('EWEB', 0.08)]",0,0
INTC,Intel Corp,36,"[('TDIV', 0.077), ('USD', 0.077), ('SOXQ', 0.075), ('SOXX', 0.071), ('VLUE', 0.061)]",0,0
LLY,Eli Lilly and Co,36,"[('PJP', 0.062), ('IEIH', 0.061), ('HART', 0.06), ('PPH', 0.051), ('IHE', 0.047)]",0,0
FGTXX,Goldman Sachs FS Government Instl,34,"[('CANE', 0.596), ('CORN', 0.343), ('TECS', 0.303), ('KORU', 0.215), ('GCOR', 0.19)]",0,0
00939,China Construction Bank Corp Class H,31,"[('CHIX', 0.092), ('FNDE', 0.031), ('DEM', 0.03), ('PXH', 0.029), ('EMGF', 0.028)]",0,0
CMCSA,Comcast Corp Class A,31,"[('JHCS', 0.061), ('IEME', 0.051), ('EWCO', 0.046), ('IXP', 0.046), ('IYC', 0.046)]",0,0
NOVO B,Novo Nordisk A/S B,31,"[('EDEN', 0.224), ('DNL', 0.044), ('OEUR', 0.038), ('AGNG', 0.034), ('DIVS', 0.031)]",0,0
WFC,Wells Fargo & Co,30,"[('KBWB', 0.081), ('DUSA', 0.062), ('DWLD', 0.061), ('DFNL', 0.058), ('IEFN', 0.048)]",1,0
T,AT&T Inc,30,"[('FDL', 0.101), ('NVQ', 0.079), ('VLUE', 0.069), ('SPVU', 0.051), ('GBLO', 0.049)]",1,0
ABBV,AbbVie Inc,29,"[('FTXH', 0.079), ('FDL', 0.063), ('IEIH', 0.057), ('WBIY', 0.057), ('DHS', 0.054)]",1,0
MRK,Merck & Co Inc,28,"[('FTXH', 0.081), ('PJP', 0.057), ('IEIH', 0.053), ('PPH', 0.053), ('DJD', 0.05)]",0,0
DIS,The Walt Disney Co,28,"[('VOX', 0.058), ('FCOM', 0.057), ('PEJ', 0.053), ('IEME', 0.052), ('JHCS', 0.052)]",0,0
TMO,Thermo Fisher Scientific Inc,26,"[('IHI', 0.124), ('BUL', 0.052), ('VIRS', 0.052), ('IEHS', 0.046), ('XLV', 0.042)]",5,0
CRM,Salesforce.com Inc,26,"[('IGV', 0.083), ('DIA', 0.049), ('FDN', 0.049), ('PNQI', 0.042), ('CLOU', 0.039)]",2,0
CVX,Chevron Corp,25,"[('XLE', 0.2), ('IYE', 0.179), ('VDE', 0.166), ('FENY', 0.165), ('ERX', 0.163)]",3,0
FTNT,Fortinet Inc,24,"[('BUG', 0.067), ('PXQ', 0.066), ('PKW', 0.062), ('LYFE', 0.047), ('QQQN', 0.046)]",3,0
SEDG,SolarEdge Technologies Inc,24,"[('TAN', 0.1), ('ITEQ', 0.081), ('ISRA', 0.054), ('CTEC', 0.046), ('XMMO', 0.045)]",3,0
SAN.PA,Sanofi SA,24,"[('EWQ', 0.061), ('HDEF', 0.043), ('FEZ', 0.034), ('HEDJ', 0.033), ('VWID', 0.033)]",4,0
RELIANCE.B,Reliance Industries Ltd Shs Dematerialised,23,"[('INDY', 0.096), ('PIN', 0.093), ('INDA', 0.091), ('IXSE', 0.073), ('EPI', 0.053)]",3,0
QCOM,Qualcomm Inc,23,"[('SOXQ', 0.081), ('SOXL', 0.061), ('SOXX', 0.058), ('USD', 0.055), ('WUGI', 0.054)]",3,0
DLR,Digital Realty Trust Inc,23,"[('VPN', 0.09), ('FPRO', 0.071), ('ERTH', 0.05), ('ICF', 0.05), ('XLRE', 0.045)]",4,0
PLD,Prologis Inc,23,"[('INDS', 0.149), ('REIT', 0.109), ('XLRE', 0.094), ('RWR', 0.093), ('ICF', 0.08)]",3,0
NKE,Nike Inc B,23,"[('IYK', 0.063), ('HART', 0.056), ('XLY', 0.046), ('IEDI', 0.043), ('EDOW', 0.039)]",3,0
AMT,American Tower Corp,23,"[('SRVR', 0.151), ('VPN', 0.133), ('XLRE', 0.131), ('IYR', 0.091), ('GLIF', 0.089)]",3,0
AVGO,Broadcom Inc,23,"[('FTXL', 0.08), ('TDIV', 0.079), ('SOXX', 0.078), ('SOXQ', 0.077), ('USD', 0.066)]",2,0
AMC,AMC Entertainment Holdings Inc Class A,22,"[('SFYF', 0.072), ('PEZ', 0.045), ('FNY', 0.037), ('VTWV', 0.016), ('FNX', 0.015)]",0,0
PSA,Public Storage,22,"[('REZ', 0.099), ('ICF', 0.055), ('GQRE', 0.051), ('NURE', 0.051), ('XLRE', 0.049)]",0,0
VALE3.SA,Vale SA,22,"[('EWZ', 0.19), ('DEM', 0.082), ('GUNR', 0.026), ('XCEM', 0.024), ('MFEM', 0.022)]",0,0
MRVL,Marvell Technology Inc,22,"[('FPX', 0.082), ('PXQ', 0.057), ('WUGI', 0.057), ('SOXX', 0.044), ('MID', 0.043)]",0,0
COP,ConocoPhillips,22,"[('IEO', 0.173), ('IYE', 0.072), ('VDE', 0.062), ('FENY', 0.061), ('DIG', 0.06)]",0,0
SE.SI,Sea Ltd ADR,21,"[('FDNI', 0.078), ('WUGI', 0.076), ('HERO', 0.073), ('ESPO', 0.067), ('FPXI', 0.066)]",2,0
AMD,Advanced Micro Devices Inc,21,"[('WUGI', 0.086), ('ESPO', 0.081), ('PSI', 0.066), ('FIVG', 0.057), ('TENG', 0.055)]",2,0
IDXX,IDEXX Laboratories Inc,21,"[('PAWZ', 0.105), ('MOO', 0.078), ('LCG', 0.061), ('PTH', 0.046), ('FIW', 0.043)]",2,0
NIO,NIO Inc ADR,20,"[('QCLN', 0.099), ('KGRN', 0.097), ('FNI', 0.092), ('CHIQ', 0.073), ('SMOG', 0.069)]",2,0
EQIX,Equinix Inc,20,"[('SRVR', 0.156), ('VPN', 0.124), ('REIT', 0.091), ('ICF', 0.083), ('XLRE', 0.077)]",2,0
WELL,Welltower Inc,20,"[('REZ', 0.076), ('FPRO', 0.054), ('ICF', 0.042), ('EWRE', 0.037), ('XLRE', 0.037)]",2,0
TTE.PA,TotalEnergies SE,20,"[('IXC', 0.063), ('EWQ', 0.058), ('FILL', 0.058), ('GNR', 0.036), ('FEZ', 0.034)]",3,0
ENB.TO,Enbridge Inc,19,"[('ENFR', 0.104), ('MLPX', 0.094), ('EINC', 0.083), ('TPYP', 0.081), ('GLIF', 0.077)]",2,0
LOW,Lowe's Companies Inc,19,"[('PKB', 0.054), ('RTH', 0.049), ('WBIF', 0.048), ('ITB', 0.044), ('SXQG', 0.039)]",2,0
EBAY,eBay Inc,19,"[('WBIG', 0.058), ('WBIF', 0.056), ('WBIL', 0.055), ('PKW', 0.054), ('BUL', 0.051)]",2,0
KO,Coca-Cola Co,19,"[('IECS', 0.115), ('XLP', 0.099), ('VDC', 0.089), ('FSTA', 0.088), ('IYK', 0.065)]",3,0
NPN.JO,Naspers Ltd Class N,18,"[('EZA', 0.208), ('AFK', 0.081), ('EMQQ', 0.047), ('EWEB', 0.04), ('KEMQ', 0.034)]",2,0
CCI,Crown Castle International Corp,18,"[('SRVR', 0.147), ('VPN', 0.136), ('FPRO', 0.099), ('XLRE', 0.09), ('ICF', 0.076)]",1,0
NTES,NetEase Inc ADR,17,"[('CHIC', 0.102), ('HERO', 0.066), ('ESPO', 0.051), ('EWEB', 0.048), ('KWEB', 0.047)]",1,0
KR,The Kroger Co,17,"[('GBLO', 0.05), ('FXG', 0.045), ('PSL', 0.036), ('PBJ', 0.035), ('STNC', 0.03)]",1,0
SPG,Simon Property Group Inc,17,"[('ICF', 0.048), ('XLRE', 0.046), ('RWR', 0.045), ('BBRE', 0.038), ('FRI', 0.038)]",1,0
NET,Cloudflare Inc,17,"[('VCLO', 0.247), ('IPO', 0.048), ('PTF', 0.04), ('CIBR', 0.039), ('IVES', 0.037)]",1,0
OR.PA,L'Oreal SA,17,"[('EWQ', 0.057), ('HEDJ', 0.04), ('FEZ', 0.031), ('KXI', 0.028), ('EZU', 0.02)]",1,0
C,Citigroup Inc,17,"[('FTXO', 0.076), ('KBWB', 0.076), ('IYG', 0.036), ('XLF', 0.036), ('SPVU', 0.033)]",1,0
UPS,United Parcel Service Inc Class B,17,"[('IYT', 0.164), ('TPOR', 0.066), ('XLI', 0.048), ('WBIG', 0.042), ('DUSL', 0.036)]",1,0
REGN,Regeneron Pharmaceuticals Inc,16,"[('BBH', 0.052), ('BUL', 0.051), ('IBB', 0.043), ('ARKG', 0.041), ('IBBQ', 0.041)]",2,0
BIDU,Baidu Inc ADR,16,"[('CHIC', 0.1), ('FNGS', 0.1), ('ECON', 0.048), ('ARKQ', 0.045), ('KWEB', 0.043)]",2,0
SQ,Square Inc A,16,"[('VFIN', 0.161), ('ARKF', 0.101), ('FINX', 0.088), ('IPAY', 0.066), ('TPAY', 0.055)]",2,0
AVB,AvalonBay Communities Inc,16,"[('REIT', 0.068), ('REZ', 0.066), ('NURE', 0.051), ('PPTY', 0.04), ('ICF', 0.037)]",2,0
CROX,Crocs Inc,16,"[('PEZ', 0.048), ('FLQS', 0.011), ('PLTL', 0.011), ('FNY', 0.01), ('SMLF', 0.009)]",2,0
TECH,Bio-Techne Corp,16,"[('PBE', 0.057), ('FRTY', 0.03), ('BFTR', 0.029), ('PTH', 0.028), ('IJK', 0.017)]",2,0
NEE,NextEra Energy Inc,16,"[('XLU', 0.172), ('VPU', 0.149), ('IDU', 0.148), ('FUTY', 0.138), ('UTSL', 0.128)]",2,0
BIIB,Biogen Inc,16,"[('PBE', 0.06), ('PKW', 0.048), ('IBBQ', 0.041), ('PJP', 0.04), ('IBB', 0.037)]",3,0
ADI,Analog Devices Inc,16,"[('FTXL', 0.075), ('MARB', 0.048), ('KARS', 0.044), ('TENG', 0.042), ('SOXQ', 0.04)]",4,0
CVS,CVS Health Corp,15,"[('IHF', 0.122), ('NVQ', 0.054), ('GBLO', 0.049), ('SPVU', 0.047), ('FXG', 0.046)]",3,0
DXCM,DexCom Inc,15,"[('EDOC', 0.053), ('SNSR', 0.044), ('BFIT', 0.03), ('AIEQ', 0.027), ('HTEC', 0.019)]",2,0
GILD,Gilead Sciences Inc,15,"[('IBBQ', 0.068), ('IBB', 0.064), ('BIB', 0.057), ('PJP', 0.056), ('BBH', 0.054)]",3,0
6758,Sony Group Corp,15,"[('EWJ', 0.034), ('HEWJ', 0.033), ('DBJP', 0.029), ('GENY', 0.029), ('BBJP', 0.027)]",3,0
MSTR,MicroStrategy Inc Class A,15,"[('BLOK', 0.064), ('XSMO', 0.042), ('PSCT', 0.037), ('BLCN', 0.018), ('QTUM', 0.018)]",4,0
MS,Morgan Stanley,15,"[('IAI', 0.219), ('PWV', 0.04), ('IEFN', 0.034), ('IYG', 0.033), ('XLF', 0.033)]",4,0
TRP.TO,TC Energy Corp,15,"[('MLPX', 0.087), ('EINC', 0.077), ('ENFR', 0.073), ('TPYP', 0.073), ('USAI', 0.07)]",4,0
IBM,International Business Machines Corp,15,"[('DJD', 0.082), ('TDIV', 0.08), ('WBIY', 0.06), ('RDIV', 0.048), ('RNDV', 0.043)]",4,0
9434,SoftBank Corp,15,"[('FPXI', 0.044), ('IQDG', 0.04), ('IHDG', 0.039), ('LVHI', 0.024), ('EFAS', 0.021)]",4,0
MO,Altria Group Inc,15,"[('DHS', 0.055), ('WBIY', 0.047), ('FDL', 0.043), ('XLP', 0.043), ('IECS', 0.041)]",4,0
GME,GameStop Corp Class A,15,"[('SFYF', 0.035), ('SLY', 0.011), ('SLYG', 0.011), ('SLYV', 0.011), ('SPSM', 0.011)]",4,0
WMB,Williams Companies Inc,15,"[('MLPX', 0.079), ('TPYP', 0.072), ('USAI', 0.072), ('FTXN', 0.07), ('EINC', 0.063)]",4,0
EOG,EOG Resources Inc,15,"[('IEO', 0.097), ('NANR', 0.05), ('XLE', 0.045), ('PXE', 0.044), ('IYE', 0.043)]",4,0
NEM,Newmont Corp,14,"[('RING', 0.218), ('GDX', 0.155), ('SGDM', 0.124), ('IYM', 0.061), ('XLB', 0.054)]",4,0
BMY,Bristol-Myers Squibb Company,14,"[('PPH', 0.051), ('XPH', 0.046), ('IHE', 0.045), ('IEIH', 0.044), ('UTRN', 0.04)]",5,0
MPC,Marathon Petroleum Corp,14,"[('IEO', 0.08), ('CRAK', 0.07), ('PXE', 0.05), ('RYE', 0.049), ('XLE', 0.042)]",4,0
ZS,Zscaler Inc,14,"[('LRNZ', 0.084), ('CIBR', 0.076), ('BUG', 0.071), ('CLOU', 0.045), ('PXQ', 0.039)]",4,0
CRWD,CrowdStrike Holdings Inc Class A,14,"[('VCLO', 0.249), ('LRNZ', 0.097), ('BUG', 0.069), ('CIBR', 0.067), ('PXQ', 0.059)]",4,0
RY.TO,Royal Bank of Canada,14,"[('EWC', 0.074), ('HEWC', 0.074), ('IMTM', 0.018), ('IXG', 0.018), ('TTAI', 0.016)]",4,0
SAIA,Saia Inc,14,"[('XTN', 0.026), ('IJT', 0.012), ('SLYG', 0.011), ('VIOG', 0.011), ('FLQS', 0.009)]",3,0
OMCL,Omnicell Inc,14,"[('PSCH', 0.054), ('EDOC', 0.045), ('XSMO', 0.021), ('IJT', 0.013), ('SLYG', 0.013)]",3,0
SBNY,Signature Bank,14,"[('FRTY', 0.036), ('XMHQ', 0.036), ('PFI', 0.027), ('KRE', 0.016), ('KBE', 0.013)]",3,0
M,Macy's Inc,14,"[('PSCD', 0.047), ('RWJ', 0.023), ('IJS', 0.01), ('SLYV', 0.01), ('VIOV', 0.01)]",3,0
KMI,Kinder Morgan Inc Class P,14,"[('MLPX', 0.082), ('USAI', 0.072), ('EINC', 0.07), ('TPYP', 0.07), ('FTXN', 0.069)]",3,0
BHP.AX,BHP Group Ltd,14,"[('EWA', 0.096), ('EPP', 0.059), ('IQDG', 0.052), ('IHDG', 0.051), ('GNR', 0.045)]",3,0
AMAT,Applied Materials Inc,13,"[('FTXL', 0.074), ('PSI', 0.046), ('SMH', 0.045), ('XNTK', 0.04), ('SOXQ', 0.039)]",3,0
NUE,Nucor Corp,13,"[('SLX', 0.065), ('FXZ', 0.044), ('PYZ', 0.044), ('XME', 0.044), ('PAVE', 0.033)]",4,0
FCX,Freeport-McMoRan Inc,13,"[('IYM', 0.067), ('NANR', 0.066), ('XLB', 0.058), ('UYM', 0.056), ('COPX', 0.049)]",5,0
PNC,PNC Financial Services Group Inc,13,"[('IAT', 0.133), ('FTXO', 0.083), ('DFNL', 0.051), ('KBWB', 0.041), ('EQRR', 0.03)]",6,0
CGNX,Cognex Corp,13,"[('XMHQ', 0.029), ('XMMO', 0.027), ('ROBO', 0.017), ('IJK', 0.014), ('IVOG', 0.013)]",5,0
MOH,Molina Healthcare Inc,13,"[('XMHQ', 0.043), ('GREK', 0.037), ('XMMO', 0.03), ('RWK', 0.017), ('HLGE', 0.011)]",5,0
SBAC,SBA Communications Corp,13,"[('FPRO', 0.07), ('PSR', 0.068), ('VPN', 0.048), ('SRVR', 0.046), ('ICF', 0.043)]",5,0
ADM,Archer-Daniels Midland Co,13,"[('FTXG', 0.075), ('VEGI', 0.064), ('NANR', 0.062), ('MOO', 0.049), ('PBJ', 0.045)]",5,0
6861,Keyence Corp,12,"[('BOTZ', 0.065), ('HEWJ', 0.029), ('EWJ', 0.028), ('IDMO', 0.027), ('DBJP', 0.023)]",4,0
8035,Tokyo Electron Ltd,12,"[('IPKW', 0.048), ('DNL', 0.03), ('DXJ', 0.025), ('EWJ', 0.016), ('GSJY', 0.016)]",4,0
GNRC,Generac Holdings Inc,12,"[('PRN', 0.035), ('RPG', 0.022), ('FXR', 0.016), ('RGI', 0.016), ('FTC', 0.01)]",4,0
LSCC,Lattice Semiconductor Corp,12,"[('QTUM', 0.015), ('FLQS', 0.008), ('JHSC', 0.006), ('IWO', 0.005), ('VTWG', 0.005)]",5,0
DE,Deere & Co,12,"[('VEGI', 0.199), ('FTAG', 0.104), ('MOO', 0.087), ('HAP', 0.084), ('CFCV', 0.047)]",4,0
SRE,Sempra Energy,12,"[('ECLN', 0.052), ('XLU', 0.043), ('FUTY', 0.04), ('IDU', 0.04), ('EMLP', 0.038)]",4,0
02318,Ping An Insurance (Group) Co. of China Ltd Class H,12,"[('CHIX', 0.087), ('ISEM', 0.039), ('CXSE', 0.025), ('MCHI', 0.019), ('JEMA', 0.017)]",5,0
FMG.AX,Fortescue Metals Group Ltd,12,"[('DVYA', 0.046), ('FTRI', 0.046), ('IDV', 0.029), ('DTH', 0.023), ('IVAL', 0.022)]",3,0
CHTR,Charter Communications Inc A,12,"[('PKW', 0.056), ('IEME', 0.049), ('EWCO', 0.048), ('XLC', 0.046), ('JHCS', 0.044)]",3,0
TCS.BO,Tata Consultancy Services Ltd,12,"[('PIN', 0.056), ('INDY', 0.048), ('GLIN', 0.047), ('INDA', 0.046), ('EPI', 0.04)]",3,0
MMM,3M Co,12,"[('DJD', 0.048), ('SIXA', 0.039), ('SIXH', 0.037), ('XLI', 0.037), ('VSDA', 0.033)]",3,0
GTLS,Chart Industries Inc,12,"[('PSCI', 0.038), ('XSHQ', 0.023), ('XSMO', 0.021), ('IJT', 0.011), ('SLYG', 0.011)]",3,0
GGG,Graco Inc,12,"[('DVOL', 0.028), ('XMLV', 0.015), ('IJK', 0.012), ('IVOG', 0.012), ('MDYG', 0.012)]",3,0
LNG,Cheniere Energy Inc,12,"[('FTXN', 0.071), ('MLPX', 0.069), ('EINC', 0.056), ('ENFR', 0.051), ('FXN', 0.051)]",3,0
DUK,Duke Energy Corp,12,"[('XLU', 0.084), ('NLR', 0.081), ('IDU', 0.078), ('FUTY', 0.073), ('VPU', 0.073)]",3,0
CTVA,Corteva Inc,11,"[('CSD', 0.075), ('VEGI', 0.062), ('NANR', 0.057), ('MOO', 0.049), ('FTAG', 0.046)]",3,0
D,Dominion Energy Inc,11,"[('NLR', 0.08), ('XLU', 0.066), ('IDU', 0.058), ('FUTY', 0.057), ('VPU', 0.057)]",3,0
MU,Micron Technology Inc,11,"[('FTXL', 0.067), ('SMH', 0.046), ('PSI', 0.042), ('VLUE', 0.03), ('QTEC', 0.026)]",2,0
WM,Waste Management Inc,11,"[('EVX', 0.099), ('CCOR', 0.026), ('AUSF', 0.016), ('TPHD', 0.015), ('USMV', 0.015)]",2,0
XLK,SPDR Select Sector Fund - Techn,11,"[('XLSR', 0.417), ('QPX', 0.303), ('SSUS', 0.277), ('QPT', 0.178), ('LCR', 0.142)]",2,0
QQQ,"Invesco QQQ Trust, Series 1",11,"[('QQD', 0.994), ('QQC', 0.958), ('QPX', 0.39), ('VCAR', 0.371), ('VFIN', 0.352)]",2,0
PWR,Quanta Services Inc,11,"[('GRID', 0.039), ('FLM', 0.033), ('AIRR', 0.032), ('FEVR', 0.026), ('AFLG', 0.011)]",2,0
DKS,Dick's Sporting Goods Inc,11,"[('PEZ', 0.034), ('GLRY', 0.032), ('AFMC', 0.014), ('EZM', 0.01), ('RETL', 0.01)]",2,0
FXFXX,First American Treasury Obligs X,11,"[('BDRY', 1.0), ('MSVX', 0.387), ('AWTM', 0.146), ('JULZ', 0.004), ('MAYZ', 0.004)]",2,0
AWK,American Water Works Co Inc,11,"[('CGW', 0.095), ('EBLU', 0.081), ('AQWA', 0.079), ('FIW', 0.043), ('PUI', 0.042)]",2,0
IFF,International Flavors & Fragrances Inc,11,"[('IYM', 0.045), ('XLB', 0.04), ('RTM', 0.038), ('FMAT', 0.03), ('VAW', 0.03)]",2,0
PXD,Pioneer Natural Resources Co,11,"[('PXE', 0.051), ('RYE', 0.048), ('IEO', 0.044), ('FCG', 0.042), ('XLE', 0.041)]",2,0
OVV,Ovintiv Inc,11,"[('PXI', 0.048), ('FCPI', 0.038), ('VAMO', 0.017), ('FNY', 0.009), ('VUSE', 0.008)]",2,0
ANAT,American National Group Inc,11,"[('CSB', 0.019), ('DEEP', 0.013), ('ROSC', 0.01), ('FYT', 0.009), ('SQLV', 0.009)]",3,0
FANG,Diamondback Energy Inc,11,"[('RYE', 0.046), ('FCG', 0.043), ('IEO', 0.037), ('PXI', 0.034), ('CVY', 0.012)]",3,0
SHW,Sherwin-Williams Co,11,"[('XLB', 0.069), ('FMAT', 0.056), ('VAW', 0.056), ('ITB', 0.046), ('CWS', 0.041)]",3,0
SGRO.L,Segro PLC,11,"[('RWX', 0.031), ('FKU', 0.025), ('IFGL', 0.025), ('WPS', 0.021), ('HAUZ', 0.015)]",3,0
WSM,Williams-Sonoma Inc,11,"[('EBIZ', 0.052), ('XMHQ', 0.028), ('XMMO', 0.027), ('RDVY', 0.023), ('SMLF', 0.013)]",3,0
NEO,NeoGenomics Inc,11,"[('PSCH', 0.046), ('IJT', 0.011), ('SLYG', 0.011), ('VIOG', 0.011), ('XJR', 0.006)]",3,0
POWI,Power Integrations Inc,11,"[('PSCT', 0.045), ('XSMO', 0.023), ('IJT', 0.012), ('SLYG', 0.01), ('VIOG', 0.01)]",3,0
PEG,Public Service Enterprise Group Inc,11,"[('NLR', 0.066), ('EMLP', 0.041), ('FXU', 0.041), ('ECLN', 0.039), ('RYU', 0.036)]",3,0
CMG,Chipotle Mexican Grill Inc,11,"[('LYFE', 0.049), ('EGIS', 0.044), ('MID', 0.042), ('PFUT', 0.023), ('RCD', 0.018)]",3,0
OKE,ONEOK Inc,11,"[('USAI', 0.073), ('MLPX', 0.07), ('EINC', 0.063), ('TPYP', 0.056), ('ENFR', 0.053)]",3,0
SLB,Schlumberger Ltd,11,"[('OIH', 0.193), ('PXJ', 0.071), ('XLE', 0.044), ('XES', 0.043), ('IYE', 0.04)]",3,0
AD,Koninklijke Ahold Delhaize NV,11,"[('EWN', 0.043), ('HEDJ', 0.035), ('LVHI', 0.025), ('ICOW', 0.02), ('IDOG', 0.02)]",3,0
ALL,Allstate Corp,11,"[('KBWP', 0.078), ('IAK', 0.057), ('PKW', 0.049), ('FXO', 0.017), ('FTA', 0.01)]",5,0
FSLR,First Solar Inc,10,"[('TAN', 0.062), ('ACES', 0.054), ('CTEC', 0.048), ('FXN', 0.044), ('CNRG', 0.029)]",5,0
XLF,SPDR Select Sector Fund - Finan,10,"[('BOB', 0.343), ('EUCG', 0.158), ('XLSR', 0.126), ('SECT', 0.122), ('SSUS', 0.115)]",5,0
EPD,Enterprise Products Partners LP,10,"[('AMZA', 0.132), ('AMLP', 0.101), ('MLPA', 0.096), ('ENFR', 0.087), ('EMLP', 0.076)]",5,0
ECL,Ecolab Inc,10,"[('EVX', 0.097), ('PIO', 0.077), ('AQWA', 0.074), ('EBLU', 0.074), ('IYM', 0.066)]",6,0
VRTX,Vertex Pharmaceuticals Inc,10,"[('BUL', 0.05), ('BBH', 0.046), ('UTRN', 0.042), ('IBBQ', 0.041), ('IBB', 0.039)]",6,0
300750,Contemporary Amperex Technology Co Ltd Class A,10,"[('CNXT', 0.102), ('OBOR', 0.077), ('CHII', 0.074), ('KGRN', 0.067), ('LIT', 0.064)]",6,0
8306,Mitsubishi UFJ Financial Group Inc,10,"[('DXJ', 0.046), ('EWJV', 0.033), ('JPN', 0.018), ('JPXN', 0.018), ('EWJ', 0.017)]",5,0
EQR,Equity Residential,10,"[('REZ', 0.065), ('GQRE', 0.035), ('PPTY', 0.032), ('RWR', 0.028), ('USRT', 0.025)]",5,0
CAT,Caterpillar Inc,10,"[('XLI', 0.038), ('DUSL', 0.029), ('FIDU', 0.029), ('VIS', 0.028), ('BIBL', 0.026)]",7,0
HDFC.BO,Housing Development Finance Corp Ltd,10,"[('EPI', 0.077), ('IXSE', 0.074), ('PIN', 0.07), ('INDA', 0.065), ('INDY', 0.064)]",7,0
PSX,Phillips 66,10,"[('CRAK', 0.078), ('IEO', 0.073), ('RDIV', 0.048), ('PXE', 0.043), ('XLE', 0.041)]",7,0
MRW.L,Morrison (Wm) Supermarkets PLC,10,"[('EFAS', 0.027), ('FKU', 0.025), ('UIVM', 0.013), ('WWJD', 0.008), ('IDLV', 0.007)]",7,0
AXP,American Express Co,10,"[('DFNL', 0.057), ('IPAY', 0.057), ('DUSA', 0.043), ('TPAY', 0.043), ('CFCV', 0.04)]",8,0
HUBS,HubSpot Inc,10,"[('PSJ', 0.068), ('MRAD', 0.044), ('FRTY', 0.04), ('PTF', 0.037), ('FXL', 0.017)]",7,0
00006.HK,Power Assets Holdings Ltd,10,"[('DVYA', 0.028), ('FIDI', 0.024), ('EFAS', 0.021), ('FID', 0.02), ('CID', 0.017)]",7,0
