Symbol,Name,NumAppearances,Holders
COLO B,Coloplast A/S Class B,2,"[('EDEN', 0.04), ('EFAV', 0.015)]"
PNDORA,Pandora A/S,2,"[('EDEN', 0.03), ('IPKW', 0.03)]"
00868.HK,Xinyi Glass Holdings Ltd,2,"[('EDIV', 0.031), ('JPIN', 0.004)]"
CERN,Cerner Corp,2,"[('EDOC', 0.043), ('TPLC', 0.005)]"
BRDT3.SA,Petrobras Distribuidora SA,2,"[('SDEM', 0.023), ('EDOG', 0.021)]"
ELEKTRA.MX,Grupo Elektra SAB de CV,2,"[('FLMX', 0.035), ('EELV', 0.01)]"
3045.TW,Taiwan Mobile Co Ltd,2,"[('EEMV', 0.014), ('EELV', 0.009)]"
5880.TW,Taiwan Cooperative Financial Holding Co Ltd,2,"[('EEMV', 0.014), ('EELV', 0.008)]"
CROMPTON.B,Crompton Greaves Consumer Electricals Ltd,2,"[('SMIN', 0.015), ('EEMS', 0.003)]"
3529.TW,eMemory Technology Inc,2,"[('EEMS', 0.003), ('EWX', 0.003)]"
500271.BO,Max Financial Services Ltd,2,"[('SMIN', 0.015), ('EEMS', 0.003)]"
ODP,The ODP Corp,2,"[('RWJ', 0.011), ('EES', 0.009)]"
6370,Kurita Water Industries Ltd,2,"[('EFAD', 0.016), ('EWJE', 0.005)]"
DIA.MI,Diasorin SpA,2,"[('EUDV', 0.024), ('EFAD', 0.016)]"
06823.HK,HKT Trust and HKT Ltd,2,"[('EFAS', 0.021), ('IDHD', 0.016)]"
GIVN,Givaudan SA,2,"[('FLSW', 0.025), ('EFAV', 0.016)]"
RMS.PA,Hermes International SA,2,"[('FICS', 0.023), ('EFAV', 0.015)]"
KNEBV,KONE Oyj Class B,2,"[('EFNL', 0.115), ('HEDJ', 0.033)]"
TLKM,PT Telkom Indonesia (Persero) Tbk Class B,2,"[('EIDO', 0.092), ('EMFM', 0.018)]"
BMRI,PT Bank Mandiri (Persero) Tbk,2,"[('IDX', 0.066), ('EIDO', 0.046)]"
ASII,PT Astra International Tbk,2,"[('IDX', 0.059), ('EIDO', 0.042)]"
CPIN,PT Charoen Pokphand Indonesia Tbk,2,"[('IDX', 0.041), ('EIDO', 0.031)]"
BBNI,Bank Negara Indonesia (Persero) Tbk Registered Shs Series -B-,2,"[('IDX', 0.032), ('EIDO', 0.023)]"
ICT,International Container Terminal Services Inc,2,"[('EPHE', 0.048), ('EMDV', 0.021)]"
PIDILITIND,Pidilite Industries Ltd Shs Dematerialised,2,"[('EMDV', 0.02), ('RNEM', 0.013)]"
531642.BO,Marico Ltd,2,"[('INCO', 0.064), ('EMDV', 0.02)]"
ETISALAT,Emirates Telecommunications Group Co PJSC,2,"[('UAE', 0.121), ('EMFM', 0.019)]"
FAB,First Trust Multi Cap Value Alp,2,"[('UAE', 0.223), ('EMFM', 0.015)]"
AOT-R,Airports Of Thailand PLC DR,2,"[('EMIF', 0.088), ('THD', 0.047)]"
PAGP,Plains GP Holdings LP Class A,2,"[('EMLP', 0.036), ('GYLD', 0.008)]"
MOWI,Mowi ASA,2,"[('ENOR', 0.063), ('NORW', 0.063)]"
YAR,Yara International ASA,2,"[('ENOR', 0.052), ('NORW', 0.052)]"
ORK,Orkla ASA,2,"[('ENOR', 0.043), ('NORW', 0.043)]"
TOM,Tomra Systems ASA,2,"[('ENOR', 0.035), ('NORW', 0.035)]"
ADE,Adevinta ASA Class B,2,"[('ENOR', 0.026), ('NORW', 0.026)]"
GJF,Gjensidige Forsikring ASA,2,"[('ENOR', 0.025), ('NORW', 0.025)]"
MEL.NZ,Meridian Energy Ltd,2,"[('ENZL', 0.066), ('RNRG', 0.048)]"
MCY.NZ,Mercury NZ Ltd,2,"[('ENZL', 0.046), ('RNRG', 0.034)]"
LT.BO,Larsen & Toubro Ltd Shs Dematerialised,2,"[('INDY', 0.027), ('EPI', 0.023)]"
SBIN.BO,State Bank of India,2,"[('INDF', 0.045), ('EPI', 0.02)]"
ALE,Allegro.EU SA Ordinary Shares,2,"[('EPOL', 0.07), ('IPOS', 0.033)]"
PKN,Polski Koncern Naftowy ORLEN SA,2,"[('EPOL', 0.064), ('FEM', 0.013)]"
PEO,Bank Polska Kasa Opieki SA,2,"[('EPOL', 0.049), ('FRDM', 0.033)]"
DNP,Dino Polska SA,2,"[('EPOL', 0.044), ('FRDM', 0.026)]"
PGN,Polish Oil and Gas Company (PGNiG) SA,2,"[('EPOL', 0.044), ('FEM', 0.012)]"
CDR,CD Projekt SA,2,"[('EPOL', 0.043), ('GAMR', 0.02)]"
BVN,Buenaventura Mining Co Inc ADR,2,"[('EPU', 0.041), ('SIL', 0.037)]"
ATUS,Altice USA Inc Class A,2,"[('LSAT', 0.035), ('EQAL', 0.005)]"
RJF,Raymond James Financial Inc,2,"[('EQRR', 0.03), ('VNMC', 0.025)]"
9022,Central Japan Railway Co,2,"[('ERTH', 0.04), ('INFR', 0.033)]"
KRX.L,Kingspan Group PLC,2,"[('FLM', 0.034), ('ERTH', 0.027)]"
8015,Toyota Tsusho Corp,2,"[('ESGN', 0.014), ('EWJE', 0.005)]"
KRC,Kilroy Realty Corp,2,"[('GBLD', 0.028), ('ESML', 0.003)]"
LI.PA,Klepierre,2,"[('FIDI', 0.039), ('EUDV', 0.024)]"
UBSG,UBS Group AG,2,"[('EUFN', 0.033), ('FLSW', 0.033)]"
CS.PA,AXA SA,2,"[('EUFN', 0.028), ('FLFR', 0.028)]"
ASM,ASM International NV,2,"[('EUSC', 0.033), ('PIZ', 0.029)]"
PROX,Proximus SA,2,"[('FDD', 0.04), ('EUSC', 0.02)]"
PCT,PureCycle Technologies Inc Ordinary Shares,2,"[('EVX', 0.035), ('SPXZ', 0.017)]"
DCI,Donaldson Co Inc,2,"[('EVX', 0.034), ('HSMV', 0.007)]"
DLG.L,Dialog Semiconductor PLC,2,"[('EWGS', 0.034), ('ISCF', 0.008)]"
TKA.DE,thyssenkrupp AG,2,"[('EWGS', 0.025), ('IMFL', 0.006)]"
4523,Eisai Co Ltd,2,"[('EWJE', 0.005), ('IDLB', 0.002)]"
4506,Sumitomo Dainippon Pharma Co Ltd,2,"[('EWJE', 0.005), ('PDN', 0.002)]"
HAE,Haemonetics Corp,2,"[('XHE', 0.013), ('EWMC', 0.003)]"
LDL,Lydall Inc,2,"[('MGMT', 0.032), ('EWSC', 0.003)]"
LPI,Laredo Petroleum Inc,2,"[('OMFS', 0.005), ('EWSC', 0.002)]"
1303.TW,Nan Ya Plastics Corp,2,"[('FLTW', 0.02), ('EWT', 0.015)]"
BME.L,B&M European Value Retail SA,2,"[('FKU', 0.022), ('EWUS', 0.013)]"
DPH.L,Dechra Pharmaceuticals PLC,2,"[('PAWZ', 0.084), ('EWUS', 0.012)]"
IMI.L,IMI PLC,2,"[('EWUS', 0.012), ('WWJD', 0.008)]"
FEMSAUBD.M,"Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)",2,"[('EWW', 0.094), ('FLMX', 0.082)]"
TLEVISACPO,Grupo Televisa SAB,2,"[('EWW', 0.043), ('FLMX', 0.042)]"
BIMBOA.MX,Grupo Bimbo SAB de CV Shs A,2,"[('FLMX', 0.031), ('EWW', 0.023)]"
DQ,Daqo New Energy Corp ADR,2,"[('TAN', 0.035), ('EWX', 0.003)]"
3023.TW,Sinbon Electronics Co Ltd,2,"[('PIE', 0.023), ('EWX', 0.003)]"
ABEV3.SA,Ambev SA,2,"[('EWZ', 0.035), ('FLBR', 0.033)]"
MGLU3.SA,Magazine Luiza SA,2,"[('EWZ', 0.029), ('FLBR', 0.023)]"
WEGE3.SA,Weg SA,2,"[('EWZ', 0.027), ('FLBR', 0.021)]"
EMBR3.SA,Embraer SA,2,"[('EWZS', 0.033), ('FEMS', 0.011)]"
042700.KS,HANMI Semiconductor Co Ltd,2,"[('EYLD', 0.018), ('FDTS', 0.005)]"
BNDX,Vanguard Total International Bo,2,"[('FAIL', 0.136), ('GAA', 0.042)]"
HQH,Tekla Healthcare Investors,2,"[('FCEF', 0.036), ('HIPS', 0.036)]"
ARDC,Ares Dynamic Credit Allocation Fund,2,"[('RDFI', 0.066), ('FCEF', 0.034)]"
CC,The Chemours Co,2,"[('PYZ', 0.04), ('FCPI', 0.029)]"
EXP,Eagle Materials Inc,2,"[('FCPI', 0.027), ('FXR', 0.014)]"
NN,NN Group NV,2,"[('FDD', 0.042), ('QINT', 0.013)]"
3269,Advance Residence Investment Corp,2,"[('FDEV', 0.012), ('SCJ', 0.005)]"
FEMB,First Trust Emerging Markets Lo,2,"[('FDIV', 0.149), ('LDSF', 0.025)]"
001230.KS,Dongkuk Steel Mill Co Ltd,2,"[('FDTS', 0.006), ('PDN', 0.002)]"
298020.KS,Hyosung TNC Co Ltd Ordinary Shares,2,"[('FDTS', 0.006), ('PDN', 0.002)]"
LDOS,Leidos Holdings Inc,2,"[('FEDX', 0.048), ('KOMP', 0.008)]"
KBR,KBR Inc,2,"[('FEDX', 0.036), ('FLM', 0.028)]"
BRKM5.SA,Braskem SA Participating Preferred,2,"[('FLN', 0.051), ('FEM', 0.018)]"
8454.TW,momo.com Inc,2,"[('KEMQ', 0.035), ('FEM', 0.016)]"
03818,China Dongxiang (Group) Co Ltd,2,"[('SDIV', 0.014), ('FEMS', 0.011)]"
TTTXX,BlackRock Liquidity Treasury Instl,2,"[('YOLO', 0.283), ('FFIU', 0.062)]"
DGL,Invesco DB Gold Fund,2,"[('FFTG', 0.163), ('MPRO', 0.1)]"
008560.KS,Meritz Securities Co Ltd,2,"[('SDEM', 0.023), ('FGD', 0.017)]"
PAH3.DE,Porsche Automobil Holding SE Participating Preferred,2,"[('FGM', 0.058), ('IMFL', 0.006)]"
SOON,Sonova Holding AG,2,"[('FICS', 0.026), ('JPIN', 0.004)]"
KER.PA,Kering SA,2,"[('FLFR', 0.035), ('FICS', 0.023)]"
KEY.TO,Keyera Corp,2,"[('FID', 0.024), ('WDIV', 0.021)]"
01038.L,CK Infrastructure Holdings Ltd,2,"[('FID', 0.017), ('IDHD', 0.014)]"
FISV,Fiserv Inc,2,"[('IPAY', 0.047), ('FINX', 0.043)]"
RPD,Rapid7 Inc,2,"[('WCBR', 0.054), ('FITE', 0.016)]"
RADA,Rada Electronics Industries Ltd,2,"[('FITE', 0.016), ('KOMP', 0.008)]"
ERIC,Telefonaktiebolaget L M Ericsson ADR Class B,2,"[('FIVG', 0.03), ('TENG', 0.025)]"
3563,Food & Life Companies Ltd,2,"[('FJP', 0.018), ('SCJ', 0.005)]"
3288,Open House Co Ltd,2,"[('IVAL', 0.021), ('FJP', 0.017)]"
EVR.L,EVRAZ PLC,2,"[('FKU', 0.024), ('SDIV', 0.011)]"
ITSA4.SA,Itausa Investimentos ITAU SA Participating Preferred,2,"[('FLN', 0.036), ('FLBR', 0.021)]"
ISP.MI,Intesa Sanpaolo,2,"[('FLIY', 0.096), ('NUDM', 0.017)]"
STLA,Stellantis NV,2,"[('FLIY', 0.085), ('INTF', 0.021)]"
JCOM,J2 Global Inc,2,"[('FLQS', 0.009), ('USVM', 0.004)]"
NVTK,NOVATEK PJSC,2,"[('FLRU', 0.081), ('RSX', 0.059)]"
GMKN,Mining and Metallurgical Company NORILSK NICKEL PJSC,2,"[('FLRU', 0.05), ('OBOR', 0.05)]"
TESXU1,EURO STOXX 50 Index Total Return Sept21,2,"[('WTMF', 0.066), ('FLSP', 0.037)]"
LONN,Lonza Group Ltd,2,"[('HELX', 0.033), ('FLSW', 0.029)]"
SIKA,Sika AG,2,"[('FSZ', 0.036), ('FLSW', 0.027)]"
GFI.JO,Gold Fields Ltd,2,"[('RING', 0.037), ('FLZA', 0.033)]"
ANG.JO,Anglogold Ashanti Ltd,2,"[('RING', 0.035), ('FLZA', 0.032)]"
VHM,Vinhomes JSC,2,"[('VNM', 0.073), ('FM', 0.021)]"
CHS,Chico's FAS Inc,2,"[('FNDA', 0.006), ('PRFZ', 0.003)]"
EXPR,"Express, Inc.",2,"[('FNDA', 0.005), ('PRFZ', 0.003)]"
OII,Oceaneering International Inc,2,"[('XES', 0.044), ('FNDA', 0.004)]"
SWAV,ShockWave Medical Inc,2,"[('QMOM', 0.021), ('FNY', 0.01)]"
SIL.TO,SilverCrest Metals Inc,2,"[('SILJ', 0.041), ('FORH', 0.037)]"
MNRL,Brigham Minerals Inc,2,"[('INFL', 0.037), ('FORH', 0.035)]"
CTT,CatchMark Timber Trust Inc Class A,2,"[('PGAL', 0.059), ('FORH', 0.034)]"
SHL.DE,Siemens Healthineers AG Registered Shares,2,"[('FPXE', 0.076), ('FPXI', 0.039)]"
NEXI.MI,Nexi SpA,2,"[('FPXE', 0.036), ('FPXI', 0.027)]"
BSY,Bentley Systems Inc Ordinary Shares - Class B,2,"[('JSMD', 0.032), ('FRTY', 0.03)]"
XRAY,Dentsply Sirona Inc,2,"[('RNMC', 0.013), ('FSMD', 0.003)]"
TXT,Textron Inc,2,"[('XAR', 0.038), ('FSMD', 0.003)]"
FBHS,Fortune Brands Home & Security Inc,2,"[('XHB', 0.036), ('FSMD', 0.003)]"
TPR,Tapestry Inc,2,"[('FSMO', 0.013), ('SENT', 0.011)]"
MCHP,Microchip Technology Inc,2,"[('IVDG', 0.028), ('FTLS', 0.023)]"
PBR.SA,Petroleo Brasileiro SA Petrobras ADR,2,"[('FTRI', 0.088), ('WWJD', 0.009)]"
ALKS,Alkermes PLC,2,"[('FTXH', 0.043), ('SBIO', 0.022)]"
CDEV,Centennial Resource Development Inc A,2,"[('FTXN', 0.043), ('PRFZ', 0.003)]"
CF,CF Industries Holdings Inc,2,"[('FXZ', 0.041), ('FUNL', 0.009)]"
GLW,Corning Inc,2,"[('VOE', 0.009), ('FVD', 0.005)]"
BWA,BorgWarner Inc,2,"[('FXD', 0.015), ('PEXL', 0.011)]"
09999,NetEase Inc Ordinary Shares,2,"[('FXI', 0.04), ('KEMQ', 0.034)]"
BC,Brunswick Corp,2,"[('FXR', 0.013), ('SENT', 0.011)]"
ATO,Atmos Energy Corp,2,"[('UTES', 0.046), ('FXU', 0.04)]"
MOS,The Mosaic Co,2,"[('FXZ', 0.046), ('VEGI', 0.022)]"
TKR,The Timken Co,2,"[('FXZ', 0.036), ('VNMC', 0.029)]"
RILY,B. Riley Financial Inc,2,"[('FYC', 0.008), ('FYX', 0.004)]"
GVAL,Cambria Global Value ETF,2,"[('TRTY', 0.058), ('GAA', 0.052)]"
FYLD,Cambria Foreign Shareholder Yie,2,"[('TRTY', 0.072), ('GAA', 0.045)]"
QMOM,Alpha Architect U.S. Quantitati,2,"[('VMOT', 0.21), ('GAA', 0.041)]"
SPEM,SPDR Index Shares Fund SPDR Por,2,"[('SQEW', 0.107), ('GAL', 0.07)]"
CRSR,Corsair Gaming Inc Ordinary Shares,2,"[('NERD', 0.048), ('GBGR', 0.016)]"
SWCH,Switch Inc Class A,2,"[('GBGR', 0.014), ('RNSC', 0.01)]"
8951,Nippon Building Fund Inc,2,"[('GBLD', 0.038), ('RWX', 0.018)]"
ABC,AmerisourceBergen Corp,2,"[('GBLO', 0.048), ('RWL', 0.015)]"
KRE,SPDR S&P Regional Banking ETF,2,"[('SNUG', 0.151), ('GDMA', 0.055)]"
VTV,Vanguard Value ETF,2,"[('OCIO', 0.048), ('GDMA', 0.04)]"
SCHC,Schwab International Small-Cap ,2,"[('QLS', 0.047), ('GDMA', 0.035)]"
GDX.AX,VanEck Vectors Gold Miners ETF,2,"[('GDXD', 0.73), ('GDXU', 0.73)]"
GDXJ.IR,VanEck Vectorsâ¢ Junior Gold Miners ETF,2,"[('GDXD', 0.27), ('GDXU', 0.27)]"
EVN.AX,Evolution Mining Ltd,2,"[('GDXJ', 0.046), ('JGLD', 0.023)]"
AGI.TO,Alamos Gold Inc Class A,2,"[('GOEX', 0.037), ('GDXJ', 0.027)]"
VIV.PA,Vivendi SA,2,"[('IPKW', 0.048), ('GENY', 0.028)]"
TCL.AX,Transurban Group,2,"[('GII', 0.054), ('IGF', 0.054)]"
AENA.BC,Aena SME SA,2,"[('GII', 0.045), ('IGF', 0.044)]"
ATL.MI,Atlantia SpA,2,"[('GII', 0.034), ('IGF', 0.034)]"
000568,Luzhou Laojiao Co Ltd,2,"[('KBUY', 0.05), ('GLCN', 0.029)]"
600031,Sany Heavy Industry Co Ltd,2,"[('GLCN', 0.028), ('RAYC', 0.027)]"
507685.BO,Wipro Ltd,2,"[('GLIN', 0.055), ('NFTY', 0.024)]"
500124.BO,Dr Reddy's Laboratories Ltd,2,"[('GLIN', 0.051), ('NFTY', 0.022)]"
532977.BO,Bajaj Auto Ltd,2,"[('INCO', 0.061), ('GLIN', 0.039)]"
500087.BO,Cipla Ltd,2,"[('GLIN', 0.039), ('NFTY', 0.022)]"
SRPT,Sarepta Therapeutics Inc,2,"[('GNOM', 0.041), ('IDNA', 0.04)]"
OR.TO,Osisko Gold Royalties Ltd,2,"[('GOAU', 0.042), ('JGLD', 0.023)]"
PPC,Public Power Corp SA,2,"[('GREK', 0.046), ('GVAL', 0.017)]"
EME,EMCOR Group Inc,2,"[('VTWV', 0.004), ('GSSC', 0.003)]"
NVTA,Invitae Corp,2,"[('IDNA', 0.044), ('GURU', 0.016)]"
PEGA,Pegasystems Inc,2,"[('ROBT', 0.023), ('GURU', 0.016)]"
ALRS,Alrosa PJSC,2,"[('SDEM', 0.025), ('GVAL', 0.019)]"
ISA,Interconexion Electrica SA ESP,2,"[('GXG', 0.109), ('ICOL', 0.105)]"
BCOLOMBIA,BanColombia SA,2,"[('ICOL', 0.071), ('GXG', 0.07)]"
GEB,Grupo Energia Bogota SA ESP,2,"[('GXG', 0.044), ('ICOL', 0.044)]"
NUTRESA,Grupo Nutresa SA,2,"[('GXG', 0.044), ('ICOL', 0.044)]"
PFDAVVNDA,Banco Davivienda SA Participating Preferred,2,"[('ICOL', 0.04), ('GXG', 0.039)]"
CLOU,Global X Cloud Computing ETF,2,"[('GXTG', 0.179), ('TMAT', 0.078)]"
GRUB,Just Eat Takeaway.com NV ADR,2,"[('HDGE', 0.042), ('SMDY', 0.008)]"
EHTH,eHealth Inc,2,"[('HDGE', 0.037), ('SSLY', 0.006)]"
PCG,PG&E Corp,2,"[('NLR', 0.051), ('HDGE', 0.036)]"
TFC,Truist Financial Corp,2,"[('HDIV', 0.027), ('JOET', 0.008)]"
BLDP.TO,Ballard Power Systems Inc,2,"[('HJEN', 0.077), ('HDRO', 0.057)]"
NEL,NEL ASA,2,"[('HJEN', 0.076), ('HDRO', 0.055)]"
CWR.L,Ceres Power Holdings PLC,2,"[('HJEN', 0.049), ('HDRO', 0.047)]"
NTRA,Natera Inc,2,"[('HELX', 0.043), ('HTEC', 0.016)]"
BDJ,BlackRock Enhanced Equity Div,2,"[('HIPS', 0.036), ('PCEF', 0.026)]"
IMCD,IMCD NV,2,"[('IEUS', 0.005), ('HSCZ', 0.003)]"
ENX.PA,Euronext NV,2,"[('IEUS', 0.005), ('HSCZ', 0.003)]"
MSM,MSC Industrial Direct Co Inc Class A,2,"[('OUSM', 0.022), ('HSMV', 0.007)]"
RYN,Rayonier Inc,2,"[('WOOD', 0.089), ('HSMV', 0.007)]"
SEIC,SEI Investments Co,2,"[('REGL', 0.02), ('HSMV', 0.007)]"
GKOS,Glaukos Corp,2,"[('PSCH', 0.031), ('HTEC', 0.016)]"
VCRA,Vocera Communications Inc,2,"[('ROBO', 0.017), ('HTEC', 0.016)]"
HYT,BlackRock Corp High Yield,2,"[('HYIN', 0.03), ('HYLD', 0.013)]"
IAU,iShares Gold Trust Shares of th,2,"[('IAUF', 0.239), ('LCR', 0.041)]"
IQV,IQVIA Holdings Inc,2,"[('IBB', 0.034), ('VOT', 0.013)]"
TKWY,Just Eat Takeaway.com NV,2,"[('IBUY', 0.024), ('PLAT', 0.018)]"
BIGC,BigCommerce Holdings Inc Ordinary Shares Series 1,2,"[('IBUY', 0.022), ('MOON', 0.022)]"
PRTS,CarParts.com Inc,2,"[('IBUY', 0.021), ('XRT', 0.011)]"
TGLS,Tecnoglass Inc,2,"[('ICOL', 0.052), ('RYJ', 0.006)]"
TELIA,Telia Company AB,2,"[('IDOG', 0.021), ('IDHD', 0.016)]"
SDAZ5,S&P 500 Annual Dividend Index Dec25,2,"[('IDIV', 0.077), ('XDIV', 0.009)]"
SDAZ4,S&P 500 Annual Dividend Index Dec24,2,"[('IDIV', 0.077), ('XDIV', 0.009)]"
SDAZ3,S&P 500 Annual Dividend Index Dec23,2,"[('IDIV', 0.075), ('XDIV', 0.008)]"
SDAZ2,S&P 500 Annual Dividend Index Dec22,2,"[('IDIV', 0.073), ('XDIV', 0.008)]"
MRK.DE,Merck KGaA,2,"[('IDNA', 0.04), ('RODM', 0.008)]"
TLS.AX,Telstra Corp Ltd,2,"[('MOTI', 0.022), ('IDOG', 0.021)]"
1928,Sekisui House Ltd,2,"[('IDOG', 0.021), ('QINT', 0.013)]"
ACS.BC,ACS Actividades de Construccion y Servicios SA,2,"[('IDV', 0.019), ('IMFL', 0.006)]"
TMST,TimkenSteel Corp,2,"[('SIXS', 0.027), ('IFRA', 0.008)]"
VTRS,Viatris Inc,2,"[('IHE', 0.042), ('LBAY', 0.041)]"
BDX,"Becton, Dickinson and Co",2,"[('IHI', 0.042), ('VSL', 0.039)]"
01308.HK,SITC International Holdings Co Ltd,2,"[('IMOM', 0.025), ('ISCF', 0.008)]"
6532,BayCurrent Consulting Inc,2,"[('IMOM', 0.024), ('SCJ', 0.005)]"
FUTR.L,Future PLC,2,"[('MRAD', 0.053), ('IMOM', 0.021)]"
HDFCBANK.B,HDFC Bank Ltd,2,"[('INDF', 0.172), ('INDY', 0.096)]"
532978.BO,Bajaj Finserv Ltd,2,"[('INDF', 0.049), ('NFTY', 0.023)]"
TPL,Texas Pacific Land Corp,2,"[('INFL', 0.063), ('SMLF', 0.01)]"
9020,East Japan Railway Co,2,"[('INFR', 0.049), ('SDG', 0.034)]"
GII,SPDR S&P Global Infrastructure ,2,"[('RLY', 0.217), ('INKM', 0.049)]"
GPN,Global Payments Inc,2,"[('TPAY', 0.043), ('IPAY', 0.039)]"
AKZA,Akzo Nobel NV,2,"[('IPKW', 0.052), ('LCTD', 0.011)]"
MG.TO,Magna International Inc Class A,2,"[('IPKW', 0.05), ('MFDX', 0.006)]"
DOMO,Domo Inc,2,"[('WCLD', 0.022), ('IRBO', 0.011)]"
FUBO,FuboTV Inc,2,"[('SUBZ', 0.038), ('IRBO', 0.011)]"
HQY,HealthEquity Inc,2,"[('MFMS', 0.039), ('ISCG', 0.003)]"
PLTK,Playtika Holding Corp Ordinary Shares,2,"[('ITEQ', 0.035), ('STLG', 0.018)]"
6701,NEC Corp,2,"[('IVAL', 0.022), ('NXTG', 0.013)]"
6361,Ebara Corp,2,"[('IVAL', 0.021), ('SCJ', 0.005)]"
LPLA,LPL Financial Holdings Inc,2,"[('PFI', 0.038), ('IVDG', 0.031)]"
KC,Kingsoft Cloud Holdings Ltd ADR,2,"[('IVES', 0.031), ('SKYY', 0.029)]"
ED,Consolidated Edison Inc,2,"[('JHMU', 0.039), ('IVRA', 0.029)]"
FMC,FMC Corp,2,"[('IVRA', 0.028), ('VEGI', 0.027)]"
ECP,Electra Consumer Products Ltd,2,"[('IZRL', 0.022), ('SDIV', 0.014)]"
KNT.TO,K92 Mining Inc,2,"[('SGDJ', 0.05), ('JGLD', 0.025)]"
WDO.TO,Wesdome Gold Mines Ltd,2,"[('SGDJ', 0.044), ('JGLD', 0.025)]"
ITT,ITT Inc,2,"[('PRN', 0.023), ('JHSC', 0.005)]"
WLTW.L,Willis Towers Watson PLC,2,"[('JOET', 0.009), ('VOE', 0.009)]"
YNDX,Yandex NV Shs Class-A-,2,"[('RSX', 0.047), ('JOET', 0.009)]"
4901,FUJIFILM Holdings Corp,2,"[('RBIN', 0.007), ('JPIN', 0.004)]"
SHL.AX,Sonic Healthcare Ltd,2,"[('QINT', 0.013), ('JPIN', 0.004)]"
SMG,The Scotts Miracle Gro Co A,2,"[('TOKE', 0.051), ('JSMD', 0.018)]"
TTEC,TTEC Holdings Inc,2,"[('JSML', 0.027), ('OSCV', 0.016)]"
GWW,W.W. Grainger Inc,2,"[('VSDA', 0.022), ('JSTC', 0.007)]"
000651,Gree Electric Appliances Inc of Zhuhai,2,"[('KBUY', 0.052), ('KFYP', 0.047)]"
600887,Inner Mongolia Yili Industrial Group Co Ltd,2,"[('KFYP', 0.051), ('KBUY', 0.047)]"
CGBD,TCG BDC Inc,2,"[('KBWD', 0.036), ('VPC', 0.024)]"
RLI,RLI Corp,2,"[('KBWP', 0.041), ('TMDV', 0.016)]"
THG,The Hanover Insurance Group Inc,2,"[('KBWP', 0.041), ('PSC', 0.007)]"
CBSH,Commerce Bancshares Inc,2,"[('KBWR', 0.041), ('QABA', 0.032)]"
OZK,Bank OZK,2,"[('KBWR', 0.021), ('QABA', 0.02)]"
UMPQ,Umpqua Holdings Corp,2,"[('KBWR', 0.021), ('SQLV', 0.006)]"
GNL,Global Net Lease Inc,2,"[('KBWY', 0.048), ('XSHD', 0.029)]"
OPI,Office Properties Income Trust,2,"[('KBWY', 0.047), ('XSHD', 0.032)]"
BPYU,Brookfield Property REIT Inc,2,"[('KBWY', 0.045), ('RDOG', 0.026)]"
SBRA,Sabra Health Care REIT Inc,2,"[('KBWY', 0.041), ('RDOG', 0.025)]"
CHD,Church & Dwight Co Inc,2,"[('RHS', 0.032), ('KLDW', 0.015)]"
SCHO,Schwab Short-Term U.S. Treasury,2,"[('KMLM', 1.684), ('KRBN', 0.011)]"
BCPC,Balchem Corp,2,"[('PSCM', 0.078), ('KSCD', 0.022)]"
JJSF,J&J Snack Foods Corp,2,"[('PSCC', 0.06), ('KSCD', 0.021)]"
MNKD,MannKind Corp,2,"[('XBI', 0.008), ('LABU', 0.004)]"
OCGN,Ocugen Inc,2,"[('XBI', 0.008), ('LABU', 0.004)]"
NDSN,Nordson Corp,2,"[('LEAD', 0.032), ('REGL', 0.019)]"
AMS.TW,ams AG,2,"[('LOUP', 0.046), ('SNSR', 0.032)]"
HYD,VanEck ETF Trust VanEck High Yi,2,"[('MAAX', 0.305), ('NFLT', 0.01)]"
TLND,Talend SA ADR,2,"[('MARB', 0.048), ('XITK', 0.016)]"
MQY,BlackRock MuniYield Quality,2,"[('MCEF', 0.039), ('XMPT', 0.027)]"
MHD,BlackRock MuniHoldings Fund,2,"[('MCEF', 0.035), ('XMPT', 0.024)]"
NZF,Nuveen Municipal Credit Income,2,"[('XMPT', 0.059), ('MCEF', 0.034)]"
MT.SA,ArcelorMittal SA,2,"[('SLX', 0.072), ('MFDX', 0.006)]"
HEXO.TO,HEXO Corp,2,"[('POTX', 0.082), ('MJ', 0.045)]"
FSIXX,FidelityÂ® Inv MM Fds Treasury Only I,2,"[('MMIN', 0.016), ('MMIT', 0.012)]"
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,2,"[('MORT', 0.056), ('REM', 0.052)]"
NRZ,New Residential Investment Corp,2,"[('REM', 0.059), ('MORT', 0.051)]"
BXMT,Blackstone Mortgage Trust Inc A,2,"[('MORT', 0.05), ('REM', 0.044)]"
PMT,PennyMac Mortgage Investment Trust,2,"[('MORT', 0.044), ('SRET', 0.035)]"
ON,ON Semiconductor Corp,2,"[('QCLN', 0.034), ('MOTO', 0.03)]"
SKLZ,Skillz Inc Ordinary Shares - Class A,2,"[('NERD', 0.038), ('SPAK', 0.017)]"
NNN,National Retail Properties Inc,2,"[('NETL', 0.08), ('SDY', 0.019)]"
BNL,Broadstone Net Lease Inc Ordinary Shares,2,"[('NETL', 0.042), ('ROOF', 0.025)]"
EPRT,Essential Properties Realty Trust Inc,2,"[('NETL', 0.042), ('ROOF', 0.024)]"
