Symbol,NumAppearances
AMZN,3
TSLA,3
HD,1
NKE,1
MCD,1
LOW,1
SBUX,1
TGT,1
BKNG,1
TJX,1
AAPL,2
MSFT,2
FB,3
GOOG,2
NVDA,2
GOOGL,3
BRK.B,1
JPM,1
