Bigram,Name,SumWeights,Holders,DiffEntries,DiffValue
"('BAP', 'SCCO')","('Credicorp Ltd', 'Southern Copper Corp')",0.448,"[('EPU', 0.448)]",New,New
"('AIA.NZ', 'FPH.NZ')","('Auckland International Airport Ltd', 'Fisher & Paykel Healthcare Corp Ltd')",0.276,"[('ENZL', 0.276)]",New,New
"('FPH.NZ', 'SPK.NZ')","('Fisher & Paykel Healthcare Corp Ltd', 'Spark New Zealand Ltd')",0.274,"[('ENZL', 0.274)]",New,New
"('ALICORC1', 'BAP')","('Alicorp SA', 'Credicorp Ltd')",0.274,"[('EPU', 0.274)]",New,New
"('ALICORC1', 'SCCO')","('Alicorp SA', 'Southern Copper Corp')",0.269,"[('EPU', 0.269)]",New,New
"('BAP', 'BVN')","('Credicorp Ltd', 'Buenaventura Mining Co Inc ADR')",0.267,"[('EPU', 0.267)]",New,New
"('BAP', 'HOC.L')","('Credicorp Ltd', 'Hochschild Mining PLC')",0.266,"[('EPU', 0.266)]",New,New
"('BVN', 'SCCO')","('Buenaventura Mining Co Inc ADR', 'Southern Copper Corp')",0.262,"[('EPU', 0.262)]",New,New
"('HOC.L', 'SCCO')","('Hochschild Mining PLC', 'Southern Copper Corp')",0.261,"[('EPU', 0.261)]",New,New
"('ICE', 'MS')","('Intercontinental Exchange Inc', 'Morgan Stanley')",0.259,"[('IAI', 0.259)]",New,New
"('MKTX', 'MS')","('MarketAxess Holdings Inc', 'Morgan Stanley')",0.259,"[('IAI', 0.259)]",New,New
"('PNC', 'TFC')","('PNC Financial Services Group Inc', 'Truist Financial Corp')",0.259,"[('IAT', 0.259)]",New,New
"('BAP', 'FALABELLA')","('Credicorp Ltd', 'Falabella SA')",0.258,"[('EPU', 0.258)]",New,New
"('MS', 'NDAQ')","('Morgan Stanley', 'Nasdaq Inc')",0.258,"[('IAI', 0.258)]",New,New
"('CBOE', 'MS')","('Cboe Global Markets Inc', 'Morgan Stanley')",0.258,"[('IAI', 0.258)]",New,New
"('MS', 'RJF')","('Morgan Stanley', 'Raymond James Financial Inc')",0.256,"[('IAI', 0.256)]",New,New
"('CME', 'MS')","('CME Group Inc Class A', 'Morgan Stanley')",0.255,"[('IAI', 0.255)]",New,New
"('01208', 'BAP')","('MMG Ltd', 'Credicorp Ltd')",0.254,"[('EPU', 0.254)]",New,New
"('FALABELLA', 'SCCO')","('Falabella SA', 'Southern Copper Corp')",0.253,"[('EPU', 0.253)]",New,New
