Bigram,Name,SumWeights,Holders,DiffEntries,DiffValue
"('CBOE', 'CME')","('Cboe Global Markets Inc', 'CME Group Inc Class A')",0.091,"[('IAI', 0.091)]",New,New+0.091
"('CBOE', 'RJF')","('Cboe Global Markets Inc', 'Raymond James Financial Inc')",0.091,"[('IAI', 0.091)]",New,New+0.091
"('ICE', 'LPLA')","('Intercontinental Exchange Inc', 'LPL Financial Holdings Inc')",0.091,"[('IAI', 0.091)]",New,New+0.091
"('LPLA', 'MKTX')","('LPL Financial Holdings Inc', 'MarketAxess Holdings Inc')",0.091,"[('IAI', 0.091)]",New,New+0.091
"('ATCO B', 'NDA SE')","('Atlas Copco AB B', 'Nordea Bank Abp')",0.09,"[('EWD', 0.09)]",New,New+0.09
"('MO', 'MRK')","('Altria Group Inc', 'Merck & Co Inc')",0.09,"[('FDL', 0.09)]",New,New+0.09
"('CME', 'NDAQ')","('CME Group Inc Class A', 'Nasdaq Inc')",0.09,"[('IAI', 0.09)]",New,New+0.09
"('LPLA', 'NDAQ')","('LPL Financial Holdings Inc', 'Nasdaq Inc')",0.09,"[('IAI', 0.09)]",New,New+0.09
"('CBOE', 'LPLA')","('Cboe Global Markets Inc', 'LPL Financial Holdings Inc')",0.09,"[('IAI', 0.09)]",New,New+0.09
"('AMCX', 'VIAC')","('AMC Networks Inc A', 'ViacomCBS Inc Class B')",0.09,"[('PEJ', 0.09)]",New,New+0.09
"('SM', 'TPL')","('SM Energy Co', 'Texas Pacific Land Corp')",0.09,"[('PXI', 0.09)]",New,New+0.09
"('MTDR', 'TPL')","('Matador Resources Co', 'Texas Pacific Land Corp')",0.09,"[('PXI', 0.09)]",New,New+0.09
"('CME', 'SCHW')","('CME Group Inc Class A', 'Charles Schwab Corp')",0.089,"[('IAI', 0.089)]",New,New+0.089
"('CME', 'RJF')","('CME Group Inc Class A', 'Raymond James Financial Inc')",0.089,"[('IAI', 0.089)]",New,New+0.089
"('FRC', 'KEY')","('First Republic Bank', 'KeyCorp')",0.089,"[('IAT', 0.089)]",New,New+0.089
"('EVO', 'SAND')","('Evolution AB', 'Sandvik AB')",0.088,"[('EWD', 0.088)]",New,New+0.088
"('LPLA', 'SCHW')","('LPL Financial Holdings Inc', 'Charles Schwab Corp')",0.088,"[('IAI', 0.088)]",New,New+0.088
"('LPLA', 'RJF')","('LPL Financial Holdings Inc', 'Raymond James Financial Inc')",0.088,"[('IAI', 0.088)]",New,New+0.088
"('FRC', 'RF')","('First Republic Bank', 'Regions Financial Corp')",0.088,"[('IAT', 0.088)]",New,New+0.088
"('OVV', 'TPL')","('Ovintiv Inc', 'Texas Pacific Land Corp')",0.088,"[('PXI', 0.088)]",New,New+0.088
"('CME', 'LPLA')","('CME Group Inc Class A', 'LPL Financial Holdings Inc')",0.087,"[('IAI', 0.087)]",New,New+0.087
"('2914', 'TM')","('Japan Tobacco Inc', 'Toyota Motor Corp ADR')",0.086,"[('DXJ', 0.086)]",New,New+0.086
"('BILI', 'TTWO')","('Bilibili Inc ADR', 'Take-Two Interactive Software Inc')",0.086,"[('HERO', 0.086)]",New,New+0.086
"('AMCX', 'YUMC')","('AMC Networks Inc A', 'Yum China Holdings Inc Ordinary Shares')",0.086,"[('PEJ', 0.086)]",New,New+0.086
"('LNG', 'SWN')","('Cheniere Energy Inc', 'Southwestern Energy Co')",0.086,"[('PXI', 0.086)]",New,New+0.086
"('AMCX', 'SBUX')","('AMC Networks Inc A', 'Starbucks Corp')",0.085,"[('PEJ', 0.085)]",New,New+0.085
"('AMCX', 'DIS')","('AMC Networks Inc A', 'The Walt Disney Co')",0.085,"[('PEJ', 0.085)]",New,New+0.085
"('AMCX', 'MCD')","('AMC Networks Inc A', ""McDonald's Corp"")",0.085,"[('PEJ', 0.085)]",New,New+0.085
"('KLAC', 'MRVL')","('KLA Corp', 'Marvell Technology Inc')",0.085,"[('SOXX', 0.085)]",New,New+0.085
"('AR', 'TPL')","('Antero Resources Corp', 'Texas Pacific Land Corp')",0.084,"[('PXI', 0.084)]",New,New+0.084
"('ASML', 'MRVL')","('ASML Holding NV ADR', 'Marvell Technology Inc')",0.084,"[('SOXX', 0.084)]",New,New+0.084
"('ATCO B', 'VOLV B')","('Atlas Copco AB B', 'Volvo AB B')",0.083,"[('EWD', 0.083)]",New,New+0.083
"('ATCO B', 'ERIC B')","('Atlas Copco AB B', 'Telefonaktiebolaget L M Ericsson Class B')",0.083,"[('EWD', 0.083)]",New,New+0.083
"('AMCX', 'SYY')","('AMC Networks Inc A', 'Sysco Corp')",0.083,"[('PEJ', 0.083)]",New,New+0.083
"('AMCX', 'EXPE')","('AMC Networks Inc A', 'Expedia Group Inc')",0.083,"[('PEJ', 0.083)]",New,New+0.083
"('AMCX', 'YUM')","('AMC Networks Inc A', 'Yum Brands Inc')",0.083,"[('PEJ', 0.083)]",New,New+0.083
"('DVN', 'LNG')","('Devon Energy Corp', 'Cheniere Energy Inc')",0.083,"[('PXI', 0.083)]",New,New+0.083
"('LNG', 'NBR')","('Cheniere Energy Inc', 'Nabors Industries Ltd')",0.082,"[('PXI', 0.082)]",New,New+0.082
"('ASML', 'KLAC')","('ASML Holding NV ADR', 'KLA Corp')",0.082,"[('SOXX', 0.082)]",New,New+0.082
"('ATCO B', 'HEXA B')","('Atlas Copco AB B', 'Hexagon AB Class B')",0.081,"[('EWD', 0.081)]",New,New+0.081
"('ASSA B', 'ATCO B')","('Assa Abloy AB B', 'Atlas Copco AB B')",0.081,"[('EWD', 0.081)]",New,New+0.081
"('ENB.TO', 'RDSB.L')","('Enbridge Inc', 'Royal Dutch Shell PLC B')",0.081,"[('IXC', 0.081)]",New,New+0.081
"('8058', 'TM')","('Mitsubishi Corp', 'Toyota Motor Corp ADR')",0.08,"[('DXJ', 0.08)]",New,New+0.08
"('8001', 'TM')","('ITOCHU Corp', 'Toyota Motor Corp ADR')",0.08,"[('DXJ', 0.08)]",New,New+0.08
"('CPE', 'DVN')","('Callon Petroleum Co', 'Devon Energy Corp')",0.08,"[('PXI', 0.08)]",New,New+0.08
"('CPE', 'NBR')","('Callon Petroleum Co', 'Nabors Industries Ltd')",0.079,"[('PXI', 0.079)]",New,New+0.079
"('ADI', 'ASML')","('Analog Devices Inc', 'ASML Holding NV ADR')",0.079,"[('SOXX', 0.079)]",New,New+0.079
"('8411', 'TM')","('Mizuho Financial Group Inc', 'Toyota Motor Corp ADR')",0.078,"[('DXJ', 0.078)]",New,New+0.078
"('FITB', 'KEY')","('Fifth Third Bancorp', 'KeyCorp')",0.078,"[('IAT', 0.078)]",New,New+0.078
"('KEY', 'SIVB')","('KeyCorp', 'SVB Financial Group')",0.078,"[('IAT', 0.078)]",New,New+0.078
"('2914', '8306')","('Japan Tobacco Inc', 'Mitsubishi UFJ Financial Group Inc')",0.077,"[('DXJ', 0.077)]",New,New+0.077
"('ATCO B', 'SAND')","('Atlas Copco AB B', 'Sandvik AB')",0.077,"[('EWD', 0.077)]",New,New+0.077
"('ATCO B', 'EVO')","('Atlas Copco AB B', 'Evolution AB')",0.077,"[('EWD', 0.077)]",New,New+0.077
"('FITB', 'RF')","('Fifth Third Bancorp', 'Regions Financial Corp')",0.077,"[('IAT', 0.077)]",New,New+0.077
"('CFG', 'SIVB')","('Citizens Financial Group Inc', 'SVB Financial Group')",0.077,"[('IAT', 0.077)]",New,New+0.077
"('RF', 'SIVB')","('Regions Financial Corp', 'SVB Financial Group')",0.077,"[('IAT', 0.077)]",New,New+0.077
"('OVV', 'SWN')","('Ovintiv Inc', 'Southwestern Energy Co')",0.076,"[('PXI', 0.076)]",New,New+0.076
"('SWN', 'TPL')","('Southwestern Energy Co', 'Texas Pacific Land Corp')",0.076,"[('PXI', 0.076)]",New,New+0.076
"('DVN', 'MTDR')","('Devon Energy Corp', 'Matador Resources Co')",0.075,"[('PXI', 0.075)]",New,New+0.075
"('DVN', 'SM')","('Devon Energy Corp', 'SM Energy Co')",0.074,"[('PXI', 0.074)]",New,New+0.074
"('NBR', 'SM')","('Nabors Industries Ltd', 'SM Energy Co')",0.074,"[('PXI', 0.074)]",New,New+0.074
"('MTDR', 'NBR')","('Matador Resources Co', 'Nabors Industries Ltd')",0.074,"[('PXI', 0.074)]",New,New+0.074
"('DVN', 'OVV')","('Devon Energy Corp', 'Ovintiv Inc')",0.073,"[('PXI', 0.073)]",New,New+0.073
"('DVN', 'TPL')","('Devon Energy Corp', 'Texas Pacific Land Corp')",0.073,"[('PXI', 0.073)]",New,New+0.073
"('BP..L', 'TRP.TO')","('BP PLC', 'TC Energy Corp')",0.072,"[('IXC', 0.072)]",New,New+0.072
"('NBR', 'OVV')","('Nabors Industries Ltd', 'Ovintiv Inc')",0.072,"[('PXI', 0.072)]",New,New+0.072
"('AR', 'SWN')","('Antero Resources Corp', 'Southwestern Energy Co')",0.072,"[('PXI', 0.072)]",New,New+0.072
"('NBR', 'TPL')","('Nabors Industries Ltd', 'Texas Pacific Land Corp')",0.072,"[('PXI', 0.072)]",New,New+0.072
"('8058', '8306')","('Mitsubishi Corp', 'Mitsubishi UFJ Financial Group Inc')",0.071,"[('DXJ', 0.071)]",New,New+0.071
"('8001', '8306')","('ITOCHU Corp', 'Mitsubishi UFJ Financial Group Inc')",0.071,"[('DXJ', 0.071)]",New,New+0.071
"('HBAN', 'KEY')","('Huntington Bancshares Inc', 'KeyCorp')",0.07,"[('IAT', 0.07)]",New,New+0.07
"('8306', '8411')","('Mitsubishi UFJ Financial Group Inc', 'Mizuho Financial Group Inc')",0.069,"[('DXJ', 0.069)]",New,New+0.069
"('CFG', 'HBAN')","('Citizens Financial Group Inc', 'Huntington Bancshares Inc')",0.069,"[('IAT', 0.069)]",New,New+0.069
"('RDSA.L', 'TRP.TO')","('Royal Dutch Shell PLC Class A', 'TC Energy Corp')",0.069,"[('IXC', 0.069)]",New,New+0.069
"('AR', 'DVN')","('Antero Resources Corp', 'Devon Energy Corp')",0.069,"[('PXI', 0.069)]",New,New+0.069
"('HBAN', 'RF')","('Huntington Bancshares Inc', 'Regions Financial Corp')",0.068,"[('IAT', 0.068)]",New,New+0.068
