Symbol,Name,SumWeights,Holders
WM,Waste Management Inc,0.22800000000000004,"[('EVX', 0.099), ('CCOR', 0.026), ('AUSF', 0.016), ('TPHD', 0.015), ('USMV', 0.015)]"
EQNR,Equinor ASA,0.228,"[('ENOR', 0.114), ('NORW', 0.114)]"
IIPR,Innovative Industrial Properties Inc Registered Shs,0.228,"[('TOKE', 0.065), ('INDS', 0.046), ('NETL', 0.042), ('XSMO', 0.025), ('PSCF', 0.021)]"
TDOC,Teladoc Health Inc,0.22799999999999998,"[('ARKG', 0.069), ('ARKK', 0.058), ('ARKW', 0.045), ('IHF', 0.03), ('BTEC', 0.026)]"
OMFL,Invesco Exchange-Traded Self-In,0.22799999999999998,"[('PSMG', 0.096), ('PSMB', 0.076), ('PSMM', 0.056)]"
035420.KS,NAVER Corp,0.22700000000000004,"[('EWEB', 0.062), ('EWY', 0.047), ('FDNI', 0.034), ('KEMQ', 0.032), ('AIA', 0.017)]"
AXON,Axon Enterprise Inc,0.227,"[('XAR', 0.042), ('PPA', 0.04), ('BFTR', 0.034), ('IQM', 0.034), ('XMMO', 0.027)]"
BILL,Bill.com Holdings Inc Ordinary Shares,0.227,"[('FINX', 0.055), ('FDG', 0.05), ('PTF', 0.044), ('BFTR', 0.031), ('WCLD', 0.021)]"
CSX,CSX Corp,0.227,"[('IYT', 0.087), ('FTXR', 0.061), ('UTRN', 0.04), ('VSL', 0.039)]"
CRSP,CRISPR Therapeutics AG,0.22699999999999998,"[('ERSX', 0.057), ('AIIQ', 0.046), ('GNOM', 0.044), ('CNCR', 0.043), ('ARKG', 0.03)]"
FVRR,Fiverr International Ltd,0.22699999999999998,"[('ERSX', 0.057), ('ITEQ', 0.052), ('EIS', 0.034), ('ISRA', 0.033), ('GIGE', 0.026)]"
ABNB,Airbnb Inc Ordinary Shares - Class A,0.22500000000000003,"[('AWAY', 0.05), ('IPO', 0.044), ('QQQN', 0.044), ('OOTO', 0.04), ('GIGE', 0.031)]"
SWKS,Skyworks Solutions Inc,0.225,"[('SNSR', 0.064), ('MOTO', 0.032), ('QTEC', 0.027), ('XSD', 0.027), ('GBGR', 0.019)]"
8035,Tokyo Electron Ltd,0.22400000000000003,"[('IPKW', 0.048), ('DNL', 0.03), ('DXJ', 0.025), ('EWJ', 0.016), ('GSJY', 0.016)]"
IFF,International Flavors & Fragrances Inc,0.22400000000000003,"[('IYM', 0.045), ('XLB', 0.04), ('RTM', 0.038), ('FMAT', 0.03), ('VAW', 0.03)]"
STWD,Starwood Property Trust Inc,0.224,"[('REM', 0.096), ('MORT', 0.077), ('DDIV', 0.051)]"
TIP,iShares TIPS Bond ETF,0.224,"[('FAIL', 0.224)]"
02331,Li Ning Co Ltd,0.22299999999999998,"[('KBUY', 0.057), ('BFIT', 0.046), ('CHIQ', 0.036), ('EMGF', 0.03), ('PIE', 0.029)]"
CIM,Chimera Investment Corp,0.22100000000000003,"[('MORT', 0.05), ('REM', 0.047), ('SRET', 0.043), ('KBWD', 0.039), ('ROOF', 0.026)]"
AMXL.MX,America Movil SAB de CV Class L,0.22000000000000003,"[('EWW', 0.163), ('ILF', 0.044), ('ROAM', 0.013)]"
WCOG.IR,WisdomTree Enhanced Cmdty ETF USD,0.22,"[('GCC', 0.22)]"
APTV,Aptiv PLC,0.21900000000000003,"[('GRID', 0.073), ('KARS', 0.049), ('MID', 0.046), ('FPXE', 0.028), ('VOT', 0.012)]"
CMG,Chipotle Mexican Grill Inc,0.219,"[('LYFE', 0.049), ('EGIS', 0.044), ('MID', 0.042), ('PFUT', 0.023), ('RCD', 0.018)]"
ODFL,Old Dominion Freight Line Inc Ordinary Shares,0.21899999999999997,"[('LCG', 0.046), ('IYT', 0.04), ('PRN', 0.037), ('QQQN', 0.03), ('XTN', 0.026)]"
HSBA.L,HSBC Holdings PLC,0.21800000000000003,"[('EUFN', 0.065), ('EWU', 0.043), ('HEWU', 0.043), ('FLGB', 0.04), ('EFV', 0.014)]"
RBLX,Roblox Corp Ordinary Shares - Class A,0.218,"[('LRNZ', 0.048), ('PSJ', 0.046), ('ESPO', 0.044), ('IPO', 0.034), ('PWC', 0.034)]"
ABI,Anheuser-Busch InBev SA/NV,0.217,"[('EWK', 0.217)]"
AVGOP,Broadcom Inc Broadcom Inc 8 % Mandatory Convertible Preferred Stock Ser A,0.216,"[('PFXF', 0.063), ('SPFF', 0.054), ('PFFD', 0.032), ('PFF', 0.025), ('FCVT', 0.023)]"
VNA.DE,Vonovia SE,0.216,"[('DRW', 0.052), ('IFGL', 0.046), ('WPS', 0.038), ('VNQI', 0.031), ('HAUZ', 0.029)]"
EMLC,VanEck J. P. Morgan EM Local Cu,0.216,"[('FAIL', 0.137), ('MCRO', 0.044), ('TRTY', 0.035)]"
EFA,iShares MSCI EAFE ETF,0.21599999999999997,"[('VEGA', 0.172), ('AGOX', 0.044)]"
CARR,Carrier Global Corp Ordinary Shares,0.21500000000000005,"[('CSD', 0.081), ('XHB', 0.037), ('SIMS', 0.031), ('ASPY', 0.024), ('RGI', 0.014)]"
JPST,JPMorgan Ultra-Short Income ETF,0.215,"[('VSPY', 0.215)]"
NVCR,NovoCure Ltd,0.213,"[('ITEQ', 0.075), ('NIFE', 0.058), ('ISRA', 0.054), ('MDEV', 0.022), ('SCHA', 0.004)]"
SAN.BC,Banco Santander SA,0.21200000000000002,"[('EWP', 0.159), ('EUFN', 0.037), ('FNDF', 0.009), ('MFDX', 0.007)]"
PRX,Prosus NV Ordinary Shares - Class N,0.21,"[('EWN', 0.061), ('PSP', 0.052), ('FPXE', 0.049), ('FDNI', 0.048)]"
CALF,Pacer US Small Cap Cash Cows 10,0.21,"[('HERD', 0.21)]"
DD,DuPont de Nemours Inc,0.20900000000000002,"[('ABEQ', 0.05), ('IYM', 0.048), ('XLB', 0.044), ('VAW', 0.034), ('FMAT', 0.033)]"
AD,Koninklijke Ahold Delhaize NV,0.20900000000000002,"[('EWN', 0.043), ('HEDJ', 0.035), ('LVHI', 0.025), ('ICOW', 0.02), ('IDOG', 0.02)]"
KSU,Kansas City Southern,0.209,"[('TPOR', 0.09), ('MNA', 0.043), ('IYT', 0.038), ('PAVE', 0.03), ('ULVM', 0.008)]"
8306,Mitsubishi UFJ Financial Group Inc,0.20800000000000002,"[('DXJ', 0.046), ('EWJV', 0.033), ('JPN', 0.018), ('JPXN', 0.018), ('EWJ', 0.017)]"
00823.HK,Link Real Estate Investment Trust,0.208,"[('RWX', 0.035), ('DRW', 0.033), ('FLHK', 0.033), ('ADIV', 0.029), ('IFGL', 0.024)]"
VNQ,Vanguard Real Estate ETF,0.208,"[('RAAX', 0.148), ('QPT', 0.033), ('ARMR', 0.027)]"
ICICIBANK.,ICICI Bank Ltd,0.208,"[('INDY', 0.069), ('INDA', 0.055), ('IXSE', 0.053), ('EPI', 0.031)]"
QVAL,Alpha Architect U.S. Quantitati,0.208,"[('VMOT', 0.208)]"
WTRG,Essential Utilities Inc,0.20700000000000002,"[('AQWA', 0.074), ('CGW', 0.043), ('FIW', 0.039), ('EBLU', 0.038), ('PAMC', 0.013)]"
FANG,Diamondback Energy Inc,0.20700000000000002,"[('RYE', 0.046), ('FCG', 0.043), ('IEO', 0.037), ('PXI', 0.034), ('CVY', 0.012)]"
GIS,General Mills Inc,0.207,"[('FTXG', 0.075), ('PBJ', 0.046), ('VSL', 0.039), ('IECS', 0.029), ('ONEY', 0.012)]"
NFTY,First Trust India Nifty 50 Equa,0.207,"[('IFV', 0.207)]"
MCO,Moody's Corporation,0.20600000000000004,"[('LCG', 0.048), ('CWS', 0.046), ('DEMZ', 0.032), ('STNC', 0.031), ('RYF', 0.017)]"
02020,ANTA Sports Products Ltd,0.206,"[('KBUY', 0.05), ('DIVS', 0.046), ('BFIT', 0.037), ('CHIQ', 0.034), ('PIE', 0.025)]"
ANET,Arista Networks Inc,0.206,"[('IGN', 0.089), ('IYZ', 0.045), ('SKYY', 0.036), ('SKYU', 0.017), ('CLRG', 0.011)]"
BAP,Credicorp Ltd,0.206,"[('EPU', 0.206)]"
LKOH,PJSC Lukoil,0.206,"[('ERUS', 0.117), ('FNDE', 0.03), ('SDEM', 0.024), ('MFEM', 0.015), ('FLQE', 0.011)]"
PTLC,Pacer Fund Trust Pacer Trendpil,0.206,"[('TRND', 0.206)]"
HSY,The Hershey Co,0.20500000000000002,"[('CWS', 0.042), ('FTXG', 0.042), ('ACSI', 0.038), ('RHS', 0.032), ('HUSV', 0.02)]"
USFR,WisdomTree Floating Rate Treasu,0.20500000000000002,"[('GCC', 0.046), ('CEW', 0.045), ('CYB', 0.042), ('USDU', 0.042), ('WTMF', 0.03)]"
ISA,Interconexion Electrica SA ESP,0.20500000000000002,"[('GXG', 0.106), ('ICOL', 0.099)]"
BUL,Pacer US Cash Cows Growth ETF,0.205,"[('HERD', 0.205)]"
BICK,First Trust BICK Index Fund,0.205,"[('IFV', 0.205)]"
RSG,Republic Services Inc,0.20300000000000007,"[('EVX', 0.1), ('CZA', 0.019), ('AUSF', 0.016), ('VFMV', 0.016), ('LGLV', 0.015)]"
IFX.DE,Infineon Technologies AG,0.203,"[('KARS', 0.041), ('HEWG', 0.034), ('EWG', 0.033), ('FLGR', 0.033), ('DBGR', 0.031)]"
KL.TO,Kirkland Lake Gold Ltd,0.202,"[('SGDM', 0.056), ('RING', 0.046), ('GOEX', 0.043), ('GDX', 0.035), ('ISVL', 0.015)]"
CRON.TO,Cronos Group Inc,0.202,"[('POTX', 0.092), ('MJ', 0.061), ('THCX', 0.049)]"
EEMV,iShares MSCI Emerging Markets M,0.202,"[('OVF', 0.202)]"
PTNQ,Pacer Trendpilot 100 ETF,0.202,"[('TRND', 0.202)]"
HPQ,HP Inc,0.20199999999999999,"[('PKW', 0.043), ('PWC', 0.033), ('TDIV', 0.024), ('COWZ', 0.02), ('ONEY', 0.019)]"
DRE,Duke Realty Corp,0.20099999999999998,"[('INDS', 0.149), ('FPRO', 0.052)]"
OMCL,Omnicell Inc,0.20000000000000004,"[('PSCH', 0.054), ('EDOC', 0.045), ('XSMO', 0.021), ('IJT', 0.013), ('SLYG', 0.013)]"
FERG,Ferguson PLC,0.2,"[('PIO', 0.075), ('EBLU', 0.073), ('DINT', 0.052)]"
PTIN,Pacer Trendpilot International ,0.2,"[('TRND', 0.2)]"
PSXP,Phillips 66 Partners LP,0.199,"[('AMZA', 0.069), ('AMLP', 0.066), ('MLPA', 0.05), ('VRAI', 0.014)]"
IEMG,iShares Core MSCI Emerging Mark,0.199,"[('FFSG', 0.092), ('AOR', 0.069), ('MCRO', 0.038)]"
PANW,Palo Alto Networks Inc,0.199,"[('BUG', 0.06), ('MID', 0.044), ('CIBR', 0.034), ('GVIP', 0.025), ('HACK', 0.024)]"
BG,Bunge Ltd,0.198,"[('FTXG', 0.074), ('EWO', 0.043), ('FXG', 0.041), ('PSL', 0.034), ('DFAT', 0.006)]"
TDY,Teledyne Technologies Inc,0.198,"[('ITA', 0.05), ('ROKT', 0.038), ('XAR', 0.037), ('DFEN', 0.034), ('PDP', 0.024)]"
COWZ,Pacer US Cash Cows 100 ETF,0.198,"[('HERD', 0.198)]"
FNI,First Trust Chindia ETF,0.198,"[('IFV', 0.198)]"
LH,Laboratory Corp of America Holdings,0.19600000000000004,"[('EDOC', 0.049), ('IHF', 0.044), ('FTCS', 0.021), ('FXH', 0.02), ('XHS', 0.02)]"
7974,Nintendo Co Ltd,0.196,"[('ESPO', 0.056), ('HERO', 0.056), ('DXJ', 0.026), ('BBJP', 0.015), ('DBJP', 0.015)]"
UBU21,Ultra US Treasury Bond Future Sept 21,0.196,"[('IGHG', 0.157), ('GTO', 0.039)]"
PTMC,Pacer Trendpilot US Mid Cap ETF,0.196,"[('TRND', 0.196)]"
WINZ21.L,Mini Ibovespa Future Dec 21,0.195,"[('DBE', 0.121), ('DBC', 0.074)]"
LHX,L3Harris Technologies Inc,0.195,"[('PPA', 0.049), ('ITA', 0.048), ('ROKT', 0.038), ('DFEN', 0.034), ('MBOX', 0.026)]"
OXY,Occidental Petroleum Corp,0.195,"[('FCG', 0.048), ('RYE', 0.047), ('FTHI', 0.03), ('FTLB', 0.03), ('EQRR', 0.027)]"
ICOW,Pacer Developed Markets Interna,0.195,"[('HERD', 0.195)]"
FSZ,First Trust Switzerland AlphaDE,0.195,"[('IFV', 0.195)]"
TQQQ,ProShares UltraPro QQQ,0.195,"[('QQH', 0.195)]"
PTBD,Pacer Trendpilot US Bond ETF,0.195,"[('TRND', 0.195)]"
NEP,NextEra Energy Partners LP,0.194,"[('ECLN', 0.079), ('EMLP', 0.068), ('ACES', 0.047)]"
FGM,First Trust Germany AlphaDEX Fu,0.194,"[('IFV', 0.194)]"
TEAM,Atlassian Corporation PLC A,0.19399999999999998,"[('AIIQ', 0.051), ('WFH', 0.036), ('IWFH', 0.033), ('FDNI', 0.031), ('SKYY', 0.026)]"
IDEV,iShares Core MSCI International,0.193,"[('AOR', 0.193)]"
JGBLU21,10 Year Japanese Government Bond Future Sept 21,0.193,"[('KMLM', 0.193)]"
F,Ford Motor Co,0.19299999999999998,"[('FTXR', 0.041), ('CARZ', 0.04), ('NVQ', 0.03), ('RPV', 0.021), ('VLUE', 0.021)]"
PPG,PPG Industries Inc,0.19299999999999998,"[('IYM', 0.047), ('XLB', 0.043), ('FMAT', 0.032), ('VAW', 0.032), ('YLDE', 0.029)]"
DVN,Devon Energy Corp,0.192,"[('RYE', 0.053), ('FCG', 0.043), ('IEO', 0.041), ('PXI', 0.041), ('GUSH', 0.014)]"
RDSB.L,Royal Dutch Shell PLC B,0.19100000000000003,"[('IXC', 0.042), ('FILL', 0.036), ('EWU', 0.029), ('HEWU', 0.029), ('FLGB', 0.027)]"
00016.HK,Sun Hung Kai Properties Ltd,0.191,"[('DRW', 0.039), ('FLHK', 0.035), ('IFGL', 0.025), ('GQRE', 0.024), ('WPS', 0.022)]"
GCOW,Pacer Global Cash Cows Dividend,0.191,"[('HERD', 0.191)]"
CL,Colgate-Palmolive Co,0.19000000000000003,"[('XLP', 0.038), ('VDC', 0.029), ('FSTA', 0.028), ('LVHD', 0.025), ('HUSV', 0.024)]"
WY,Weyerhaeuser Co,0.19,"[('WOOD', 0.076), ('CUT', 0.047), ('EWRE', 0.035), ('GQRE', 0.032)]"
SMDY,Syntax Stratified MidCap ETF,0.19,"[('SYUS', 0.1), ('SHUS', 0.09)]"
NVR,NVR Inc,0.18900000000000003,"[('ITB', 0.083), ('NAIL', 0.051), ('XHB', 0.038), ('RCD', 0.017)]"
PLUG,Plug Power Inc,0.189,"[('QCLN', 0.058), ('ACES', 0.05), ('CTEC', 0.04), ('VCLN', 0.037), ('SCHA', 0.004)]"
ELAN,Elanco Animal Health Inc,0.189,"[('IHE', 0.047), ('XPH', 0.047), ('VNMC', 0.041), ('PILL', 0.029), ('BTEC', 0.025)]"
UTHR,United Therapeutics Corp,0.189,"[('FTXH', 0.076), ('FBT', 0.037), ('GLRY', 0.029), ('GVIP', 0.021), ('SMMV', 0.012)]"
EWW,iShares Inc iShares MSCI Mexico,0.189,"[('MEXX', 0.189)]"
VTR,Ventas Inc,0.188,"[('REIT', 0.071), ('REZ', 0.047), ('EWRE', 0.035), ('FPRO', 0.035)]"
EQT,EQT AB Ordinary Shares,0.188,"[('FXN', 0.051), ('IPOS', 0.05), ('PSP', 0.045), ('FPXI', 0.025), ('FEP', 0.009)]"
BGNE,BeiGene Ltd ADR,0.18700000000000003,"[('CHB', 0.082), ('CHIH', 0.067), ('KURE', 0.038)]"
FRC,First Republic Bank,0.18700000000000003,"[('IAT', 0.059), ('KBWB', 0.043), ('FTXO', 0.042), ('PFI', 0.027), ('KRE', 0.016)]"
U11.SI,United Overseas Bank Ltd,0.187,"[('EWS', 0.109), ('ASEA', 0.065), ('HDMV', 0.013)]"
ANTM,Anthem Inc,0.186,"[('IHF', 0.096), ('SPVU', 0.027), ('JHMH', 0.022), ('LRGF', 0.02), ('ACWF', 0.014)]"
HON22,NY Harbor ULSD Future June 22,0.186,"[('DBE', 0.115), ('DBC', 0.071)]"
GMG.AX,Goodman Group,0.186,"[('RWX', 0.046), ('WPS', 0.029), ('GQRE', 0.026), ('DRW', 0.024), ('HAUZ', 0.022)]"
WORK,Slack Technologies Inc Class A,0.186,"[('MNA', 0.063), ('MARB', 0.061), ('EDUT', 0.057), ('SCHM', 0.005)]"
CSL.AX,CSL Ltd,0.18500000000000003,"[('EWA', 0.08), ('EPP', 0.049), ('CEFA', 0.022), ('FLQH', 0.02), ('IPAC', 0.014)]"
MOH,Molina Healthcare Inc,0.18500000000000003,"[('XMHQ', 0.043), ('GREK', 0.037), ('XMMO', 0.03), ('RWK', 0.017), ('HLGE', 0.011)]"
PHM,PulteGroup Inc,0.185,"[('ITB', 0.068), ('PKB', 0.049), ('NAIL', 0.043), ('FXD', 0.015), ('DFAT', 0.006)]"
RMD,ResMed Inc,0.18400000000000002,"[('VSDA', 0.032), ('MDEV', 0.023), ('CZA', 0.02), ('BMED', 0.018), ('RYH', 0.017)]"
00857,PetroChina Co Ltd Class H,0.184,"[('CHIE', 0.105), ('ISEM', 0.079)]"
OMV,Omv AG,0.184,"[('EWO', 0.127), ('DMDV', 0.021), ('EFAS', 0.021), ('DIM', 0.015)]"
WSM,Williams-Sonoma Inc,0.184,"[('EBIZ', 0.052), ('XMHQ', 0.028), ('XMMO', 0.027), ('RDVY', 0.023), ('SMLF', 0.013)]"
02382,Sunny Optical Technology (Group) Co Ltd,0.183,"[('CHIK', 0.113), ('KFVG', 0.053), ('RFEM', 0.017)]"
MPWR,Monolithic Power Systems Inc,0.182,"[('PSI', 0.038), ('BOUT', 0.03), ('BFTR', 0.029), ('RPG', 0.021), ('MIDF', 0.018)]"
DFS,Discover Financial Services,0.182,"[('TPAY', 0.045), ('IPAY', 0.03), ('PFI', 0.03), ('GENY', 0.026), ('CZA', 0.02)]"
FPH.NZ,Fisher & Paykel Healthcare Corp Ltd,0.182,"[('ENZL', 0.182)]"
EBS,Erste Group Bank AG.,0.181,"[('EWO', 0.157), ('JSML', 0.024)]"
SX2,Soybean Nov22,0.181,"[('SOYB', 0.181)]"
PWR,Quanta Services Inc,0.18000000000000002,"[('GRID', 0.039), ('FLM', 0.033), ('AIRR', 0.032), ('FEVR', 0.026), ('AFLG', 0.011)]"
FYC,First Trust Small Cap Growth Al,0.18,"[('DALI', 0.18)]"
2317.TW,Hon Hai Precision Industry Co Ltd,0.18,"[('EWT', 0.044), ('DEM', 0.04), ('FNDE', 0.03), ('PXH', 0.029), ('ISEM', 0.018)]"
GALP,Galp Energia SGPS SA,0.18,"[('PGAL', 0.18)]"
NOC,Northrop Grumman Corp,0.17900000000000002,"[('PPA', 0.049), ('ITA', 0.045), ('ROKT', 0.037), ('DFEN', 0.033), ('FXR', 0.015)]"
SBNY,Signature Bank,0.17900000000000002,"[('FRTY', 0.036), ('XMHQ', 0.036), ('PFI', 0.027), ('KRE', 0.016), ('KBE', 0.013)]"
FTC,First Trust Large Cap Growth Al,0.179,"[('DALI', 0.179)]"
00006.HK,Power Assets Holdings Ltd,0.17800000000000005,"[('DVYA', 0.028), ('FIDI', 0.024), ('EFAS', 0.021), ('FID', 0.02), ('CID', 0.017)]"
EXAS,Exact Sciences Corp,0.178,"[('NIFE', 0.056), ('ARKG', 0.05), ('BBH', 0.046), ('BTEC', 0.026)]"
01810,Xiaomi Corp Ordinary Shares - Class B,0.178,"[('KFVG', 0.092), ('CHIK', 0.086)]"
BRNH22,Brent Crude Future Jan 22,0.178,"[('DBE', 0.109), ('DBC', 0.069)]"
PRU,Prudential Financial Inc,0.17799999999999996,"[('IAK', 0.058), ('DDIV', 0.036), ('SPHD', 0.023), ('DVLU', 0.019), ('RPV', 0.018)]"
AIG,American International Group Inc,0.177,"[('KBWP', 0.082), ('IAK', 0.059), ('FMIL', 0.019), ('DVLU', 0.017)]"
UBER,Uber Technologies Inc,0.17600000000000002,"[('FPX', 0.052), ('AWAY', 0.048), ('IYT', 0.042), ('XTN', 0.025), ('VXF', 0.009)]"
TDG,TransDigm Group Inc,0.17600000000000002,"[('ITA', 0.045), ('PPA', 0.041), ('XAR', 0.037), ('DFEN', 0.033), ('PDP', 0.02)]"
FDN,First Trust DJ Internet Index F,0.176,"[('QPX', 0.176)]"
1295,Public Bank Bhd,0.17500000000000002,"[('EWM', 0.135), ('ASEA', 0.04)]"
UPM,UPM-Kymmene Oyj,0.17500000000000002,"[('CUT', 0.05), ('EFNL', 0.042), ('WOOD', 0.042), ('GNR', 0.026), ('DWCR', 0.015)]"
WES.AX,Wesfarmers Ltd,0.17500000000000002,"[('PSP', 0.058), ('EWA', 0.042), ('EPP', 0.026), ('IDOG', 0.021), ('IQLT', 0.016)]"
035720.KS,Kakao Corp,0.175,"[('EWEB', 0.051), ('EWY', 0.036), ('BTEK', 0.023), ('EEMO', 0.023), ('FPA', 0.02)]"
9101,Nippon Yusen Kabushiki Kaisha,0.175,"[('SEA', 0.074), ('FJP', 0.026), ('IMOM', 0.025), ('DFJ', 0.015), ('DXJS', 0.015)]"
NVG,Nuveen AMT-Free Muni Credit Inc,0.175,"[('XMPT', 0.081), ('MCEF', 0.051), ('PGAL', 0.043)]"
VIAC,ViacomCBS Inc Class B,0.174,"[('PEJ', 0.052), ('EWCO', 0.048), ('IEME', 0.048), ('SPVM', 0.015), ('CVY', 0.011)]"
VBR,Vanguard Small-Cap Value ETF,0.174,"[('DWAT', 0.101), ('GMOM', 0.073)]"
IYJ,iShares U.S. Industrials ETF,0.174,"[('SIJ', 0.174)]"
NUAN,Nuance Communications Inc,0.17300000000000001,"[('MNA', 0.067), ('MARB', 0.053), ('EDOC', 0.045), ('VBR', 0.005), ('PBSM', 0.003)]"
MDB,MongoDB Inc Class A,0.173,"[('SKYY', 0.037), ('IVES', 0.036), ('AIEQ', 0.03), ('MOON', 0.026), ('XWEB', 0.023)]"
JAZZ,Jazz Pharmaceuticals PLC,0.173,"[('NIFE', 0.047), ('XPH', 0.044), ('TOKE', 0.043), ('IHE', 0.039)]"
PFF,iShares Preferred and Income Se,0.17200000000000001,"[('WBII', 0.1), ('DALT', 0.048), ('QED', 0.024)]"
VLO,Valero Energy Corp,0.17100000000000004,"[('CRAK', 0.06), ('PXE', 0.043), ('IEO', 0.042), ('RPV', 0.016), ('VOE', 0.01)]"
VIE.PA,Veolia Environnement SA,0.171,"[('CGW', 0.054), ('EBLU', 0.041), ('FTRI', 0.038), ('PIO', 0.038)]"
VEEV,Veeva Systems Inc Class A,0.171,"[('MID', 0.04), ('CLDL', 0.036), ('HELX', 0.031), ('SXQG', 0.028), ('VOT', 0.012)]"
SAHXX,State Street Instl US Govt MMkt Instl,0.171,"[('ULST', 0.171)]"
HES,Hess Corp,0.17,"[('IEO', 0.044), ('PXE', 0.042), ('FCG', 0.039), ('EQRR', 0.028), ('FMIL', 0.017)]"
TD.TO,The Toronto-Dominion Bank,0.17,"[('EWC', 0.066), ('HEWC', 0.059), ('IMTM', 0.02), ('TTAI', 0.012), ('PXF', 0.008)]"
CHX,ChampionX Corp,0.16999999999999998,"[('PXJ', 0.074), ('OIH', 0.051), ('XES', 0.045)]"
YUMC,Yum China Holdings Inc Ordinary Shares,0.16899999999999998,"[('KBUY', 0.051), ('PEJ', 0.049), ('CHIQ', 0.034), ('EMGF', 0.023), ('EEMV', 0.012)]"
NESTE,Neste Corp,0.16899999999999998,"[('EFNL', 0.107), ('CRAK', 0.062)]"
SRET,Global X SuperDividend REIT ETF,0.168,"[('ALTY', 0.168)]"
PTON,Peloton Interactive Inc,0.16799999999999998,"[('IPO', 0.059), ('VPOP', 0.034), ('QQXT', 0.018), ('MXDU', 0.016), ('BOSS', 0.012)]"
600036,China Merchants Bank Co Ltd,0.16699999999999998,"[('AFTY', 0.087), ('ASHR', 0.031), ('ASHX', 0.025), ('KBA', 0.024)]"
MAR,Marriott International Inc Class A,0.16699999999999998,"[('CRUZ', 0.082), ('OOTO', 0.045), ('BEDZ', 0.04)]"
COR,CoreSite Realty Corp,0.16699999999999998,"[('PGAL', 0.048), ('VPN', 0.045), ('PSR', 0.028), ('RDOG', 0.025), ('GBGR', 0.014)]"
SSIXX,State Street Instl Liquid Reserves Prem,0.16699999999999998,"[('SPMB', 0.091), ('SPAB', 0.066), ('SPHY', 0.01)]"
GME,GameStop Corp Class A,0.16600000000000004,"[('SFYF', 0.035), ('SLY', 0.011), ('SLYG', 0.011), ('SLYV', 0.011), ('SPSM', 0.011)]"
RIGD.BO,Reliance Industries Ltd ADR,0.16500000000000004,"[('CRAK', 0.079), ('DMRE', 0.019), ('XCEM', 0.016), ('XSOE', 0.016), ('GMF', 0.015)]"
CYBR,CyberArk Software Ltd,0.165,"[('BUG', 0.046), ('CIBR', 0.035), ('ITEQ', 0.033), ('EIS', 0.028), ('AIIQ', 0.023)]"
SIVB,SVB Financial Group,0.165,"[('IAT', 0.047), ('PFI', 0.032), ('RPG', 0.023), ('CZA', 0.018), ('KRE', 0.016)]"
DGL,Invesco DB Gold Fund,0.164,"[('FFTG', 0.164)]"
SNOW,Snowflake Inc Ordinary Shares - Class A,0.164,"[('IPO', 0.095), ('VCLO', 0.045), ('XWEB', 0.024)]"
SGRO.L,Segro PLC,0.163,"[('RWX', 0.031), ('FKU', 0.025), ('IFGL', 0.025), ('WPS', 0.021), ('HAUZ', 0.015)]"
CINF,Cincinnati Financial Corp,0.163,"[('NIFE', 0.046), ('WBIL', 0.042), ('FXO', 0.017), ('KNG', 0.017), ('NOBL', 0.016)]"
GNOM,Global X Genomics & Biotechnolo,0.163,"[('GXTG', 0.163)]"
ISDX,Invesco RAFI Strategic Develope,0.163,"[('PSMG', 0.074), ('PSMB', 0.054), ('PSMM', 0.035)]"
BK,Bank of New York Mellon Corp,0.16299999999999998,"[('KBWB', 0.044), ('FLV', 0.033), ('NVQ', 0.022), ('RDVY', 0.021), ('RYF', 0.016)]"
PDCE,PDC Energy Inc,0.16200000000000003,"[('PSCE', 0.098), ('FTXN', 0.038), ('SLYV', 0.008), ('VIOV', 0.008), ('IJS', 0.007)]"
ARE,Alexandria Real Estate Equities Inc,0.162,"[('RWR', 0.026), ('USRT', 0.024), ('FRI', 0.022), ('BBRE', 0.021), ('PPTY', 0.021)]"
CLNX.BC,Cellnex Telecom SA,0.162,"[('EWP', 0.058), ('SRVR', 0.046), ('TOLZ', 0.026), ('GLIF', 0.025), ('RBIN', 0.007)]"
YRI.TO,Yamana Gold Inc,0.162,"[('SILJ', 0.064), ('GDXJ', 0.04), ('SGDM', 0.036), ('JGLD', 0.022)]"
MAA,Mid-America Apartment Communities Inc,0.16199999999999998,"[('NURE', 0.054), ('REZ', 0.048), ('EWRE', 0.035), ('PPTY', 0.025)]"
HBAN,Huntington Bancshares Inc,0.16199999999999998,"[('NIFE', 0.044), ('IAT', 0.036), ('FTHI', 0.023), ('FTLB', 0.023), ('SDOG', 0.02)]"
ICE,Intercontinental Exchange Inc,0.16100000000000003,"[('IAI', 0.048), ('INFL', 0.043), ('DVOL', 0.03), ('RYF', 0.017), ('XRLV', 0.012)]"
RINF,ProShares Inflation Expectation,0.161,"[('ALTS', 0.161)]"
DASH,DoorDash Inc Ordinary Shares - Class A,0.161,"[('IPO', 0.043), ('ONLN', 0.029), ('CLIX', 0.024), ('XWEB', 0.024), ('GURU', 0.017)]"
SPYD,SPDR Series Trust SPDR Portfoli,0.161,"[('INKM', 0.161)]"
NPI.TO,Northland Power Inc,0.16,"[('FAN', 0.078), ('ACES', 0.046), ('RNRG', 0.036)]"
KLAC,KLA Corp,0.16,"[('BUL', 0.049), ('SOXX', 0.042), ('FTXL', 0.041), ('SPHB', 0.013), ('HIBL', 0.009)]"
