Bigram,Name,SumWeights,Holders
"('NESTE', 'NOKIA')","('Neste Corp', 'Nokia Oyj')",0.231,"[('EFNL', 0.231)]"
"('CEN.NZ', 'FPH.NZ')","('Contact Energy Ltd', 'Fisher & Paykel Healthcare Corp Ltd')",0.231,"[('ENZL', 0.231)]"
"('01113.HK', '01299.HK')","('CK Asset Holdings Ltd', 'AIA Group Ltd')",0.231,"[('FLHK', 0.231)]"
"('RXI', 'SYLD')","('iShares Global Consumer Discret', 'Cambria Shareholder Yield ETF')",0.231,"[('GMOM', 0.231)]"
"('SYLD', 'VEA')","('Cambria Shareholder Yield ETF', 'Vanguard FTSE Developed Markets')",0.231,"[('GMOM', 0.231)]"
"('BND', 'SCHZ')","('Vanguard Total Bond Market ETF', 'Schwab US Aggregate Bond ETF')",0.231,"[('HNDL', 0.231)]"
"('AGG', 'SCHZ')","('iShares Core U.S. Aggregate Bon', 'Schwab US Aggregate Bond ETF')",0.231,"[('HNDL', 0.231)]"
"('PFE', 'VTRS')","('Pfizer Inc', 'Viatris Inc')",0.231,"[('IHE', 0.231)]"
"('SPTL', 'SPYD')","('SPDR Portfolio Long Term Treasu', 'SPDR Series Trust SPDR Portfoli')",0.231,"[('INKM', 0.231)]"
"('DOX', 'SEDG')","('Amdocs Ltd', 'SolarEdge Technologies Inc')",0.231,"[('ITEQ', 0.139), ('ISRA', 0.092)]"
"('NKE', 'PYPL')","('Nike Inc B', 'PayPal Holdings Inc')",0.231,"[('SHE', 0.098), ('PGRO', 0.067), ('MILN', 0.066)]"
"('AGPXX', 'TSLA')","('Invesco Shrt-Trm Inv Gov&Agcy Instl', 'Tesla Inc')",0.231,"[('PHDG', 0.231)]"
"('AGPXX', 'NVDA')","('Invesco Shrt-Trm Inv Gov&Agcy Instl', 'NVIDIA Corp')",0.231,"[('PHDG', 0.231)]"
"('KAP', 'PHYS.TO')","('National Atomic Co Kazatomprom JSC ADR', 'Sprott Physical Gold Trust')",0.231,"[('URNM', 0.231)]"
"('EFA', 'IUSB')","('iShares MSCI EAFE ETF', 'iShares Core Total USD Bond Mar')",0.231,"[('VEGA', 0.231)]"
"('01299.HK', '09988')","('AIA Group Ltd', 'Alibaba Group Holding Ltd Ordinary Shares')",0.23099999999999998,"[('AIA', 0.158), ('AAXJ', 0.073)]"
"('00388.HK', '2330.TW')","('Hong Kong Exchanges and Clearing Ltd', 'Taiwan Semiconductor Manufacturing Co Ltd')",0.23099999999999998,"[('AIA', 0.147), ('AAXJ', 0.084)]"
"('CAT', 'NVDA')","('Caterpillar Inc', 'NVIDIA Corp')",0.23099999999999998,"[('BIBL', 0.124), ('RISN', 0.107)]"
"('FSK', 'NMFC')","('FS KKR Capital Corp', 'New Mountain Finance Corp')",0.23099999999999998,"[('BIZD', 0.151), ('KBWD', 0.08)]"
"('02331', 'YUMC')","('Li Ning Co Ltd', 'Yum China Holdings Inc Ordinary Shares')",0.23099999999999998,"[('KBUY', 0.108), ('CHIQ', 0.07), ('EMGF', 0.053)]"
"('CTVA', 'DOW')","('Corteva Inc', 'Dow Inc')",0.23099999999999998,"[('CSD', 0.145), ('IYM', 0.086)]"
"('NPN.JO', 'PDD')","('Naspers Ltd Class N', 'Pinduoduo Inc ADR')",0.23099999999999998,"[('EMQQ', 0.127), ('EWEB', 0.104)]"
"('HSBA.L', 'RDSB.L')","('HSBC Holdings PLC', 'Royal Dutch Shell PLC B')",0.23099999999999998,"[('EWU', 0.072), ('HEWU', 0.072), ('FLGB', 0.066), ('FNDF', 0.021)]"
"('DE', 'RTX')","('Deere & Co', 'Raytheon Technologies Corp')",0.23099999999999998,"[('XLI', 0.077), ('FIDU', 0.057), ('VIS', 0.056), ('EXI', 0.041)]"
"('532215.BO', 'INFY.BO')","('Axis Bank Ltd', 'Infosys Ltd')",0.23099999999999998,"[('IXSE', 0.12), ('INDA', 0.111)]"
"('IWM', 'XLK')","('iShares Russell 2000 ETF', 'SPDR Select Sector Fund - Techn')",0.23099999999999998,"[('SECT', 0.156), ('VEGA', 0.075)]"
"('DDD', 'TRMB')","('3D Systems Corp', 'Trimble Inc')",0.23,"[('PRNT', 0.132), ('ARKQ', 0.098)]"
"('CRWD', 'PANW')","('CrowdStrike Holdings Inc Class A', 'Palo Alto Networks Inc')",0.23,"[('BUG', 0.129), ('CIBR', 0.101)]"
"('GM', 'TSLA')","('General Motors Co', 'Tesla Inc')",0.23,"[('CARZ', 0.162), ('JHMC', 0.068)]"
"('ECL', 'VIE.PA')","('Ecolab Inc', 'Veolia Environnement SA')",0.23,"[('EBLU', 0.115), ('PIO', 0.115)]"
"('00700', '035720.KS')","('Tencent Holdings Ltd', 'Kakao Corp')",0.23,"[('EWEB', 0.13), ('EEMO', 0.1)]"
"('FPH.NZ', 'IFT.NZ')","('Fisher & Paykel Healthcare Corp Ltd', 'Infratil Ltd')",0.23,"[('ENZL', 0.23)]"
"('CNR.TO', 'RY.TO')","('Canadian National Railway Co', 'Royal Bank of Canada')",0.23,"[('HEWC', 0.117), ('EWC', 0.113)]"
"('B3SA3.SA', 'VALE3.SA')","('B3 SA - Brasil Bolsa Balcao', 'Vale SA')",0.23,"[('EWZ', 0.23)]"
"('ALV.DE', 'ULVR.L')","('Allianz SE', 'Unilever PLC')",0.23,"[('HDEF', 0.085), ('VWID', 0.06), ('HDAW', 0.055), ('IQLT', 0.03)]"
"('PSK', 'SPYD')","('SPDR ICE Preferred Securities E', 'SPDR Series Trust SPDR Portfoli')",0.23,"[('INKM', 0.23)]"
"('HYLB', 'PFF')","('Xtrackers USD High Yield Corpor', 'iShares Preferred and Income Se')",0.23,"[('WBII', 0.23)]"
"('02020', '09988')","('ANTA Sports Products Ltd', 'Alibaba Group Holding Ltd Ordinary Shares')",0.22999999999999998,"[('CHIQ', 0.12), ('KALL', 0.11)]"
"('00016.HK', '8801')","('Sun Hung Kai Properties Ltd', 'Mitsui Fudosan Co Ltd')",0.22999999999999998,"[('DRW', 0.058), ('IFGL', 0.051), ('WPS', 0.045), ('HAUZ', 0.038), ('VNQI', 0.038)]"
"('CYBR', 'NICE')","('CyberArk Software Ltd', 'NICE Ltd')",0.22999999999999998,"[('EIS', 0.118), ('ITEQ', 0.112)]"
"('BLK', 'GS')","('BlackRock Inc', 'Goldman Sachs Group Inc')",0.22999999999999998,"[('IYG', 0.062), ('XLF', 0.062), ('FNCL', 0.053), ('VFH', 0.053)]"
"('BND', 'FYLD')","('Vanguard Total Bond Market ETF', 'Cambria Foreign Shareholder Yie')",0.22999999999999998,"[('TRTY', 0.12), ('GAA', 0.11)]"
"('DWNI.DE', 'SGRO.L')","('Deutsche Wohnen SE', 'Segro PLC')",0.22999999999999998,"[('RWX', 0.069), ('IFGL', 0.051), ('WPS', 0.044), ('VNQI', 0.034), ('HAUZ', 0.032)]"
"('SAP.DE', 'SU.PA')","('SAP SE', 'Schneider Electric SE')",0.22900000000000004,"[('FEZ', 0.069), ('HEZU', 0.043), ('EZU', 0.042), ('EURZ', 0.04), ('DBEZ', 0.035)]"
"('NTES', 'PDD')","('NetEase Inc ADR', 'Pinduoduo Inc ADR')",0.229,"[('KWEB', 0.117), ('EWEB', 0.112)]"
"('AMS.BC', 'IBE.BC')","('Amadeus IT Group SA A', 'Iberdrola SA')",0.229,"[('EWP', 0.229)]"
"('COR', 'GALP')","('CoreSite Realty Corp', 'Galp Energia SGPS SA')",0.229,"[('PGAL', 0.229)]"
"('GALP', 'SON')","('Galp Energia SGPS SA', 'Sonae SGPS SA')",0.229,"[('PGAL', 0.229)]"
"('CRON.TO', 'RIV.TO')","('Cronos Group Inc', 'RIV Capital Inc Ordinary Shares (Sub Voting)')",0.229,"[('POTX', 0.136), ('THCX', 0.093)]"
"('MT.SA', 'VALE.SA')","('ArcelorMittal SA ADR', 'Vale SA ADR')",0.229,"[('SLX', 0.229)]"
"('CLOU', 'TAN')","('Global X Cloud Computing ETF', 'Invesco Solar ETF')",0.229,"[('TMAT', 0.229)]"
"('PG', 'T')","('Procter & Gamble Co', 'AT&T Inc')",0.22899999999999998,"[('DURA', 0.089), ('USMC', 0.057), ('DLN', 0.044), ('DTD', 0.039)]"
"('7974', 'NTES')","('Nintendo Co Ltd', 'NetEase Inc ADR')",0.22899999999999998,"[('HERO', 0.122), ('ESPO', 0.107)]"
"('APT.AX', 'PYPL')","('Afterpay Ltd', 'PayPal Holdings Inc')",0.22899999999999998,"[('FINX', 0.127), ('TPAY', 0.102)]"
"('ADI', 'AMAT')","('Analog Devices Inc', 'Applied Materials Inc')",0.22899999999999998,"[('FTXL', 0.15), ('SOXQ', 0.079)]"
"('AEM.TO', 'WPM.TO')","('Agnico Eagle Mines Ltd', 'Wheaton Precious Metals Corp')",0.22899999999999998,"[('RING', 0.125), ('GDX', 0.104)]"
"('VCSH', 'VGK')","('Vanguard Short-Term Corporate B', 'Vanguard FTSEEuropean ETF')",0.22899999999999998,"[('QAI', 0.154), ('MCRO', 0.075)]"
"('BWX', 'SRLN')","('SPDR Bloomberg International Tr', 'SPDR Blackstone Senior Loan ETF')",0.22899999999999998,"[('QMN', 0.157), ('QAI', 0.072)]"
"('CRWD', 'DOCU')","('CrowdStrike Holdings Inc Class A', 'DocuSign Inc')",0.22800000000000004,"[('CLDL', 0.082), ('PTF', 0.075), ('FPX', 0.058), ('VXF', 0.013)]"
"('VZ', 'WBA')","('Verizon Communications Inc', 'Walgreens Boots Alliance Inc')",0.22800000000000004,"[('DJD', 0.111), ('RDIV', 0.101), ('VFVA', 0.016)]"
"('CYBR', 'ZS')","('CyberArk Software Ltd', 'Zscaler Inc')",0.228,"[('BUG', 0.117), ('CIBR', 0.111)]"
"('00386', '01088')","('China Petroleum & Chemical Corp Class H', 'China Shenhua Energy Co Ltd Class H')",0.228,"[('CHIE', 0.161), ('ISEM', 0.067)]"
"('BIL', 'SPY')","('SPDR Bloomberg 1-3 Month T-Bill', 'SPDR S&P 500')",0.228,"[('CPI', 0.228)]"
"('FERG', 'VIE.PA')","('Ferguson PLC', 'Veolia Environnement SA')",0.228,"[('EBLU', 0.114), ('PIO', 0.114)]"
"('MOWI', 'YAR')","('Mowi ASA', 'Yara International ASA')",0.228,"[('ENOR', 0.114), ('NORW', 0.114)]"
"('FPH.NZ', 'MCY.NZ')","('Fisher & Paykel Healthcare Corp Ltd', 'Mercury NZ Ltd')",0.228,"[('ENZL', 0.228)]"
"('FBU.NZ', 'FPH.NZ')","('Fletcher Building Ltd', 'Fisher & Paykel Healthcare Corp Ltd')",0.228,"[('ENZL', 0.228)]"
"('BNS.TO', 'RY.TO')","('Bank of Nova Scotia', 'Royal Bank of Canada')",0.228,"[('EWC', 0.115), ('HEWC', 0.113)]"
"('NESN', 'SIKA')","('Nestle SA', 'Sika AG')",0.228,"[('EWL', 0.228)]"
"('00027.HK', '01299.HK')","('Galaxy Entertainment Group Ltd', 'AIA Group Ltd')",0.228,"[('FLHK', 0.228)]"
"('ALPHA', 'HTO')","('Alpha Services and Holdings SA', 'Hellenic Telecommunication Organization SA')",0.228,"[('GREK', 0.228)]"
"('LIT', 'SOCL')","('Global X Lithium & Battery Tech', 'Global X Social Media ETF')",0.228,"[('GXTG', 0.228)]"
"('ECOPETROL', 'ISA')","('Ecopetrol SA', 'Interconexion Electrica SA ESP')",0.228,"[('ICOL', 0.228)]"
"('MSFT', 'SNAP')","('Microsoft Corp', 'Snap Inc Class A')",0.228,"[('IGV', 0.115), ('XNTK', 0.063), ('IWFH', 0.05)]"
"('DOX', 'NICE')","('Amdocs Ltd', 'NICE Ltd')",0.228,"[('ITEQ', 0.138), ('ISRA', 0.09)]"
"('GALP', 'RENE')","('Galp Energia SGPS SA', 'REN-Redes Energeticas Nacionais Sgps SA')",0.228,"[('PGAL', 0.228)]"
"('ICVT', 'SRLN')","('iShares Convertible Bond ETF', 'SPDR Blackstone Senior Loan ETF')",0.228,"[('QED', 0.158), ('QAI', 0.07)]"
"('TQQQ', 'TSLA')","('ProShares UltraPro QQQ', 'Tesla Inc')",0.228,"[('QQH', 0.228)]"
"('GSST', 'JMST')","('Goldman Sachs Access Ultra Shor', 'JPMorgan Ultra-Short Municipal ')",0.228,"[('VSPY', 0.228)]"
"('GSST', 'ICSH')","('Goldman Sachs Access Ultra Shor', 'BlackRock Ultra Short-Term Bond')",0.228,"[('VSPY', 0.228)]"
"('ADBE', 'FTNT')","('Adobe Inc', 'Fortinet Inc')",0.22799999999999998,"[('WFH', 0.074), ('EGIS', 0.073), ('SPGP', 0.048), ('RYT', 0.033)]"
"('7974', 'ATVI')","('Nintendo Co Ltd', 'Activision Blizzard Inc')",0.22799999999999998,"[('HERO', 0.119), ('ESPO', 0.109)]"
"('BLK', 'V')","('BlackRock Inc', 'Visa Inc Class A')",0.22799999999999998,"[('IYG', 0.127), ('YLDE', 0.056), ('PLDR', 0.045)]"
"('CTVA', 'FCX')","('Corteva Inc', 'Freeport-McMoRan Inc')",0.22799999999999998,"[('NANR', 0.123), ('IYM', 0.105)]"
"('BMY', 'GILD')","('Bristol-Myers Squibb Company', 'Gilead Sciences Inc')",0.22700000000000004,"[('IEIH', 0.088), ('UTRN', 0.081), ('COWZ', 0.041), ('VFVA', 0.017)]"
"('NS', 'WES')","('NuStar Energy LP', 'Western Midstream Partners LP')",0.227,"[('AMZA', 0.227)]"
"('SPOT', 'SQ')","('Spotify Technology SA', 'Square Inc A')",0.227,"[('ARKW', 0.082), ('ARKK', 0.081), ('GIGE', 0.064)]"
"('SRE', 'TRP.TO')","('Sempra Energy', 'TC Energy Corp')",0.227,"[('EMLP', 0.097), ('TOLZ', 0.066), ('CFCV', 0.064)]"
"('BBCA', 'UNVR')","('JPMorgan BetaBuilders Canada ET', 'PT Unilever Indonesia Tbk')",0.227,"[('EIDO', 0.227)]"
"('POLI', 'WIX')","('Bank Hapoalim BM', 'Wix.com Ltd')",0.227,"[('EIS', 0.132), ('ISRA', 0.095)]"
"('NICE', 'POLI')","('NICE Ltd', 'Bank Hapoalim BM')",0.227,"[('EIS', 0.137), ('ISRA', 0.09)]"
"('CABK.BC', 'IBE.BC')","('CaixaBank SA', 'Iberdrola SA')",0.227,"[('EWP', 0.227)]"
"('FYLD', 'GVAL')","('Cambria Foreign Shareholder Yie', 'Cambria Global Value ETF')",0.227,"[('TRTY', 0.13), ('GAA', 0.097)]"
"('MSFT', 'NFLX')","('Microsoft Corp', 'Netflix Inc')",0.227,"[('SPMO', 0.114), ('SPQQ', 0.066), ('IWFH', 0.047)]"
"('BABA', 'SPOT')","('Alibaba Group Holding Ltd ADR', 'Spotify Technology SA')",0.227,"[('KNGS', 0.227)]"
"('HP', 'WHD')","('Helmerich & Payne Inc', 'Cactus Inc Class A')",0.227,"[('PXJ', 0.137), ('OIH', 0.09)]"
"('CHX', 'WHD')","('ChampionX Corp', 'Cactus Inc Class A')",0.227,"[('PXJ', 0.133), ('OIH', 0.094)]"
"('GALP', 'JMT')","('Galp Energia SGPS SA', 'Jeronimo Martins SGPS SA')",0.227,"[('PGAL', 0.227)]"
"('FDN', 'IJR')","('First Trust DJ Internet Index F', 'iShares Core S&P Small-Cap ETF')",0.227,"[('QPX', 0.227)]"
"('MAERSK B', 'SFL')","('A. P. Moller Maersk A/S B', 'SFL Corp Ltd')",0.227,"[('SEA', 0.227)]"
"('IWM', 'SCZ')","('iShares Russell 2000 ETF', 'iShares MSCI EAFE Small-Cap ETF')",0.227,"[('SMCP', 0.227)]"
"('BOTZ', 'TAN')","('Global X Robotics & Artificial ', 'Invesco Solar ETF')",0.227,"[('TMAT', 0.227)]"
"('00939', 'RELIANCE.B')","('China Construction Bank Corp Class H', 'Reliance Industries Ltd Shs Dematerialised')",0.22699999999999998,"[('BKF', 0.033), ('EMSG', 0.032), ('EEMA', 0.024), ('BKEM', 0.022), ('AAXJ', 0.021)]"
"('SHOP.TO', 'ZM')","('Shopify Inc A', 'Zoom Video Communications Inc')",0.22699999999999998,"[('CLOU', 0.094), ('ARKK', 0.086), ('WWOW', 0.047)]"
"('NEP', 'PEG')","('NextEra Energy Partners LP', 'Public Service Enterprise Group Inc')",0.22699999999999998,"[('ECLN', 0.118), ('EMLP', 0.109)]"
"('ADM', 'BG')","('Archer-Daniels Midland Co', 'Bunge Ltd')",0.22699999999999998,"[('FTXG', 0.15), ('FXG', 0.077)]"
"('DE', 'TSCO')","('Deere & Co', 'Tractor Supply Co')",0.22699999999999998,"[('MOO', 0.12), ('HAP', 0.107)]"
"('MA', 'MS')","('Mastercard Inc Class A', 'Morgan Stanley')",0.22699999999999998,"[('IYG', 0.111), ('IYF', 0.069), ('JHMF', 0.047)]"
"('BP..L', 'DGE.L')","('BP PLC', 'Diageo PLC')",0.22600000000000003,"[('EWU', 0.078), ('HEWU', 0.078), ('FLGB', 0.07)]"
"('ACN', 'FB')","('Accenture PLC Class A', 'Facebook Inc A')",0.226,"[('SXQG', 0.093), ('AIQ', 0.068), ('LVOL', 0.065)]"
"('6594', 'TM')","('Nidec Corp', 'Toyota Motor Corp ADR')",0.226,"[('EKAR', 0.071), ('BBJP', 0.063), ('JPXN', 0.032), ('JPN', 0.031), ('HJPX', 0.029)]"
"('EBAY', 'ETSY')","('eBay Inc', 'Etsy Inc')",0.226,"[('BUL', 0.091), ('STNC', 0.069), ('ONLN', 0.066)]"
"('BGB', 'IVH')","('Blackstone Strategic Credit Fund', 'Ivy High Income Opportunities')",0.226,"[('CEFS', 0.226)]"
"('NIO', 'VWS')","('NIO Inc ADR', 'Vestas Wind Systems A/S')",0.226,"[('SMOG', 0.125), ('ERTH', 0.101)]"
"('ABEV3.SA', 'VALE3.SA')","('Ambev SA', 'Vale SA')",0.226,"[('EWZ', 0.226)]"
"('FPEI', 'FTSL')","('First Trust Institutional Prefe', 'First Trust Senior Loan Fund ET')",0.226,"[('FDIV', 0.226)]"
"('GVMXX', 'SPIB')","('State Street Instl US Govt MMkt Premier', 'SPDR Portfolio Intermediate Ter')",0.226,"[('FISR', 0.226)]"
"('GNOM', 'POTX')","('Global X Genomics & Biotechnolo', 'Global X Cannabis ETF')",0.226,"[('GXTG', 0.226)]"
"('EOG', 'VLO')","('EOG Resources Inc', 'Valero Energy Corp')",0.226,"[('IEO', 0.139), ('PXE', 0.087)]"
"('DDOG', 'SNOW')","('Datadog Inc Class A', 'Snowflake Inc Ordinary Shares - Class A')",0.226,"[('IPO', 0.137), ('VCLO', 0.089)]"
"('LQD', 'VSS')","('iShares iBoxx $ Investment Grad', 'Vanguard FTSE All-Wld ex-US SmC')",0.226,"[('QLS', 0.226)]"
"('EIM', 'MYI')","('EV Municipal Bond', 'BlackRock MuniYield Qty III')",0.226,"[('RTAI', 0.171), ('XMPT', 0.055)]"
"('CCO.TO', 'YCA.L')","('Cameco Corp', 'Yellow Cake PLC Ordinary Shares')",0.226,"[('URNM', 0.226)]"
"('ECL', 'UU..L')","('Ecolab Inc', 'United Utilities Group PLC')",0.22599999999999998,"[('AQWA', 0.118), ('EBLU', 0.108)]"
"('INTC', 'PYPL')","('Intel Corp', 'PayPal Holdings Inc')",0.22599999999999998,"[('KOIN', 0.079), ('XLK', 0.057), ('FTEC', 0.047), ('VGT', 0.043)]"
"('BHP.AX', 'XOM')","('BHP Group Ltd', 'Exxon Mobil Corp')",0.22599999999999998,"[('GNR', 0.091), ('GUNR', 0.09), ('HAP', 0.045)]"
"('DHR', 'SYK')","('Danaher Corp', 'Stryker Corp')",0.22599999999999998,"[('IHI', 0.149), ('IEHS', 0.077)]"
"('NESN', 'PEP')","('Nestle SA', 'PepsiCo Inc')",0.22500000000000003,"[('KXI', 0.14), ('SDGA', 0.085)]"
"('NEA', 'NZF')","('Nuveen AMT-Free Quality Muni Inc', 'Nuveen Municipal Credit Income')",0.22500000000000003,"[('XMPT', 0.14), ('MCEF', 0.085)]"
"('NVG', 'NZF')","('Nuveen AMT-Free Muni Credit Inc', 'Nuveen Municipal Credit Income')",0.22500000000000003,"[('XMPT', 0.14), ('MCEF', 0.085)]"
"('FTNT', 'VRNS')","('Fortinet Inc', 'Varonis Systems Inc')",0.225,"[('BUG', 0.116), ('CIBR', 0.076), ('FITE', 0.033)]"
"('BBCA', 'TBIG')","('JPMorgan BetaBuilders Canada ET', 'PT Tower Bersama Infrastructure Tbk')",0.225,"[('EIDO', 0.225)]"
"('00700', 'ATVI')","('Tencent Holdings Ltd', 'Activision Blizzard Inc')",0.225,"[('ESPO', 0.13), ('NERD', 0.095)]"
"('CM.TO', 'SHOP.TO')","('Canadian Imperial Bank of Commerce', 'Shopify Inc A')",0.225,"[('HEWC', 0.114), ('EWC', 0.111)]"
"('BRK.B', 'MA')","('Berkshire Hathaway Inc Class B', 'Mastercard Inc Class A')",0.225,"[('IYF', 0.124), ('JHMF', 0.069), ('FVAL', 0.032)]"
"('BCOLOMBIA', 'CIB')","('BanColombia SA', 'BanColombia SA ADR')",0.225,"[('GXG', 0.225)]"
"('8802', 'VNA.DE')","('Mitsubishi Estate Co Ltd', 'Vonovia SE')",0.225,"[('IFGL', 0.067), ('WPS', 0.061), ('VNQI', 0.049), ('HAUZ', 0.048)]"
"('DOX', 'NVCR')","('Amdocs Ltd', 'NovoCure Ltd')",0.225,"[('ITEQ', 0.134), ('ISRA', 0.091)]"
"('FTSL', 'HYLS')","('First Trust Senior Loan Fund ET', 'First Trust Tactical High Yield')",0.225,"[('LDSF', 0.225)]"
"('CMBS', 'FTSL')","('iShares CMBS Bond ETF', 'First Trust Senior Loan Fund ET')",0.225,"[('LDSF', 0.225)]"
"('GALP', 'NOS')","('Galp Energia SGPS SA', 'Nos Sgps SA')",0.225,"[('PGAL', 0.225)]"
"('HP', 'LBRT')","('Helmerich & Payne Inc', 'Liberty Oilfield Services Inc')",0.225,"[('PXJ', 0.134), ('XES', 0.091)]"
"('NVDA', 'TQQQ')","('NVIDIA Corp', 'ProShares UltraPro QQQ')",0.225,"[('QQH', 0.225)]"
"('IIM', 'MAV')","('Invesco Value Muni Income Trust', 'Pioneer Muni High Inc Adv')",0.225,"[('RTAI', 0.225)]"
"('NEE', 'VWS')","('NextEra Energy Inc', 'Vestas Wind Systems A/S')",0.225,"[('SMOG', 0.131), ('VCLN', 0.094)]"
"('DE', 'FMC')","('Deere & Co', 'FMC Corp')",0.225,"[('VEGI', 0.225)]"
"('4063', '6861')","('Shin-Etsu Chemical Co Ltd', 'Keyence Corp')",0.22499999999999998,"[('HEWJ', 0.044), ('EWJ', 0.042), ('DBJP', 0.037), ('BBJP', 0.036), ('JPXN', 0.034)]"
"('NKE', 'UNH')","('Nike Inc B', 'UnitedHealth Group Inc')",0.22499999999999998,"[('HART', 0.103), ('EDOW', 0.073), ('SPMV', 0.049)]"
"('BATS.L', 'DGE.L')","('British American Tobacco PLC', 'Diageo PLC')",0.22499999999999998,"[('EWU', 0.077), ('HEWU', 0.077), ('FLGB', 0.071)]"
"('FIS', 'PYPL')","('Fidelity National Information Services Inc', 'PayPal Holdings Inc')",0.22499999999999998,"[('IPAY', 0.119), ('FINX', 0.106)]"
"('DGE.L', 'RDSA.L')","('Diageo PLC', 'Royal Dutch Shell PLC Class A')",0.22400000000000003,"[('EWU', 0.077), ('HEWU', 0.077), ('FLGB', 0.07)]"
"('01548', 'BGNE')","('Genscript Biotech Corp Class H', 'BeiGene Ltd ADR')",0.224,"[('CHB', 0.129), ('CHIH', 0.095)]"
"('COPEC', 'SQM-B')","('Empresas COPEC SA', 'Sociedad Quimica Y Minera De Chile SA Pfd Registered Shs Series -B-')",0.224,"[('ECH', 0.224)]"
"('BBCA', 'BRPT')","('JPMorgan BetaBuilders Canada ET', 'Barito Pacific Tbk')",0.224,"[('EIDO', 0.224)]"
"('SPDW', 'SPSM')","('SPDR Portfolio Developed World ', 'SPDR Portfolio S&P 600 Small Ca')",0.224,"[('GAL', 0.224)]"
"('HD', 'NFLX')","('The Home Depot Inc', 'Netflix Inc')",0.224,"[('IYC', 0.124), ('VIRS', 0.1)]"
"('NEA', 'NXJ')","('Nuveen AMT-Free Quality Muni Inc', 'Nuveen NJ Quality Muni Inc')",0.224,"[('RTAI', 0.224)]"
"('9107', 'MAERSK B')","('Kawasaki Kisen Kaisha Ltd', 'A. P. Moller Maersk A/S B')",0.224,"[('SEA', 0.224)]"
"('01919', 'MAERSK B')","('COSCO SHIPPING Holdings Co Ltd Class H', 'A. P. Moller Maersk A/S B')",0.224,"[('SEA', 0.224)]"
"('ATVI', 'SPOT')","('Activision Blizzard Inc', 'Spotify Technology SA')",0.224,"[('VPOP', 0.224)]"
"('LUV', 'MAR')","('Southwest Airlines Co', 'Marriott International Inc Class A')",0.22399999999999998,"[('CRUZ', 0.148), ('OOTO', 0.076)]"
"('FERG', 'IEX')","('Ferguson PLC', 'IDEX Corp')",0.22399999999999998,"[('EBLU', 0.119), ('PIO', 0.105)]"
"('EQR', 'EXR')","('Equity Residential', 'Extra Space Storage Inc')",0.22399999999999998,"[('REZ', 0.112), ('GQRE', 0.061), ('RWR', 0.051)]"
"('GS', 'MA')","('Goldman Sachs Group Inc', 'Mastercard Inc Class A')",0.22399999999999998,"[('IYG', 0.11), ('IYF', 0.067), ('JHMF', 0.047)]"
"('ASML', 'AVGO')","('ASML Holding NV ADR', 'Broadcom Inc')",0.22399999999999998,"[('SOXX', 0.118), ('SMH', 0.106)]"
"('BHP.AX', 'WES.AX')","('BHP Group Ltd', 'Wesfarmers Ltd')",0.22300000000000003,"[('EWA', 0.138), ('EPP', 0.085)]"
"('RUN', 'TSLA')","('Sunrun Inc', 'Tesla Inc')",0.223,"[('QCLN', 0.113), ('ACES', 0.11)]"
"('BBRI', 'TLKM')","('Bank Rakyat Indonesia (Persero) Tbk Class B', 'PT Telkom Indonesia (Persero) Tbk Class B')",0.223,"[('EIDO', 0.223)]"
"('FPH.NZ', 'RYM.NZ')","('Fisher & Paykel Healthcare Corp Ltd', 'Ryman Healthcare Ltd')",0.223,"[('ENZL', 0.223)]"
"('ENEL.MI', 'RACE.MI')","('Enel SpA', 'Ferrari NV')",0.223,"[('EWI', 0.223)]"
"('BND', 'GVAL')","('Vanguard Total Bond Market ETF', 'Cambria Global Value ETF')",0.223,"[('GAA', 0.117), ('TRTY', 0.106)]"
"('GALP', 'NVG')","('Galp Energia SGPS SA', 'Nuveen AMT-Free Muni Credit Inc')",0.223,"[('PGAL', 0.223)]"
"('COR', 'EQIX')","('CoreSite Realty Corp', 'Equinix Inc')",0.223,"[('VPN', 0.168), ('PSR', 0.055)]"
"('MAERSK B', 'STNG')","('A. P. Moller Maersk A/S B', 'Scorpio Tankers Inc')",0.223,"[('SEA', 0.223)]"
"('ONLN', 'TAN')","('ProShares Online Retail ETF', 'Invesco Solar ETF')",0.223,"[('TMAT', 0.223)]"
"('ACN', 'PYPL')","('Accenture PLC Class A', 'PayPal Holdings Inc')",0.22299999999999998,"[('IYJ', 0.106), ('UXI', 0.078), ('BLCN', 0.039)]"
"('005930.KS', 'HDFC.BO')","('Samsung Electronics Co Ltd', 'Housing Development Finance Corp Ltd')",0.22299999999999998,"[('KEMX', 0.086), ('EMXC', 0.075), ('XSOE', 0.062)]"
"('HCLTECH.BO', 'TCS.BO')","('HCL Technologies Ltd', 'Tata Consultancy Services Ltd')",0.22299999999999998,"[('GLIN', 0.089), ('PIN', 0.073), ('EPI', 0.061)]"
"('DIS', 'PYPL')","('The Walt Disney Co', 'PayPal Holdings Inc')",0.22299999999999998,"[('SHE', 0.105), ('MTUM', 0.081), ('ESGA', 0.037)]"
"('BATS.L', 'HSBA.L')","('British American Tobacco PLC', 'HSBC Holdings PLC')",0.22299999999999998,"[('EWU', 0.076), ('HEWU', 0.076), ('FLGB', 0.071)]"
