Bigram,Name,NumAppearances,Holders
"('ELET3.SA', 'JBSS3.SA')","('Centrais Eletricas Brasileiras SA', 'JBS SA')",1,"[('FLN', 0.072)]"
"('CSNA3.SA', 'ELET3.SA')","('Companhia Siderurgica Nacional', 'Centrais Eletricas Brasileiras SA')",1,"[('FLN', 0.068)]"
"('AC.MX', 'ELET3.SA')","('Arca Continental SAB de CV', 'Centrais Eletricas Brasileiras SA')",1,"[('FLN', 0.069)]"
"('BRKM5.SA', 'ELET3.SA')","('Braskem SA Participating Preferred', 'Centrais Eletricas Brasileiras SA')",1,"[('FLN', 0.093)]"
"('CPFE3.SA', 'ELET3.SA')","('CPFL Energia SA', 'Centrais Eletricas Brasileiras SA')",1,"[('FLN', 0.069)]"
"('CEMEXCPO.M', 'GGBR4.SA')","('Cemex SAB de CV', 'Gerdau SA Participating Preferred')",1,"[('FLN', 0.068)]"
"('CEMEXCPO.M', 'TIMS3.SA')","('Cemex SAB de CV', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.069)]"
"('CEMEXCPO.M', 'JBSS3.SA')","('Cemex SAB de CV', 'JBS SA')",1,"[('FLN', 0.071)]"
"('CEMEXCPO.M', 'CSNA3.SA')","('Cemex SAB de CV', 'Companhia Siderurgica Nacional')",1,"[('FLN', 0.067)]"
"('AC.MX', 'CEMEXCPO.M')","('Arca Continental SAB de CV', 'Cemex SAB de CV')",1,"[('FLN', 0.068)]"
"('BRKM5.SA', 'CEMEXCPO.M')","('Braskem SA Participating Preferred', 'Cemex SAB de CV')",1,"[('FLN', 0.092)]"
"('CEMEXCPO.M', 'CPFE3.SA')","('Cemex SAB de CV', 'CPFL Energia SA')",1,"[('FLN', 0.068)]"
"('GGBR4.SA', 'TIMS3.SA')","('Gerdau SA Participating Preferred', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.065)]"
"('GGBR4.SA', 'JBSS3.SA')","('Gerdau SA Participating Preferred', 'JBS SA')",1,"[('FLN', 0.067)]"
"('CSNA3.SA', 'GGBR4.SA')","('Companhia Siderurgica Nacional', 'Gerdau SA Participating Preferred')",1,"[('FLN', 0.063)]"
"('AC.MX', 'GGBR4.SA')","('Arca Continental SAB de CV', 'Gerdau SA Participating Preferred')",1,"[('FLN', 0.064)]"
"('BRKM5.SA', 'GGBR4.SA')","('Braskem SA Participating Preferred', 'Gerdau SA Participating Preferred')",1,"[('FLN', 0.088)]"
"('CPFE3.SA', 'GGBR4.SA')","('CPFL Energia SA', 'Gerdau SA Participating Preferred')",1,"[('FLN', 0.064)]"
"('JBSS3.SA', 'TIMS3.SA')","('JBS SA', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.068)]"
"('CSNA3.SA', 'TIMS3.SA')","('Companhia Siderurgica Nacional', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.064)]"
"('AC.MX', 'TIMS3.SA')","('Arca Continental SAB de CV', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.065)]"
"('BRKM5.SA', 'TIMS3.SA')","('Braskem SA Participating Preferred', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.089)]"
"('CPFE3.SA', 'TIMS3.SA')","('CPFL Energia SA', 'TIM SA Ordinary Shares')",1,"[('FLN', 0.065)]"
"('CSNA3.SA', 'JBSS3.SA')","('Companhia Siderurgica Nacional', 'JBS SA')",1,"[('FLN', 0.066)]"
"('AC.MX', 'JBSS3.SA')","('Arca Continental SAB de CV', 'JBS SA')",1,"[('FLN', 0.068)]"
"('CPFE3.SA', 'JBSS3.SA')","('CPFL Energia SA', 'JBS SA')",1,"[('FLN', 0.068)]"
"('AC.MX', 'CSNA3.SA')","('Arca Continental SAB de CV', 'Companhia Siderurgica Nacional')",1,"[('FLN', 0.063)]"
"('BRKM5.SA', 'CSNA3.SA')","('Braskem SA Participating Preferred', 'Companhia Siderurgica Nacional')",1,"[('FLN', 0.087)]"
"('CPFE3.SA', 'CSNA3.SA')","('CPFL Energia SA', 'Companhia Siderurgica Nacional')",1,"[('FLN', 0.063)]"
"('AC.MX', 'BRKM5.SA')","('Arca Continental SAB de CV', 'Braskem SA Participating Preferred')",1,"[('FLN', 0.088)]"
"('AC.MX', 'CPFE3.SA')","('Arca Continental SAB de CV', 'CPFL Energia SA')",1,"[('FLN', 0.065)]"
"('BRKM5.SA', 'CPFE3.SA')","('Braskem SA Participating Preferred', 'CPFL Energia SA')",1,"[('FLN', 0.088)]"
"('IBM', 'MXIM')","('International Business Machines Corp', 'Maxim Integrated Products Inc')",1,"[('FLQD', 0.041)]"
"('GSK.L', 'MXIM')","('GlaxoSmithKline PLC', 'Maxim Integrated Products Inc')",1,"[('FLQD', 0.041)]"
"('MXIM', 'QCOM')","('Maxim Integrated Products Inc', 'Qualcomm Inc')",1,"[('FLQD', 0.043)]"
"('MXIM', 'NOVN')","('Maxim Integrated Products Inc', 'Novartis AG')",1,"[('FLQD', 0.041)]"
"('2330.TW', 'MXIM')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Maxim Integrated Products Inc')",1,"[('FLQD', 0.042)]"
"('MXIM', 'PAYX')","('Maxim Integrated Products Inc', 'Paychex Inc')",1,"[('FLQD', 0.042)]"
"('MXIM', 'TGT')","('Maxim Integrated Products Inc', 'Target Corp')",1,"[('FLQD', 0.044)]"
"('MXIM', 'ROG')","('Maxim Integrated Products Inc', 'Roche Holding AG')",1,"[('FLQD', 0.042)]"
"('MXIM', 'PM')","('Maxim Integrated Products Inc', 'Philip Morris International Inc')",1,"[('FLQD', 0.041)]"
"('GSK.L', 'IBM')","('GlaxoSmithKline PLC', 'International Business Machines Corp')",1,"[('FLQD', 0.04)]"
"('IBM', 'NOVN')","('International Business Machines Corp', 'Novartis AG')",1,"[('FLQD', 0.04)]"
"('2330.TW', 'IBM')","('Taiwan Semiconductor Manufacturing Co Ltd', 'International Business Machines Corp')",1,"[('FLQD', 0.042)]"
"('IBM', 'PAYX')","('International Business Machines Corp', 'Paychex Inc')",1,"[('FLQD', 0.041)]"
"('IBM', 'ROG')","('International Business Machines Corp', 'Roche Holding AG')",1,"[('FLQD', 0.042)]"
"('GSK.L', 'QCOM')","('GlaxoSmithKline PLC', 'Qualcomm Inc')",1,"[('FLQD', 0.042)]"
"('2330.TW', 'GSK.L')","('Taiwan Semiconductor Manufacturing Co Ltd', 'GlaxoSmithKline PLC')",1,"[('FLQD', 0.041)]"
"('GSK.L', 'PAYX')","('GlaxoSmithKline PLC', 'Paychex Inc')",1,"[('FLQD', 0.041)]"
"('GSK.L', 'TGT')","('GlaxoSmithKline PLC', 'Target Corp')",1,"[('FLQD', 0.043)]"
"('GSK.L', 'PM')","('GlaxoSmithKline PLC', 'Philip Morris International Inc')",1,"[('FLQD', 0.04)]"
"('NOVN', 'QCOM')","('Novartis AG', 'Qualcomm Inc')",1,"[('FLQD', 0.042)]"
"('QCOM', 'ROG')","('Qualcomm Inc', 'Roche Holding AG')",1,"[('FLQD', 0.044)]"
"('NOVN', 'PAYX')","('Novartis AG', 'Paychex Inc')",1,"[('FLQD', 0.042)]"
"('NOVN', 'TGT')","('Novartis AG', 'Target Corp')",1,"[('FLQD', 0.043)]"
"('NOVN', 'PM')","('Novartis AG', 'Philip Morris International Inc')",1,"[('FLQD', 0.041)]"
"('2330.TW', 'PAYX')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Paychex Inc')",1,"[('FLQD', 0.043)]"
"('2330.TW', 'TGT')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Target Corp')",1,"[('FLQD', 0.044)]"
"('2330.TW', 'PM')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Philip Morris International Inc')",1,"[('FLQD', 0.042)]"
"('PAYX', 'TGT')","('Paychex Inc', 'Target Corp')",1,"[('FLQD', 0.044)]"
"('PAYX', 'ROG')","('Paychex Inc', 'Roche Holding AG')",1,"[('FLQD', 0.043)]"
"('PAYX', 'PM')","('Paychex Inc', 'Philip Morris International Inc')",1,"[('FLQD', 0.042)]"
"('ROG', 'TGT')","('Roche Holding AG', 'Target Corp')",1,"[('FLQD', 0.045)]"
"('PM', 'ROG')","('Philip Morris International Inc', 'Roche Holding AG')",1,"[('FLQD', 0.042)]"
"('06098', 'INFY.BO')","('Country Garden Services Holdings Co Ltd', 'Infosys Ltd')",1,"[('FLQE', 0.022)]"
"('06098', '2303.TW')","('Country Garden Services Holdings Co Ltd', 'United Microelectronics Corp')",1,"[('FLQE', 0.023)]"
"('2303.TW', 'LKOH')","('United Microelectronics Corp', 'PJSC Lukoil')",1,"[('FLQE', 0.024)]"
"('2303.TW', 'TCS.BO')","('United Microelectronics Corp', 'Tata Consultancy Services Ltd')",1,"[('FLQE', 0.023)]"
"('2303.TW', 'GAZP')","('United Microelectronics Corp', 'Gazprom PJSC')",1,"[('FLQE', 0.023)]"
"('2303.TW', 'NTES')","('United Microelectronics Corp', 'NetEase Inc ADR')",1,"[('FLQE', 0.023)]"
"('06098', 'LKOH')","('Country Garden Services Holdings Co Ltd', 'PJSC Lukoil')",1,"[('FLQE', 0.022)]"
"('06098', 'TCS.BO')","('Country Garden Services Holdings Co Ltd', 'Tata Consultancy Services Ltd')",1,"[('FLQE', 0.021)]"
"('06098', '2330.TW')","('Country Garden Services Holdings Co Ltd', 'Taiwan Semiconductor Manufacturing Co Ltd')",1,"[('FLQE', 0.022)]"
"('06098', 'GAZP')","('Country Garden Services Holdings Co Ltd', 'Gazprom PJSC')",1,"[('FLQE', 0.022)]"
"('06098', 'NTES')","('Country Garden Services Holdings Co Ltd', 'NetEase Inc ADR')",1,"[('FLQE', 0.022)]"
"('LKOH', 'NTES')","('PJSC Lukoil', 'NetEase Inc ADR')",1,"[('FLQE', 0.022)]"
"('GAZP', 'TCS.BO')","('Gazprom PJSC', 'Tata Consultancy Services Ltd')",1,"[('FLQE', 0.022)]"
"('GAZP', 'NTES')","('Gazprom PJSC', 'NetEase Inc ADR')",1,"[('FLQE', 0.022)]"
"('ASML', 'BATS.L')","('ASML Holding NV ADR', 'British American Tobacco PLC')",1,"[('FLQH', 0.041)]"
"('BATS.L', 'CSL.AX')","('British American Tobacco PLC', 'CSL Ltd')",1,"[('FLQH', 0.039)]"
"('BATS.L', 'NOVO B')","('British American Tobacco PLC', 'Novo Nordisk A/S B')",1,"[('FLQH', 0.04)]"
"('CSL.AX', 'NESN')","('CSL Ltd', 'Nestle SA')",1,"[('FLQH', 0.04)]"
"('CSL.AX', 'SAN.PA')","('CSL Ltd', 'Sanofi SA')",1,"[('FLQH', 0.039)]"
"('CSL.AX', 'NOVN')","('CSL Ltd', 'Novartis AG')",1,"[('FLQH', 0.04)]"
"('CSL.AX', 'NOVO B')","('CSL Ltd', 'Novo Nordisk A/S B')",1,"[('FLQH', 0.04)]"
"('CSL.AX', 'ROG')","('CSL Ltd', 'Roche Holding AG')",1,"[('FLQH', 0.041)]"
"('CSL.AX', 'GSK.L')","('CSL Ltd', 'GlaxoSmithKline PLC')",1,"[('FLQH', 0.04)]"
"('MRK', 'SPGI')","('Merck & Co Inc', 'S&P Global Inc')",1,"[('FLQL', 0.021)]"
"('LLY', 'SPGI')","('Eli Lilly and Co', 'S&P Global Inc')",1,"[('FLQL', 0.022)]"
"('NVDA', 'SPGI')","('NVIDIA Corp', 'S&P Global Inc')",1,"[('FLQL', 0.022)]"
"('INTU', 'MRK')","('Intuit Inc', 'Merck & Co Inc')",1,"[('FLQL', 0.021)]"
"('ADBE', 'MRK')","('Adobe Inc', 'Merck & Co Inc')",1,"[('FLQL', 0.022)]"
"('MRK', 'TGT')","('Merck & Co Inc', 'Target Corp')",1,"[('FLQL', 0.021)]"
"('TGT', 'TMO')","('Target Corp', 'Thermo Fisher Scientific Inc')",1,"[('FLQL', 0.021)]"
"('MSCI', 'MTCH')","('MSCI Inc', 'Match Group Inc')",1,"[('FLQM', 0.022)]"
"('MSCI', 'XLNX')","('MSCI Inc', 'Xilinx Inc')",1,"[('FLQM', 0.022)]"
"('CTAS', 'MSCI')","('Cintas Corp', 'MSCI Inc')",1,"[('FLQM', 0.022)]"
"('MSCI', 'SNPS')","('MSCI Inc', 'Synopsys Inc')",1,"[('FLQM', 0.022)]"
"('MTCH', 'MTD')","('Match Group Inc', 'Mettler-Toledo International Inc')",1,"[('FLQM', 0.022)]"
"('MTD', 'XLNX')","('Mettler-Toledo International Inc', 'Xilinx Inc')",1,"[('FLQM', 0.021)]"
"('CTAS', 'MTD')","('Cintas Corp', 'Mettler-Toledo International Inc')",1,"[('FLQM', 0.021)]"
"('FTNT', 'MTD')","('Fortinet Inc', 'Mettler-Toledo International Inc')",1,"[('FLQM', 0.021)]"
"('MTD', 'SNPS')","('Mettler-Toledo International Inc', 'Synopsys Inc')",1,"[('FLQM', 0.021)]"
"('IDXX', 'ROK')","('IDEXX Laboratories Inc', 'Rockwell Automation Inc')",1,"[('FLQM', 0.022)]"
"('MTCH', 'ROK')","('Match Group Inc', 'Rockwell Automation Inc')",1,"[('FLQM', 0.022)]"
"('ROK', 'XLNX')","('Rockwell Automation Inc', 'Xilinx Inc')",1,"[('FLQM', 0.021)]"
"('CTAS', 'ROK')","('Cintas Corp', 'Rockwell Automation Inc')",1,"[('FLQM', 0.021)]"
"('FTNT', 'ROK')","('Fortinet Inc', 'Rockwell Automation Inc')",1,"[('FLQM', 0.021)]"
"('ROK', 'SNPS')","('Rockwell Automation Inc', 'Synopsys Inc')",1,"[('FLQM', 0.021)]"
"('IDXX', 'XLNX')","('IDEXX Laboratories Inc', 'Xilinx Inc')",1,"[('FLQM', 0.022)]"
"('CTAS', 'IDXX')","('Cintas Corp', 'IDEXX Laboratories Inc')",1,"[('FLQM', 0.022)]"
"('MTCH', 'XLNX')","('Match Group Inc', 'Xilinx Inc')",1,"[('FLQM', 0.022)]"
"('CTAS', 'MTCH')","('Cintas Corp', 'Match Group Inc')",1,"[('FLQM', 0.022)]"
"('FTNT', 'MTCH')","('Fortinet Inc', 'Match Group Inc')",1,"[('FLQM', 0.022)]"
"('MTCH', 'SNPS')","('Match Group Inc', 'Synopsys Inc')",1,"[('FLQM', 0.022)]"
"('CTAS', 'XLNX')","('Cintas Corp', 'Xilinx Inc')",1,"[('FLQM', 0.021)]"
"('FTNT', 'XLNX')","('Fortinet Inc', 'Xilinx Inc')",1,"[('FLQM', 0.021)]"
"('SNPS', 'XLNX')","('Synopsys Inc', 'Xilinx Inc')",1,"[('FLQM', 0.021)]"
"('RMD', 'XLNX')","('ResMed Inc', 'Xilinx Inc')",1,"[('FLQM', 0.022)]"
"('CTAS', 'FTNT')","('Cintas Corp', 'Fortinet Inc')",1,"[('FLQM', 0.021)]"
"('CTAS', 'SNPS')","('Cintas Corp', 'Synopsys Inc')",1,"[('FLQM', 0.021)]"
"('CROX', 'TXRH')","('Crocs Inc', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.02)]"
"('CROX', 'MSTR')","('Crocs Inc', 'MicroStrategy Inc Class A')",1,"[('FLQS', 0.019)]"
"('CROX', 'HELE')","('Crocs Inc', 'Helen Of Troy Ltd')",1,"[('FLQS', 0.018)]"
"('CROX', 'LHCG')","('Crocs Inc', 'LHC Group Inc')",1,"[('FLQS', 0.018)]"
"('AEO', 'CROX')","('American Eagle Outfitters Inc', 'Crocs Inc')",1,"[('FLQS', 0.019)]"
"('CROX', 'JCOM')","('Crocs Inc', 'J2 Global Inc')",1,"[('FLQS', 0.02)]"
"('STAA', 'TXRH')","('Staar Surgical Co', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.018)]"
"('MSTR', 'STAA')","('MicroStrategy Inc Class A', 'Staar Surgical Co')",1,"[('FLQS', 0.017)]"
"('HELE', 'STAA')","('Helen Of Troy Ltd', 'Staar Surgical Co')",1,"[('FLQS', 0.016)]"
"('LHCG', 'STAA')","('LHC Group Inc', 'Staar Surgical Co')",1,"[('FLQS', 0.016)]"
"('SAIA', 'STAA')","('Saia Inc', 'Staar Surgical Co')",1,"[('FLQS', 0.018)]"
"('AEO', 'STAA')","('American Eagle Outfitters Inc', 'Staar Surgical Co')",1,"[('FLQS', 0.017)]"
"('JCOM', 'STAA')","('J2 Global Inc', 'Staar Surgical Co')",1,"[('FLQS', 0.018)]"
"('MSTR', 'TXRH')","('MicroStrategy Inc Class A', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.017)]"
"('LSCC', 'TXRH')","('Lattice Semiconductor Corp', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.017)]"
"('HELE', 'TXRH')","('Helen Of Troy Ltd', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.017)]"
"('LHCG', 'TXRH')","('LHC Group Inc', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.017)]"
"('SAIA', 'TXRH')","('Saia Inc', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.018)]"
"('AEO', 'TXRH')","('American Eagle Outfitters Inc', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.017)]"
"('JCOM', 'TXRH')","('J2 Global Inc', 'Texas Roadhouse Inc')",1,"[('FLQS', 0.018)]"
"('HELE', 'MSTR')","('Helen Of Troy Ltd', 'MicroStrategy Inc Class A')",1,"[('FLQS', 0.015)]"
"('LHCG', 'MSTR')","('LHC Group Inc', 'MicroStrategy Inc Class A')",1,"[('FLQS', 0.015)]"
"('AEO', 'MSTR')","('American Eagle Outfitters Inc', 'MicroStrategy Inc Class A')",1,"[('FLQS', 0.016)]"
"('JCOM', 'MSTR')","('J2 Global Inc', 'MicroStrategy Inc Class A')",1,"[('FLQS', 0.017)]"
"('HELE', 'LSCC')","('Helen Of Troy Ltd', 'Lattice Semiconductor Corp')",1,"[('FLQS', 0.015)]"
"('LHCG', 'LSCC')","('LHC Group Inc', 'Lattice Semiconductor Corp')",1,"[('FLQS', 0.015)]"
"('AEO', 'LSCC')","('American Eagle Outfitters Inc', 'Lattice Semiconductor Corp')",1,"[('FLQS', 0.016)]"
"('JCOM', 'LSCC')","('J2 Global Inc', 'Lattice Semiconductor Corp')",1,"[('FLQS', 0.017)]"
"('HELE', 'LHCG')","('Helen Of Troy Ltd', 'LHC Group Inc')",1,"[('FLQS', 0.015)]"
"('HELE', 'SAIA')","('Helen Of Troy Ltd', 'Saia Inc')",1,"[('FLQS', 0.016)]"
"('AEO', 'HELE')","('American Eagle Outfitters Inc', 'Helen Of Troy Ltd')",1,"[('FLQS', 0.015)]"
"('HELE', 'JCOM')","('Helen Of Troy Ltd', 'J2 Global Inc')",1,"[('FLQS', 0.016)]"
"('LHCG', 'SAIA')","('LHC Group Inc', 'Saia Inc')",1,"[('FLQS', 0.016)]"
"('AEO', 'LHCG')","('American Eagle Outfitters Inc', 'LHC Group Inc')",1,"[('FLQS', 0.015)]"
"('JCOM', 'LHCG')","('J2 Global Inc', 'LHC Group Inc')",1,"[('FLQS', 0.016)]"
"('AEO', 'SAIA')","('American Eagle Outfitters Inc', 'Saia Inc')",1,"[('FLQS', 0.017)]"
"('JCOM', 'SAIA')","('J2 Global Inc', 'Saia Inc')",1,"[('FLQS', 0.018)]"
"('AEO', 'JCOM')","('American Eagle Outfitters Inc', 'J2 Global Inc')",1,"[('FLQS', 0.017)]"
"('EMR', 'VZ')","('Emerson Electric Co', 'Verizon Communications Inc')",1,"[('FLV', 0.064)]"
"('EMR', 'JNJ')","('Emerson Electric Co', 'Johnson & Johnson')",1,"[('FLV', 0.086)]"
"('EMR', 'JPM')","('Emerson Electric Co', 'JPMorgan Chase & Co')",1,"[('FLV', 0.069)]"
"('BK', 'EMR')","('Bank of New York Mellon Corp', 'Emerson Electric Co')",1,"[('FLV', 0.063)]"
"('EMR', 'UL.L')","('Emerson Electric Co', 'Unilever PLC ADR')",1,"[('FLV', 0.071)]"
"('EMR', 'TTE.PA')","('Emerson Electric Co', 'TotalEnergies SE')",1,"[('FLV', 0.057)]"
"('BRK.B', 'EMR')","('Berkshire Hathaway Inc Class B', 'Emerson Electric Co')",1,"[('FLV', 0.075)]"
"('EMR', 'MDT')","('Emerson Electric Co', 'Medtronic PLC')",1,"[('FLV', 0.077)]"
"('BK', 'VZ')","('Bank of New York Mellon Corp', 'Verizon Communications Inc')",1,"[('FLV', 0.068)]"
"('UL.L', 'VZ')","('Unilever PLC ADR', 'Verizon Communications Inc')",1,"[('FLV', 0.076)]"
"('TTE.PA', 'VZ')","('TotalEnergies SE', 'Verizon Communications Inc')",1,"[('FLV', 0.063)]"
"('BK', 'JNJ')","('Bank of New York Mellon Corp', 'Johnson & Johnson')",1,"[('FLV', 0.09)]"
"('JNJ', 'UL.L')","('Johnson & Johnson', 'Unilever PLC ADR')",1,"[('FLV', 0.098)]"
"('JNJ', 'TTE.PA')","('Johnson & Johnson', 'TotalEnergies SE')",1,"[('FLV', 0.085)]"
"('BK', 'CSCO')","('Bank of New York Mellon Corp', 'Cisco Systems Inc')",1,"[('FLV', 0.071)]"
"('CSCO', 'UL.L')","('Cisco Systems Inc', 'Unilever PLC ADR')",1,"[('FLV', 0.079)]"
"('CSCO', 'TTE.PA')","('Cisco Systems Inc', 'TotalEnergies SE')",1,"[('FLV', 0.065)]"
"('CSCO', 'MDT')","('Cisco Systems Inc', 'Medtronic PLC')",1,"[('FLV', 0.084)]"
"('JPM', 'UL.L')","('JPMorgan Chase & Co', 'Unilever PLC ADR')",1,"[('FLV', 0.081)]"
"('JPM', 'TTE.PA')","('JPMorgan Chase & Co', 'TotalEnergies SE')",1,"[('FLV', 0.068)]"
"('JPM', 'MDT')","('JPMorgan Chase & Co', 'Medtronic PLC')",1,"[('FLV', 0.087)]"
"('BK', 'UL.L')","('Bank of New York Mellon Corp', 'Unilever PLC ADR')",1,"[('FLV', 0.075)]"
"('BK', 'TTE.PA')","('Bank of New York Mellon Corp', 'TotalEnergies SE')",1,"[('FLV', 0.061)]"
"('BK', 'MDT')","('Bank of New York Mellon Corp', 'Medtronic PLC')",1,"[('FLV', 0.08)]"
"('TTE.PA', 'UL.L')","('TotalEnergies SE', 'Unilever PLC ADR')",1,"[('FLV', 0.069)]"
"('BRK.B', 'UL.L')","('Berkshire Hathaway Inc Class B', 'Unilever PLC ADR')",1,"[('FLV', 0.087)]"
"('MDT', 'UL.L')","('Medtronic PLC', 'Unilever PLC ADR')",1,"[('FLV', 0.089)]"
"('BRK.B', 'TTE.PA')","('Berkshire Hathaway Inc Class B', 'TotalEnergies SE')",1,"[('FLV', 0.074)]"
"('MDT', 'TTE.PA')","('Medtronic PLC', 'TotalEnergies SE')",1,"[('FLV', 0.075)]"
"('BRK.B', 'MDT')","('Berkshire Hathaway Inc Class B', 'Medtronic PLC')",1,"[('FLV', 0.093)]"
"('EXC', 'TLT')","('Exelon Corp', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.522)]"
"('DGCXX', 'EXC')","('Dreyfus Government Cash Mgmt Instl', 'Exelon Corp')",1,"[('FLYT', 0.038)]"
"('D', 'TLT')","('Dominion Energy Inc', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.526)]"
"('D', 'DGCXX')","('Dominion Energy Inc', 'Dreyfus Government Cash Mgmt Instl')",1,"[('FLYT', 0.042)]"
"('SO', 'TLT')","('Southern Co', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.528)]"
"('DGCXX', 'SO')","('Dreyfus Government Cash Mgmt Instl', 'Southern Co')",1,"[('FLYT', 0.044)]"
"('AEP', 'TLT')","('American Electric Power Co Inc', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.521)]"
"('AEP', 'DGCXX')","('American Electric Power Co Inc', 'Dreyfus Government Cash Mgmt Instl')",1,"[('FLYT', 0.037)]"
"('DGCXX', 'TLT')","('Dreyfus Government Cash Mgmt Instl', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.533)]"
"('NEE', 'TLT')","('NextEra Energy Inc', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.555)]"
"('SRE', 'TLT')","('Sempra Energy', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.52)]"
"('DUK', 'TLT')","('Duke Energy Corp', 'iShares 20+ Year Treasury Bond ')",1,"[('FLYT', 0.532)]"
"('DGCXX', 'NEE')","('Dreyfus Government Cash Mgmt Instl', 'NextEra Energy Inc')",1,"[('FLYT', 0.071)]"
"('DGCXX', 'SRE')","('Dreyfus Government Cash Mgmt Instl', 'Sempra Energy')",1,"[('FLYT', 0.036)]"
"('DGCXX', 'DUK')","('Dreyfus Government Cash Mgmt Instl', 'Duke Energy Corp')",1,"[('FLYT', 0.047)]"
"('NBK', 'TLV')","('National Bank of Kuwait SAK', 'Banca Transilvania SA')",1,"[('FM', 0.076)]"
"('IAM', 'NBK')","('Maroc Telecom SA', 'National Bank of Kuwait SAK')",1,"[('FM', 0.073)]"
"('ATW', 'NBK')","('Attijariwafa Bank SA Registered Shares', 'National Bank of Kuwait SAK')",1,"[('FM', 0.066)]"
"('NBK', 'VHM')","('National Bank of Kuwait SAK', 'Vinhomes JSC')",1,"[('FM', 0.062)]"
"('KFH', 'TLV')","('Kuwait Finance House KSC', 'Banca Transilvania SA')",1,"[('FM', 0.057)]"
"('IAM', 'KFH')","('Maroc Telecom SA', 'Kuwait Finance House KSC')",1,"[('FM', 0.055)]"
"('ATW', 'KFH')","('Attijariwafa Bank SA Registered Shares', 'Kuwait Finance House KSC')",1,"[('FM', 0.048)]"
"('KFH', 'VHM')","('Kuwait Finance House KSC', 'Vinhomes JSC')",1,"[('FM', 0.044)]"
"('KFH', 'VIC')","('Kuwait Finance House KSC', 'Vingroup JSC')",1,"[('FM', 0.049)]"
"('HPG', 'KFH')","('Hoa Phat Group JSC', 'Kuwait Finance House KSC')",1,"[('FM', 0.055)]"
"('IAM', 'TLV')","('Maroc Telecom SA', 'Banca Transilvania SA')",1,"[('FM', 0.063)]"
"('ATW', 'TLV')","('Attijariwafa Bank SA Registered Shares', 'Banca Transilvania SA')",1,"[('FM', 0.056)]"
"('TLV', 'VHM')","('Banca Transilvania SA', 'Vinhomes JSC')",1,"[('FM', 0.052)]"
"('TLV', 'VIC')","('Banca Transilvania SA', 'Vingroup JSC')",1,"[('FM', 0.057)]"
"('HPG', 'TLV')","('Hoa Phat Group JSC', 'Banca Transilvania SA')",1,"[('FM', 0.063)]"
"('IAM', 'VHM')","('Maroc Telecom SA', 'Vinhomes JSC')",1,"[('FM', 0.05)]"
"('IAM', 'VIC')","('Maroc Telecom SA', 'Vingroup JSC')",1,"[('FM', 0.055)]"
"('HPG', 'IAM')","('Hoa Phat Group JSC', 'Maroc Telecom SA')",1,"[('FM', 0.061)]"
"('ATW', 'VHM')","('Attijariwafa Bank SA Registered Shares', 'Vinhomes JSC')",1,"[('FM', 0.042)]"
"('ATW', 'VIC')","('Attijariwafa Bank SA Registered Shares', 'Vingroup JSC')",1,"[('FM', 0.048)]"
"('ATW', 'HPG')","('Attijariwafa Bank SA Registered Shares', 'Hoa Phat Group JSC')",1,"[('FM', 0.053)]"
"('LLY', 'XOM')","('Eli Lilly and Co', 'Exxon Mobil Corp')",1,"[('FMIL', 0.045)]"
"('BMY', 'XOM')","('Bristol-Myers Squibb Company', 'Exxon Mobil Corp')",1,"[('FMIL', 0.052)]"
"('HES', 'XOM')","('Hess Corp', 'Exxon Mobil Corp')",1,"[('FMIL', 0.04)]"
"('AIG', 'XOM')","('American International Group Inc', 'Exxon Mobil Corp')",1,"[('FMIL', 0.042)]"
"('GE', 'XOM')","('General Electric Co', 'Exxon Mobil Corp')",1,"[('FMIL', 0.076)]"
"('PNC', 'XOM')","('PNC Financial Services Group Inc', 'Exxon Mobil Corp')",1,"[('FMIL', 0.051)]"
"('HES', 'LLY')","('Hess Corp', 'Eli Lilly and Co')",1,"[('FMIL', 0.04)]"
