Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
WIX,Wix.com Ltd,5,"[('EIS', 0.085), ('ITEQ', 0.079), ('ISRA', 0.057), ('ERSX', 0.038), ('QRFT', 0.02)]",4,0
500034.BO,Bajaj Finance Ltd,5,"[('IXSE', 0.032), ('INDA', 0.026), ('NFTY', 0.023), ('PIN', 0.023), ('EMDV', 0.02)]",4,0
HCLTECH.BO,HCL Technologies Ltd,5,"[('GLIN', 0.043), ('EPI', 0.022), ('NFTY', 0.022), ('PIN', 0.017), ('NXTG', 0.014)]",4,0
DISH,DISH Network Corp Class A,5,"[('EWCO', 0.047), ('WLDR', 0.034), ('SPVM', 0.014), ('FNK', 0.008), ('EQAL', 0.005)]",4,0
HES,Hess Corp,5,"[('IEO', 0.044), ('PXE', 0.042), ('FCG', 0.039), ('EQRR', 0.028), ('FMIL', 0.017)]",4,0
XPEV,XPeng Inc ADR,5,"[('KGRN', 0.09), ('QCLN', 0.049), ('IPO', 0.031), ('SMOG', 0.031), ('ERTH', 0.03)]",4,0
TTD,The Trade Desk Inc A,5,"[('QQQN', 0.031), ('QQQJ', 0.021), ('IMCG', 0.007), ('XSW', 0.007), ('EUSA', 0.002)]",4,0
BAM.A.TO,Brookfield Asset Management Inc Class A,5,"[('HEWC', 0.037), ('INFL', 0.035), ('EWC', 0.034), ('ISDX', 0.01), ('LCTD', 0.01)]",4,0
SOF,Sofina SA,5,"[('EWK', 0.034), ('FEUZ', 0.014), ('FEP', 0.01), ('UIVM', 0.009), ('FDT', 0.007)]",4,0
VER,Verbund AG,5,"[('EWO', 0.093), ('NETL', 0.076), ('RNRG', 0.069), ('PPTY', 0.042), ('SRET', 0.038)]",4,0
CLNX.BC,Cellnex Telecom SA,5,"[('EWP', 0.058), ('SRVR', 0.046), ('TOLZ', 0.026), ('GLIF', 0.025), ('RBIN', 0.007)]",4,0
PETR4.SA,Petroleo Brasileiro SA Petrobras Participating Preferred,5,"[('EWZ', 0.057), ('FBZ', 0.032), ('ISEM', 0.023), ('PXH', 0.02), ('FNDE', 0.014)]",4,0
FAF,First American Financial Corp,5,"[('FXO', 0.017), ('EZM', 0.008), ('FNK', 0.008), ('ISCV', 0.004), ('ISCB', 0.002)]",4,0
DVN,Devon Energy Corp,5,"[('RYE', 0.053), ('FCG', 0.043), ('IEO', 0.041), ('PXI', 0.041), ('GUSH', 0.014)]",4,0
OLN,Olin Corp,5,"[('PYZ', 0.039), ('FCPI', 0.026), ('SYLD', 0.014), ('JDIV', 0.008), ('FNX', 0.004)]",3,0
TEAM,Atlassian Corporation PLC A,5,"[('WFH', 0.036), ('IWFH', 0.033), ('FDNI', 0.031), ('SKYY', 0.026), ('THNQ', 0.017)]",3,0
IEFA,iShares Core MSCI EAFE ETF,5,"[('ROMO', 0.298), ('FFSG', 0.144), ('OCIO', 0.044), ('QLS', 0.044), ('RFDI', 0.024)]",3,0
NG..L,National Grid PLC,5,"[('INFR', 0.039), ('TOLZ', 0.037), ('JXI', 0.032), ('GLIF', 0.028), ('FIDI', 0.025)]",3,0
GVMXX,State Street Instl US Govt MMkt Premier,5,"[('SRLN', 0.151), ('STOT', 0.128), ('YLD', 0.082), ('MBND', 0.03), ('FISR', 0.002)]",3,0
MTD,Mettler-Toledo International Inc,5,"[('PDP', 0.027), ('IBB', 0.025), ('FLQM', 0.011), ('LSAF', 0.011), ('JHMM', 0.004)]",3,0
CTAS,Cintas Corp,5,"[('QQXT', 0.017), ('NOBL', 0.016), ('RGI', 0.015), ('FLQM', 0.011), ('MAGA', 0.008)]",3,0
EMR,Emerson Electric Co,5,"[('PAVE', 0.03), ('FLV', 0.029), ('LVHD', 0.026), ('SDOG', 0.02), ('KLDW', 0.008)]",3,0
UPWK,Upwork Inc,5,"[('GIGE', 0.037), ('IBUY', 0.023), ('SLT', 0.011), ('FNY', 0.009), ('FNX', 0.004)]",3,0
CELH,Celsius Holdings Inc,5,"[('PSCC', 0.058), ('GLRY', 0.029), ('XSMO', 0.021), ('RZG', 0.018), ('FNX', 0.004)]",3,0
AVTR,Avantor Inc,5,"[('PYZ', 0.037), ('FPX', 0.025), ('FXH', 0.02), ('VBK', 0.007), ('VB', 0.003)]",3,0
SYNA,Synaptics Inc,5,"[('FTXL', 0.057), ('XSD', 0.027), ('QTUM', 0.016), ('JPSE', 0.004), ('GSSC', 0.003)]",3,0
FRC,First Republic Bank,5,"[('IAT', 0.059), ('KBWB', 0.043), ('FTXO', 0.042), ('PFI', 0.027), ('KRE', 0.016)]",3,0
CSX,CSX Corp,5,"[('IYT', 0.087), ('FTXR', 0.061), ('INFR', 0.046), ('UTRN', 0.04), ('VSL', 0.039)]",3,0
TDC,Teradata Corp,5,"[('MGMT', 0.034), ('FXL', 0.016), ('LSAF', 0.012), ('SIXL', 0.007), ('VUSE', 0.007)]",3,0
RGLD,Royal Gold Inc,5,"[('GOAU', 0.105), ('FXZ', 0.048), ('XME', 0.046), ('JGLD', 0.027), ('SMMV', 0.012)]",2,0
PDBC,Invesco Optimum Yield Diversifi,5,"[('RLY', 0.252), ('RAAX', 0.21), ('GAA', 0.083), ('TRTY', 0.048), ('GAL', 0.03)]",2,0
RVLV,Revolve Group Inc Class A,5,"[('PEZ', 0.03), ('GENY', 0.023), ('IBUY', 0.023), ('XRT', 0.012), ('HLGE', 0.011)]",2,0
ARWR,Arrowhead Pharmaceuticals Inc,5,"[('GNOM', 0.041), ('IWO', 0.005), ('VTWG', 0.005), ('JPSE', 0.004), ('VTWO', 0.003)]",2,0
ZTU21,2 Year Treasury Note Future Sept 21,5,"[('HYHG', 0.291), ('GTO', 0.141), ('LGOV', 0.068), ('IHYF', 0.067), ('LQDI', 0.0)]",2,0
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,5,"[('GTO', 0.088), ('ULTR', 0.059), ('LGOV', 0.052), ('IHYF', 0.038), ('LMBS', 0.038)]",2,0
BBY,Best Buy Co Inc,5,"[('WBIF', 0.047), ('WBIL', 0.045), ('HDGE', 0.032), ('JHMC', 0.023), ('ONEY', 0.013)]",2,0
GETI B,Getinge AB Class B,5,"[('ISCF', 0.01), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003), ('IDLB', 0.002)]",2,0
REZI,Resideo Technologies Inc,5,"[('PSCI', 0.026), ('SIMS', 0.026), ('IJS', 0.008), ('SLYV', 0.008), ('VIOV', 0.008)]",2,0
FHB,First Hawaiian Inc,5,"[('KBWR', 0.021), ('PSCF', 0.013), ('IJS', 0.007), ('SLYV', 0.006), ('VIOV', 0.006)]",2,0
KSU,Kansas City Southern,5,"[('TPOR', 0.09), ('MNA', 0.043), ('IYT', 0.038), ('PAVE', 0.03), ('ULVM', 0.008)]",2,0
STX.SI,Seagate Technology Holdings PLC,5,"[('RNDV', 0.031), ('LVHD', 0.026), ('SPDV', 0.024), ('WLDR', 0.018), ('RNLC', 0.008)]",2,0
RH,RH,5,"[('PEZ', 0.038), ('RFG', 0.029), ('XMMO', 0.025), ('SMLF', 0.011), ('SCHA', 0.003)]",2,0
SSTK,Shutterstock Inc,5,"[('XWEB', 0.024), ('RETL', 0.009), ('RNSC', 0.009), ('SIXL', 0.006), ('SSLY', 0.006)]",2,0
LQD,iShares iBoxx $ Investment Grad,4,"[('LQDI', 1.006), ('ADFI', 0.153), ('QLS', 0.099), ('VEGA', 0.04)]",2,0
PHB,Invesco Fundamental High Yield ,4,"[('PSMC', 0.12), ('PSMM', 0.09), ('ADFI', 0.05), ('AFIF', 0.025)]",2,0
HYG,iShares iBoxx $ High Yield Corp,4,"[('HYTR', 0.498), ('THY', 0.33), ('DFHY', 0.218), ('ADFI', 0.05)]",2,0
02313,Shenzhou International Group Holdings Ltd,4,"[('ADIV', 0.031), ('CHIQ', 0.028), ('PIE', 0.028), ('EMDV', 0.021)]",2,0
XLV,SPDR Select Sector Fund - Healt,4,"[('SSUS', 0.165), ('SECT', 0.111), ('AESR', 0.095), ('EQL', 0.091)]",2,0
AGG,iShares Core U.S. Aggregate Bon,4,"[('OVB', 1.0), ('MRSK', 0.189), ('HNDL', 0.115), ('AFIF', 0.044)]",2,0
LPX,Louisiana-Pacific Corp,4,"[('FCPI', 0.028), ('STLG', 0.022), ('AFMC', 0.011), ('AFSM', 0.009)]",2,0
HIBB,Hibbett Inc,4,"[('RZG', 0.018), ('ROSC', 0.013), ('AFSM', 0.01), ('OMFS', 0.005)]",2,0
600036,China Merchants Bank Co Ltd,4,"[('AFTY', 0.087), ('ASHR', 0.031), ('ASHX', 0.025), ('KBA', 0.024)]",2,0
601318,Ping An Insurance (Group) Co. of China Ltd,4,"[('AFTY', 0.069), ('ASHR', 0.032), ('ASHX', 0.015), ('KBA', 0.014)]",2,0
EW,Edwards Lifesciences Corp,4,"[('IHI', 0.045), ('AGNG', 0.034), ('PFUT', 0.022), ('VFLQ', 0.008)]",2,0
CSGP,CoStar Group Inc,4,"[('LCG', 0.066), ('AIEQ', 0.028), ('FTLS', 0.024), ('IYR', 0.023)]",2,0
CVNA,Carvana Co Class A,4,"[('PEZ', 0.043), ('FPX', 0.029), ('AIEQ', 0.027), ('XRT', 0.011)]",2,0
APPN,Appian Corp A,4,"[('ROBT', 0.03), ('AIEQ', 0.027), ('GURU', 0.022), ('XSW', 0.006)]",2,0
PSXP,Phillips 66 Partners LP,4,"[('AMZA', 0.069), ('AMLP', 0.066), ('MLPA', 0.05), ('VRAI', 0.014)]",2,0
AOS,A.O. Smith Corp,4,"[('AQWA', 0.046), ('PRN', 0.035), ('RGI', 0.014), ('FVD', 0.005)]",2,0
EXAS,Exact Sciences Corp,4,"[('NIFE', 0.056), ('ARKG', 0.05), ('BBH', 0.046), ('BTEC', 0.026)]",2,0
BBCA,JPMorgan BetaBuilders Canada ET,4,"[('EIDO', 0.205), ('IDX', 0.078), ('ASEA', 0.052), ('EMFM', 0.016)]",2,0
600900,China Yangtze Power Co Ltd,4,"[('CHIU', 0.046), ('OBOR', 0.029), ('ASHX', 0.01), ('KBA', 0.01)]",2,0
COG,Cabot Oil & Gas Corp,4,"[('RYE', 0.048), ('FXN', 0.04), ('ASPY', 0.03), ('GUSH', 0.013)]",2,0
AGNC,AGNC Investment Corp,4,"[('REM', 0.111), ('MORT', 0.089), ('AUSF', 0.02), ('MDIV', 0.014)]",2,0
NLOK,NortonLifeLock Inc,4,"[('RNDV', 0.024), ('AUSF', 0.018), ('HLGE', 0.009), ('RNLC', 0.009)]",2,0
TCOM,Trip.com Group Ltd ADR,4,"[('AWAY', 0.042), ('EBIZ', 0.042), ('KWEB', 0.038), ('OOTO', 0.026)]",2,0
EXPE,Expedia Group Inc,4,"[('EBIZ', 0.045), ('PEJ', 0.043), ('AWAY', 0.04), ('FRTY', 0.029)]",2,0
TBIO,Translate Bio Inc,4,"[('XBI', 0.008), ('BBC', 0.007), ('LABU', 0.004), ('CSML', 0.003)]",2,0
ZLAB,Zai Lab Ltd ADR Repr 1 Shs,4,"[('CHIH', 0.053), ('CHB', 0.043), ('KURE', 0.028), ('BBP', 0.019)]",2,0
ENT.L,Entain PLC,4,"[('BJK', 0.042), ('BETZ', 0.04), ('FKU', 0.023), ('FEP', 0.01)]",1,0
LSPD.TO,Lightspeed Commerce Inc Ordinary Shares (Sub Voting),4,"[('BFTR', 0.035), ('FPXI', 0.028), ('BTEK', 0.026), ('ISZE', 0.002)]",1,0
MGM,MGM Resorts International,4,"[('BJK', 0.051), ('FRTY', 0.04), ('FTHI', 0.024), ('FTLB', 0.024)]",1,0
REXR,Rexford Industrial Realty Inc,4,"[('INDS', 0.045), ('ISCG', 0.004), ('BKSE', 0.003), ('ISCB', 0.002)]",1,0
TAEE11.SA,Transmissora Alianca de Energia Eletrica SA Unit,4,"[('BRF', 0.042), ('DVYE', 0.02), ('DGS', 0.013), ('SDIV', 0.013)]",1,0
ELAN,Elanco Animal Health Inc,4,"[('IHE', 0.047), ('XPH', 0.047), ('PILL', 0.029), ('BTEC', 0.025)]",1,0
CHKP,Check Point Software Technologies Ltd,4,"[('EIS', 0.073), ('ITEQ', 0.069), ('BUG', 0.054), ('ISRA', 0.052)]",1,0
CYBR,CyberArk Software Ltd,4,"[('BUG', 0.046), ('CIBR', 0.035), ('ITEQ', 0.033), ('EIS', 0.028)]",1,0
ABG,Asbury Automotive Group Inc,4,"[('PSCD', 0.024), ('CALF', 0.02), ('IJS', 0.007), ('PLTL', 0.005)]",1,0
VOW3.DE,Volkswagen AG Participating Preferred,4,"[('CARZ', 0.07), ('ISDX', 0.011), ('IQIN', 0.009), ('MFDX', 0.007)]",1,0
01211,BYD Co Ltd Class H,4,"[('KGRN', 0.094), ('LIT', 0.052), ('CARZ', 0.05), ('CHIQ', 0.033)]",1,0
7267,Honda Motor Co Ltd,4,"[('CARZ', 0.04), ('EKAR', 0.039), ('EWJV', 0.027), ('GSJY', 0.014)]",1,0
000270.KS,Kia Corp,4,"[('CARZ', 0.04), ('EMGF', 0.024), ('MFEM', 0.024), ('EWY', 0.02)]",1,0
K,Kellogg Co,4,"[('UTRN', 0.04), ('SDOG', 0.02), ('CDL', 0.014), ('RBUS', 0.008)]",1,0
WEC,WEC Energy Group Inc,4,"[('PUI', 0.038), ('FUTY', 0.027), ('CDL', 0.014), ('LGLV', 0.012)]",1,0
4502,Takeda Pharmaceutical Co Ltd,4,"[('DXJ', 0.029), ('EWJV', 0.027), ('HJPX', 0.015), ('CEFA', 0.012)]",1,0
2412.TW,Chunghwa Telecom Co Ltd,4,"[('ECON', 0.038), ('CEY', 0.027), ('EEMV', 0.015), ('EELV', 0.011)]",1,0
VIE.PA,Veolia Environnement SA,4,"[('CGW', 0.054), ('EBLU', 0.041), ('FTRI', 0.038), ('PIO', 0.038)]",1,0
01171,Yanzhou Coal Mining Co Ltd Class H,4,"[('CHIE', 0.068), ('EEMD', 0.028), ('FEM', 0.016), ('SDIV', 0.011)]",1,0
02380,China Power International Development Ltd,4,"[('CHIU', 0.043), ('DDLS', 0.012), ('DLS', 0.012), ('DGS', 0.01)]",0,0
01398,Industrial And Commercial Bank Of China Ltd Class H,4,"[('CHIX', 0.083), ('PXH', 0.025), ('DEM', 0.02), ('FNDE', 0.017)]",0,0
FTS.TO,Fortis Inc,4,"[('CID', 0.017), ('IDLV', 0.007), ('TPIF', 0.005), ('CIL', 0.004)]",0,0
00002.HK,CLP Holdings Ltd,4,"[('HDMV', 0.016), ('CID', 0.015), ('IDLV', 0.007), ('TPIF', 0.005)]",0,0
JKS,JinkoSolar Holding Co Ltd ADR,4,"[('CNRG', 0.034), ('PBW', 0.024), ('ECNS', 0.016), ('PBD', 0.01)]",0,0
002475,Luxshare Precision Industry Co Ltd,4,"[('KFVG', 0.058), ('CNXT', 0.035), ('GLCN', 0.033), ('EMDV', 0.024)]",0,0
300015,Aier Eye Hospital Group Co Ltd,4,"[('KURE', 0.038), ('GLCN', 0.033), ('CNXT', 0.028), ('KMED', 0.023)]",0,0
GLEN,Glencore PLC,4,"[('COPX', 0.051), ('FNDF', 0.009), ('IQIN', 0.009), ('MFDX', 0.008)]",0,0
SHV,iShares Short Treasury Bond ETF,4,"[('CPI', 0.23), ('QMN', 0.053), ('MCRO', 0.038), ('QAI', 0.025)]",0,0
DAL,Delta Air Lines Inc,4,"[('JETS', 0.1), ('CRUZ', 0.073), ('IYT', 0.04), ('OOTO', 0.033)]",0,0
LUV,Southwest Airlines Co,4,"[('JETS', 0.098), ('CRUZ', 0.066), ('IYT', 0.041), ('OOTO', 0.031)]",0,0
PRFT,Perficient Inc,4,"[('PSCT', 0.027), ('CSA', 0.005), ('TPSC', 0.004), ('GSSC', 0.003)]",0,0
VRTV,Veritiv Corp,4,"[('RZV', 0.026), ('XSVM', 0.019), ('OMFS', 0.007), ('CSA', 0.005)]",0,0
MGEE,MGE Energy Inc,4,"[('CSB', 0.017), ('SMLV', 0.006), ('CSA', 0.004), ('CSF', 0.004)]",0,0
AVA,Avista Corp,4,"[('PSCU', 0.087), ('CSB', 0.014), ('DES', 0.01), ('SSLY', 0.005)]",0,0
BEAM,Beam Therapeutics Inc,4,"[('FNY', 0.009), ('XBI', 0.009), ('LABU', 0.005), ('CSML', 0.003)]",1,0
WY,Weyerhaeuser Co,4,"[('WOOD', 0.076), ('CUT', 0.047), ('EWRE', 0.035), ('GQRE', 0.032)]",1,0
EVV,EV Limited Duration Income,4,"[('YYY', 0.041), ('HYIN', 0.029), ('PCEF', 0.022), ('CVY', 0.011)]",1,0
AFL,Aflac Inc,4,"[('CWS', 0.045), ('IAK', 0.045), ('IMCV', 0.008), ('IWS', 0.005)]",1,0
TREX,Trex Co Inc,4,"[('CWS', 0.045), ('XMMO', 0.025), ('IVOG', 0.011), ('MDYG', 0.011)]",1,0
ROK,Rockwell Automation Inc,4,"[('ECOZ', 0.03), ('CZA', 0.018), ('FLQM', 0.011), ('JHMM', 0.004)]",1,0
CPRT,Copart Inc,4,"[('CZA', 0.018), ('RGI', 0.014), ('DEF', 0.011), ('MAGA', 0.008)]",1,0
CWB,SPDR Bloomberg Convertible Secu,4,"[('QED', 0.185), ('QAI', 0.089), ('MCRO', 0.085), ('DALT', 0.03)]",1,0
CFG,Citizens Financial Group Inc,4,"[('FTXO', 0.039), ('DBLV', 0.031), ('IAT', 0.031), ('EQRR', 0.029)]",1,0
UNM,Unum Group,4,"[('DDIV', 0.029), ('RPV', 0.022), ('DVLU', 0.018), ('YPS', 0.007)]",1,0
KINV B,Kinnevik AB B,4,"[('IMOM', 0.022), ('FEP', 0.01), ('DEEF', 0.009), ('FDT', 0.007)]",1,0
ORLY,O'Reilly Automotive Inc,4,"[('FTXD', 0.044), ('EGIS', 0.032), ('DEF', 0.011), ('VFQY', 0.009)]",1,0
ROSN,Rosneft Oil Co GDR,4,"[('RSX', 0.052), ('ERUS', 0.033), ('OBOR', 0.033), ('DEM', 0.019)]",1,0
DAR,Darling Ingredients Inc,4,"[('FTXG', 0.041), ('XMMO', 0.035), ('DFAT', 0.008), ('DFAS', 0.005)]",1,0
ATH,Athene Holding Ltd Class A,4,"[('MARB', 0.044), ('KIE', 0.021), ('FXO', 0.02), ('DFAT', 0.007)]",1,0
HYLB,Xtrackers USD High Yield Corpor,4,"[('WBIT', 0.393), ('DFHY', 0.182), ('WBII', 0.13), ('HNDL', 0.083)]",1,0
ANGL,VanEck Fallen Angel High Yield ,4,"[('WBIT', 0.202), ('WBII', 0.102), ('WIZ', 0.101), ('DFHY', 0.093)]",1,0
5101,Yokohama Rubber Co Ltd,4,"[('DMDV', 0.021), ('IVAL', 0.021), ('DFJ', 0.006), ('DXJS', 0.006)]",1,0
MT.SA,ArcelorMittal SA ADR,4,"[('SLX', 0.072), ('DGT', 0.012), ('FEUZ', 0.012), ('MFDX', 0.007)]",1,0
OMV,Omv AG,4,"[('EWO', 0.127), ('DMDV', 0.021), ('EFAS', 0.021), ('DIM', 0.015)]",1,0
NRG,NRG Energy Inc,4,"[('RYU', 0.043), ('PUI', 0.034), ('DIVA', 0.011), ('USEQ', 0.002)]",1,0
PGHN,Partners Group Holding AG,4,"[('PSP', 0.056), ('DNL', 0.029), ('FICS', 0.023), ('RFDI', 0.02)]",1,0
SC,Santander Consumer USA Holdings Inc,4,"[('DVLU', 0.021), ('FXO', 0.02), ('FNK', 0.01), ('FNX', 0.005)]",1,0
AIG,American International Group Inc,4,"[('KBWP', 0.082), ('IAK', 0.059), ('FMIL', 0.019), ('DVLU', 0.017)]",1,0
XLB,Materials Select Sector SPDR,4,"[('XLSR', 0.166), ('DWAT', 0.094), ('EQL', 0.091), ('SSUS', 0.04)]",1,0
011200.KS,HMM,4,"[('FPA', 0.023), ('DWCR', 0.019), ('FDT', 0.007), ('PDN', 0.003)]",1,0
MOCORP,Metso Outotec Corp,4,"[('EFNL', 0.033), ('DWCR', 0.017), ('IEUS', 0.004), ('SCZ', 0.002)]",1,0
SGRY,Surgery Partners Inc,4,"[('DWMC', 0.012), ('FYC', 0.009), ('FYX', 0.005), ('JPSE', 0.003)]",0,0
SJR.B.TO,Shaw Communications Inc Class B,4,"[('DWX', 0.027), ('FID', 0.019), ('WDIV', 0.018), ('IDLB', 0.002)]",0,0
DPZ,Domino's Pizza Inc,4,"[('PEZ', 0.057), ('EATZ', 0.045), ('PDP', 0.031), ('RBUS', 0.008)]",0,0
LKOD,PJSC Lukoil ADR,4,"[('RSX', 0.072), ('ECOW', 0.021), ('EMDV', 0.021), ('XSOE', 0.01)]",0,0
WORK,Slack Technologies Inc Class A,4,"[('MNA', 0.063), ('MARB', 0.061), ('EDUT', 0.057), ('SCHM', 0.005)]",0,0
UNFI,United Natural Foods Inc,4,"[('PSCC', 0.047), ('RWJ', 0.034), ('XSVM', 0.015), ('EES', 0.007)]",0,0
2303.TW,United Microelectronics Corp,4,"[('EMGF', 0.026), ('EWT', 0.025), ('NXTG', 0.014), ('FLQE', 0.012)]",0,0
005935.KS,Samsung Electronics Co Ltd Participating Preferred,4,"[('KEMX', 0.014), ('EMXC', 0.01), ('GEM', 0.008), ('TLTE', 0.005)]",0,0
ICICIBANK.,ICICI Bank Ltd,4,"[('INDY', 0.069), ('INDA', 0.055), ('IXSE', 0.053), ('EPI', 0.031)]",0,0
LBRDK,Liberty Broadband Corp C,4,"[('IEME', 0.046), ('QQQN', 0.027), ('QQQJ', 0.016), ('EQAL', 0.005)]",0,0
UI,Ubiquiti Inc,4,"[('IGN', 0.044), ('JSMD', 0.031), ('JSML', 0.031), ('EQAL', 0.005)]",0,0
SEE,Sealed Air Corp,4,"[('RTM', 0.038), ('LSAF', 0.012), ('ERM', 0.008), ('YPS', 0.007)]",0,0
TCS,TCS Group Holding PLC GDR Repr Class -A- Reg-S,4,"[('RSX', 0.054), ('ERUS', 0.045), ('RFEM', 0.02), ('UEVM', 0.01)]",0,0
AMN,AMN Healthcare Services Inc,4,"[('PSCH', 0.043), ('SENT', 0.011), ('ROSC', 0.01), ('ETHO', 0.005)]",0,0
VGK,Vanguard FTSEEuropean ETF,4,"[('EURL', 0.589), ('EUCG', 0.118), ('MCRO', 0.043), ('QAI', 0.028)]",0,0
SAN.BC,Banco Santander SA,4,"[('EWP', 0.159), ('EUFN', 0.037), ('FNDF', 0.009), ('MFDX', 0.007)]",0,0
INGA,ING Groep NV,4,"[('EWN', 0.063), ('EUFN', 0.029), ('MOTI', 0.021), ('FEUZ', 0.012)]",0,0
CNHI.L,CNH Industrial NV,4,"[('EWI', 0.044), ('FTAG', 0.039), ('VEGI', 0.032), ('TTAI', 0.015)]",0,0
PRX,Prosus NV Ordinary Shares - Class N,4,"[('EWN', 0.061), ('PSP', 0.052), ('FPXE', 0.049), ('FDNI', 0.048)]",0,0
TEF.BC,Telefonica SA,4,"[('EWP', 0.047), ('FIDI', 0.025), ('ICOW', 0.021), ('FGD', 0.017)]",0,0
DG.PA,Vinci SA,4,"[('TOLZ', 0.04), ('GLIF', 0.036), ('FLM', 0.033), ('EWQ', 0.029)]",0,0
MAA,Mid-America Apartment Communities Inc,4,"[('NURE', 0.054), ('REZ', 0.048), ('EWRE', 0.035), ('PPTY', 0.025)]",0,0
VTR,Ventas Inc,4,"[('REIT', 0.071), ('REZ', 0.047), ('EWRE', 0.035), ('FPRO', 0.035)]",0,0
BKE,Buckle Inc,4,"[('SYLD', 0.014), ('XRT', 0.012), ('JPSE', 0.003), ('EWSC', 0.002)]",0,0
FLGT,Fulgent Genetics Inc,4,"[('PBE', 0.033), ('RZG', 0.024), ('XHS', 0.023), ('EWSC', 0.002)]",0,0
TRUP,Trupanion Inc,4,"[('PAWZ', 0.049), ('KIE', 0.024), ('XSMO', 0.02), ('EWSC', 0.002)]",0,0
ICP.L,Intermediate Capital Group PLC,4,"[('EWUS', 0.015), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003)]",0,0
SMDS.L,Smith (DS) PLC,4,"[('EWUS', 0.014), ('IEUS', 0.004), ('HSCZ', 0.003), ('SCZ', 0.003)]",0,0
2609.TW,Yang Ming Marine Transport Corp,4,"[('PIE', 0.021), ('FEMS', 0.017), ('EWX', 0.009), ('VSS', 0.003)]",0,0
ITUB4.SA,Itau Unibanco Holding SA Participating Preferred,4,"[('EWZ', 0.066), ('PXH', 0.023), ('FNDE', 0.014), ('ROAM', 0.01)]",0,0
SLM,SLM Corp,4,"[('RFG', 0.021), ('FXO', 0.018), ('EZM', 0.007), ('JHSC', 0.005)]",0,0
AVTRPA,Avantor Inc Ser A,4,"[('PFXF', 0.024), ('FCVT', 0.013), ('PFFD', 0.011), ('PFF', 0.01)]",0,0
TOU.TO,Tourmaline Oil Corp,4,"[('FYLD', 0.019), ('ISCF', 0.011), ('ISVL', 0.011), ('FDT', 0.007)]",0,0
BBOX.L,Tritax Big Box Ord,4,"[('FKU', 0.025), ('FEP', 0.01), ('ISVL', 0.008), ('FDT', 0.007)]",0,0
KNIN,Kuehne + Nagel International AG,4,"[('FSZ', 0.042), ('PIZ', 0.028), ('FEP', 0.01), ('RODM', 0.009)]",0,0
FISV,Fiserv Inc,4,"[('IPAY', 0.047), ('TPAY', 0.046), ('FINX', 0.043), ('GVIP', 0.021)]",0,0
ROP,Roper Technologies Inc,4,"[('FIW', 0.043), ('PIO', 0.042), ('NOBL', 0.017), ('RNLC', 0.008)]",0,0
ACM,AECOM,4,"[('FLM', 0.032), ('IJJ', 0.007), ('IVOV', 0.007), ('MDYV', 0.007)]",0,0
MXIM,Maxim Integrated Products Inc,4,"[('MARB', 0.047), ('FLQD', 0.021), ('GURU', 0.015), ('JDIV', 0.006)]",0,0
MTCH,Match Group Inc,4,"[('PBS', 0.046), ('FLQM', 0.011), ('IWP', 0.011), ('USLB', 0.003)]",0,0
ORI,Old Republic International Corp,4,"[('REGL', 0.019), ('XMVM', 0.019), ('SDY', 0.017), ('FNK', 0.008)]",0,0
YETI,YETI Holdings Inc,4,"[('RFG', 0.022), ('XMHQ', 0.021), ('FNY', 0.009), ('JHSC', 0.005)]",0,0
VACN,VAT Group AG,4,"[('FSZ', 0.039), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003)]",0,0
SIGN,SIG Combibloc Group AG Ordinary Shares,4,"[('FSZ', 0.035), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003)]",0,0
6326,Kubota Corp,4,"[('FTAG', 0.042), ('VEGI', 0.039), ('MOO', 0.034), ('HAP', 0.024)]",0,0
APH,Amphenol Corp Class A,4,"[('PXQ', 0.051), ('PDP', 0.024), ('FTCS', 0.022), ('VFLQ', 0.01)]",0,0
SYY,Sysco Corp,4,"[('PEJ', 0.051), ('PBJ', 0.049), ('PSL', 0.036), ('FTLS', 0.024)]",-1,0
ZBU21,US Treasury Bond Future Sept 21,4,"[('IGHG', 0.566), ('LGOV', 0.103), ('FTSD', 0.039), ('UBT', 0.027)]",-1,0
SJM,JM Smucker Co,4,"[('FTXG', 0.08), ('FXG', 0.043), ('MBOX', 0.024), ('ULVM', 0.011)]",-1,0
GRWG,GrowGeneration Corp,4,"[('MJ', 0.092), ('THCX', 0.055), ('FTXG', 0.045), ('TOKE', 0.038)]",-1,0
GHC,Graham Holdings Co,4,"[('XMVM', 0.02), ('RFV', 0.018), ('FXD', 0.017), ('FYT', 0.007)]",-1,0
ZBRA,Zebra Technologies Corp,4,"[('QQQN', 0.028), ('QQQJ', 0.017), ('ROBO', 0.016), ('FXR', 0.014)]",0,0
RRC,Range Resources Corp,4,"[('PSCE', 0.09), ('VAMO', 0.016), ('FYC', 0.008), ('PRFZ', 0.003)]",0,0
BND,Vanguard Total Bond Market ETF,4,"[('MRSK', 0.19), ('HNDL', 0.115), ('GAA', 0.065), ('TRTY', 0.048)]",0,0
