Symbol,Name,SumWeights,Holders,DiffEntries,DiffValue
SFL,SFL Corp Ltd,0.037,"[('SEA', 0.037)]",New,New+0.037
9107,Kawasaki Kisen Kaisha Ltd,0.034,"[('SEA', 0.034)]",New,New+0.034
STNG,Scorpio Tankers Inc,0.033,"[('SEA', 0.033)]",New,New+0.033
