Symbol,SumWeights
AMZN,0.351099985
NVDA,0.241
AAPL,0.16899999999999998
MSFT,0.154199988
TSLA,0.145500001
TSM.TW,0.141
AVGO,0.126199998
INTC,0.120100006
QCOM,0.10869999999999999
FB,0.1031
TXN,0.10089999399999999
AMD,0.100000002
ASML,0.09810000399999999
GOOGL,0.09079999999999999
HD,0.0634
GOOG,0.0586
MU,0.045900002
AMAT,0.045
MRVL,0.0437
KLAC,0.041500002
ADI,0.0385
NKE,0.0356
MCD,0.0319
LOW,0.026500002
SBUX,0.024300002
TGT,0.0226
BKNG,0.0168
TJX,0.0152
BRK.B,0.0145000005
JPM,0.0128999995
