Symbol,Name,SumWeights,Holders
SMDY,Syntax Stratified MidCap ETF,0.19,"[('SYUS', 0.1), ('SHUS', 0.09)]"
000660.KS,SK Hynix Inc,0.18700000000000006,"[('FLKR', 0.064), ('EMXF', 0.022), ('DSTX', 0.016), ('KEMX', 0.016), ('XCEM', 0.016)]"
ETSY,Etsy Inc,0.187,"[('BUL', 0.04), ('STNC', 0.035), ('ONLN', 0.022), ('SPGP', 0.022), ('XWEB', 0.022)]"
DISH,DISH Network Corp Class A,0.187,"[('UFO', 0.058), ('EWCO', 0.047), ('WLDR', 0.034), ('QVAL', 0.021), ('SPVM', 0.014)]"
LNT,Alliant Energy Corp,0.186,"[('UTES', 0.048), ('ECLN', 0.039), ('FAN', 0.025), ('VSDA', 0.023), ('CDC', 0.015)]"
UAL,United Airlines Holdings Inc,0.186,"[('JETS', 0.099), ('TRYP', 0.044), ('CRUZ', 0.043)]"
GMG.AX,Goodman Group,0.186,"[('RWX', 0.046), ('WPS', 0.028), ('GQRE', 0.026), ('DRW', 0.022), ('HAUZ', 0.022)]"
WORK,Slack Technologies Inc Class A,0.186,"[('MNA', 0.063), ('MARB', 0.061), ('EDUT', 0.057), ('SCHM', 0.005)]"
CSX,CSX Corp,0.186,"[('FTXR', 0.061), ('INFR', 0.046), ('UTRN', 0.04), ('VSL', 0.039)]"
03968,China Merchants Bank Co Ltd Class H,0.185,"[('CHIX', 0.073), ('FXI', 0.036), ('KESG', 0.033), ('ADIV', 0.029), ('JEMA', 0.014)]"
RBLX,Roblox Corp Ordinary Shares - Class A,0.185,"[('LRNZ', 0.048), ('PSJ', 0.047), ('ESPO', 0.044), ('IPO', 0.034), ('BOSS', 0.012)]"
HON22,NY Harbor ULSD Future June 22,0.185,"[('DBE', 0.114), ('DBC', 0.071)]"
TDG,TransDigm Group Inc,0.185,"[('PRN', 0.051), ('PPA', 0.043), ('XAR', 0.037), ('DFEN', 0.033), ('PDP', 0.021)]"
CSL.AX,CSL Ltd,0.184,"[('FLAU', 0.073), ('BBAX', 0.046), ('CEFA', 0.022), ('FLQH', 0.02), ('IPAC', 0.013)]"
CDNS,Cadence Design Systems Inc,0.184,"[('MID', 0.042), ('PTF', 0.034), ('NUMG', 0.028), ('PDP', 0.024), ('ROBT', 0.021)]"
00857,PetroChina Co Ltd Class H,0.184,"[('CHIE', 0.105), ('ISEM', 0.079)]"
MTD,Mettler-Toledo International Inc,0.184,"[('MJJ', 0.066), ('MJO', 0.066), ('NUMG', 0.026), ('FLQM', 0.011), ('LSAF', 0.011)]"
OTIS,Otis Worldwide Corp Ordinary Shares,0.183,"[('CSD', 0.077), ('DIVS', 0.031), ('STLV', 0.027), ('FTLS', 0.025), ('ASPY', 0.023)]"
VIAC,ViacomCBS Inc Class B,0.182,"[('IEME', 0.051), ('EWCO', 0.048), ('BUZZ', 0.03), ('SPVM', 0.017), ('QQQJ', 0.016)]"
01810,Xiaomi Corp Ordinary Shares - Class B,0.182,"[('KFVG', 0.097), ('CHIK', 0.085)]"
VRNS,Varonis Systems Inc,0.182,"[('LRNZ', 0.054), ('ITEQ', 0.038), ('CIBR', 0.034), ('MOON', 0.023), ('FITE', 0.017)]"
FPH.NZ,Fisher & Paykel Healthcare Corp Ltd,0.182,"[('ENZL', 0.182)]"
APPS,Digital Turbine Inc,0.182,"[('PTF', 0.046), ('MRAD', 0.037), ('PSJ', 0.031), ('GLRY', 0.025), ('PDP', 0.023)]"
ODFL,Old Dominion Freight Line Inc Ordinary Shares,0.182,"[('LCG', 0.043), ('PRN', 0.04), ('IVDG', 0.031), ('XTN', 0.026), ('QQQN', 0.025)]"
VOW3.DE,Volkswagen AG Participating Preferred,0.181,"[('CARZ', 0.07), ('LUXE', 0.044), ('FGM', 0.04), ('ISDX', 0.011), ('IQIN', 0.009)]"
00006.HK,Power Assets Holdings Ltd,0.18000000000000005,"[('DVYA', 0.028), ('FIDI', 0.024), ('EFAS', 0.021), ('FID', 0.02), ('CID', 0.017)]"
035420.KS,NAVER Corp,0.18000000000000002,"[('EWEB', 0.051), ('FLKR', 0.047), ('FDNI', 0.032), ('AIA', 0.017), ('KEMX', 0.014)]"
FYC,First Trust Small Cap Growth Al,0.18,"[('DALI', 0.18)]"
GALP,Galp Energia SGPS SA,0.18,"[('PGAL', 0.18)]"
MGM,MGM Resorts International,0.179,"[('BJK', 0.051), ('FRTY', 0.04), ('DWEQ', 0.027), ('FTHI', 0.024), ('FTLB', 0.024)]"
FTC,First Trust Large Cap Growth Al,0.179,"[('DALI', 0.179)]"
BRNH22,Brent Crude Future Jan 22,0.179,"[('DBE', 0.11), ('DBC', 0.069)]"
6501,Hitachi Ltd,0.17800000000000005,"[('INTF', 0.026), ('IDOG', 0.021), ('EWJV', 0.018), ('IVLU', 0.016), ('FIVA', 0.015)]"
SBNY,Signature Bank,0.17800000000000002,"[('FRTY', 0.036), ('XMHQ', 0.036), ('KRE', 0.016), ('FSMO', 0.013), ('KBE', 0.013)]"
EIX,Edison International,0.17800000000000002,"[('UTRN', 0.041), ('VSL', 0.04), ('RYU', 0.037), ('PEY', 0.024), ('SDOG', 0.021)]"
CI,Cigna Corp,0.17800000000000002,"[('IHF', 0.044), ('SPVU', 0.038), ('HDIV', 0.03), ('FBCV', 0.025), ('PALC', 0.024)]"
ICE,Intercontinental Exchange Inc,0.178,"[('IAI', 0.048), ('INFL', 0.042), ('DVOL', 0.03), ('KCE', 0.018), ('RYF', 0.017)]"
KTOS,Kratos Defense & Security Solutions Inc,0.17700000000000002,"[('ARKQ', 0.064), ('ARKX', 0.056), ('XAR', 0.041), ('FITE', 0.016)]"
SPEM,SPDR Index Shares Fund SPDR Por,0.177,"[('SQEW', 0.107), ('GAL', 0.07)]"
1295,Public Bank Bhd,0.17600000000000002,"[('EWM', 0.136), ('ASEA', 0.04)]"
BG,Bunge Ltd,0.176,"[('FTXG', 0.074), ('LBAY', 0.055), ('FXG', 0.041), ('DFAT', 0.006)]"
JBHT,JB Hunt Transport Services Inc,0.176,"[('IYT', 0.069), ('FTXR', 0.052), ('TPOR', 0.052), ('FSMD', 0.003)]"
JAZZ,Jazz Pharmaceuticals PLC,0.176,"[('NIFE', 0.047), ('XPH', 0.044), ('TOKE', 0.043), ('IHE', 0.042)]"
FDN,First Trust DJ Internet Index F,0.176,"[('QPX', 0.176)]"
AKTS,Akoustis Technologies Inc,0.175,"[('CBTG', 0.175)]"
COR,CoreSite Realty Corp,0.175,"[('PGAL', 0.048), ('VPN', 0.042), ('RDOG', 0.025), ('PSR', 0.022), ('XMLV', 0.017)]"
FTSL,First Trust Senior Loan Fund ET,0.175,"[('LDSF', 0.175)]"
NVG,Nuveen AMT-Free Muni Credit Inc,0.175,"[('XMPT', 0.081), ('MCEF', 0.051), ('PGAL', 0.043)]"
IFF,International Flavors & Fragrances Inc,0.17400000000000002,"[('XLB', 0.04), ('RTM', 0.038), ('FMAT', 0.03), ('VAW', 0.03), ('VOE', 0.011)]"
NUAN,Nuance Communications Inc,0.17400000000000002,"[('MNA', 0.067), ('MARB', 0.053), ('EDOC', 0.043), ('VBR', 0.005), ('ESML', 0.003)]"
EA,Electronic Arts Inc,0.17400000000000002,"[('HERO', 0.062), ('PSJ', 0.046), ('JHCS', 0.041), ('TADS', 0.018), ('VFMF', 0.007)]"
VBR,Vanguard Small-Cap Value ETF,0.174,"[('DWAT', 0.101), ('GMOM', 0.073)]"
FEMB,First Trust Emerging Markets Lo,0.174,"[('FDIV', 0.149), ('LDSF', 0.025)]"
IYJ,iShares U.S. Industrials ETF,0.174,"[('SIJ', 0.174)]"
UPM,UPM-Kymmene Oyj,0.17200000000000001,"[('CUT', 0.05), ('EFNL', 0.042), ('WOOD', 0.039), ('GNR', 0.026), ('DWCR', 0.015)]"
300760,Shenzhen Mindray Bio-Medical Electronics Co Ltd,0.172,"[('KURE', 0.059), ('KMED', 0.039), ('CNXT', 0.035), ('ASHX', 0.013), ('CNYA', 0.013)]"
IFX.DE,Infineon Technologies AG,0.171,"[('KARS', 0.045), ('HEWG', 0.033), ('DBGR', 0.031), ('FLGR', 0.031), ('MOTO', 0.031)]"
GLEN,Glencore PLC,0.17099999999999999,"[('COPX', 0.051), ('PICK', 0.035), ('BATT', 0.033), ('FKU', 0.026), ('FNDF', 0.009)]"
SPTL,SPDR Portfolio Long Term Treasu,0.17099999999999999,"[('INKM', 0.071), ('FISR', 0.069), ('GAL', 0.031)]"
DG,Dollar General Corp,0.17099999999999999,"[('WBIF', 0.043), ('FTXD', 0.041), ('LSAT', 0.034), ('VSDA', 0.027), ('VFMV', 0.016)]"
U,Unity Software Inc Ordinary Shares,0.17,"[('ESPO', 0.049), ('ARKK', 0.034), ('ARKQ', 0.033), ('LOUP', 0.033), ('GAMR', 0.021)]"
SGRO.L,Segro PLC,0.17,"[('SPRE', 0.048), ('RWX', 0.031), ('IFGL', 0.022), ('WPS', 0.019), ('HAUZ', 0.015)]"
CRTO.PA,Criteo SA ADR,0.16999999999999998,"[('MRAD', 0.063), ('CBLS', 0.06), ('CBSE', 0.047)]"
VIE.PA,Veolia Environnement SA,0.169,"[('CGW', 0.054), ('EBLU', 0.039), ('FTRI', 0.038), ('PIO', 0.038)]"
IBDN,iShares iBonds Dec 2022 Term Co,0.169,"[('DRSK', 0.169)]"
BPOP,Popular Inc,0.169,"[('FTXO', 0.078), ('LBAY', 0.042), ('FOVL', 0.026), ('DVLU', 0.017), ('NUSC', 0.006)]"
AJG,Arthur J. Gallagher & Co,0.16899999999999998,"[('IAK', 0.043), ('DIVS', 0.029), ('DVOL', 0.029), ('NUMV', 0.021), ('AUSF', 0.016)]"
NESTE,Neste Corp,0.16899999999999998,"[('EFNL', 0.107), ('CRAK', 0.062)]"
PRU,Prudential Financial Inc,0.16899999999999998,"[('IAK', 0.059), ('DDIV', 0.036), ('PY', 0.02), ('DVLU', 0.019), ('SPVM', 0.018)]"
SRET,Global X SuperDividend REIT ETF,0.168,"[('ALTY', 0.168)]"
035720.KS,Kakao Corp,0.168,"[('EWEB', 0.046), ('FLKR', 0.032), ('BTEK', 0.025), ('EEMO', 0.023), ('FPA', 0.02)]"
CHGG,Chegg Inc,0.168,"[('EDUT', 0.107), ('LIV', 0.05), ('SFYX', 0.011)]"
AMXL.MX,America Movil SAB de CV Class L,0.168,"[('FLMX', 0.123), ('FLLA', 0.035), ('ROAM', 0.01)]"
002475,Luxshare Precision Industry Co Ltd,0.16799999999999998,"[('KFVG', 0.076), ('CNXT', 0.035), ('GLCN', 0.033), ('EMDV', 0.024)]"
YMU21,E-mini Dow $5 Future Sept 21,0.16699999999999998,"[('DOG', 0.063), ('DDM', 0.059), ('UDOW', 0.045)]"
FRPT,Freshpet Inc,0.166,"[('PAWZ', 0.089), ('BFTR', 0.027), ('PDP', 0.025), ('SFYX', 0.009), ('NUSC', 0.007)]"
VLO,Valero Energy Corp,0.166,"[('CRAK', 0.06), ('JHME', 0.056), ('SDEI', 0.04), ('VOE', 0.01)]"
SAIA,Saia Inc,0.166,"[('PSCI', 0.031), ('XTN', 0.026), ('XSMO', 0.022), ('IJT', 0.011), ('SLYG', 0.011)]"
NXPI,NXP Semiconductors NV,0.166,"[('KARS', 0.044), ('PVAL', 0.037), ('FIVG', 0.033), ('TENG', 0.027), ('FPXE', 0.025)]"
01171,Yanzhou Coal Mining Co Ltd Class H,0.16500000000000004,"[('CHIE', 0.068), ('FCA', 0.046), ('EEMD', 0.028), ('FEM', 0.012), ('SDIV', 0.011)]"
DFS,Discover Financial Services,0.165,"[('IPAY', 0.03), ('PFI', 0.03), ('FOVL', 0.028), ('GENY', 0.023), ('CZA', 0.02)]"
CTLT,Catalent Inc,0.16499999999999998,"[('XPH', 0.046), ('IHE', 0.045), ('FTXH', 0.041), ('PILL', 0.028), ('BBMC', 0.005)]"
500034.BO,Bajaj Finance Ltd,0.164,"[('INDF', 0.048), ('IXSE', 0.028), ('INDA', 0.026), ('PIN', 0.023), ('EMDV', 0.02)]"
JNPR,Juniper Networks Inc,0.16399999999999998,"[('IGN', 0.082), ('IHAK', 0.038), ('CIBR', 0.029), ('QSY', 0.015)]"
CINF,Cincinnati Financial Corp,0.163,"[('NIFE', 0.046), ('WBIL', 0.042), ('FXO', 0.017), ('KNG', 0.017), ('NOBL', 0.016)]"
IBDP,iShares iBonds Dec 2024 Term Co,0.163,"[('DRSK', 0.163)]"
LUMN,Lumen Technologies Inc Ordinary Shares,0.163,"[('IYZ', 0.041), ('DTN', 0.032), ('SPHD', 0.032), ('FTHI', 0.021), ('FTLB', 0.021)]"
NG..L,National Grid PLC,0.163,"[('INFR', 0.039), ('TOLZ', 0.037), ('JXI', 0.033), ('GLIF', 0.029), ('FIDI', 0.025)]"
GIS,General Mills Inc,0.163,"[('FTXG', 0.075), ('VSL', 0.039), ('IECS', 0.031), ('ONEY', 0.012), ('RBUS', 0.006)]"
MTDR,Matador Resources Co,0.163,"[('PSCE', 0.08), ('PXI', 0.046), ('VAMO', 0.02), ('FYC', 0.009), ('FYX', 0.005)]"
ISDX,Invesco RAFI Strategic Develope,0.163,"[('PSMG', 0.074), ('PSMB', 0.054), ('PSMM', 0.035)]"
NLOK,NortonLifeLock Inc,0.16299999999999998,"[('BUG', 0.055), ('DIVZ', 0.037), ('RNDV', 0.024), ('AUSF', 0.018), ('DON', 0.01)]"
GMEXICOB.M,Grupo Mexico SAB de CV,0.16299999999999998,"[('FLMX', 0.082), ('COPX', 0.046), ('FLLA', 0.023), ('DEM', 0.012)]"
RIGD.BO,Reliance Industries Ltd ADR,0.16200000000000003,"[('CRAK', 0.079), ('DMRE', 0.027), ('XCEM', 0.016), ('GMF', 0.015), ('XSOE', 0.014)]"
DASH,DoorDash Inc Ordinary Shares - Class A,0.162,"[('IPO', 0.043), ('ONLN', 0.025), ('CLIX', 0.024), ('XWEB', 0.021), ('GURU', 0.017)]"
6594,Nidec Corp,0.16199999999999998,"[('KARS', 0.044), ('EKAR', 0.034), ('IDMO', 0.023), ('HJPX', 0.015), ('JPN', 0.015)]"
GDS,GDS Holdings Ltd ADR,0.16199999999999998,"[('IVES', 0.043), ('SRVR', 0.043), ('CHIK', 0.038), ('CQQQ', 0.038)]"
BBY,Best Buy Co Inc,0.16199999999999998,"[('WBIF', 0.047), ('WBIL', 0.045), ('JHMC', 0.023), ('RDVY', 0.02), ('ESGS', 0.014)]"
HBAN,Huntington Bancshares Inc,0.16199999999999998,"[('NIFE', 0.044), ('IAT', 0.036), ('FTHI', 0.023), ('FTLB', 0.023), ('SDOG', 0.02)]"
RINF,ProShares Inflation Expectation,0.161,"[('ALTS', 0.161)]"
IBDQ,iShares iBonds Dec 2025 Term Co,0.161,"[('DRSK', 0.161)]"
BX,Blackstone Group Inc,0.16099999999999998,"[('DALT', 0.063), ('WBIG', 0.044), ('PSP', 0.032), ('CDL', 0.014), ('JOET', 0.008)]"
NPI.TO,Northland Power Inc,0.16,"[('FAN', 0.078), ('ACES', 0.046), ('RNRG', 0.036)]"
02899,Zijin Mining Group Co Ltd Class H,0.16,"[('CHIM', 0.077), ('COPX', 0.05), ('FCA', 0.033)]"
CGNX,Cognex Corp,0.16,"[('XMHQ', 0.029), ('XMMO', 0.025), ('ROBO', 0.017), ('IJK', 0.013), ('IVOG', 0.013)]"
WSM,Williams-Sonoma Inc,0.16,"[('EBIZ', 0.056), ('XMHQ', 0.028), ('FSMO', 0.013), ('IJK', 0.011), ('IVOG', 0.011)]"
SPCE,Virgin Galactic Holdings Inc Shs A,0.16,"[('ROKT', 0.05), ('XAR', 0.049), ('MOON', 0.026), ('SPXZ', 0.018), ('SPAK', 0.017)]"
DWNI.DE,Deutsche Wohnen SE,0.15999999999999998,"[('RWX', 0.038), ('IFGL', 0.026), ('DRW', 0.024), ('WPS', 0.023), ('VNQI', 0.018)]"
2603.TW,Evergreen Marine Corp (Taiwan) Ltd,0.159,"[('FEM', 0.036), ('ECOW', 0.033), ('PIE', 0.03), ('IQDE', 0.022), ('UEVM', 0.02)]"
MXIM,Maxim Integrated Products Inc,0.159,"[('MARB', 0.047), ('MRGR', 0.032), ('GVIP', 0.022), ('FLQD', 0.021), ('MIDF', 0.016)]"
GNOM,Global X Genomics & Biotechnolo,0.159,"[('GXTG', 0.159)]"
TFC,Truist Financial Corp,0.159,"[('IAT', 0.124), ('HDIV', 0.027), ('JOET', 0.008)]"
MET,MetLife Inc,0.159,"[('IAK', 0.065), ('RDIV', 0.048), ('TEQI', 0.022), ('SPVM', 0.014), ('VFMO', 0.01)]"
AI.PA,Air Liquide SA,0.15800000000000003,"[('HDRO', 0.044), ('FLFR', 0.041), ('MXI', 0.031), ('HEZU', 0.015), ('QLVD', 0.015)]"
WEC,WEC Energy Group Inc,0.158,"[('PUI', 0.032), ('XLU', 0.031), ('FUTY', 0.027), ('VPU', 0.027), ('CDC', 0.015)]"
SJM,JM Smucker Co,0.158,"[('FTXG', 0.08), ('FXG', 0.043), ('MBOX', 0.024), ('ULVM', 0.011)]"
IRDM,Iridium Communications Inc,0.157,"[('ARKX', 0.047), ('ARKQ', 0.04), ('ROKT', 0.04), ('XTL', 0.03)]"
VICI,VICI Properties Inc Ordinary Shares,0.157,"[('BEDZ', 0.051), ('BJK', 0.044), ('VICE', 0.037), ('PY', 0.017), ('VBR', 0.005)]"
XLRE,Real Estate Select Sector SPDR ,0.157,"[('EQL', 0.089), ('SSUS', 0.036), ('EUCG', 0.032)]"
KGH,KGHM Polska Miedz SA,0.156,"[('EPOL', 0.083), ('COPX', 0.047), ('OBOR', 0.026)]"
HTO,Hellenic Telecommunication Organization SA,0.156,"[('GREK', 0.156)]"
PSFD,Pacer Funds ETF,0.156,"[('PSFF', 0.156)]"
SAHXX,State Street Instl US Govt MMkt Instl,0.156,"[('ULST', 0.156)]"
SCHG,Schwab U.S. Large-Cap Growth ET,0.156,"[('WIZ', 0.156)]"
MAA,Mid-America Apartment Communities Inc,0.15599999999999997,"[('NURE', 0.051), ('REZ', 0.045), ('EWRE', 0.035), ('PPTY', 0.025)]"
ALXN,Alexion Pharmaceuticals Inc,0.15500000000000003,"[('MNA', 0.072), ('IBBQ', 0.032), ('IBB', 0.029), ('WDNA', 0.012), ('BKMC', 0.005)]"
AVTR,Avantor Inc,0.15500000000000003,"[('BOUT', 0.07), ('PYZ', 0.047), ('FPX', 0.025), ('SFYX', 0.01), ('VB', 0.003)]"
FRC,First Republic Bank,0.15500000000000003,"[('IAT', 0.055), ('FTXO', 0.042), ('KBWB', 0.042), ('KRE', 0.016)]"
SSIXX,State Street Instl Liquid Reserves Prem,0.15500000000000003,"[('SPMB', 0.085), ('SPAB', 0.064), ('SPHY', 0.006)]"
VHT,Vanguard Health Care ETF,0.155,"[('ARMR', 0.155)]"
2454.TW,MediaTek Inc,0.155,"[('FLTW', 0.061), ('FRDM', 0.032), ('NUEM', 0.025), ('EEMO', 0.021), ('EMXF', 0.016)]"
PDCE,PDC Energy Inc,0.155,"[('PSCE', 0.092), ('FTXN', 0.038), ('IJS', 0.008), ('VIOV', 0.008), ('EES', 0.006)]"
532215.BO,Axis Bank Ltd,0.155,"[('INDF', 0.047), ('INDY', 0.028), ('IXSE', 0.028), ('INDA', 0.027), ('FLIN', 0.025)]"
LIN,Linde PLC,0.155,"[('UYM', 0.155)]"
MARA,Marathon Digital Holdings Inc,0.154,"[('DAPP', 0.06), ('BLOK', 0.04), ('PRN', 0.036), ('DWAS', 0.012), ('XSW', 0.006)]"
SPYD,SPDR Series Trust SPDR Portfoli,0.154,"[('INKM', 0.154)]"
GNRC,Generac Holdings Inc,0.15300000000000002,"[('IVDG', 0.029), ('FEVR', 0.028), ('FSMO', 0.016), ('FXR', 0.016), ('RGI', 0.016)]"
AD,Koninklijke Ahold Delhaize NV,0.15300000000000002,"[('HEDJ', 0.035), ('LVHI', 0.025), ('ICOW', 0.02), ('IDOG', 0.02), ('ESGN', 0.015)]"
SAM,Boston Beer Co Inc Class A,0.153,"[('VICE', 0.059), ('FDG', 0.036), ('PSL', 0.03), ('XMMO', 0.028)]"
DGX,Quest Diagnostics Inc,0.153,"[('WBIF', 0.04), ('GERM', 0.039), ('IHF', 0.026), ('XHS', 0.019), ('QDIV', 0.014)]"
EEMS,Ishares MSCI Emerging Markets S,0.153,"[('SMCP', 0.153)]"
ARE,Alexandria Real Estate Equities Inc,0.152,"[('USRT', 0.024), ('FRI', 0.022), ('BBRE', 0.021), ('PPTY', 0.021), ('NUMV', 0.017)]"
00386,China Petroleum & Chemical Corp Class H,0.152,"[('CHIE', 0.085), ('ISEM', 0.051), ('FNDE', 0.016)]"
TJX,TJX Companies Inc,0.152,"[('MBCC', 0.043), ('SXQG', 0.037), ('COWZ', 0.021), ('XLY', 0.021), ('FDIS', 0.015)]"
RIO.AX,Rio Tinto Ltd,0.152,"[('DNL', 0.046), ('PICK', 0.03), ('FLAU', 0.026), ('INTF', 0.019), ('DOO', 0.017)]"
01919,COSCO SHIPPING Holdings Co Ltd Class H,0.15100000000000002,"[('FCA', 0.072), ('CHII', 0.042), ('ECOW', 0.025), ('FEM', 0.012)]"
PLTR,Palantir Technologies Inc Ordinary Shares - Class A,0.151,"[('IPO', 0.078), ('SFYF', 0.043), ('BUZZ', 0.03)]"
SPDW,SPDR Portfolio Developed World ,0.151,"[('GAL', 0.151)]"
CPE,Callon Petroleum Co,0.151,"[('PSCE', 0.053), ('PXI', 0.051), ('XOP', 0.03), ('GUSH', 0.011), ('ISMD', 0.006)]"
UUP,Invesco DB USD Index Bullish Fu,0.151,"[('TDSA', 0.151)]"
HUYA,HUYA Inc ADR,0.15,"[('NERD', 0.054), ('LOUP', 0.047), ('ERSX', 0.038), ('IRBO', 0.011)]"
CROX,Crocs Inc,0.14900000000000005,"[('PEZ', 0.042), ('DWEQ', 0.028), ('FLQS', 0.011), ('FNY', 0.01), ('PLTL', 0.009)]"
O39.SI,Oversea-Chinese Banking Corp Ltd,0.14900000000000002,"[('ASEA', 0.081), ('OBOR', 0.068)]"
ESML,iShares ESG Aware MSCI USA Smal,0.149,"[('EAOA', 0.057), ('EAOR', 0.043), ('EAOM', 0.028), ('EAOK', 0.021)]"
EC,Ecopetrol SA ADR,0.149,"[('GXG', 0.149)]"
VGLT,Vanguard Long-Treasury ETF,0.149,"[('RISN', 0.149)]"
CUBE,CubeSmart,0.14800000000000002,"[('FPRO', 0.029), ('RDOG', 0.025), ('DIV', 0.023), ('HOMZ', 0.016), ('SMMV', 0.016)]"
KNEBV,KONE Oyj Class B,0.14800000000000002,"[('EFNL', 0.115), ('HEDJ', 0.033)]"
UBER,Uber Technologies Inc,0.148,"[('FPX', 0.052), ('AWAY', 0.048), ('XTN', 0.025), ('ILDR', 0.023)]"
CCOI,Cogent Communications Holdings Inc,0.148,"[('PSCU', 0.096), ('XTL', 0.029), ('DIV', 0.023)]"
CPK,Chesapeake Utilities Corp,0.148,"[('PSCU', 0.046), ('PFFV', 0.037), ('KSCD', 0.022), ('PGF', 0.022), ('PGX', 0.016)]"
GTCO,Guaranty Trust Holding Co PLC,0.147,"[('NGE', 0.106), ('AFK', 0.041)]"
RALS,ProShares RAFI Long Short ETF,0.147,"[('ALTS', 0.147)]"
4063,Shin-Etsu Chemical Co Ltd,0.147,"[('MXI', 0.025), ('HJPX', 0.016), ('JPN', 0.016), ('JPXN', 0.016), ('BBJP', 0.015)]"
HDB.BO,HDFC Bank Ltd ADR,0.146,"[('FNI', 0.064), ('ADRE', 0.058), ('XCEM', 0.024)]"
VCR,Vanguard Consumer Discretion ET,0.146,"[('ARMR', 0.146)]"
ECOPETROL,Ecopetrol SA,0.146,"[('ICOL', 0.146)]"
GHY,"PGIM Global High Yield Fund, Inc.",0.14500000000000002,"[('RDFI', 0.058), ('CEFS', 0.045), ('YYY', 0.042)]"
8801,Mitsui Fudosan Co Ltd,0.14500000000000002,"[('RWX', 0.039), ('IFGL', 0.026), ('WPS', 0.023), ('DRW', 0.019), ('HAUZ', 0.019)]"
CFR,Compagnie Financiere Richemont SA,0.14500000000000002,"[('EWL', 0.04), ('FLSW', 0.037), ('KBWR', 0.034), ('LUXE', 0.034)]"
APO,Apollo Global Management Inc Class A,0.14500000000000002,"[('MARB', 0.046), ('IVSG', 0.042), ('FORH', 0.035), ('KCE', 0.018), ('VBR', 0.004)]"
ELAN,Elanco Animal Health Inc,0.14400000000000002,"[('XPH', 0.047), ('IHE', 0.046), ('PILL', 0.029), ('BTEC', 0.022)]"
TDY,Teledyne Technologies Inc,0.14400000000000002,"[('ROKT', 0.038), ('XAR', 0.037), ('DFEN', 0.034), ('PDP', 0.02), ('KOMP', 0.015)]"
EIM,EV Municipal Bond,0.14400000000000002,"[('RTAI', 0.117), ('XMPT', 0.027)]"
ABR,Arbor Realty Trust Inc,0.144,"[('MORT', 0.043), ('SRET', 0.036), ('REM', 0.035), ('HYIN', 0.03)]"
LYB,LyondellBasell Industries NV,0.144,"[('SDEI', 0.054), ('RDIV', 0.05), ('JHMA', 0.04)]"
6098,Recruit Holdings Co Ltd,0.14300000000000002,"[('BBJP', 0.018), ('HEWJ', 0.017), ('HJPX', 0.017), ('JPN', 0.017), ('JPXN', 0.017)]"
06098,Country Garden Services Holdings Co Ltd,0.14300000000000002,"[('CHII', 0.097), ('FPXI', 0.035), ('FLQE', 0.011)]"
MAG.TO,MAG Silver Corp,0.14300000000000002,"[('SILJ', 0.096), ('SLVP', 0.047)]"
VMC,Vulcan Materials Co,0.143,"[('PKB', 0.051), ('RTM', 0.037), ('PAVE', 0.029), ('AVDR', 0.026)]"
BE,Bloom Energy Corp Class A,0.143,"[('HJEN', 0.071), ('HDRO', 0.046), ('SIMS', 0.026)]"
UGI,UGI Corp,0.14200000000000002,"[('FXU', 0.047), ('REGL', 0.019), ('ESGS', 0.014), ('AFMC', 0.011), ('DIVA', 0.011)]"
ETRN,Equitrans Midstream Corp,0.14200000000000002,"[('MLPX', 0.045), ('FXN', 0.043), ('PY', 0.032), ('DIV', 0.022)]"
CPT,Camden Property Trust,0.14200000000000002,"[('NURE', 0.051), ('REIT', 0.043), ('XMLV', 0.014), ('XJH', 0.006), ('DMRM', 0.005)]"
BWX,SPDR Bloomberg International Tr,0.14200000000000002,"[('QMN', 0.077), ('LCR', 0.039), ('QAI', 0.026)]"
GLPI,Gaming and Leisure Properties Inc,0.142,"[('BEDZ', 0.046), ('VICE', 0.039), ('PVAL', 0.032), ('DTN', 0.015), ('MDIV', 0.01)]"
BBDC4.SA,Bank Bradesco SA Participating Preferred,0.142,"[('EWZ', 0.054), ('FLBR', 0.052), ('FLLA', 0.036)]"
YUMC,Yum China Holdings Inc Ordinary Shares,0.14100000000000001,"[('KBUY', 0.046), ('CHIQ', 0.034), ('KESG', 0.026), ('EMGF', 0.023), ('EEMV', 0.012)]"
SPK.NZ,Spark New Zealand Ltd,0.14100000000000001,"[('ENZL', 0.092), ('DVYA', 0.027), ('EFAS', 0.022)]"
ZURN,Zurich Insurance Group AG,0.14100000000000001,"[('EWL', 0.038), ('FLSW', 0.038), ('EUFN', 0.035), ('VWID', 0.03)]"
BCOLOMBIA,BanColombia SA,0.14100000000000001,"[('ICOL', 0.071), ('GXG', 0.07)]"
BMW.DE,Bayerische Motoren Werke AG,0.141,"[('DXGE', 0.049), ('FGM', 0.036), ('LUXE', 0.035), ('MOTI', 0.021)]"
NDAQ,Nasdaq Inc,0.14,"[('IAI', 0.046), ('DVOL', 0.031), ('FTCS', 0.021), ('RYF', 0.016), ('CLRG', 0.011)]"
AVA,Avista Corp,0.14,"[('PSCU', 0.087), ('DGRS', 0.024), ('CSB', 0.014), ('DES', 0.01), ('SSLY', 0.005)]"
FNCL,Fidelity MSCI Financials Index ,0.14,"[('DUDE', 0.14)]"
