Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
BKR,Baker Hughes Co Class A,2,"[('PXJ', 0.063), ('IEZ', 0.043)]",New,New
FTI,TechnipFMC PLC,2,"[('PXJ', 0.075), ('IEZ', 0.042)]",New,New
01347,Hua Hong Semiconductor Ltd Unitary 144A/Reg S,1,"[('CHIK', 0.023)]",New,New
INDT,Indutrade AB,1,"[('HSCZ', 0.003)]",New,New
MGGT.L,Meggitt PLC,1,"[('HSCZ', 0.003)]",New,New
WHD,Cactus Inc Class A,1,"[('IEZ', 0.034)]",New,New
WKHS,Workhorse Group Inc,1,"[('IWC', 0.004)]",New,New
PTGX,Protagonist Therapeutics Inc,1,"[('IWC', 0.003)]",New,New
PRTA.IR,Prothena Corp PLC,1,"[('IWC', 0.003)]",New,New
UIS,Unisys Corp,1,"[('IWC', 0.003)]",New,New
CSTL,Castle Biosciences Inc,1,"[('IWC', 0.003)]",New,New
SENS,Senseonics Holdings Inc,1,"[('IWC', 0.003)]",New,New
247540.KS,Ecopro BM Co Ltd Ordinary Shares,1,"[('PBD', 0.011)]",New,New
361610.KS,SK Ie Technology Co Ltd,1,"[('PBD', 0.011)]",New,New
1407,West Holdings Corp,1,"[('PBD', 0.011)]",New,New
NDX1.DE,Nordex SE,1,"[('PBD', 0.01)]",New,New
QGEN,Qiagen NV,1,"[('PBE', 0.056)]",New,New
SOL,ReneSola Ltd ADR,1,"[('PBW', 0.018)]",New,New
FUV,Arcimoto Inc,1,"[('PBW', 0.017)]",New,New
YUM,Yum Brands Inc,1,"[('PEJ', 0.047)]",New,New
BHF,Brighthouse Financial Inc,1,"[('RFG', 0.023)]",New,New
TDS,Telephone and Data Systems Inc,1,"[('RFV', 0.022)]",New,New
CARG,CarGurus Inc Class A,1,"[('XWEB', 0.023)]",New,New
