Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
JGBLU21,10 Year Japanese Government Bond Future Sept 21,1,"[('KMLM', 0.193)]",10,0
ADP,Automatic Data Processing Inc,1,"[('KNG', 0.017)]",10,0
TCEHY,Tencent Holdings Ltd ADR,1,"[('KNGS', 0.083)]",10,0
HHC,The Howard Hughes Corp,1,"[('KNGS', 0.045)]",10,0
NNDM,Nano Dimension Ltd ADR,1,"[('KOMP', 0.011)]",10,0
VUZI,Vuzix Corporation,1,"[('KOMP', 0.01)]",10,0
ESLT,Elbit Systems Ltd,1,"[('KOMP', 0.007)]",10,0
UPS,United Parcel Service Inc Class B,24,"[('IYT', 0.087), ('TPOR', 0.066), ('XLI', 0.048), ('WBIG', 0.042), ('DUSL', 0.036)]",9,1
MRVI,Maravai LifeSciences Holdings Inc Ordinary Shares - Class A,1,"[('JSML', 0.033)]",9,0
NARI,Inari Medical Inc Ordinary Shares,1,"[('JSML', 0.032)]",9,0
SWI,SolarWinds Corp Ordinary Shares,1,"[('JSML', 0.03)]",9,0
EBS,Emergent BioSolutions Inc,1,"[('JSML', 0.024)]",9,0
SAGE,Sage Therapeutics Inc,1,"[('JSML', 0.024)]",9,0
PFSI,PennyMac Financial Services Inc Class A,1,"[('KBE', 0.013)]",9,0
002304,Jiangsu Yanghe Brewery JSC Ltd,1,"[('KBUY', 0.053)]",9,0
ORC,Orchid Island Capital Inc,1,"[('KBWD', 0.053)]",9,0
ARR,ARMOUR Residential REIT Inc,1,"[('KBWD', 0.037)]",9,0
CMO,Capstead Mortgage Corp,1,"[('KBWD', 0.035)]",9,0
2010,Saudi Basic Industries Corp,1,"[('KSA', 0.1)]",9,0
FELE,Franklin Electric Co Inc,1,"[('KSCD', 0.022)]",9,0
PNM,PNM Resources Inc,1,"[('KSCD', 0.022)]",9,0
LNN,Lindsay Corp,1,"[('KSCD', 0.021)]",9,0
688111,Beijing Kingsoft Office Software Inc Class A,1,"[('KSTR', 0.101)]",9,0
688036,Shenzhen Transsion Holdings Co Ltd Class A,1,"[('KSTR', 0.071)]",9,0
688012,Advanced Micro-fabrication Equipment Inc Class A,1,"[('KSTR', 0.062)]",9,0
688169,Beijing Roborock Technology Co Ltd Class A,1,"[('KSTR', 0.047)]",9,0
688005,Ningbo Ronbay New Energy Technology Co Ltd Class A,1,"[('KSTR', 0.046)]",9,0
688008,Montage Technology Co Ltd Class A,1,"[('KSTR', 0.04)]",9,0
688396,China Resources Microelectronics Ltd Class A,1,"[('KSTR', 0.034)]",9,0
688099,Amlogic (Shanghai) Co Ltd Class A,1,"[('KSTR', 0.032)]",9,0
688002,Raytron Technology Co Ltd Class A,1,"[('KSTR', 0.031)]",9,0
AGLTY,Agility Public Warehousing Co,1,"[('KWT', 0.043)]",9,0
ZAIN,Mobile Telecommunications Co KSC,1,"[('KWT', 0.043)]",9,0
MABANEE,Mabanee Co KPSC,1,"[('KWT', 0.037)]",9,0
GBK,Gulf Bank KSC,1,"[('KWT', 0.035)]",9,0
HUMANSOFT,HumanSoft Holding Co KSCC,1,"[('KWT', 0.03)]",9,0
NIND,National Industries Group Holding SAK,1,"[('KWT', 0.029)]",9,0
NRE,National Real Estate Co KSC,1,"[('KWT', 0.025)]",9,0
EXG,EV Tax-Mgd Gbl Div Equity Income,1,"[('PCEF', 0.041)]",9,0
PCI,PIMCO Dynamic Credit and Mortgage Inc,1,"[('PCEF', 0.026)]",9,0
PDO,PIMCO Dynamic Income Opportunities Fund,1,"[('PCEF', 0.023)]",9,0
ETY,EV Tax-Managed Div Equity Income,1,"[('PCEF', 0.022)]",9,0
JPS,Nuveen Pref & Income Securities Fund,1,"[('PCEF', 0.022)]",9,0
028050.KS,Samsung Engineering Co Ltd,1,"[('PDN', 0.003)]",9,0
000150.KS,Doosan Corp Ordinary Shares,1,"[('PDN', 0.002)]",9,0
120110.KS,Kolon Industries Inc,1,"[('PDN', 0.002)]",9,0
COP,ConocoPhillips,21,"[('IEO', 0.166), ('VDE', 0.062), ('FENY', 0.061), ('JHME', 0.058), ('NANR', 0.049)]",8,1
MSTR,MicroStrategy Inc Class A,20,"[('BLOK', 0.064), ('DAPP', 0.046), ('PSCT', 0.036), ('XSMO', 0.036), ('BLCN', 0.019)]",8,1
LOW,Lowe's Companies Inc,19,"[('PKB', 0.053), ('WBIF', 0.048), ('ITB', 0.046), ('SXQG', 0.039), ('XHB', 0.036)]",8,1
BMY,Bristol-Myers Squibb Company,17,"[('PPH', 0.051), ('IEIH', 0.046), ('IHE', 0.046), ('XPH', 0.046), ('LBAY', 0.042)]",8,1
RF.PA,Eurazeo SE,1,"[('PEX', 0.068)]",8,0
MF.PA,Wendel SE,1,"[('PEX', 0.057)]",8,0
HBMN,HBM Healthcare Investments AG Ord,1,"[('PEX', 0.036)]",8,0
NWBI,Northwest Bancshares Inc,1,"[('PEY', 0.027)]",8,0
RLJPA,RLJ Lodging Trust USD 1.95 Cum Conv Pfd Registered Shs Series -A-,1,"[('PFFA', 0.048)]",8,0
DCPPB,DCP Midstream LP Pfd,1,"[('PFFA', 0.045)]",8,0
SCEPH,SCE Trust III Trust Preference Security 2014-Without fixed maturity Gtd on,1,"[('PFFA', 0.04)]",8,0
SJIV,South Jersey Industries Inc Units (Corporate Unit -01/04/2024),1,"[('PFFA', 0.036)]",8,0
EPRPE,EPR Properties 9.00% Series E cumulative convertible preferred shares liqui,1,"[('PFFA', 0.034)]",8,0
NSPA,NuStar Energy LP A,1,"[('PFFA', 0.03)]",8,0
MNRPC,Monmouth Real Estate Investment Corp C,1,"[('PFFR', 0.032)]",8,0
NLYPF,Annaly Capital Management Inc Cum Conv Red Pfd Registered Shs Series -F-,1,"[('PFFR', 0.028)]",8,0
CLNYPI,Colony Capital Inc Cum Conv Red Perp Pfd Registered Shs Series -I-,1,"[('PFFR', 0.025)]",8,0
PSBPZ,PS Business Parks Inc PRF PERPETUAL USD 25 Dp ShRp 1/1000 Ser Z,1,"[('PFFR', 0.025)]",8,0
CLNYPJ,Colony Capital Inc Cum Conv Red Perp Pfd Shs Series -J-,1,"[('PFFR', 0.023)]",8,0
VNOPM,Vornado Realty Trust 5.25 % Cum Perp Red Pfd Registered Shs Series -M-,1,"[('PFFR', 0.023)]",8,0
VNOPL,Vornado Realty Trust Cum Red Pfd Shs Series -L-,1,"[('PFFR', 0.022)]",8,0
CLNYPH,Colony Capital Inc 7.125 % Cum Red Perp Registered Pfd Shs Series -H-,1,"[('PFFR', 0.021)]",8,0
GSPJ,Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser,1,"[('PFFV', 0.024)]",8,0
MSPK,Morgan Stanley 1/1000th Non-Cum Pfd -K-,1,"[('PFFV', 0.023)]",8,0
MSPI,Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -I-,1,"[('PFFV', 0.022)]",8,0
WFCPX,Wells Fargo & Co Non-Cum Perp Pfd Shs -A- Series -X-,1,"[('PFLD', 0.021)]",8,0
MSPA,Morgan Stanley Deposit Shs Repr 1/1000th Flt Rate Non Cum Pfd Shs Series -,1,"[('PFLD', 0.02)]",8,0
ETPE,Energy Transfer LP FXDFR PRF PERPETUAL USD 25 - Ser E,1,"[('PFLD', 0.014)]",8,0
NEEPQ,NextEra Energy Inc Unit (Corporate Unit 09/01/2023),1,"[('PFXF', 0.021)]",8,0
EDP,EDP - Energias de Portugal SA,1,"[('PGAL', 0.236)]",8,0
GALP,Galp Energia SGPS SA,1,"[('PGAL', 0.18)]",8,0
SON,Sonae SGPS SA,1,"[('PGAL', 0.048)]",8,0
RENE,REN-Redes Energeticas Nacionais Sgps SA,1,"[('PGAL', 0.047)]",8,0
JMT,Jeronimo Martins SGPS SA,1,"[('PGAL', 0.046)]",8,0
ELP.SA,Cia Paranaense De Energia Copel ADR,1,"[('PID', 0.039)]",8,0
NGG.L,National Grid PLC ADR,1,"[('PID', 0.035)]",8,0
MFC.TO,Manulife Financial Corp,1,"[('PID', 0.031)]",8,0
01268,China MeiDong Auto Holdings Ltd,1,"[('PIE', 0.026)]",8,0
6531.TW,AP Memory Technology Corp,1,"[('PIE', 0.021)]",8,0
8046.TW,Nan Ya Printed Circuit Board Corp,1,"[('PIE', 0.019)]",8,0
OPER,ETF Series Solutions ETF ClearS,1,"[('PIFI', 0.031)]",8,0
CSU.TO,Constellation Software Inc,1,"[('PIZ', 0.029)]",8,0
BYD.TO,Boyd Group Services Inc Ordinary Shares,1,"[('PIZ', 0.027)]",8,0
SHOO,Steven Madden Ltd,1,"[('PSCD', 0.021)]",8,0
LCII,LCI Industries Inc,1,"[('PSCD', 0.021)]",8,0
REGI,Renewable Energy Group Inc,1,"[('PSCE', 0.042)]",8,0
CLB,Core Laboratories NV,1,"[('PSCE', 0.037)]",8,0
ORCL,Oracle Corp,24,"[('IGV', 0.057), ('PKW', 0.052), ('ZIG', 0.048), ('PSJ', 0.046), ('TDIV', 0.039)]",7,1
TRP.TO,TC Energy Corp,19,"[('MLPX', 0.085), ('EINC', 0.077), ('ENFR', 0.073), ('TPYP', 0.072), ('USAI', 0.07)]",7,1
6758,Sony Group Corp,19,"[('HEWJ', 0.031), ('DBJP', 0.029), ('GSJY', 0.028), ('BBJP', 0.027), ('FLJH', 0.027)]",7,1
JOAXX,JPMorgan Instl Tx Fr Mny Mkt Agcy,1,"[('JMST', 0.104)]",7,0
JOIXX,JPMorgan Instl Tx Fr Mny Mkt IM,1,"[('JMUB', 0.051)]",7,0
GDXJ,VanEck Junior Gold Miners ETF,1,"[('JNUG', 0.42)]",7,0
AUTO.L,Auto Trader Group PLC,1,"[('JPIN', 0.004)]",7,0
PVAC,Penn Virginia Corp,1,"[('JPSE', 0.003)]",7,0
JIMXX,JPMorgan Prime Money Market IM,1,"[('JSCP', 0.048)]",7,0
HI,Hillenbrand Inc,1,"[('PLTL', 0.005)]",7,0
CWEB,Direxion Daily CSI China Intern,1,"[('POTX', 0.052)]",7,0
CRBP,Corbus Pharmaceuticals Holdings Inc,1,"[('POTX', 0.042)]",7,0
4188,Mitsubishi Chemical Holdings Corp,1,"[('PQIN', 0.003)]",7,0
BVI.PA,Bureau Veritas SA,1,"[('PQIN', 0.003)]",7,0
7261,Mazda Motor Corp,1,"[('PQIN', 0.003)]",7,0
WKL,Wolters Kluwer NV,1,"[('PQIN', 0.003)]",7,0
BKD,Brookdale Senior Living Inc,1,"[('PRFZ', 0.003)]",7,0
HRI,Herc Holdings Inc,1,"[('PRFZ', 0.002)]",7,0
AME,AMETEK Inc,1,"[('PRN', 0.051)]",7,0
AM3D.DE,SLM Solutions Group AG,1,"[('PRNT', 0.057)]",7,0
XONE,The ExOne Co,1,"[('PRNT', 0.054)]",7,0
ALTR,Altair Engineering Inc Class A,1,"[('PRNT', 0.049)]",7,0
ALMDG.PA,MGI Digital Graphic Technology SA,1,"[('PRNT', 0.043)]",7,0
SONO,Sonos Inc,1,"[('PSC', 0.007)]",7,0
SMPL,The Simply Good Foods Co,1,"[('PSCC', 0.07)]",7,0
EPC,Edgewell Personal Care Co,1,"[('PSCC', 0.054)]",7,0
PSMT,Pricesmart Inc,1,"[('PSCC', 0.048)]",7,0
CENTA,Central Garden & Pet Co Class A,1,"[('PSCC', 0.044)]",7,0
SHAK,Shake Shack Inc A,1,"[('PSCD', 0.025)]",7,0
ITGR,Integer Holdings Corp,1,"[('PSCH', 0.025)]",7,0
KFY,Korn Ferry,1,"[('PSCI', 0.022)]",7,0
UNF,UniFirst Corp,1,"[('PSCI', 0.02)]",7,0
KWR,Quaker Chemical Corp,1,"[('PSCM', 0.058)]",7,0
ATI,Allegheny Technologies Inc,1,"[('PSCM', 0.049)]",7,0
OI,O-I Glass Inc,1,"[('PSCM', 0.047)]",7,0
SCL,Stepan Co,1,"[('PSCM', 0.047)]",7,0
TSE,Trinseo SA,1,"[('PSCM', 0.043)]",7,0
AEIS,Advanced Energy Industries Inc,1,"[('PSCT', 0.03)]",7,0
LPSN,LivePerson Inc,1,"[('PSCT', 0.028)]",7,0
CWT,California Water Service Group,1,"[('PSCU', 0.083)]",7,0
SHEN,Shenandoah Telecommunications Co,1,"[('PSCU', 0.044)]",7,0
PSMD,Pacer Swan SOS Moderate (Decemb,1,"[('PSFF', 0.352)]",7,0
PSMR,Pacer Swan SOS Moderate (April),1,"[('PSFF', 0.214)]",7,0
PSFD,Pacer Funds ETF,1,"[('PSFF', 0.156)]",7,0
PSFM,Pacer Swan SOS Flex (April) ETF,1,"[('PSFF', 0.107)]",7,0
PSCX,Pacer Swan SOS Conservative (De,1,"[('PSFF', 0.102)]",7,0
PSCW,Pacer Swan SOS Conservative (Ap,1,"[('PSFF', 0.061)]",7,0
MTSI,MACOM Technology Solutions Holdings Inc,1,"[('PSI', 0.03)]",7,0
ALLPH,Allstate Corp 5.10% PRF PERPETUAL USD 25 - Ser H 1/1000th Int,1,"[('PSK', 0.014)]",7,0
COFPJ,Capital One Financial Corp 4.80% PRF PERPETUAL USD 25 - 1/40TH INT Series J,1,"[('PSK', 0.014)]",7,0
DUKPA,Duke Energy Corp 5.75% PRF PERPETUAL USD 25 - Ser A 1/1000th Int,1,"[('PSK', 0.012)]",7,0
METPF,MetLife Inc Series F,1,"[('PSK', 0.012)]",7,0
MKC,McCormick & Co Inc Non-Voting,1,"[('PSL', 0.036)]",7,0
IIGD,Invesco Investment Grade Defens,1,"[('PSMC', 0.04)]",7,0
PGX,Invesco Preferred ETF,1,"[('PSMC', 0.04)]",7,0
IDLV,Invesco S&P International Devel,1,"[('PSMG', 0.069)]",7,0
MRO.L,Melrose Industries PLC,1,"[('PSP', 0.027)]",7,0
CG,The Carlyle Group Inc,1,"[('PSP', 0.027)]",7,0
NQU21,E-mini Nasdaq 100 Future Sept 21,1,"[('PSQ', 0.053)]",7,0
SIEGY.DE,Siemens AG ADR,1,"[('PTEU', 0.023)]",7,0
MVIS,Microvision Inc,1,"[('PTF', 0.045)]",7,0
BCRX,BioCryst Pharmaceuticals Inc,1,"[('PTH', 0.032)]",7,0
NSRGY,Nestle SA ADR,1,"[('PTIN', 0.021)]",7,0
LBTYK.L,Liberty Global PLC C,1,"[('IYZ', 0.028)]",6,0
ITRN,Ituran Location and Control Ltd,1,"[('IZRL', 0.022)]",6,0
CEL,Cellcom Israel Ltd,1,"[('IZRL', 0.021)]",6,0
DANE,Danel (Adir Yeoshua) Ltd,1,"[('IZRL', 0.02)]",6,0
MLTM,Malam-Team Ltd,1,"[('IZRL', 0.02)]",6,0
ONE,One Software Technologies Ltd,1,"[('IZRL', 0.02)]",6,0
DRIO,DarioHealth Corp,1,"[('IZRL', 0.02)]",6,0
ALLT,Allot Ltd,1,"[('IZRL', 0.02)]",6,0
ALK,Alaska Air Group Inc,1,"[('JETS', 0.03)]",6,0
SNCY,Sun Country Airlines Holdings Inc,1,"[('JETS', 0.03)]",6,0
ALGT,Allegiant Travel Co,1,"[('JETS', 0.029)]",6,0
JBLU,JetBlue Airways Corp,1,"[('JETS', 0.029)]",6,0
SKYW,SkyWest Inc,1,"[('JETS', 0.028)]",6,0
AC.TO,Air Canada Class B,1,"[('JETS', 0.028)]",6,0
KOZAL,Koza Altin Izletmeleri AS,1,"[('JGLD', 0.034)]",6,0
PRU.AX,Perseus Mining Ltd,1,"[('JGLD', 0.024)]",6,0
MUX,McEwen Mining Inc,1,"[('JGLD', 0.024)]",6,0
AR.MX,Argonaut Gold Inc,1,"[('JGLD', 0.023)]",6,0
ML.PA,Cie Generale des Etablissements Michelin SA,1,"[('JHMD', 0.007)]",6,0
CMI,Cummins Inc,1,"[('JHMI', 0.017)]",6,0
RDS.B.L,Royal Dutch Shell PLC ADR Class B,1,"[('PTIN', 0.009)]",6,0
ENB.TO,Enbridge Inc,25,"[('ENFR', 0.104), ('MLPX', 0.089), ('EINC', 0.083), ('GLIF', 0.082), ('TPYP', 0.078)]",5,1
UPWK,Upwork Inc,7,"[('GIGE', 0.037), ('GLRY', 0.028), ('IBUY', 0.023), ('SLT', 0.011), ('FNY', 0.009)]",5,0
COR,CoreSite Realty Corp,7,"[('PGAL', 0.048), ('VPN', 0.042), ('RDOG', 0.025), ('PSR', 0.022), ('XMLV', 0.017)]",5,0
PSXP,Phillips 66 Partners LP,4,"[('AMZA', 0.069), ('AMLP', 0.066), ('MLPA', 0.05), ('VRAI', 0.014)]",5,0
IJH,iShares Core S&P Mid-Cap ETF,4,"[('MIDU', 0.741), ('FFHG', 0.242), ('FFSG', 0.181), ('AOR', 0.02)]",5,0
UVXY,ProShares Trust Ultra VIX Short,1,"[('HTUS', 0.045)]",5,0
RWT,Redwood Trust Inc,1,"[('HYIN', 0.031)]",5,0
MFA,MFA Financial Inc,1,"[('HYIN', 0.03)]",5,0
PTY,PIMCO Corporate & Income Opps,1,"[('HYIN', 0.03)]",5,0
IJGXX,JPMorgan US Government MMkt Instl,1,"[('HYLD', 0.105)]",5,0
PFBCOLOM,BanColombia SA Participating Preferred,1,"[('ICOL', 0.141)]",5,0
COL.AX,Coles Group Ltd,1,"[('IDOG', 0.02)]",5,0
NTGY.BC,Naturgy Energy Group SA,1,"[('IDV', 0.025)]",5,0
00011.HK,Hang Seng Bank Ltd,1,"[('IDV', 0.022)]",5,0
TITAN.BO,Titan Co Ltd,1,"[('INCO', 0.079)]",5,0
500825.BO,Britannia Industries Ltd,1,"[('INCO', 0.078)]",5,0
500096.BO,Dabur India Ltd Shs Dematerialised,1,"[('INCO', 0.075)]",5,0
532424.BO,Godrej Consumer Products Ltd Shs Dematerialised,1,"[('INCO', 0.075)]",5,0
NESTLEIND.,Nestle India Ltd Shs Dematerialised,1,"[('INCO', 0.07)]",5,0
MOTHERSUMI,Motherson Sumi Systems Ltd Shs Dematerialised,1,"[('INCO', 0.067)]",5,0
500830.BO,Colgate-Palmolive (India) Ltd,1,"[('INCO', 0.053)]",5,0
540719.BO,SBI Life Insurance Company Limited,1,"[('INDF', 0.048)]",5,0
540777.BO,HDFC Life Insurance Company Limited,1,"[('INDF', 0.045)]",5,0
COLD,Americold Realty Trust,1,"[('INDS', 0.108)]",5,0
EGP,EastGroup Properties Inc,1,"[('INDS', 0.046)]",5,0
PSK.TO,PrairieSky Royalty Ltd,1,"[('INFL', 0.052)]",5,0
DB1.DE,Deutsche Boerse AG,1,"[('INFL', 0.044)]",5,0
ASX.AX,ASX Ltd,1,"[('INFL', 0.043)]",5,0
SPYD,SPDR Series Trust SPDR Portfoli,1,"[('INKM', 0.154)]",5,0
EBND,SPDR Bloomberg Emerging Markets,1,"[('INKM', 0.099)]",5,0
DWX,SPDR S&P International Dividend,1,"[('INKM', 0.088)]",5,0
PSK,SPDR ICE Preferred Securities E,1,"[('INKM', 0.071)]",5,0
PHIA,Koninklijke Philips NV,1,"[('INTF', 0.018)]",5,0
8058,Mitsubishi Corp,1,"[('IPKW', 0.046)]",5,0
01821.AX,ESR Cayman Ltd,1,"[('IPOS', 0.035)]",5,0
01876.HK,Budweiser Brewing Co APAC Ltd,1,"[('IPOS', 0.031)]",5,0
THG.L,THG PLC Ordinary Share,1,"[('IPOS', 0.03)]",5,0
FDJ.PA,La Francaise Des Jeux SA Ordinary Shares,1,"[('IPOS', 0.03)]",5,0
TMV.DE,TeamViewer AG Bearer Shares,1,"[('IPOS', 0.029)]",5,0
MP1.AX,Megaport Ltd,1,"[('IRBO', 0.011)]",5,0
SOFI,SoFi Technologies Inc Ordinary Shares,1,"[('ISCB', 0.002)]",5,0
PB,Prosperity Bancshares Inc,1,"[('ISCV', 0.004)]",5,0
UCBI,United Community Banks Inc,1,"[('ISMD', 0.006)]",5,0
HOMB,Home BancShares Inc,1,"[('ISMD', 0.006)]",5,0
ONB,Old National Bancorp,1,"[('ISMD', 0.006)]",5,0
FFBC,First Financial Bancorp,1,"[('ISMD', 0.006)]",5,0
MTX,Minerals Technologies Inc,1,"[('ISMD', 0.006)]",5,0
SBSI,Southside Bancshares Inc,1,"[('ISMD', 0.005)]",5,0
CAR.UN.TO,Canadian Apartment Properties Real Estate Investment Trust,1,"[('ISVL', 0.012)]",5,0
IAG.TO,iA Financial Corp,1,"[('ISVL', 0.009)]",5,0
ALA.TO,AltaGas Ltd,1,"[('ISVL', 0.009)]",5,0
3349,COSMOS Pharmaceutical Corp,1,"[('ISZE', 0.002)]",5,0
4732,USS Co Ltd,1,"[('ISZE', 0.002)]",5,0
6869,Sysmex Corp,1,"[('ISZE', 0.002)]",5,0
FBK.MI,FinecoBank SpA,1,"[('ISZE', 0.002)]",5,0
3391,Tsuruha Holdings Inc,1,"[('ISZE', 0.002)]",5,0
S63.SI,Singapore Technologies Engineering Ltd,1,"[('ISZE', 0.002)]",5,0
MAS,Masco Corp,1,"[('ITB', 0.021)]",5,0
2432,DeNA Co Ltd,1,"[('IVAL', 0.022)]",5,0
7259,Aisin Corp,1,"[('IVAL', 0.021)]",5,0
SINCH,Sinch AB,1,"[('IVES', 0.036)]",5,0
SCHP,Schwab U.S. TIPs ETF,1,"[('IVOL', 0.855)]",5,0
WKHS,Workhorse Group Inc,1,"[('IWC', 0.004)]",5,0
PTGX,Protagonist Therapeutics Inc,1,"[('IWC', 0.003)]",5,0
PRTA.IR,Prothena Corp PLC,1,"[('IWC', 0.003)]",5,0
UIS,Unisys Corp,1,"[('IWC', 0.003)]",5,0
CSTL,Castle Biosciences Inc,1,"[('IWC', 0.003)]",5,0
SENS,Senseonics Holdings Inc,1,"[('IWC', 0.003)]",5,0
WFC,Wells Fargo & Co,35,"[('KBWB', 0.083), ('DUSA', 0.062), ('DWLD', 0.061), ('DFNL', 0.058), ('IEFN', 0.049)]",4,1
ABBV,AbbVie Inc,30,"[('MJJ', 0.099), ('MJO', 0.099), ('FTXH', 0.079), ('IEIH', 0.057), ('WBIY', 0.057)]",4,1
PLD,Prologis Inc,23,"[('INDS', 0.149), ('SPRE', 0.125), ('REIT', 0.109), ('XLRE', 0.094), ('FPRO', 0.084)]",4,0
ROKU,Roku Inc Class A,22,"[('ARKK', 0.065), ('PSJ', 0.061), ('IEME', 0.055), ('ARKW', 0.046), ('QQQN', 0.046)]",4,0
SQ,Square Inc A,22,"[('VFIN', 0.161), ('ARKF', 0.101), ('FINX', 0.088), ('DAPP', 0.083), ('IPAY', 0.066)]",4,0
HSBA.L,HSBC Holdings PLC,7,"[('EUFN', 0.068), ('FLGB', 0.048), ('HEWU', 0.048), ('FLEE', 0.011), ('FLEH', 0.011)]",4,0
SLAB,Silicon Laboratories Inc,7,"[('SNSR', 0.039), ('SIMS', 0.028), ('XSD', 0.027), ('MOON', 0.023), ('ISCG', 0.004)]",4,0
PETR4.SA,Petroleo Brasileiro SA Petrobras Participating Preferred,7,"[('EWZ', 0.06), ('FLBR', 0.052), ('FLLA', 0.035), ('FLN', 0.033), ('ISEM', 0.023)]",4,0
BK,Bank of New York Mellon Corp,7,"[('KBWB', 0.042), ('FLV', 0.033), ('NVQ', 0.022), ('RYF', 0.016), ('KBE', 0.013)]",4,0
TER,Teradyne Inc,7,"[('FTXL', 0.039), ('RPG', 0.02), ('SPGP', 0.018), ('TEGS', 0.017), ('MIDF', 0.015)]",4,0
TDC,Teradata Corp,7,"[('MGMT', 0.039), ('XITK', 0.021), ('FXL', 0.019), ('LSAF', 0.012), ('IRBO', 0.011)]",4,0
ZBRA,Zebra Technologies Corp,7,"[('IQM', 0.032), ('QQQN', 0.025), ('NUMG', 0.024), ('QQQJ', 0.016), ('ROBO', 0.016)]",4,0
STLD,Steel Dynamics Inc,7,"[('FXZ', 0.053), ('XME', 0.045), ('VRAI', 0.013), ('IJJ', 0.01), ('IVOV', 0.01)]",4,0
APPS,Digital Turbine Inc,7,"[('PTF', 0.046), ('MRAD', 0.037), ('PSJ', 0.031), ('GLRY', 0.025), ('PDP', 0.023)]",4,0
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,7,"[('GTO', 0.088), ('UCON', 0.087), ('ULTR', 0.059), ('LGOV', 0.052), ('IHYF', 0.038)]",4,0
CIM,Chimera Investment Corp,7,"[('MORT', 0.05), ('REM', 0.046), ('SRET', 0.043), ('KBWD', 0.039), ('HYIN', 0.033)]",4,0
GRUB,Just Eat Takeaway.com NV ADR,2,"[('HDGE', 0.042), ('SMDY', 0.008)]",4,0
EHTH,eHealth Inc,2,"[('HDGE', 0.037), ('SSLY', 0.006)]",4,0
PCG,PG&E Corp,2,"[('NLR', 0.051), ('HDGE', 0.036)]",4,0
BLDP.TO,Ballard Power Systems Inc,2,"[('HJEN', 0.077), ('HDRO', 0.057)]",4,0
NEL,NEL ASA,2,"[('HJEN', 0.076), ('HDRO', 0.055)]",4,0
RF,Regions Financial Corp,1,"[('IAT', 0.033)]",4,0
GCQ21,Gold Future Aug 21,1,"[('IAUF', 0.0)]",4,0
BBIO,BridgeBio Pharma Inc,1,"[('IBBJ', 0.025)]",4,0
IBCE,iShares iBonds Mar 2023 Term Co,1,"[('IBDD', 0.044)]",4,0
LE,Lands' End Inc,1,"[('IBUY', 0.029)]",4,0
TDUP,ThredUp Inc Ordinary Shares - Class A,1,"[('IBUY', 0.025)]",4,0
SFIX,Stitch Fix Inc Class A,1,"[('IBUY', 0.022)]",4,0
REAL,The RealReal Inc,1,"[('IBUY', 0.022)]",4,0
WISH,ContextLogic Inc Ordinary Shares - Class A,1,"[('IBUY', 0.021)]",4,0
CNE.TO,Canacol Energy Ltd,1,"[('ICOL', 0.043)]",4,0
PXT.TO,Parex Resources Inc,1,"[('ICOL', 0.038)]",4,0
BTI.L,British American Tobacco PLC ADR,1,"[('ICOW', 0.021)]",4,0
US.MI,UnipolSai SPA Az nom post raggruppamento,1,"[('IDHD', 0.018)]",4,0
02388,BOC Hong Kong Holdings Ltd,1,"[('IDHD', 0.014)]",4,0
01083,Towngas China Co Ltd,1,"[('IDLB', 0.002)]",4,0
051600.KS,KEPCO Plant Service & Engineering Co Ltd,1,"[('IDLB', 0.002)]",4,0
4751,CyberAgent Inc,1,"[('IDLB', 0.002)]",4,0
LATO B,Investment AB Latour Class B,1,"[('IDLB', 0.002)]",4,0
02638.HK,HK Electric Investments and HK Electric Investments Ltd,1,"[('IDLV', 0.01)]",4,0
MRU.TO,Metro Inc,1,"[('IDLV', 0.007)]",4,0
TLK,PT Telkom Indonesia (Persero) Tbk ADR,1,"[('IDX', 0.065)]",4,0
BANPU-R,Banpu PCL DR,1,"[('IDX', 0.031)]",4,0
UNTR,United Tractors Tbk,1,"[('IDX', 0.028)]",4,0
FTIXX,Goldman Sachs FS Treasury Intms Instl,57,"[('WEBS', 0.706), ('CLDS', 0.621), ('HIBS', 0.612), ('LABD', 0.604), ('FAZ', 0.592)]",3,0
MRK,Merck & Co Inc,30,"[('FTXH', 0.081), ('IEIH', 0.058), ('PJP', 0.057), ('PPH', 0.053), ('DJD', 0.051)]",3,0
TMO,Thermo Fisher Scientific Inc,28,"[('IHI', 0.123), ('MJJ', 0.099), ('MJO', 0.099), ('BUL', 0.052), ('VIRS', 0.052)]",3,1
DIS,The Walt Disney Co,28,"[('VOX', 0.058), ('FCOM', 0.057), ('JHCS', 0.055), ('OOTO', 0.051), ('VPOP', 0.051)]",3,1
IBM,International Business Machines Corp,23,"[('DJD', 0.086), ('TDIV', 0.08), ('WBIY', 0.06), ('RDIV', 0.052), ('GBDV', 0.046)]",3,0
FRPT,Freshpet Inc,7,"[('PAWZ', 0.089), ('BFTR', 0.027), ('PDP', 0.025), ('SFYX', 0.009), ('NUSC', 0.007)]",3,0
SGMS,Scientific Games Corp Ordinary Shares,7,"[('BETZ', 0.05), ('PEZ', 0.036), ('SMDY', 0.009), ('IWO', 0.005), ('VTWG', 0.005)]",3,0
