Bigram,Name,NumAppearances,Holders
"('00016.HK', '01299.HK')","('Sun Hung Kai Properties Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.241)]"
"('00016.HK', '00388.HK')","('Sun Hung Kai Properties Ltd', 'Hong Kong Exchanges and Clearing Ltd')",1,"[('FLHK', 0.16)]"
"('00003.HK', '00027.HK')","('Hong Kong and China Gas Co Ltd', 'Galaxy Entertainment Group Ltd')",1,"[('FLHK', 0.057)]"
"('00003.HK', '00669.HK')","('Hong Kong and China Gas Co Ltd', 'Techtronic Industries Co Ltd')",1,"[('FLHK', 0.066)]"
"('00003.HK', '01299.HK')","('Hong Kong and China Gas Co Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.235)]"
"('00003.HK', '01113.HK')","('Hong Kong and China Gas Co Ltd', 'CK Asset Holdings Ltd')",1,"[('FLHK', 0.055)]"
"('00003.HK', '00388.HK')","('Hong Kong and China Gas Co Ltd', 'Hong Kong Exchanges and Clearing Ltd')",1,"[('FLHK', 0.153)]"
"('00003.HK', '00823.HK')","('Hong Kong and China Gas Co Ltd', 'Link Real Estate Investment Trust')",1,"[('FLHK', 0.061)]"
"('00001.HK', '00003.HK')","('CK Hutchison Holdings Ltd', 'Hong Kong and China Gas Co Ltd')",1,"[('FLHK', 0.063)]"
"('00027.HK', '00669.HK')","('Galaxy Entertainment Group Ltd', 'Techtronic Industries Co Ltd')",1,"[('FLHK', 0.066)]"
"('00027.HK', '01299.HK')","('Galaxy Entertainment Group Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.234)]"
"('00027.HK', '01113.HK')","('Galaxy Entertainment Group Ltd', 'CK Asset Holdings Ltd')",1,"[('FLHK', 0.054)]"
"('00027.HK', '00388.HK')","('Galaxy Entertainment Group Ltd', 'Hong Kong Exchanges and Clearing Ltd')",1,"[('FLHK', 0.153)]"
"('00027.HK', '00823.HK')","('Galaxy Entertainment Group Ltd', 'Link Real Estate Investment Trust')",1,"[('FLHK', 0.06)]"
"('00001.HK', '00027.HK')","('CK Hutchison Holdings Ltd', 'Galaxy Entertainment Group Ltd')",1,"[('FLHK', 0.062)]"
"('00669.HK', '01299.HK')","('Techtronic Industries Co Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.243)]"
"('00669.HK', '01113.HK')","('Techtronic Industries Co Ltd', 'CK Asset Holdings Ltd')",1,"[('FLHK', 0.063)]"
"('00388.HK', '00669.HK')","('Hong Kong Exchanges and Clearing Ltd', 'Techtronic Industries Co Ltd')",1,"[('FLHK', 0.162)]"
"('00669.HK', '00823.HK')","('Techtronic Industries Co Ltd', 'Link Real Estate Investment Trust')",1,"[('FLHK', 0.069)]"
"('00001.HK', '00669.HK')","('CK Hutchison Holdings Ltd', 'Techtronic Industries Co Ltd')",1,"[('FLHK', 0.071)]"
"('01113.HK', '01299.HK')","('CK Asset Holdings Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.231)]"
"('00823.HK', '01299.HK')","('Link Real Estate Investment Trust', 'AIA Group Ltd')",1,"[('FLHK', 0.238)]"
"('00001.HK', '01299.HK')","('CK Hutchison Holdings Ltd', 'AIA Group Ltd')",1,"[('FLHK', 0.24)]"
"('00388.HK', '01113.HK')","('Hong Kong Exchanges and Clearing Ltd', 'CK Asset Holdings Ltd')",1,"[('FLHK', 0.15)]"
"('00388.HK', '00823.HK')","('Hong Kong Exchanges and Clearing Ltd', 'Link Real Estate Investment Trust')",1,"[('FLHK', 0.156)]"
"('00001.HK', '00388.HK')","('CK Hutchison Holdings Ltd', 'Hong Kong Exchanges and Clearing Ltd')",1,"[('FLHK', 0.158)]"
"('00001.HK', '00823.HK')","('CK Hutchison Holdings Ltd', 'Link Real Estate Investment Trust')",1,"[('FLHK', 0.066)]"
"('532215.BO', 'HCLTECH.BO')","('Axis Bank Ltd', 'HCL Technologies Ltd Shs Dematerialised')",1,"[('FLIN', 0.041)]"
"('ENI.MI', 'RACE.MI')","('Eni SpA', 'Ferrari NV')",1,"[('FLIY', 0.111)]"
"('ENI.MI', 'MONC.MI')","('Eni SpA', 'Moncler SpA')",1,"[('FLIY', 0.097)]"
"('ENI.MI', 'SRG.MI')","('Eni SpA', 'Snam SpA')",1,"[('FLIY', 0.095)]"
"('ENI.MI', 'ISP.MI')","('Eni SpA', 'Intesa Sanpaolo')",1,"[('FLIY', 0.161)]"
"('CNHI.L', 'ENI.MI')","('CNH Industrial NV', 'Eni SpA')",1,"[('FLIY', 0.1)]"
"('ENI.MI', 'UCG.MI')","('Eni SpA', 'UniCredit SpA')",1,"[('FLIY', 0.114)]"
"('ENI.MI', 'STLA')","('Eni SpA', 'Stellantis NV')",1,"[('FLIY', 0.15)]"
"('ENI.MI', 'G.MI')","('Eni SpA', 'Assicurazioni Generali')",1,"[('FLIY', 0.121)]"
"('ENEL.MI', 'ENI.MI')","('Enel SpA', 'Eni SpA')",1,"[('FLIY', 0.225)]"
"('MONC.MI', 'RACE.MI')","('Moncler SpA', 'Ferrari NV')",1,"[('FLIY', 0.077)]"
"('RACE.MI', 'SRG.MI')","('Ferrari NV', 'Snam SpA')",1,"[('FLIY', 0.076)]"
"('ISP.MI', 'RACE.MI')","('Intesa Sanpaolo', 'Ferrari NV')",1,"[('FLIY', 0.142)]"
"('CNHI.L', 'RACE.MI')","('CNH Industrial NV', 'Ferrari NV')",1,"[('FLIY', 0.081)]"
"('RACE.MI', 'UCG.MI')","('Ferrari NV', 'UniCredit SpA')",1,"[('FLIY', 0.095)]"
"('RACE.MI', 'STLA')","('Ferrari NV', 'Stellantis NV')",1,"[('FLIY', 0.131)]"
"('G.MI', 'RACE.MI')","('Assicurazioni Generali', 'Ferrari NV')",1,"[('FLIY', 0.102)]"
"('ENEL.MI', 'RACE.MI')","('Enel SpA', 'Ferrari NV')",1,"[('FLIY', 0.206)]"
"('MONC.MI', 'SRG.MI')","('Moncler SpA', 'Snam SpA')",1,"[('FLIY', 0.061)]"
"('ISP.MI', 'MONC.MI')","('Intesa Sanpaolo', 'Moncler SpA')",1,"[('FLIY', 0.128)]"
"('CNHI.L', 'MONC.MI')","('CNH Industrial NV', 'Moncler SpA')",1,"[('FLIY', 0.067)]"
"('MONC.MI', 'UCG.MI')","('Moncler SpA', 'UniCredit SpA')",1,"[('FLIY', 0.08)]"
"('MONC.MI', 'STLA')","('Moncler SpA', 'Stellantis NV')",1,"[('FLIY', 0.117)]"
"('G.MI', 'MONC.MI')","('Assicurazioni Generali', 'Moncler SpA')",1,"[('FLIY', 0.087)]"
"('ENEL.MI', 'MONC.MI')","('Enel SpA', 'Moncler SpA')",1,"[('FLIY', 0.192)]"
"('ISP.MI', 'SRG.MI')","('Intesa Sanpaolo', 'Snam SpA')",1,"[('FLIY', 0.126)]"
"('CNHI.L', 'SRG.MI')","('CNH Industrial NV', 'Snam SpA')",1,"[('FLIY', 0.065)]"
"('SRG.MI', 'UCG.MI')","('Snam SpA', 'UniCredit SpA')",1,"[('FLIY', 0.079)]"
"('SRG.MI', 'STLA')","('Snam SpA', 'Stellantis NV')",1,"[('FLIY', 0.115)]"
"('G.MI', 'SRG.MI')","('Assicurazioni Generali', 'Snam SpA')",1,"[('FLIY', 0.086)]"
"('CNHI.L', 'ISP.MI')","('CNH Industrial NV', 'Intesa Sanpaolo')",1,"[('FLIY', 0.131)]"
"('ISP.MI', 'UCG.MI')","('Intesa Sanpaolo', 'UniCredit SpA')",1,"[('FLIY', 0.145)]"
"('ISP.MI', 'STLA')","('Intesa Sanpaolo', 'Stellantis NV')",1,"[('FLIY', 0.181)]"
"('G.MI', 'ISP.MI')","('Assicurazioni Generali', 'Intesa Sanpaolo')",1,"[('FLIY', 0.152)]"
"('ENEL.MI', 'ISP.MI')","('Enel SpA', 'Intesa Sanpaolo')",1,"[('FLIY', 0.256)]"
"('CNHI.L', 'UCG.MI')","('CNH Industrial NV', 'UniCredit SpA')",1,"[('FLIY', 0.084)]"
"('CNHI.L', 'STLA')","('CNH Industrial NV', 'Stellantis NV')",1,"[('FLIY', 0.12)]"
"('CNHI.L', 'G.MI')","('CNH Industrial NV', 'Assicurazioni Generali')",1,"[('FLIY', 0.091)]"
"('CNHI.L', 'ENEL.MI')","('CNH Industrial NV', 'Enel SpA')",1,"[('FLIY', 0.195)]"
"('STLA', 'UCG.MI')","('Stellantis NV', 'UniCredit SpA')",1,"[('FLIY', 0.134)]"
"('G.MI', 'UCG.MI')","('Assicurazioni Generali', 'UniCredit SpA')",1,"[('FLIY', 0.105)]"
"('ENEL.MI', 'UCG.MI')","('Enel SpA', 'UniCredit SpA')",1,"[('FLIY', 0.209)]"
"('G.MI', 'STLA')","('Assicurazioni Generali', 'Stellantis NV')",1,"[('FLIY', 0.141)]"
"('ENEL.MI', 'STLA')","('Enel SpA', 'Stellantis NV')",1,"[('FLIY', 0.245)]"
"('ENEL.MI', 'G.MI')","('Enel SpA', 'Assicurazioni Generali')",1,"[('FLIY', 0.216)]"
"('MN2M1', 'TM')","('Mini Nikkei 225 Index Future June21', 'Toyota Motor Corp ADR')",1,"[('FLJH', 0.057)]"
"('7974', 'MN2M1')","('Nintendo Co Ltd', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.03)]"
"('8035', 'MN2M1')","('Tokyo Electron Ltd', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.031)]"
"('6758', 'MN2M1')","('Sony Group Corp', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.044)]"
"('4063', 'MN2M1')","('Shin-Etsu Chemical Co Ltd', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.031)]"
"('6098', 'MN2M1')","('Recruit Holdings Co Ltd', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.03)]"
"('8306', 'MN2M1')","('Mitsubishi UFJ Financial Group Inc', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.031)]"
"('9984', 'MN2M1')","('SoftBank Group Corp', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.044)]"
"('6861', 'MN2M1')","('Keyence Corp', 'Mini Nikkei 225 Index Future June21')",1,"[('FLJH', 0.036)]"
"('4063', '9433')","('Shin-Etsu Chemical Co Ltd', 'KDDI Corp')",1,"[('FLJP', 0.028)]"
"('000660.KS', '005490.KS')","('SK Hynix Inc', 'POSCO')",1,"[('FLKR', 0.087)]"
"('005490.KS', '068270.KS')","('POSCO', 'Celltrion Inc')",1,"[('FLKR', 0.052)]"
"('005490.KS', '005935.KS')","('POSCO', 'Samsung Electronics Co Ltd Participating Preferred')",1,"[('FLKR', 0.049)]"
"('005490.KS', '051910.KS')","('POSCO', 'LG Chem Ltd')",1,"[('FLKR', 0.061)]"
"('005490.KS', '035720.KS')","('POSCO', 'Kakao Corp')",1,"[('FLKR', 0.056)]"
"('005490.KS', '005930.KS')","('POSCO', 'Samsung Electronics Co Ltd')",1,"[('FLKR', 0.187)]"
"('005490.KS', '006400.KS')","('POSCO', 'Samsung SDI Co Ltd')",1,"[('FLKR', 0.056)]"
"('005490.KS', '035420.KS')","('POSCO', 'NAVER Corp')",1,"[('FLKR', 0.07)]"
"('000660.KS', '068270.KS')","('SK Hynix Inc', 'Celltrion Inc')",1,"[('FLKR', 0.092)]"
"('000660.KS', '005380.KS')","('SK Hynix Inc', 'Hyundai Motor Co')",1,"[('FLKR', 0.096)]"
"('000660.KS', '051910.KS')","('SK Hynix Inc', 'LG Chem Ltd')",1,"[('FLKR', 0.101)]"
"('000660.KS', '035720.KS')","('SK Hynix Inc', 'Kakao Corp')",1,"[('FLKR', 0.096)]"
"('000660.KS', '006400.KS')","('SK Hynix Inc', 'Samsung SDI Co Ltd')",1,"[('FLKR', 0.097)]"
"('005380.KS', '068270.KS')","('Hyundai Motor Co', 'Celltrion Inc')",1,"[('FLKR', 0.06)]"
"('005935.KS', '068270.KS')","('Samsung Electronics Co Ltd Participating Preferred', 'Celltrion Inc')",1,"[('FLKR', 0.054)]"
"('051910.KS', '068270.KS')","('LG Chem Ltd', 'Celltrion Inc')",1,"[('FLKR', 0.066)]"
"('035720.KS', '068270.KS')","('Kakao Corp', 'Celltrion Inc')",1,"[('FLKR', 0.061)]"
"('005930.KS', '068270.KS')","('Samsung Electronics Co Ltd', 'Celltrion Inc')",1,"[('FLKR', 0.192)]"
"('006400.KS', '068270.KS')","('Samsung SDI Co Ltd', 'Celltrion Inc')",1,"[('FLKR', 0.061)]"
"('035420.KS', '068270.KS')","('NAVER Corp', 'Celltrion Inc')",1,"[('FLKR', 0.075)]"
"('005380.KS', '005935.KS')","('Hyundai Motor Co', 'Samsung Electronics Co Ltd Participating Preferred')",1,"[('FLKR', 0.058)]"
"('005380.KS', '051910.KS')","('Hyundai Motor Co', 'LG Chem Ltd')",1,"[('FLKR', 0.069)]"
"('005380.KS', '035720.KS')","('Hyundai Motor Co', 'Kakao Corp')",1,"[('FLKR', 0.064)]"
"('005380.KS', '005930.KS')","('Hyundai Motor Co', 'Samsung Electronics Co Ltd')",1,"[('FLKR', 0.195)]"
"('005380.KS', '006400.KS')","('Hyundai Motor Co', 'Samsung SDI Co Ltd')",1,"[('FLKR', 0.065)]"
"('005380.KS', '035420.KS')","('Hyundai Motor Co', 'NAVER Corp')",1,"[('FLKR', 0.079)]"
"('005935.KS', '051910.KS')","('Samsung Electronics Co Ltd Participating Preferred', 'LG Chem Ltd')",1,"[('FLKR', 0.063)]"
"('005935.KS', '035720.KS')","('Samsung Electronics Co Ltd Participating Preferred', 'Kakao Corp')",1,"[('FLKR', 0.058)]"
"('005935.KS', '006400.KS')","('Samsung Electronics Co Ltd Participating Preferred', 'Samsung SDI Co Ltd')",1,"[('FLKR', 0.059)]"
"('035720.KS', '051910.KS')","('Kakao Corp', 'LG Chem Ltd')",1,"[('FLKR', 0.07)]"
"('005930.KS', '051910.KS')","('Samsung Electronics Co Ltd', 'LG Chem Ltd')",1,"[('FLKR', 0.201)]"
"('035420.KS', '051910.KS')","('NAVER Corp', 'LG Chem Ltd')",1,"[('FLKR', 0.084)]"
"('006400.KS', '035720.KS')","('Samsung SDI Co Ltd', 'Kakao Corp')",1,"[('FLKR', 0.065)]"
"('005930.KS', '006400.KS')","('Samsung Electronics Co Ltd', 'Samsung SDI Co Ltd')",1,"[('FLKR', 0.196)]"
"('006400.KS', '035420.KS')","('Samsung SDI Co Ltd', 'NAVER Corp')",1,"[('FLKR', 0.08)]"
"('AMXL.MX', 'BBDC4.SA')","('America Movil SAB de CV Class L', 'Bank Bradesco SA Participating Preferred')",1,"[('FLLA', 0.071)]"
"('AMXL.MX', 'PETR4.SA')","('America Movil SAB de CV Class L', 'Petroleo Brasileiro SA Petrobras Participating Preferred')",1,"[('FLLA', 0.07)]"
"('AMXL.MX', 'PETR3.SA')","('America Movil SAB de CV Class L', 'Petroleo Brasileiro SA Petrobras')",1,"[('FLLA', 0.063)]"
"('AMXL.MX', 'B3SA3.SA')","('America Movil SAB de CV Class L', 'B3 SA - Brasil Bolsa Balcao')",1,"[('FLLA', 0.066)]"
"('BBDC4.SA', 'GFNORTEO.M')","('Bank Bradesco SA Participating Preferred', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLLA', 0.065)]"
"('BBDC4.SA', 'GMEXICOB.M')","('Bank Bradesco SA Participating Preferred', 'Grupo Mexico SAB de CV')",1,"[('FLLA', 0.058)]"
"('BBDC4.SA', 'WALMEX.MX')","('Bank Bradesco SA Participating Preferred', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.06)]"
"('GFNORTEO.M', 'PETR4.SA')","('Grupo Financiero Banorte SAB de CV Class O', 'Petroleo Brasileiro SA Petrobras Participating Preferred')",1,"[('FLLA', 0.065)]"
"('GFNORTEO.M', 'PETR3.SA')","('Grupo Financiero Banorte SAB de CV Class O', 'Petroleo Brasileiro SA Petrobras')",1,"[('FLLA', 0.058)]"
"('GFNORTEO.M', 'ITUB4.SA')","('Grupo Financiero Banorte SAB de CV Class O', 'Itau Unibanco Holding SA Participating Preferred')",1,"[('FLLA', 0.07)]"
"('B3SA3.SA', 'GFNORTEO.M')","('B3 SA - Brasil Bolsa Balcao', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLLA', 0.06)]"
"('GFNORTEO.M', 'VALE3.SA')","('Grupo Financiero Banorte SAB de CV Class O', 'Vale SA')",1,"[('FLLA', 0.135)]"
"('GMEXICOB.M', 'PETR4.SA')","('Grupo Mexico SAB de CV', 'Petroleo Brasileiro SA Petrobras Participating Preferred')",1,"[('FLLA', 0.058)]"
"('PETR4.SA', 'WALMEX.MX')","('Petroleo Brasileiro SA Petrobras Participating Preferred', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.06)]"
"('GMEXICOB.M', 'PETR3.SA')","('Grupo Mexico SAB de CV', 'Petroleo Brasileiro SA Petrobras')",1,"[('FLLA', 0.051)]"
"('PETR3.SA', 'WALMEX.MX')","('Petroleo Brasileiro SA Petrobras', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.053)]"
"('GMEXICOB.M', 'ITUB4.SA')","('Grupo Mexico SAB de CV', 'Itau Unibanco Holding SA Participating Preferred')",1,"[('FLLA', 0.063)]"
"('ITUB4.SA', 'WALMEX.MX')","('Itau Unibanco Holding SA Participating Preferred', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.065)]"
"('B3SA3.SA', 'GMEXICOB.M')","('B3 SA - Brasil Bolsa Balcao', 'Grupo Mexico SAB de CV')",1,"[('FLLA', 0.053)]"
"('B3SA3.SA', 'WALMEX.MX')","('B3 SA - Brasil Bolsa Balcao', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.055)]"
"('VALE3.SA', 'WALMEX.MX')","('Vale SA', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLLA', 0.13)]"
"('APH', 'SNPS')","('Amphenol Corp Class A', 'Synopsys Inc')",1,"[('FLLV', 0.03)]"
"('ADI', 'SNPS')","('Analog Devices Inc', 'Synopsys Inc')",1,"[('FLLV', 0.03)]"
"('IBM', 'SNPS')","('International Business Machines Corp', 'Synopsys Inc')",1,"[('FLLV', 0.03)]"
"('SNPS', 'V')","('Synopsys Inc', 'Visa Inc Class A')",1,"[('FLLV', 0.03)]"
"('CSCO', 'SNPS')","('Cisco Systems Inc', 'Synopsys Inc')",1,"[('FLLV', 0.03)]"
"('SNPS', 'TXN')","('Synopsys Inc', 'Texas Instruments Inc')",1,"[('FLLV', 0.03)]"
"('APH', 'MSFT')","('Amphenol Corp Class A', 'Microsoft Corp')",1,"[('FLLV', 0.029)]"
"('APH', 'INTU')","('Amphenol Corp Class A', 'Intuit Inc')",1,"[('FLLV', 0.03)]"
"('ADI', 'APH')","('Analog Devices Inc', 'Amphenol Corp Class A')",1,"[('FLLV', 0.029)]"
"('APH', 'ORCL')","('Amphenol Corp Class A', 'Oracle Corp')",1,"[('FLLV', 0.031)]"
"('APH', 'IBM')","('Amphenol Corp Class A', 'International Business Machines Corp')",1,"[('FLLV', 0.03)]"
"('APH', 'V')","('Amphenol Corp Class A', 'Visa Inc Class A')",1,"[('FLLV', 0.029)]"
"('APH', 'CSCO')","('Amphenol Corp Class A', 'Cisco Systems Inc')",1,"[('FLLV', 0.029)]"
"('APH', 'TXN')","('Amphenol Corp Class A', 'Texas Instruments Inc')",1,"[('FLLV', 0.029)]"
"('ADI', 'CSCO')","('Analog Devices Inc', 'Cisco Systems Inc')",1,"[('FLLV', 0.029)]"
"('IBM', 'V')","('International Business Machines Corp', 'Visa Inc Class A')",1,"[('FLLV', 0.03)]"
"('EN.PA', 'PWR')","('Bouygues', 'Quanta Services Inc')",1,"[('FLM', 0.062)]"
"('PWR', 'SKA B')","('Quanta Services Inc', 'Skanska AB Class B')",1,"[('FLM', 0.062)]"
"('DG.PA', 'PWR')","('Vinci SA', 'Quanta Services Inc')",1,"[('FLM', 0.066)]"
"('ACM', 'PWR')","('AECOM', 'Quanta Services Inc')",1,"[('FLM', 0.064)]"
"('FGR.PA', 'PWR')","('Eiffage SA', 'Quanta Services Inc')",1,"[('FLM', 0.061)]"
"('J', 'PWR')","('Jacobs Engineering Group Inc', 'Quanta Services Inc')",1,"[('FLM', 0.065)]"
"('KRX.L', 'PWR')","('Kingspan Group PLC', 'Quanta Services Inc')",1,"[('FLM', 0.066)]"
"('MTZ', 'PWR')","('MasTec Inc', 'Quanta Services Inc')",1,"[('FLM', 0.061)]"
"('KBR', 'PWR')","('KBR Inc', 'Quanta Services Inc')",1,"[('FLM', 0.06)]"
"('EN.PA', 'SKA B')","('Bouygues', 'Skanska AB Class B')",1,"[('FLM', 0.059)]"
"('DG.PA', 'EN.PA')","('Vinci SA', 'Bouygues')",1,"[('FLM', 0.063)]"
"('ACM', 'EN.PA')","('AECOM', 'Bouygues')",1,"[('FLM', 0.061)]"
"('EN.PA', 'FGR.PA')","('Bouygues', 'Eiffage SA')",1,"[('FLM', 0.058)]"
"('EN.PA', 'J')","('Bouygues', 'Jacobs Engineering Group Inc')",1,"[('FLM', 0.063)]"
"('EN.PA', 'KRX.L')","('Bouygues', 'Kingspan Group PLC')",1,"[('FLM', 0.064)]"
"('EN.PA', 'MTZ')","('Bouygues', 'MasTec Inc')",1,"[('FLM', 0.059)]"
"('EN.PA', 'KBR')","('Bouygues', 'KBR Inc')",1,"[('FLM', 0.058)]"
"('DG.PA', 'SKA B')","('Vinci SA', 'Skanska AB Class B')",1,"[('FLM', 0.063)]"
"('ACM', 'SKA B')","('AECOM', 'Skanska AB Class B')",1,"[('FLM', 0.061)]"
"('FGR.PA', 'SKA B')","('Eiffage SA', 'Skanska AB Class B')",1,"[('FLM', 0.057)]"
"('J', 'SKA B')","('Jacobs Engineering Group Inc', 'Skanska AB Class B')",1,"[('FLM', 0.062)]"
"('KRX.L', 'SKA B')","('Kingspan Group PLC', 'Skanska AB Class B')",1,"[('FLM', 0.063)]"
"('MTZ', 'SKA B')","('MasTec Inc', 'Skanska AB Class B')",1,"[('FLM', 0.058)]"
"('KBR', 'SKA B')","('KBR Inc', 'Skanska AB Class B')",1,"[('FLM', 0.057)]"
"('ACM', 'DG.PA')","('AECOM', 'Vinci SA')",1,"[('FLM', 0.065)]"
"('DG.PA', 'FGR.PA')","('Vinci SA', 'Eiffage SA')",1,"[('FLM', 0.061)]"
"('DG.PA', 'J')","('Vinci SA', 'Jacobs Engineering Group Inc')",1,"[('FLM', 0.066)]"
"('DG.PA', 'KRX.L')","('Vinci SA', 'Kingspan Group PLC')",1,"[('FLM', 0.067)]"
"('DG.PA', 'MTZ')","('Vinci SA', 'MasTec Inc')",1,"[('FLM', 0.062)]"
"('DG.PA', 'KBR')","('Vinci SA', 'KBR Inc')",1,"[('FLM', 0.061)]"
"('ACM', 'FGR.PA')","('AECOM', 'Eiffage SA')",1,"[('FLM', 0.06)]"
"('ACM', 'J')","('AECOM', 'Jacobs Engineering Group Inc')",1,"[('FLM', 0.064)]"
"('ACM', 'KRX.L')","('AECOM', 'Kingspan Group PLC')",1,"[('FLM', 0.065)]"
"('ACM', 'MTZ')","('AECOM', 'MasTec Inc')",1,"[('FLM', 0.06)]"
"('ACM', 'KBR')","('AECOM', 'KBR Inc')",1,"[('FLM', 0.059)]"
"('FGR.PA', 'J')","('Eiffage SA', 'Jacobs Engineering Group Inc')",1,"[('FLM', 0.061)]"
"('FGR.PA', 'KRX.L')","('Eiffage SA', 'Kingspan Group PLC')",1,"[('FLM', 0.062)]"
"('FGR.PA', 'MTZ')","('Eiffage SA', 'MasTec Inc')",1,"[('FLM', 0.057)]"
"('FGR.PA', 'KBR')","('Eiffage SA', 'KBR Inc')",1,"[('FLM', 0.056)]"
"('J', 'KRX.L')","('Jacobs Engineering Group Inc', 'Kingspan Group PLC')",1,"[('FLM', 0.066)]"
"('J', 'MTZ')","('Jacobs Engineering Group Inc', 'MasTec Inc')",1,"[('FLM', 0.062)]"
"('J', 'KBR')","('Jacobs Engineering Group Inc', 'KBR Inc')",1,"[('FLM', 0.061)]"
"('KRX.L', 'MTZ')","('Kingspan Group PLC', 'MasTec Inc')",1,"[('FLM', 0.063)]"
"('KBR', 'KRX.L')","('KBR Inc', 'Kingspan Group PLC')",1,"[('FLM', 0.062)]"
"('KBR', 'MTZ')","('KBR Inc', 'MasTec Inc')",1,"[('FLM', 0.057)]"
"('AMXL.MX', 'CEMEXCPO.M')","('America Movil SAB de CV Class L', 'Cemex SAB de CV')",1,"[('FLMX', 0.171)]"
"('AMXL.MX', 'BIMBOA.MX')","('America Movil SAB de CV Class L', 'Grupo Bimbo SAB de CV Shs A')",1,"[('FLMX', 0.154)]"
"('AMXL.MX', 'FEMSAUBD.M')","('America Movil SAB de CV Class L', 'Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)')",1,"[('FLMX', 0.206)]"
"('AMXL.MX', 'FUNO 11.MX')","('America Movil SAB de CV Class L', 'Fibra Uno Administracion SA de CV Certificados Bursatiles Fiduciarios Inmob')",1,"[('FLMX', 0.151)]"
"('AMXL.MX', 'ELEKTRA.MX')","('America Movil SAB de CV Class L', 'Grupo Elektra SAB de CV')",1,"[('FLMX', 0.159)]"
"('AMXL.MX', 'TLEVISACPO')","('America Movil SAB de CV Class L', 'Grupo Televisa SAB')",1,"[('FLMX', 0.166)]"
"('CEMEXCPO.M', 'GFNORTEO.M')","('Cemex SAB de CV', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLMX', 0.154)]"
"('BIMBOA.MX', 'GFNORTEO.M')","('Grupo Bimbo SAB de CV Shs A', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLMX', 0.138)]"
"('FEMSAUBD.M', 'GFNORTEO.M')","('Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLMX', 0.189)]"
"('FUNO 11.MX', 'GFNORTEO.M')","('Fibra Uno Administracion SA de CV Certificados Bursatiles Fiduciarios Inmob', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLMX', 0.134)]"
"('ELEKTRA.MX', 'GFNORTEO.M')","('Grupo Elektra SAB de CV', 'Grupo Financiero Banorte SAB de CV Class O')",1,"[('FLMX', 0.142)]"
"('GFNORTEO.M', 'TLEVISACPO')","('Grupo Financiero Banorte SAB de CV Class O', 'Grupo Televisa SAB')",1,"[('FLMX', 0.149)]"
"('BIMBOA.MX', 'CEMEXCPO.M')","('Grupo Bimbo SAB de CV Shs A', 'Cemex SAB de CV')",1,"[('FLMX', 0.079)]"
"('CEMEXCPO.M', 'FEMSAUBD.M')","('Cemex SAB de CV', 'Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)')",1,"[('FLMX', 0.13)]"
"('CEMEXCPO.M', 'FUNO 11.MX')","('Cemex SAB de CV', 'Fibra Uno Administracion SA de CV Certificados Bursatiles Fiduciarios Inmob')",1,"[('FLMX', 0.075)]"
"('CEMEXCPO.M', 'ELEKTRA.MX')","('Cemex SAB de CV', 'Grupo Elektra SAB de CV')",1,"[('FLMX', 0.083)]"
"('CEMEXCPO.M', 'GMEXICOB.M')","('Cemex SAB de CV', 'Grupo Mexico SAB de CV')",1,"[('FLMX', 0.129)]"
"('CEMEXCPO.M', 'WALMEX.MX')","('Cemex SAB de CV', 'Wal - Mart de Mexico SAB de CV')",1,"[('FLMX', 0.137)]"
"('CEMEXCPO.M', 'TLEVISACPO')","('Cemex SAB de CV', 'Grupo Televisa SAB')",1,"[('FLMX', 0.09)]"
"('BIMBOA.MX', 'FEMSAUBD.M')","('Grupo Bimbo SAB de CV Shs A', 'Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)')",1,"[('FLMX', 0.114)]"
