Bigram,Name,NumAppearances,Holders
"('PHR', 'TECH')","('Phreesia Inc', 'Bio-Techne Corp')",1,"[('BFTR', 0.056)]"
"('PHR', 'VRM')","('Phreesia Inc', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.06)]"
"('PHR', 'TXG')","('Phreesia Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.057)]"
"('AMRS', 'PHR')","('Amyris Inc', 'Phreesia Inc')",1,"[('BFTR', 0.059)]"
"('AXON', 'PHR')","('Axon Enterprise Inc', 'Phreesia Inc')",1,"[('BFTR', 0.063)]"
"('AVLR', 'FRPT')","('Avalara Inc', 'Freshpet Inc')",1,"[('BFTR', 0.059)]"
"('AVLR', 'LSPD.TO')","('Avalara Inc', 'Lightspeed POS Inc Ordinary Shares (Sub Voting)')",1,"[('BFTR', 0.058)]"
"('AVLR', 'TECH')","('Avalara Inc', 'Bio-Techne Corp')",1,"[('BFTR', 0.059)]"
"('AVLR', 'VRM')","('Avalara Inc', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.062)]"
"('AVLR', 'TXG')","('Avalara Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.06)]"
"('AMRS', 'AVLR')","('Amyris Inc', 'Avalara Inc')",1,"[('BFTR', 0.062)]"
"('AVLR', 'AXON')","('Avalara Inc', 'Axon Enterprise Inc')",1,"[('BFTR', 0.065)]"
"('FRPT', 'LSPD.TO')","('Freshpet Inc', 'Lightspeed POS Inc Ordinary Shares (Sub Voting)')",1,"[('BFTR', 0.054)]"
"('FRPT', 'TECH')","('Freshpet Inc', 'Bio-Techne Corp')",1,"[('BFTR', 0.055)]"
"('FRPT', 'VRM')","('Freshpet Inc', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.059)]"
"('FRPT', 'TXG')","('Freshpet Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.056)]"
"('AMRS', 'FRPT')","('Amyris Inc', 'Freshpet Inc')",1,"[('BFTR', 0.058)]"
"('LSPD.TO', 'TECH')","('Lightspeed POS Inc Ordinary Shares (Sub Voting)', 'Bio-Techne Corp')",1,"[('BFTR', 0.054)]"
"('LSPD.TO', 'VRM')","('Lightspeed POS Inc Ordinary Shares (Sub Voting)', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.058)]"
"('LSPD.TO', 'TXG')","('Lightspeed POS Inc Ordinary Shares (Sub Voting)', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.055)]"
"('AMRS', 'LSPD.TO')","('Amyris Inc', 'Lightspeed POS Inc Ordinary Shares (Sub Voting)')",1,"[('BFTR', 0.058)]"
"('AXON', 'LSPD.TO')","('Axon Enterprise Inc', 'Lightspeed POS Inc Ordinary Shares (Sub Voting)')",1,"[('BFTR', 0.061)]"
"('TECH', 'VRM')","('Bio-Techne Corp', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.059)]"
"('TECH', 'TXG')","('Bio-Techne Corp', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.056)]"
"('AMRS', 'TECH')","('Amyris Inc', 'Bio-Techne Corp')",1,"[('BFTR', 0.058)]"
"('TXG', 'VRM')","('10x Genomics Inc Ordinary Shares - Class A', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.059)]"
"('AMRS', 'VRM')","('Amyris Inc', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.062)]"
"('AXON', 'VRM')","('Axon Enterprise Inc', 'Vroom Inc Ordinary Shares')",1,"[('BFTR', 0.065)]"
"('AMRS', 'TXG')","('Amyris Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BFTR', 0.059)]"
"('AMRS', 'AXON')","('Amyris Inc', 'Axon Enterprise Inc')",1,"[('BFTR', 0.065)]"
"('CAT', 'PLD')","('Caterpillar Inc', 'Prologis Inc')",1,"[('BIBL', 0.044)]"
"('COST', 'PLD')","('Costco Wholesale Corp', 'Prologis Inc')",1,"[('BIBL', 0.055)]"
"('LOW', 'PLD')","(""Lowe's Companies Inc"", 'Prologis Inc')",1,"[('BIBL', 0.047)]"
"('NEE', 'PLD')","('NextEra Energy Inc', 'Prologis Inc')",1,"[('BIBL', 0.047)]"
"('HON', 'PLD')","('Honeywell International Inc', 'Prologis Inc')",1,"[('BIBL', 0.051)]"
"('PLD', 'UNP')","('Prologis Inc', 'Union Pacific Corp')",1,"[('BIBL', 0.051)]"
"('PLD', 'ZTS')","('Prologis Inc', 'Zoetis Inc Class A')",1,"[('BIBL', 0.037)]"
"('CAT', 'ZTS')","('Caterpillar Inc', 'Zoetis Inc Class A')",1,"[('BIBL', 0.045)]"
"('LOW', 'ZTS')","(""Lowe's Companies Inc"", 'Zoetis Inc Class A')",1,"[('BIBL', 0.048)]"
"('NVDA', 'ZTS')","('NVIDIA Corp', 'Zoetis Inc Class A')",1,"[('BIBL', 0.117)]"
"('NEE', 'ZTS')","('NextEra Energy Inc', 'Zoetis Inc Class A')",1,"[('BIBL', 0.048)]"
"('AMT', 'ZTS')","('American Tower Corp', 'Zoetis Inc Class A')",1,"[('BIBL', 0.043)]"
"('HON', 'ZTS')","('Honeywell International Inc', 'Zoetis Inc Class A')",1,"[('BIBL', 0.052)]"
"('UNP', 'ZTS')","('Union Pacific Corp', 'Zoetis Inc Class A')",1,"[('BIBL', 0.052)]"
"('AZRE.BO', 'WIT.BO')","('Azure Power Global Ltd', 'Wipro Ltd ADR')",1,"[('BICK', 0.037)]"
"('AZRE.BO', 'MMYT.BO')","('Azure Power Global Ltd', 'MakeMyTrip Ltd')",1,"[('BICK', 0.038)]"
"('AXB.BO', 'AZRE.BO')","('Axis Bank Ltd GDR', 'Azure Power Global Ltd')",1,"[('BICK', 0.037)]"
"('AZRE.BO', 'TTM.BO')","('Azure Power Global Ltd', 'Tata Motors Ltd ADR')",1,"[('BICK', 0.037)]"
"('AZRE.BO', 'INFY.BO')","('Azure Power Global Ltd', 'Infosys Ltd')",1,"[('BICK', 0.038)]"
"('AZRE.BO', 'RDY.BO')","('Azure Power Global Ltd', ""Dr Reddy's Laboratories Ltd ADR"")",1,"[('BICK', 0.037)]"
"('AZRE.BO', 'YTRA.BO')","('Azure Power Global Ltd', 'Yatra Online Inc')",1,"[('BICK', 0.038)]"
"('AZRE.BO', 'WNS')","('Azure Power Global Ltd', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.038)]"
"('AZRE.BO', 'SIFY.BO')","('Azure Power Global Ltd', 'Sify Technologies Ltd ADR')",1,"[('BICK', 0.039)]"
"('MMYT.BO', 'WIT.BO')","('MakeMyTrip Ltd', 'Wipro Ltd ADR')",1,"[('BICK', 0.033)]"
"('AXB.BO', 'WIT.BO')","('Axis Bank Ltd GDR', 'Wipro Ltd ADR')",1,"[('BICK', 0.032)]"
"('TTM.BO', 'WIT.BO')","('Tata Motors Ltd ADR', 'Wipro Ltd ADR')",1,"[('BICK', 0.033)]"
"('INFY.BO', 'WIT.BO')","('Infosys Ltd', 'Wipro Ltd ADR')",1,"[('BICK', 0.033)]"
"('RDY.BO', 'WIT.BO')","(""Dr Reddy's Laboratories Ltd ADR"", 'Wipro Ltd ADR')",1,"[('BICK', 0.032)]"
"('WIT.BO', 'YTRA.BO')","('Wipro Ltd ADR', 'Yatra Online Inc')",1,"[('BICK', 0.033)]"
"('WIT.BO', 'WNS')","('Wipro Ltd ADR', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.033)]"
"('SIFY.BO', 'WIT.BO')","('Sify Technologies Ltd ADR', 'Wipro Ltd ADR')",1,"[('BICK', 0.034)]"
"('AXB.BO', 'MMYT.BO')","('Axis Bank Ltd GDR', 'MakeMyTrip Ltd')",1,"[('BICK', 0.033)]"
"('MMYT.BO', 'TTM.BO')","('MakeMyTrip Ltd', 'Tata Motors Ltd ADR')",1,"[('BICK', 0.034)]"
"('INFY.BO', 'MMYT.BO')","('Infosys Ltd', 'MakeMyTrip Ltd')",1,"[('BICK', 0.035)]"
"('MMYT.BO', 'RDY.BO')","('MakeMyTrip Ltd', ""Dr Reddy's Laboratories Ltd ADR"")",1,"[('BICK', 0.034)]"
"('MMYT.BO', 'YTRA.BO')","('MakeMyTrip Ltd', 'Yatra Online Inc')",1,"[('BICK', 0.035)]"
"('MMYT.BO', 'WNS')","('MakeMyTrip Ltd', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.035)]"
"('MMYT.BO', 'SIFY.BO')","('MakeMyTrip Ltd', 'Sify Technologies Ltd ADR')",1,"[('BICK', 0.036)]"
"('AXB.BO', 'TTM.BO')","('Axis Bank Ltd GDR', 'Tata Motors Ltd ADR')",1,"[('BICK', 0.033)]"
"('AXB.BO', 'INFY.BO')","('Axis Bank Ltd GDR', 'Infosys Ltd')",1,"[('BICK', 0.033)]"
"('AXB.BO', 'RDY.BO')","('Axis Bank Ltd GDR', ""Dr Reddy's Laboratories Ltd ADR"")",1,"[('BICK', 0.032)]"
"('AXB.BO', 'YTRA.BO')","('Axis Bank Ltd GDR', 'Yatra Online Inc')",1,"[('BICK', 0.033)]"
"('AXB.BO', 'WNS')","('Axis Bank Ltd GDR', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.033)]"
"('AXB.BO', 'SIFY.BO')","('Axis Bank Ltd GDR', 'Sify Technologies Ltd ADR')",1,"[('BICK', 0.034)]"
"('RDY.BO', 'TTM.BO')","(""Dr Reddy's Laboratories Ltd ADR"", 'Tata Motors Ltd ADR')",1,"[('BICK', 0.033)]"
"('TTM.BO', 'YTRA.BO')","('Tata Motors Ltd ADR', 'Yatra Online Inc')",1,"[('BICK', 0.034)]"
"('TTM.BO', 'WNS')","('Tata Motors Ltd ADR', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.034)]"
"('SIFY.BO', 'TTM.BO')","('Sify Technologies Ltd ADR', 'Tata Motors Ltd ADR')",1,"[('BICK', 0.035)]"
"('INFY.BO', 'RDY.BO')","('Infosys Ltd', ""Dr Reddy's Laboratories Ltd ADR"")",1,"[('BICK', 0.034)]"
"('INFY.BO', 'YTRA.BO')","('Infosys Ltd', 'Yatra Online Inc')",1,"[('BICK', 0.035)]"
"('INFY.BO', 'WNS')","('Infosys Ltd', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.035)]"
"('INFY.BO', 'SIFY.BO')","('Infosys Ltd', 'Sify Technologies Ltd ADR')",1,"[('BICK', 0.036)]"
"('RDY.BO', 'YTRA.BO')","(""Dr Reddy's Laboratories Ltd ADR"", 'Yatra Online Inc')",1,"[('BICK', 0.034)]"
"('RDY.BO', 'WNS')","(""Dr Reddy's Laboratories Ltd ADR"", 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.034)]"
"('RDY.BO', 'SIFY.BO')","(""Dr Reddy's Laboratories Ltd ADR"", 'Sify Technologies Ltd ADR')",1,"[('BICK', 0.035)]"
"('WNS', 'YTRA.BO')","('WNS (Holdings) Ltd ADR', 'Yatra Online Inc')",1,"[('BICK', 0.034)]"
"('SIFY.BO', 'YTRA.BO')","('Sify Technologies Ltd ADR', 'Yatra Online Inc')",1,"[('BICK', 0.035)]"
"('SIFY.BO', 'WNS')","('Sify Technologies Ltd ADR', 'WNS (Holdings) Ltd ADR')",1,"[('BICK', 0.035)]"
"('GSBD', 'MAIN')","('Goldman Sachs BDC Inc', 'Main Street Capital Corp')",1,"[('BIZD', 0.097)]"
"('GSBD', 'TSLX')","('Goldman Sachs BDC Inc', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.091)]"
"('ARCC', 'GSBD')","('Ares Capital Corp', 'Goldman Sachs BDC Inc')",1,"[('BIZD', 0.203)]"
"('GSBD', 'ORCC')","('Goldman Sachs BDC Inc', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.129)]"
"('GSBD', 'PSEC')","('Goldman Sachs BDC Inc', 'Prospect Capital Corp')",1,"[('BIZD', 0.093)]"
"('GBDC', 'GSBD')","('Golub Capital BDC Inc Class B', 'Goldman Sachs BDC Inc')",1,"[('BIZD', 0.091)]"
"('GSBD', 'HTGC')","('Goldman Sachs BDC Inc', 'Hercules Capital Inc')",1,"[('BIZD', 0.097)]"
"('MAIN', 'TSLX')","('Main Street Capital Corp', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.097)]"
"('MAIN', 'NMFC')","('Main Street Capital Corp', 'New Mountain Finance Corp')",1,"[('BIZD', 0.092)]"
"('MAIN', 'ORCC')","('Main Street Capital Corp', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.135)]"
"('HTGC', 'MAIN')","('Hercules Capital Inc', 'Main Street Capital Corp')",1,"[('BIZD', 0.102)]"
"('NMFC', 'TSLX')","('New Mountain Finance Corp', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.086)]"
"('ARCC', 'TSLX')","('Ares Capital Corp', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.204)]"
"('ORCC', 'TSLX')","('Owl Rock Capital Corp Ordinary Shares', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.13)]"
"('PSEC', 'TSLX')","('Prospect Capital Corp', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.094)]"
"('GBDC', 'TSLX')","('Golub Capital BDC Inc Class B', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.091)]"
"('HTGC', 'TSLX')","('Hercules Capital Inc', 'Sixth Street Specialty Lending Inc')",1,"[('BIZD', 0.097)]"
"('ARCC', 'NMFC')","('Ares Capital Corp', 'New Mountain Finance Corp')",1,"[('BIZD', 0.198)]"
"('NMFC', 'ORCC')","('New Mountain Finance Corp', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.124)]"
"('NMFC', 'PSEC')","('New Mountain Finance Corp', 'Prospect Capital Corp')",1,"[('BIZD', 0.088)]"
"('GBDC', 'NMFC')","('Golub Capital BDC Inc Class B', 'New Mountain Finance Corp')",1,"[('BIZD', 0.086)]"
"('HTGC', 'NMFC')","('Hercules Capital Inc', 'New Mountain Finance Corp')",1,"[('BIZD', 0.092)]"
"('ARCC', 'ORCC')","('Ares Capital Corp', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.241)]"
"('FSK', 'ORCC')","('FS KKR Capital Corp', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.194)]"
"('ORCC', 'PSEC')","('Owl Rock Capital Corp Ordinary Shares', 'Prospect Capital Corp')",1,"[('BIZD', 0.131)]"
"('GBDC', 'ORCC')","('Golub Capital BDC Inc Class B', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.129)]"
"('HTGC', 'ORCC')","('Hercules Capital Inc', 'Owl Rock Capital Corp Ordinary Shares')",1,"[('BIZD', 0.135)]"
"('FSK', 'HTGC')","('FS KKR Capital Corp', 'Hercules Capital Inc')",1,"[('BIZD', 0.162)]"
"('HTGC', 'PSEC')","('Hercules Capital Inc', 'Prospect Capital Corp')",1,"[('BIZD', 0.099)]"
"('DKNG', 'LVS')","('DraftKings Inc Ordinary Shares - Class A', 'Las Vegas Sands Corp')",1,"[('BJK', 0.136)]"
"('DKNG', 'EVO')","('DraftKings Inc Ordinary Shares - Class A', 'Evolution AB')",1,"[('BJK', 0.139)]"
"('DKNG', 'MGM')","('DraftKings Inc Ordinary Shares - Class A', 'MGM Resorts International')",1,"[('BJK', 0.122)]"
"('00027.HK', 'DKNG')","('Galaxy Entertainment Group Ltd', 'DraftKings Inc Ordinary Shares - Class A')",1,"[('BJK', 0.133)]"
"('DKNG', 'VICI')","('DraftKings Inc Ordinary Shares - Class A', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.114)]"
"('ALL.AX', 'DKNG')","('Aristocrat Leisure Ltd', 'DraftKings Inc Ordinary Shares - Class A')",1,"[('BJK', 0.13)]"
"('CZR', 'LVS')","('Caesars Entertainment Inc', 'Las Vegas Sands Corp')",1,"[('BJK', 0.11)]"
"('CZR', 'EVO')","('Caesars Entertainment Inc', 'Evolution AB')",1,"[('BJK', 0.113)]"
"('00027.HK', 'CZR')","('Galaxy Entertainment Group Ltd', 'Caesars Entertainment Inc')",1,"[('BJK', 0.107)]"
"('CZR', 'VICI')","('Caesars Entertainment Inc', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.088)]"
"('ALL.AX', 'CZR')","('Aristocrat Leisure Ltd', 'Caesars Entertainment Inc')",1,"[('BJK', 0.103)]"
"('EVO', 'LVS')","('Evolution AB', 'Las Vegas Sands Corp')",1,"[('BJK', 0.134)]"
"('LVS', 'MGM')","('Las Vegas Sands Corp', 'MGM Resorts International')",1,"[('BJK', 0.117)]"
"('00027.HK', 'LVS')","('Galaxy Entertainment Group Ltd', 'Las Vegas Sands Corp')",1,"[('BJK', 0.128)]"
"('LVS', 'VICI')","('Las Vegas Sands Corp', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.109)]"
"('ENT.L', 'LVS')","('Entain PLC', 'Las Vegas Sands Corp')",1,"[('BJK', 0.107)]"
"('ALL.AX', 'LVS')","('Aristocrat Leisure Ltd', 'Las Vegas Sands Corp')",1,"[('BJK', 0.124)]"
"('FLTR.L', 'LVS')","('Flutter Entertainment PLC', 'Las Vegas Sands Corp')",1,"[('BJK', 0.142)]"
"('EVO', 'MGM')","('Evolution AB', 'MGM Resorts International')",1,"[('BJK', 0.12)]"
"('00027.HK', 'EVO')","('Galaxy Entertainment Group Ltd', 'Evolution AB')",1,"[('BJK', 0.131)]"
"('EVO', 'VICI')","('Evolution AB', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.113)]"
"('ENT.L', 'EVO')","('Entain PLC', 'Evolution AB')",1,"[('BJK', 0.111)]"
"('ALL.AX', 'EVO')","('Aristocrat Leisure Ltd', 'Evolution AB')",1,"[('BJK', 0.128)]"
"('EVO', 'FLTR.L')","('Evolution AB', 'Flutter Entertainment PLC')",1,"[('BJK', 0.146)]"
"('00027.HK', 'MGM')","('Galaxy Entertainment Group Ltd', 'MGM Resorts International')",1,"[('BJK', 0.114)]"
"('MGM', 'VICI')","('MGM Resorts International', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.095)]"
"('ENT.L', 'MGM')","('Entain PLC', 'MGM Resorts International')",1,"[('BJK', 0.093)]"
"('ALL.AX', 'MGM')","('Aristocrat Leisure Ltd', 'MGM Resorts International')",1,"[('BJK', 0.111)]"
"('FLTR.L', 'MGM')","('Flutter Entertainment PLC', 'MGM Resorts International')",1,"[('BJK', 0.129)]"
"('00027.HK', 'VICI')","('Galaxy Entertainment Group Ltd', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.106)]"
"('00027.HK', 'ENT.L')","('Galaxy Entertainment Group Ltd', 'Entain PLC')",1,"[('BJK', 0.104)]"
"('00027.HK', 'ALL.AX')","('Galaxy Entertainment Group Ltd', 'Aristocrat Leisure Ltd')",1,"[('BJK', 0.121)]"
"('00027.HK', 'FLTR.L')","('Galaxy Entertainment Group Ltd', 'Flutter Entertainment PLC')",1,"[('BJK', 0.139)]"
"('ENT.L', 'VICI')","('Entain PLC', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.086)]"
"('ALL.AX', 'VICI')","('Aristocrat Leisure Ltd', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.103)]"
"('FLTR.L', 'VICI')","('Flutter Entertainment PLC', 'VICI Properties Inc Ordinary Shares')",1,"[('BJK', 0.121)]"
"('ALL.AX', 'ENT.L')","('Aristocrat Leisure Ltd', 'Entain PLC')",1,"[('BJK', 0.101)]"
"('ALL.AX', 'FLTR.L')","('Aristocrat Leisure Ltd', 'Flutter Entertainment PLC')",1,"[('BJK', 0.136)]"
"('02269', 'INFY.BO')","('WuXi Biologics (Cayman) Inc Registered Shs Unitary 144A/Reg S', 'Infosys Ltd')",1,"[('BKF', 0.028)]"
"('02269', 'VALE3.SA')","('WuXi Biologics (Cayman) Inc Registered Shs Unitary 144A/Reg S', 'Vale SA')",1,"[('BKF', 0.032)]"
"('EMDU21', 'MRVL')","('E-mini S&P MidCap 400 Future Sept 21', 'Marvell Technology Inc')",1,"[('BKMC', 0.01)]"
"('EMDU21', 'MPC')","('E-mini S&P MidCap 400 Future Sept 21', 'Marathon Petroleum Corp')",1,"[('BKMC', 0.009)]"
"('EMDU21', 'PINS')","('E-mini S&P MidCap 400 Future Sept 21', 'Pinterest Inc')",1,"[('BKMC', 0.01)]"
"('DXCM', 'EMDU21')","('DexCom Inc', 'E-mini S&P MidCap 400 Future Sept 21')",1,"[('BKMC', 0.01)]"
"('CDNS', 'EMDU21')","('Cadence Design Systems Inc', 'E-mini S&P MidCap 400 Future Sept 21')",1,"[('BKMC', 0.009)]"
"('EMDU21', 'PSX')","('E-mini S&P MidCap 400 Future Sept 21', 'Phillips 66')",1,"[('BKMC', 0.009)]"
"('EMDU21', 'IFF')","('E-mini S&P MidCap 400 Future Sept 21', 'International Flavors & Fragrances Inc')",1,"[('BKMC', 0.009)]"
"('ALXN', 'EMDU21')","('Alexion Pharmaceuticals Inc', 'E-mini S&P MidCap 400 Future Sept 21')",1,"[('BKMC', 0.01)]"
"('EMDU21', 'PXD')","('E-mini S&P MidCap 400 Future Sept 21', 'Pioneer Natural Resources Co')",1,"[('BKMC', 0.009)]"
"('LSI', 'XEC')","('Life Storage Inc', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('REXR', 'XEC')","('Rexford Industrial Realty Inc', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('NTNX', 'XEC')","('Nutanix Inc A', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('CROX', 'XEC')","('Crocs Inc', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('LSCC', 'XEC')","('Lattice Semiconductor Corp', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('IIVI', 'XEC')","('II-VI Inc', 'Cimarex Energy Co')",1,"[('BKSE', 0.005)]"
"('NTLA', 'XEC')","('Intellia Therapeutics Inc', 'Cimarex Energy Co')",1,"[('BKSE', 0.006)]"
"('6702', 'COIN')","('Fujitsu Ltd', 'Coinbase Global Inc Ordinary Shares - Class A')",1,"[('BLCN', 0.042)]"
"('AMD', 'COIN')","('Advanced Micro Devices Inc', 'Coinbase Global Inc Ordinary Shares - Class A')",1,"[('BLCN', 0.041)]"
"('COIN', 'IBM')","('Coinbase Global Inc Ordinary Shares - Class A', 'International Business Machines Corp')",1,"[('BLCN', 0.041)]"
"('COIN', 'OSTK')","('Coinbase Global Inc Ordinary Shares - Class A', 'Overstock.com Inc')",1,"[('BLCN', 0.041)]"
"('BIDU', 'COIN')","('Baidu Inc ADR', 'Coinbase Global Inc Ordinary Shares - Class A')",1,"[('BLCN', 0.042)]"
"('ACN', 'COIN')","('Accenture PLC Class A', 'Coinbase Global Inc Ordinary Shares - Class A')",1,"[('BLCN', 0.042)]"
"('COIN', 'MSTR')","('Coinbase Global Inc Ordinary Shares - Class A', 'MicroStrategy Inc Class A')",1,"[('BLCN', 0.042)]"
"('6702', 'OSTK')","('Fujitsu Ltd', 'Overstock.com Inc')",1,"[('BLCN', 0.037)]"
"('6702', 'BIDU')","('Fujitsu Ltd', 'Baidu Inc ADR')",1,"[('BLCN', 0.037)]"
"('6702', 'ACN')","('Fujitsu Ltd', 'Accenture PLC Class A')",1,"[('BLCN', 0.037)]"
"('6702', 'MSTR')","('Fujitsu Ltd', 'MicroStrategy Inc Class A')",1,"[('BLCN', 0.038)]"
"('6702', 'SQ')","('Fujitsu Ltd', 'Square Inc A')",1,"[('BLCN', 0.038)]"
"('IBM', 'PYPL')","('International Business Machines Corp', 'PayPal Holdings Inc')",1,"[('BLCN', 0.036)]"
"('OSTK', 'PYPL')","('Overstock.com Inc', 'PayPal Holdings Inc')",1,"[('BLCN', 0.036)]"
"('BIDU', 'PYPL')","('Baidu Inc ADR', 'PayPal Holdings Inc')",1,"[('BLCN', 0.037)]"
"('AMD', 'IBM')","('Advanced Micro Devices Inc', 'International Business Machines Corp')",1,"[('BLCN', 0.035)]"
"('AMD', 'OSTK')","('Advanced Micro Devices Inc', 'Overstock.com Inc')",1,"[('BLCN', 0.035)]"
"('ACN', 'AMD')","('Accenture PLC Class A', 'Advanced Micro Devices Inc')",1,"[('BLCN', 0.036)]"
"('AMD', 'SQ')","('Advanced Micro Devices Inc', 'Square Inc A')",1,"[('BLCN', 0.037)]"
"('IBM', 'OSTK')","('International Business Machines Corp', 'Overstock.com Inc')",1,"[('BLCN', 0.036)]"
"('BIDU', 'IBM')","('Baidu Inc ADR', 'International Business Machines Corp')",1,"[('BLCN', 0.037)]"
"('IBM', 'MSTR')","('International Business Machines Corp', 'MicroStrategy Inc Class A')",1,"[('BLCN', 0.037)]"
"('IBM', 'SQ')","('International Business Machines Corp', 'Square Inc A')",1,"[('BLCN', 0.037)]"
"('BIDU', 'OSTK')","('Baidu Inc ADR', 'Overstock.com Inc')",1,"[('BLCN', 0.036)]"
"('ACN', 'OSTK')","('Accenture PLC Class A', 'Overstock.com Inc')",1,"[('BLCN', 0.036)]"
"('MSTR', 'OSTK')","('MicroStrategy Inc Class A', 'Overstock.com Inc')",1,"[('BLCN', 0.037)]"
"('OSTK', 'SQ')","('Overstock.com Inc', 'Square Inc A')",1,"[('BLCN', 0.037)]"
"('ACN', 'BIDU')","('Accenture PLC Class A', 'Baidu Inc ADR')",1,"[('BLCN', 0.037)]"
"('BIDU', 'MSTR')","('Baidu Inc ADR', 'MicroStrategy Inc Class A')",1,"[('BLCN', 0.037)]"
"('BIDU', 'SQ')","('Baidu Inc ADR', 'Square Inc A')",1,"[('BLCN', 0.038)]"
"('ACN', 'MSTR')","('Accenture PLC Class A', 'MicroStrategy Inc Class A')",1,"[('BLCN', 0.037)]"
"('ACN', 'SQ')","('Accenture PLC Class A', 'Square Inc A')",1,"[('BLCN', 0.038)]"
"('AIV', 'BRX')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'Brixmor Property Group Inc')",1,"[('BLDG', 0.036)]"
"('AIV', 'K2LU.SI')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'ARA LOGOS Logistics Trust')",1,"[('BLDG', 0.032)]"
"('AIV', 'CUBE')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'CubeSmart')",1,"[('BLDG', 0.032)]"
"('AIV', 'DANHOS 13.')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'Fibra Danhos')",1,"[('BLDG', 0.031)]"
"('AIV', 'RVI')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'Retail Value Inc')",1,"[('BLDG', 0.033)]"
"('AIV', 'PSB')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'PS Business Parks Inc')",1,"[('BLDG', 0.031)]"
"('AIV', 'CXP')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'Columbia Property Trust Inc')",1,"[('BLDG', 0.031)]"
"('AIV', 'EXR')","('Apartment Investment & Management Co Ordinary Shares - Class A', 'Extra Space Storage Inc')",1,"[('BLDG', 0.031)]"
"('AFIN', 'AIV')","('American Finance Trust Inc Class A', 'Apartment Investment & Management Co Ordinary Shares - Class A')",1,"[('BLDG', 0.033)]"
"('BRX', 'K2LU.SI')","('Brixmor Property Group Inc', 'ARA LOGOS Logistics Trust')",1,"[('BLDG', 0.035)]"
"('BRX', 'CUBE')","('Brixmor Property Group Inc', 'CubeSmart')",1,"[('BLDG', 0.035)]"
"('BRX', 'DANHOS 13.')","('Brixmor Property Group Inc', 'Fibra Danhos')",1,"[('BLDG', 0.034)]"
