Bigram,Name,SumWeights,Holders,DiffEntries,DiffValue
"('BA', 'HWM')","('Boeing Co', 'Howmet Aerospace Inc')",0.231,"[('ITA', 0.231)]",New,New
"('CHX', 'FTI')","('ChampionX Corp', 'TechnipFMC PLC')",0.23099999999999998,"[('PXJ', 0.143), ('IEZ', 0.088)]",New,New
"('HWM', 'RTX')","('Howmet Aerospace Inc', 'Raytheon Technologies Corp')",0.227,"[('ITA', 0.227)]",New,New
"('FTI', 'NOV')","('TechnipFMC PLC', 'NOV Inc')",0.22400000000000003,"[('PXJ', 0.139), ('IEZ', 0.085)]",New,New
"('BKR', 'FTI')","('Baker Hughes Co Class A', 'TechnipFMC PLC')",0.22300000000000003,"[('PXJ', 0.138), ('IEZ', 0.085)]",New,New
"('CHX', 'NOV')","('ChampionX Corp', 'NOV Inc')",0.221,"[('PXJ', 0.132), ('IEZ', 0.089)]",New,New
"('BKR', 'CHX')","('Baker Hughes Co Class A', 'ChampionX Corp')",0.221,"[('PXJ', 0.132), ('IEZ', 0.089)]",New,New
"('FTI', 'RIG')","('TechnipFMC PLC', 'Transocean Ltd')",0.217,"[('PXJ', 0.131), ('IEZ', 0.086)]",New,New
"('HES', 'PSX')","('Hess Corp', 'Phillips 66')",0.213,"[('IEO', 0.121), ('PXE', 0.092)]",New,New
"('HES', 'MPC')","('Hess Corp', 'Marathon Petroleum Corp')",0.213,"[('IEO', 0.122), ('PXE', 0.091)]",New,New
"('BKR', 'NOV')","('Baker Hughes Co Class A', 'NOV Inc')",0.213,"[('PXJ', 0.127), ('IEZ', 0.086)]",New,New
"('NOV', 'RIG')","('NOV Inc', 'Transocean Ltd')",0.207,"[('PXJ', 0.12), ('IEZ', 0.087)]",New,New
"('BKR', 'RIG')","('Baker Hughes Co Class A', 'Transocean Ltd')",0.206,"[('PXJ', 0.119), ('IEZ', 0.087)]",New,New
"('FTI', 'PTEN')","('TechnipFMC PLC', 'Patterson-UTI Energy Inc')",0.20400000000000001,"[('PXJ', 0.131), ('IEZ', 0.073)]",New,New
"('NOV', 'PTEN')","('NOV Inc', 'Patterson-UTI Energy Inc')",0.195,"[('PXJ', 0.12), ('IEZ', 0.075)]",New,New
"('BKR', 'PTEN')","('Baker Hughes Co Class A', 'Patterson-UTI Energy Inc')",0.193,"[('PXJ', 0.119), ('IEZ', 0.074)]",New,New
"('ASML', 'MSFT')","('ASML Holding NV ADR', 'Microsoft Corp')",0.183,"[('IXN', 0.183)]",New,New
"('HES', 'VLO')","('Hess Corp', 'Valero Energy Corp')",0.179,"[('PXE', 0.091), ('IEO', 0.088)]",New,New
"('COP', 'ENB.TO')","('ConocoPhillips', 'Enbridge Inc')",0.175,"[('IGE', 0.088), ('IXC', 0.087)]",New,New
"('FTI', 'LBRT')","('TechnipFMC PLC', 'Liberty Oilfield Services Inc')",0.141,"[('PXJ', 0.141)]",New,New
"('COP', 'TRP.TO')","('ConocoPhillips', 'TC Energy Corp')",0.139,"[('IGE', 0.07), ('IXC', 0.069)]",New,New
"('ENB.TO', 'EOG')","('Enbridge Inc', 'EOG Resources Inc')",0.139,"[('IGE', 0.07), ('IXC', 0.069)]",New,New
"('01347', '02382')","('Hua Hong Semiconductor Ltd Unitary 144A/Reg S', 'Sunny Optical Technology (Group) Co Ltd')",0.136,"[('CHIK', 0.136)]",New,New
"('LBRT', 'NOV')","('Liberty Oilfield Services Inc', 'NOV Inc')",0.13,"[('PXJ', 0.13)]",New,New
"('BKR', 'LBRT')","('Baker Hughes Co Class A', 'Liberty Oilfield Services Inc')",0.129,"[('PXJ', 0.129)]",New,New
"('SCHW', 'V')","('Charles Schwab Corp', 'Visa Inc Class A')",0.124,"[('IYG', 0.124)]",New,New
"('LNG', 'MPC')","('Cheniere Energy Inc', 'Marathon Petroleum Corp')",0.122,"[('IEO', 0.122)]",New,New
"('LNG', 'PSX')","('Cheniere Energy Inc', 'Phillips 66')",0.121,"[('IEO', 0.121)]",New,New
"('BIIB', 'CTLT')","('Biogen Inc', 'Catalent Inc')",0.12,"[('PBE', 0.12)]",New,New
"('DVN', 'MPC')","('Devon Energy Corp', 'Marathon Petroleum Corp')",0.119,"[('IEO', 0.119)]",New,New
"('FANG', 'MPC')","('Diamondback Energy Inc', 'Marathon Petroleum Corp')",0.118,"[('IEO', 0.118)]",New,New
"('00700', 'NFLX')","('Tencent Holdings Ltd', 'Netflix Inc')",0.118,"[('IXP', 0.118)]",New,New
"('CTLT', 'TECH')","('Catalent Inc', 'Bio-Techne Corp')",0.118,"[('PBE', 0.118)]",New,New
"('DVN', 'PSX')","('Devon Energy Corp', 'Phillips 66')",0.117,"[('IEO', 0.117)]",New,New
"('BIIB', 'TECH')","('Biogen Inc', 'Bio-Techne Corp')",0.117,"[('PBE', 0.117)]",New,New
"('ABBV', 'XOM')","('AbbVie Inc', 'Exxon Mobil Corp')",0.117,"[('PWV', 0.07), ('SDY', 0.047)]",New,New
"('FANG', 'PSX')","('Diamondback Energy Inc', 'Phillips 66')",0.116,"[('IEO', 0.116)]",New,New
"('CTLT', 'ILMN')","('Catalent Inc', 'Illumina Inc')",0.116,"[('PBE', 0.116)]",New,New
"('CTLT', 'QGEN')","('Catalent Inc', 'Qiagen NV')",0.116,"[('PBE', 0.116)]",New,New
"('00700', 'CMCSA')","('Tencent Holdings Ltd', 'Comcast Corp Class A')",0.115,"[('IXP', 0.115)]",New,New
"('BIIB', 'QGEN')","('Biogen Inc', 'Qiagen NV')",0.115,"[('PBE', 0.115)]",New,New
"('00700', 'DIS')","('Tencent Holdings Ltd', 'The Walt Disney Co')",0.114,"[('IXP', 0.114)]",New,New
"('00700', 'VZ')","('Tencent Holdings Ltd', 'Verizon Communications Inc')",0.113,"[('IXP', 0.113)]",New,New
"('00700', 'T')","('Tencent Holdings Ltd', 'AT&T Inc')",0.113,"[('IXP', 0.113)]",New,New
"('ILMN', 'TECH')","('Illumina Inc', 'Bio-Techne Corp')",0.113,"[('PBE', 0.113)]",New,New
"('QGEN', 'TECH')","('Qiagen NV', 'Bio-Techne Corp')",0.113,"[('PBE', 0.113)]",New,New
"('ILMN', 'QGEN')","('Illumina Inc', 'Qiagen NV')",0.111,"[('PBE', 0.111)]",New,New
"('PINS', 'SPOT')","('Pinterest Inc', 'Spotify Technology SA')",0.111,"[('PBS', 0.111)]",New,New
"('GILD', 'TECH')","('Gilead Sciences Inc', 'Bio-Techne Corp')",0.11,"[('PBE', 0.11)]",New,New
"('01347', '01810')","('Hua Hong Semiconductor Ltd Unitary 144A/Reg S', 'Xiaomi Corp Ordinary Shares - Class B')",0.109,"[('CHIK', 0.109)]",New,New
"('GILD', 'QGEN')","('Gilead Sciences Inc', 'Qiagen NV')",0.109,"[('PBE', 0.109)]",New,New
"('ABBV', 'CVX')","('AbbVie Inc', 'Chevron Corp')",0.10600000000000001,"[('PWV', 0.067), ('SDY', 0.039)]",New,New
"('AMGN', 'CTLT')","('Amgen Inc', 'Catalent Inc')",0.106,"[('PBE', 0.106)]",New,New
"('NFLX', 'PINS')","('Netflix Inc', 'Pinterest Inc')",0.106,"[('PBS', 0.106)]",New,New
"('LUMI', 'NVCR')","('Bank Leumi Le-Israel BM', 'NovoCure Ltd')",0.105,"[('ISRA', 0.105)]",New,New
"('LUMI', 'SEDG')","('Bank Leumi Le-Israel BM', 'SolarEdge Technologies Inc')",0.105,"[('ISRA', 0.105)]",New,New
"('MA', 'SCHW')","('Mastercard Inc A', 'Charles Schwab Corp')",0.105,"[('IYG', 0.105)]",New,New
"('VIAC', 'YUMC')","('ViacomCBS Inc Class B', 'Yum China Holdings Inc Ordinary Shares')",0.105,"[('PEJ', 0.105)]",New,New
"('CRWD', 'MSI')","('CrowdStrike Holdings Inc Class A', 'Motorola Solutions Inc')",0.105,"[('PXQ', 0.105)]",New,New
"('AAPL', 'CRWD')","('Apple Inc', 'CrowdStrike Holdings Inc Class A')",0.105,"[('PXQ', 0.105)]",New,New
"('CRWD', 'QCOM')","('CrowdStrike Holdings Inc Class A', 'Qualcomm Inc')",0.105,"[('PXQ', 0.105)]",New,New
"('MCD', 'VIAC')","(""McDonald's Corp"", 'ViacomCBS Inc Class B')",0.104,"[('PEJ', 0.104)]",New,New
"('APH', 'MRVL')","('Amphenol Corp Class A', 'Marvell Technology Inc')",0.104,"[('PXQ', 0.104)]",New,New
"('EOG', 'TRP.TO')","('EOG Resources Inc', 'TC Energy Corp')",0.103,"[('IGE', 0.052), ('IXC', 0.051)]",New,New
"('DIS', 'PINS')","('The Walt Disney Co', 'Pinterest Inc')",0.103,"[('PBS', 0.103)]",New,New
"('SBUX', 'VIAC')","('Starbucks Corp', 'ViacomCBS Inc Class B')",0.103,"[('PEJ', 0.103)]",New,New
"('APH', 'CRWD')","('Amphenol Corp Class A', 'CrowdStrike Holdings Inc Class A')",0.103,"[('PXQ', 0.103)]",New,New
"('MRVL', 'VMW')","('Marvell Technology Inc', 'VMware Inc')",0.103,"[('PXQ', 0.103)]",New,New
"('005930.KS', 'AMZN')","('Samsung Electronics Co Ltd', 'Amazon.com Inc')",0.102,"[('IOO', 0.102)]",New,New
"('CTLT', 'RGEN')","('Catalent Inc', 'Repligen Corp')",0.102,"[('PBE', 0.102)]",New,New
"('AMGN', 'TECH')","('Amgen Inc', 'Bio-Techne Corp')",0.102,"[('PBE', 0.102)]",New,New
"('VIAC', 'YUM')","('ViacomCBS Inc Class B', 'Yum Brands Inc')",0.102,"[('PEJ', 0.102)]",New,New
"('SYY', 'VIAC')","('Sysco Corp', 'ViacomCBS Inc Class B')",0.102,"[('PEJ', 0.102)]",New,New
"('CLR', 'PXD')","('Continental Resources Inc', 'Pioneer Natural Resources Co')",0.102,"[('PXE', 0.102)]",New,New
"('AAPL', 'FTNT')","('Apple Inc', 'Fortinet Inc')",0.102,"[('PXQ', 0.102)]",New,New
"('FTNT', 'QCOM')","('Fortinet Inc', 'Qualcomm Inc')",0.102,"[('PXQ', 0.102)]",New,New
"('BIIB', 'RGEN')","('Biogen Inc', 'Repligen Corp')",0.101,"[('PBE', 0.101)]",New,New
"('EXPE', 'VIAC')","('Expedia Group Inc', 'ViacomCBS Inc Class B')",0.101,"[('PEJ', 0.101)]",New,New
"('AMGN', 'QGEN')","('Amgen Inc', 'Qiagen NV')",0.1,"[('PBE', 0.1)]",New,New
"('MDLZ', 'STZ')","('Mondelez International Inc Class A', 'Constellation Brands Inc A')",0.1,"[('PBJ', 0.1)]",New,New
"('MNST', 'STZ')","('Monster Beverage Corp', 'Constellation Brands Inc A')",0.1,"[('PBJ', 0.1)]",New,New
"('MTCH', 'NFLX')","('Match Group Inc', 'Netflix Inc')",0.1,"[('PBS', 0.1)]",New,New
"('FB', 'MTCH')","('Facebook Inc A', 'Match Group Inc')",0.1,"[('PBS', 0.1)]",New,New
"('CLR', 'HES')","('Continental Resources Inc', 'Hess Corp')",0.1,"[('PXE', 0.1)]",New,New
"('AAPL', 'MSI')","('Apple Inc', 'Motorola Solutions Inc')",0.1,"[('PXQ', 0.1)]",New,New
"('KDP', 'MDLZ')","('Keurig Dr Pepper Inc', 'Mondelez International Inc Class A')",0.099,"[('PBJ', 0.099)]",New,New
"('GIS', 'STZ')","('General Mills Inc', 'Constellation Brands Inc A')",0.099,"[('PBJ', 0.099)]",New,New
"('KDP', 'STZ')","('Keurig Dr Pepper Inc', 'Constellation Brands Inc A')",0.099,"[('PBJ', 0.099)]",New,New
"('GOOGL', 'MTCH')","('Alphabet Inc A', 'Match Group Inc')",0.099,"[('PBS', 0.099)]",New,New
"('MCD', 'YUMC')","(""McDonald's Corp"", 'Yum China Holdings Inc Ordinary Shares')",0.099,"[('PEJ', 0.099)]",New,New
"('SBUX', 'YUMC')","('Starbucks Corp', 'Yum China Holdings Inc Ordinary Shares')",0.099,"[('PEJ', 0.099)]",New,New
"('DIS', 'YUMC')","('The Walt Disney Co', 'Yum China Holdings Inc Ordinary Shares')",0.099,"[('PEJ', 0.099)]",New,New
"('CLR', 'PSX')","('Continental Resources Inc', 'Phillips 66')",0.099,"[('PXE', 0.099)]",New,New
"('APH', 'FTNT')","('Amphenol Corp Class A', 'Fortinet Inc')",0.099,"[('PXQ', 0.099)]",New,New
"('ALKS', 'BIIB')","('Alkermes PLC', 'Biogen Inc')",0.098,"[('PBE', 0.098)]",New,New
"('MDLZ', 'SYY')","('Mondelez International Inc Class A', 'Sysco Corp')",0.098,"[('PBJ', 0.098)]",New,New
"('STZ', 'SYY')","('Constellation Brands Inc A', 'Sysco Corp')",0.098,"[('PBJ', 0.098)]",New,New
"('GIS', 'SYY')","('General Mills Inc', 'Sysco Corp')",0.098,"[('PBJ', 0.098)]",New,New
"('KDP', 'SYY')","('Keurig Dr Pepper Inc', 'Sysco Corp')",0.098,"[('PBJ', 0.098)]",New,New
"('MNST', 'SYY')","('Monster Beverage Corp', 'Sysco Corp')",0.098,"[('PBJ', 0.098)]",New,New
"('GIS', 'KDP')","('General Mills Inc', 'Keurig Dr Pepper Inc')",0.098,"[('PBJ', 0.098)]",New,New
"('DIS', 'MTCH')","('The Walt Disney Co', 'Match Group Inc')",0.098,"[('PBS', 0.098)]",New,New
"('DIS', 'MCD')","('The Walt Disney Co', ""McDonald's Corp"")",0.098,"[('PEJ', 0.098)]",New,New
"('CLR', 'VLO')","('Continental Resources Inc', 'Valero Energy Corp')",0.098,"[('PXE', 0.098)]",New,New
"('CLR', 'MPC')","('Continental Resources Inc', 'Marathon Petroleum Corp')",0.098,"[('PXE', 0.098)]",New,New
"('AAPL', 'APH')","('Apple Inc', 'Amphenol Corp Class A')",0.098,"[('PXQ', 0.098)]",New,New
"('APH', 'QCOM')","('Amphenol Corp Class A', 'Qualcomm Inc')",0.098,"[('PXQ', 0.098)]",New,New
"('NVCR', 'TEVA')","('NovoCure Ltd', 'Teva Pharmaceutical Industries Ltd ADR')",0.097,"[('ISRA', 0.097)]",New,New
"('SEDG', 'TEVA')","('SolarEdge Technologies Inc', 'Teva Pharmaceutical Industries Ltd ADR')",0.097,"[('ISRA', 0.097)]",New,New
"('QGEN', 'RGEN')","('Qiagen NV', 'Repligen Corp')",0.097,"[('PBE', 0.097)]",New,New
"('KHC', 'STZ')","('The Kraft Heinz Co', 'Constellation Brands Inc A')",0.097,"[('PBJ', 0.097)]",New,New
"('KHC', 'MNST')","('The Kraft Heinz Co', 'Monster Beverage Corp')",0.097,"[('PBJ', 0.097)]",New,New
"('YUM', 'YUMC')","('Yum Brands Inc', 'Yum China Holdings Inc Ordinary Shares')",0.097,"[('PEJ', 0.097)]",New,New
"('SYY', 'YUMC')","('Sysco Corp', 'Yum China Holdings Inc Ordinary Shares')",0.097,"[('PEJ', 0.097)]",New,New
"('EXPE', 'YUMC')","('Expedia Group Inc', 'Yum China Holdings Inc Ordinary Shares')",0.097,"[('PEJ', 0.097)]",New,New
"('APH', 'MSI')","('Amphenol Corp Class A', 'Motorola Solutions Inc')",0.097,"[('PXQ', 0.097)]",New,New
"('AAPL', 'VMW')","('Apple Inc', 'VMware Inc')",0.097,"[('PXQ', 0.097)]",New,New
"('GIS', 'KHC')","('General Mills Inc', 'The Kraft Heinz Co')",0.096,"[('PBJ', 0.096)]",New,New
"('KDP', 'KHC')","('Keurig Dr Pepper Inc', 'The Kraft Heinz Co')",0.096,"[('PBJ', 0.096)]",New,New
"('ADM', 'STZ')","('Archer-Daniels Midland Co', 'Constellation Brands Inc A')",0.096,"[('PBJ', 0.096)]",New,New
"('ADM', 'MNST')","('Archer-Daniels Midland Co', 'Monster Beverage Corp')",0.096,"[('PBJ', 0.096)]",New,New
"('MCD', 'YUM')","(""McDonald's Corp"", 'Yum Brands Inc')",0.096,"[('PEJ', 0.096)]",New,New
"('MCD', 'SYY')","(""McDonald's Corp"", 'Sysco Corp')",0.096,"[('PEJ', 0.096)]",New,New
"('EXPE', 'MCD')","('Expedia Group Inc', ""McDonald's Corp"")",0.096,"[('PEJ', 0.096)]",New,New
"('SBUX', 'YUM')","('Starbucks Corp', 'Yum Brands Inc')",0.096,"[('PEJ', 0.096)]",New,New
"('DIS', 'YUM')","('The Walt Disney Co', 'Yum Brands Inc')",0.096,"[('PEJ', 0.096)]",New,New
"('SBUX', 'SYY')","('Starbucks Corp', 'Sysco Corp')",0.096,"[('PEJ', 0.096)]",New,New
"('DIS', 'SYY')","('The Walt Disney Co', 'Sysco Corp')",0.096,"[('PEJ', 0.096)]",New,New
"('DIS', 'EXPE')","('The Walt Disney Co', 'Expedia Group Inc')",0.096,"[('PEJ', 0.096)]",New,New
"('MSI', 'VMW')","('Motorola Solutions Inc', 'VMware Inc')",0.096,"[('PXQ', 0.096)]",New,New
"('QCOM', 'VMW')","('Qualcomm Inc', 'VMware Inc')",0.096,"[('PXQ', 0.096)]",New,New
"('ALKS', 'TECH')","('Alkermes PLC', 'Bio-Techne Corp')",0.095,"[('PBE', 0.095)]",New,New
"('GILD', 'RGEN')","('Gilead Sciences Inc', 'Repligen Corp')",0.095,"[('PBE', 0.095)]",New,New
"('KHC', 'SYY')","('The Kraft Heinz Co', 'Sysco Corp')",0.095,"[('PBJ', 0.095)]",New,New
"('ADM', 'SYY')","('Archer-Daniels Midland Co', 'Sysco Corp')",0.095,"[('PBJ', 0.095)]",New,New
"('ADM', 'KDP')","('Archer-Daniels Midland Co', 'Keurig Dr Pepper Inc')",0.095,"[('PBJ', 0.095)]",New,New
"('EXPE', 'SBUX')","('Expedia Group Inc', 'Starbucks Corp')",0.095,"[('PEJ', 0.095)]",New,New
"('CTLT', 'FLGT')","('Catalent Inc', 'Fulgent Genetics Inc')",0.094,"[('PBE', 0.094)]",New,New
"('SYY', 'YUM')","('Sysco Corp', 'Yum Brands Inc')",0.094,"[('PEJ', 0.094)]",New,New
"('EXPE', 'YUM')","('Expedia Group Inc', 'Yum Brands Inc')",0.094,"[('PEJ', 0.094)]",New,New
"('EXPE', 'SYY')","('Expedia Group Inc', 'Sysco Corp')",0.094,"[('PEJ', 0.094)]",New,New
"('APH', 'VMW')","('Amphenol Corp Class A', 'VMware Inc')",0.094,"[('PXQ', 0.094)]",New,New
"('BIIB', 'FLGT')","('Biogen Inc', 'Fulgent Genetics Inc')",0.093,"[('PBE', 0.093)]",New,New
"('ALKS', 'ILMN')","('Alkermes PLC', 'Illumina Inc')",0.093,"[('PBE', 0.093)]",New,New
"('ALKS', 'QGEN')","('Alkermes PLC', 'Qiagen NV')",0.093,"[('PBE', 0.093)]",New,New
"('POLI', 'SEDG')","('Bank Hapoalim BM', 'SolarEdge Technologies Inc')",0.092,"[('ISRA', 0.092)]",New,New
"('HWM', 'LMT')","('Howmet Aerospace Inc', 'Lockheed Martin Corp')",0.092,"[('ITA', 0.092)]",New,New
"('NVCR', 'POLI')","('NovoCure Ltd', 'Bank Hapoalim BM')",0.091,"[('ISRA', 0.091)]",New,New
"('00700', 'CHTR')","('Tencent Holdings Ltd', 'Charter Communications Inc A')",0.09,"[('IXP', 0.09)]",New,New
"('FLGT', 'TECH')","('Fulgent Genetics Inc', 'Bio-Techne Corp')",0.09,"[('PBE', 0.09)]",New,New
"('AMCX', 'VIAC')","('AMC Networks Inc A', 'ViacomCBS Inc Class B')",0.09,"[('PEJ', 0.09)]",New,New
"('LNG', 'PXD')","('Cheniere Energy Inc', 'Pioneer Natural Resources Co')",0.089,"[('IEO', 0.089)]",New,New
"('HES', 'LNG')","('Hess Corp', 'Cheniere Energy Inc')",0.089,"[('IEO', 0.089)]",New,New
"('FLGT', 'QGEN')","('Fulgent Genetics Inc', 'Qiagen NV')",0.089,"[('PBE', 0.089)]",New,New
"('AWK', 'D')","('American Water Works Co Inc', 'Dominion Energy Inc')",0.088,"[('IDU', 0.088)]",New,New
"('LNG', 'VLO')","('Cheniere Energy Inc', 'Valero Energy Corp')",0.088,"[('IEO', 0.088)]",New,New
"('DOX', 'LUMI')","('Amdocs Ltd', 'Bank Leumi Le-Israel BM')",0.088,"[('ISRA', 0.088)]",New,New
"('MRVL', 'ZS')","('Marvell Technology Inc', 'Zscaler Inc')",0.088,"[('PXQ', 0.088)]",New,New
"('MRVL', 'VRNS')","('Marvell Technology Inc', 'Varonis Systems Inc')",0.087,"[('PXQ', 0.087)]",New,New
"('FLGT', 'GILD')","('Fulgent Genetics Inc', 'Gilead Sciences Inc')",0.086,"[('PBE', 0.086)]",New,New
"('AMGN', 'RGEN')","('Amgen Inc', 'Repligen Corp')",0.086,"[('PBE', 0.086)]",New,New
"('AMCX', 'YUMC')","('AMC Networks Inc A', 'Yum China Holdings Inc Ordinary Shares')",0.086,"[('PEJ', 0.086)]",New,New
"('NUE', 'X')","('Nucor Corp', 'United States Steel Corp')",0.086,"[('PYZ', 0.086)]",New,New
"('FANG', 'LNG')","('Diamondback Energy Inc', 'Cheniere Energy Inc')",0.085,"[('IEO', 0.085)]",New,New
"('01299.HK', 'BRK.B')","('AIA Group Ltd', 'Berkshire Hathaway Inc Class B')",0.085,"[('IXG', 0.085)]",New,New
"('AMCX', 'MCD')","('AMC Networks Inc A', ""McDonald's Corp"")",0.085,"[('PEJ', 0.085)]",New,New
"('AMCX', 'SBUX')","('AMC Networks Inc A', 'Starbucks Corp')",0.085,"[('PEJ', 0.085)]",New,New
"('AMCX', 'DIS')","('AMC Networks Inc A', 'The Walt Disney Co')",0.085,"[('PEJ', 0.085)]",New,New
"('DVN', 'VLO')","('Devon Energy Corp', 'Valero Energy Corp')",0.084,"[('IEO', 0.084)]",New,New
"('BRK.B', 'RY.TO')","('Berkshire Hathaway Inc Class B', 'Royal Bank of Canada')",0.084,"[('IXG', 0.084)]",New,New
"('AVY', 'NUE')","('Avery Dennison Corp', 'Nucor Corp')",0.084,"[('PYZ', 0.084)]",New,New
"('AA', 'LTHM')","('Alcoa Corp', 'Livent Corp')",0.084,"[('PYZ', 0.084)]",New,New
"('AA', 'CE')","('Alcoa Corp', 'Celanese Corp Class A')",0.084,"[('PYZ', 0.084)]",New,New
"('FANG', 'VLO')","('Diamondback Energy Inc', 'Valero Energy Corp')",0.083,"[('IEO', 0.083)]",New,New
"('BRK.B', 'CBA.AX')","('Berkshire Hathaway Inc Class B', 'Commonwealth Bank of Australia')",0.083,"[('IXG', 0.083)]",New,New
"('ALKS', 'AMGN')","('Alkermes PLC', 'Amgen Inc')",0.083,"[('PBE', 0.083)]",New,New
"('AMCX', 'YUM')","('AMC Networks Inc A', 'Yum Brands Inc')",0.083,"[('PEJ', 0.083)]",New,New
"('AMCX', 'SYY')","('AMC Networks Inc A', 'Sysco Corp')",0.083,"[('PEJ', 0.083)]",New,New
"('AMCX', 'EXPE')","('AMC Networks Inc A', 'Expedia Group Inc')",0.083,"[('PEJ', 0.083)]",New,New
"('CDEV', 'PXD')","('Centennial Resource Development Inc A', 'Pioneer Natural Resources Co')",0.083,"[('PXE', 0.083)]",New,New
"('CLF', 'X')","('Cleveland-Cliffs Inc', 'United States Steel Corp')",0.083,"[('PYZ', 0.083)]",New,New
"('LTHM', 'NUE')","('Livent Corp', 'Nucor Corp')",0.083,"[('PYZ', 0.083)]",New,New
"('HP', 'WHD')","('Helmerich & Payne Inc', 'Cactus Inc Class A')",0.082,"[('IEZ', 0.082)]",New,New
"('HWM', 'LHX')","('Howmet Aerospace Inc', 'L3Harris Technologies Inc')",0.082,"[('ITA', 0.082)]",New,New
"('HWM', 'TDY')","('Howmet Aerospace Inc', 'Teledyne Technologies Inc')",0.082,"[('ITA', 0.082)]",New,New
"('PXD', 'SM')","('Pioneer Natural Resources Co', 'SM Energy Co')",0.082,"[('PXE', 0.082)]",New,New
"('AAPL', 'ZS')","('Apple Inc', 'Zscaler Inc')",0.082,"[('PXQ', 0.082)]",New,New
"('QCOM', 'ZS')","('Qualcomm Inc', 'Zscaler Inc')",0.082,"[('PXQ', 0.082)]",New,New
"('GD', 'HWM')","('General Dynamics Corp', 'Howmet Aerospace Inc')",0.081,"[('ITA', 0.081)]",New,New
"('HWM', 'NOC')","('Howmet Aerospace Inc', 'Northrop Grumman Corp')",0.081,"[('ITA', 0.081)]",New,New
"('HWM', 'TDG')","('Howmet Aerospace Inc', 'TransDigm Group Inc')",0.081,"[('ITA', 0.081)]",New,New
"('ENB.TO', 'RDSB.L')","('Enbridge Inc', 'Royal Dutch Shell PLC B')",0.081,"[('IXC', 0.081)]",New,New
"('MDLZ', 'SAFM')","('Mondelez International Inc Class A', 'Sanderson Farms Inc')",0.081,"[('PBJ', 0.081)]",New,New
"('SAFM', 'STZ')","('Sanderson Farms Inc', 'Constellation Brands Inc A')",0.081,"[('PBJ', 0.081)]",New,New
"('GIS', 'SAFM')","('General Mills Inc', 'Sanderson Farms Inc')",0.081,"[('PBJ', 0.081)]",New,New
"('MNST', 'SAFM')","('Monster Beverage Corp', 'Sanderson Farms Inc')",0.081,"[('PBJ', 0.081)]",New,New
"('CDEV', 'EOG')","('Centennial Resource Development Inc A', 'EOG Resources Inc')",0.081,"[('PXE', 0.081)]",New,New
"('CDEV', 'HES')","('Centennial Resource Development Inc A', 'Hess Corp')",0.081,"[('PXE', 0.081)]",New,New
"('MSI', 'ZS')","('Motorola Solutions Inc', 'Zscaler Inc')",0.081,"[('PXQ', 0.081)]",New,New
"('AAPL', 'VRNS')","('Apple Inc', 'Varonis Systems Inc')",0.081,"[('PXQ', 0.081)]",New,New
"('QCOM', 'VRNS')","('Qualcomm Inc', 'Varonis Systems Inc')",0.081,"[('PXQ', 0.081)]",New,New
